state,district,office,year,target
south carolina,10,state house,2020,0
south carolina,100,state house,2020,0
south carolina,101,state house,2020,1
south carolina,102,state house,2020,1
south carolina,103,state house,2020,1
south carolina,104,state house,2020,0
south carolina,105,state house,2020,0
south carolina,106,state house,2020,0
south carolina,107,state house,2020,0
south carolina,108,state house,2020,0
south carolina,109,state house,2020,1
south carolina,11,state house,2020,0
south carolina,110,state house,2020,0
south carolina,111,state house,2020,1
south carolina,112,state house,2020,0
south carolina,113,state house,2020,1
south carolina,114,state house,2020,0
south carolina,115,state house,2020,1
south carolina,116,state house,2020,1
south carolina,117,state house,2020,1
south carolina,118,state house,2020,0
south carolina,119,state house,2020,1
south carolina,12,state house,2020,1
south carolina,120,state house,2020,0
south carolina,121,state house,2020,1
south carolina,122,state house,2020,1
south carolina,123,state house,2020,0
south carolina,124,state house,2020,0
south carolina,13,state house,2020,0
south carolina,14,state house,2020,0
south carolina,15,state house,2020,1
south carolina,16,state house,2020,0
south carolina,17,state house,2020,0
south carolina,18,state house,2020,0
south carolina,19,state house,2020,0
south carolina,2,state house,2020,0
south carolina,20,state house,2020,0
south carolina,21,state house,2020,0
south carolina,22,state house,2020,0
south carolina,23,state house,2020,1
south carolina,24,state house,2020,0
south carolina,25,state house,2020,1
south carolina,26,state house,2020,0
south carolina,27,state house,2020,0
south carolina,28,state house,2020,0
south carolina,29,state house,2020,0
south carolina,3,state house,2020,0
south carolina,30,state house,2020,0
south carolina,31,state house,2020,1
south carolina,32,state house,2020,0
south carolina,33,state house,2020,0
south carolina,34,state house,2020,0
south carolina,35,state house,2020,0
south carolina,36,state house,2020,0
south carolina,37,state house,2020,0
south carolina,38,state house,2020,0
south carolina,39,state house,2020,0
south carolina,4,state house,2020,0
south carolina,40,state house,2020,0
south carolina,41,state house,2020,1
south carolina,42,state house,2020,0
south carolina,43,state house,2020,0
south carolina,44,state house,2020,0
south carolina,45,state house,2020,0
south carolina,46,state house,2020,0
south carolina,47,state house,2020,0
south carolina,48,state house,2020,0
south carolina,49,state house,2020,1
south carolina,5,state house,2020,0
south carolina,50,state house,2020,1
south carolina,51,state house,2020,1
south carolina,52,state house,2020,0
south carolina,53,state house,2020,0
south carolina,54,state house,2020,1
south carolina,55,state house,2020,1
south carolina,56,state house,2020,0
south carolina,57,state house,2020,1
south carolina,58,state house,2020,0
south carolina,59,state house,2020,1
south carolina,6,state house,2020,0
south carolina,60,state house,2020,0
south carolina,61,state house,2020,1
south carolina,62,state house,2020,1
south carolina,63,state house,2020,0
south carolina,64,state house,2020,1
south carolina,65,state house,2020,0
south carolina,66,state house,2020,1
south carolina,67,state house,2020,0
south carolina,68,state house,2020,0
south carolina,69,state house,2020,0
south carolina,7,state house,2020,0
south carolina,70,state house,2020,1
south carolina,71,state house,2020,0
south carolina,72,state house,2020,1
south carolina,73,state house,2020,1
south carolina,74,state house,2020,1
south carolina,75,state house,2020,0
south carolina,76,state house,2020,1
south carolina,77,state house,2020,1
south carolina,78,state house,2020,1
south carolina,79,state house,2020,1
south carolina,8,state house,2020,0
south carolina,80,state house,2020,1
south carolina,81,state house,2020,0
south carolina,82,state house,2020,1
south carolina,83,state house,2020,0
south carolina,84,state house,2020,0
south carolina,85,state house,2020,0
south carolina,86,state house,2020,0
south carolina,87,state house,2020,0
south carolina,88,state house,2020,0
south carolina,89,state house,2020,0
south carolina,9,state house,2020,0
south carolina,90,state house,2020,1
south carolina,91,state house,2020,1
south carolina,92,state house,2020,0
south carolina,93,state house,2020,1
south carolina,94,state house,2020,0
south carolina,95,state house,2020,1
south carolina,96,state house,2020,0
south carolina,97,state house,2020,0
south carolina,98,state house,2020,0
south carolina,99,state house,2020,0
tennessee,1,state house,2020,0
tennessee,10,state house,2020,0
tennessee,11,state house,2020,0
tennessee,12,state house,2020,0
tennessee,13,state house,2020,1
tennessee,14,state house,2020,0
tennessee,15,state house,2020,1
tennessee,16,state house,2020,0
tennessee,17,state house,2020,0
tennessee,18,state house,2020,0
tennessee,19,state house,2020,0
tennessee,2,state house,2020,0
tennessee,20,state house,2020,0
tennessee,21,state house,2020,0
tennessee,22,state house,2020,0
tennessee,23,state house,2020,0
tennessee,24,state house,2020,0
tennessee,25,state house,2020,0
tennessee,26,state house,2020,0
tennessee,27,state house,2020,0
tennessee,28,state house,2020,1
tennessee,29,state house,2020,0
tennessee,3,state house,2020,0
tennessee,30,state house,2020,0
tennessee,31,state house,2020,0
tennessee,32,state house,2020,0
tennessee,33,state house,2020,0
tennessee,34,state house,2020,0
tennessee,35,state house,2020,0
tennessee,36,state house,2020,0
tennessee,37,state house,2020,0
tennessee,38,state house,2020,0
tennessee,39,state house,2020,0
tennessee,4,state house,2020,0
tennessee,40,state house,2020,0
tennessee,41,state house,2020,1
tennessee,42,state house,2020,0
tennessee,43,state house,2020,0
tennessee,44,state house,2020,0
tennessee,45,state house,2020,0
tennessee,46,state house,2020,0
tennessee,47,state house,2020,0
tennessee,48,state house,2020,0
tennessee,49,state house,2020,0
tennessee,5,state house,2020,0
tennessee,50,state house,2020,1
tennessee,51,state house,2020,1
tennessee,52,state house,2020,1
tennessee,53,state house,2020,1
tennessee,54,state house,2020,1
tennessee,55,state house,2020,1
tennessee,56,state house,2020,1
tennessee,57,state house,2020,0
tennessee,58,state house,2020,1
tennessee,59,state house,2020,1
tennessee,6,state house,2020,0
tennessee,60,state house,2020,1
tennessee,61,state house,2020,0
tennessee,62,state house,2020,0
tennessee,63,state house,2020,0
tennessee,64,state house,2020,0
tennessee,65,state house,2020,0
tennessee,66,state house,2020,0
tennessee,67,state house,2020,1
tennessee,68,state house,2020,0
tennessee,69,state house,2020,0
tennessee,7,state house,2020,0
tennessee,70,state house,2020,0
tennessee,71,state house,2020,0
tennessee,72,state house,2020,0
tennessee,73,state house,2020,0
tennessee,74,state house,2020,0
tennessee,75,state house,2020,0
tennessee,76,state house,2020,0
tennessee,77,state house,2020,0
tennessee,78,state house,2020,0
tennessee,79,state house,2020,0
tennessee,8,state house,2020,0
tennessee,80,state house,2020,1
tennessee,81,state house,2020,0
tennessee,82,state house,2020,0
tennessee,83,state house,2020,0
tennessee,84,state house,2020,1
tennessee,85,state house,2020,1
tennessee,86,state house,2020,1
tennessee,87,state house,2020,1
tennessee,88,state house,2020,1
tennessee,89,state house,2020,0
tennessee,9,state house,2020,0
tennessee,90,state house,2020,1
tennessee,91,state house,2020,1
tennessee,92,state house,2020,0
tennessee,93,state house,2020,1
tennessee,94,state house,2020,0
tennessee,95,state house,2020,0
tennessee,96,state house,2020,1
tennessee,97,state house,2020,0
tennessee,98,state house,2020,1
tennessee,99,state house,2020,0
texas,1,state house,2020,0
texas,10,state house,2020,0
texas,100,state house,2020,1
texas,101,state house,2020,1
texas,102,state house,2020,1
texas,103,state house,2020,1
texas,104,state house,2020,1
texas,105,state house,2020,1
texas,106,state house,2020,0
texas,107,state house,2020,1
texas,108,state house,2020,0
texas,109,state house,2020,1
texas,11,state house,2020,0
texas,110,state house,2020,1
texas,111,state house,2020,1
texas,112,state house,2020,0
texas,113,state house,2020,1
texas,114,state house,2020,1
texas,115,state house,2020,1
texas,116,state house,2020,1
texas,117,state house,2020,1
texas,118,state house,2020,1
texas,119,state house,2020,1
texas,12,state house,2020,0
texas,120,state house,2020,1
texas,121,state house,2020,0
texas,122,state house,2020,0
texas,123,state house,2020,1
texas,124,state house,2020,1
texas,125,state house,2020,1
texas,126,state house,2020,0
texas,127,state house,2020,0
texas,128,state house,2020,0
texas,129,state house,2020,0
texas,13,state house,2020,0
texas,130,state house,2020,0
texas,131,state house,2020,1
texas,132,state house,2020,0
texas,133,state house,2020,0
texas,134,state house,2020,1
texas,135,state house,2020,1
texas,136,state house,2020,1
texas,137,state house,2020,1
texas,138,state house,2020,0
texas,139,state house,2020,1
texas,14,state house,2020,0
texas,140,state house,2020,1
texas,141,state house,2020,1
texas,142,state house,2020,1
texas,143,state house,2020,1
texas,144,state house,2020,1
texas,145,state house,2020,1
texas,146,state house,2020,1
texas,147,state house,2020,1
texas,148,state house,2020,1
texas,149,state house,2020,1
texas,15,state house,2020,0
texas,150,state house,2020,0
texas,16,state house,2020,0
texas,17,state house,2020,0
texas,18,state house,2020,0
texas,19,state house,2020,0
texas,2,state house,2020,0
texas,20,state house,2020,0
texas,21,state house,2020,0
texas,22,state house,2020,1
texas,23,state house,2020,0
texas,24,state house,2020,0
texas,25,state house,2020,0
texas,26,state house,2020,0
texas,27,state house,2020,1
texas,28,state house,2020,0
texas,29,state house,2020,0
texas,3,state house,2020,0
texas,30,state house,2020,0
texas,31,state house,2020,1
texas,32,state house,2020,0
texas,33,state house,2020,0
texas,34,state house,2020,1
texas,35,state house,2020,1
texas,36,state house,2020,1
texas,37,state house,2020,1
texas,38,state house,2020,1
texas,39,state house,2020,1
texas,4,state house,2020,0
texas,40,state house,2020,1
texas,41,state house,2020,1
texas,42,state house,2020,1
texas,43,state house,2020,0
texas,44,state house,2020,0
texas,45,state house,2020,1
texas,46,state house,2020,1
texas,47,state house,2020,1
texas,48,state house,2020,1
texas,49,state house,2020,1
texas,5,state house,2020,0
texas,50,state house,2020,1
texas,51,state house,2020,1
texas,52,state house,2020,1
texas,53,state house,2020,0
texas,54,state house,2020,0
texas,55,state house,2020,0
texas,56,state house,2020,0
texas,57,state house,2020,0
texas,58,state house,2020,0
texas,59,state house,2020,0
texas,6,state house,2020,0
texas,60,state house,2020,0
texas,61,state house,2020,0
texas,62,state house,2020,0
texas,63,state house,2020,0
texas,64,state house,2020,0
texas,65,state house,2020,1
texas,66,state house,2020,0
texas,67,state house,2020,0
texas,68,state house,2020,0
texas,69,state house,2020,0
texas,7,state house,2020,0
texas,70,state house,2020,0
texas,71,state house,2020,0
texas,72,state house,2020,0
texas,73,state house,2020,0
texas,74,state house,2020,1
texas,75,state house,2020,1
texas,76,state house,2020,1
texas,77,state house,2020,1
texas,78,state house,2020,1
texas,79,state house,2020,1
texas,8,state house,2020,0
texas,80,state house,2020,1
texas,81,state house,2020,0
texas,82,state house,2020,0
texas,83,state house,2020,0
texas,84,state house,2020,0
texas,85,state house,2020,0
texas,86,state house,2020,0
texas,87,state house,2020,0
texas,88,state house,2020,0
texas,89,state house,2020,0
texas,9,state house,2020,0
texas,90,state house,2020,1
texas,91,state house,2020,0
texas,92,state house,2020,0
texas,93,state house,2020,0
texas,94,state house,2020,0
texas,95,state house,2020,1
texas,96,state house,2020,0
texas,97,state house,2020,0
texas,98,state house,2020,0
texas,99,state house,2020,0
utah,1,state house,2020,0
utah,10,state house,2020,1
utah,11,state house,2020,0
utah,12,state house,2020,0
utah,13,state house,2020,0
utah,14,state house,2020,0
utah,15,state house,2020,0
utah,16,state house,2020,0
utah,17,state house,2020,0
utah,18,state house,2020,0
utah,19,state house,2020,0
utah,2,state house,2020,0
utah,20,state house,2020,0
utah,21,state house,2020,0
utah,22,state house,2020,1
utah,23,state house,2020,1
utah,24,state house,2020,1
utah,25,state house,2020,1
utah,26,state house,2020,1
utah,27,state house,2020,0
utah,28,state house,2020,1
utah,29,state house,2020,0
utah,3,state house,2020,0
utah,30,state house,2020,0
utah,31,state house,2020,1
utah,32,state house,2020,1
utah,33,state house,2020,0
utah,34,state house,2020,1
utah,35,state house,2020,1
utah,36,state house,2020,1
utah,37,state house,2020,1
utah,38,state house,2020,1
utah,39,state house,2020,0
utah,4,state house,2020,0
utah,40,state house,2020,1
utah,41,state house,2020,0
utah,42,state house,2020,0
utah,43,state house,2020,0
utah,44,state house,2020,1
utah,45,state house,2020,0
utah,46,state house,2020,1
utah,47,state house,2020,0
utah,48,state house,2020,0
utah,49,state house,2020,0
utah,5,state house,2020,0
utah,50,state house,2020,0
utah,51,state house,2020,0
utah,52,state house,2020,0
utah,53,state house,2020,0
utah,54,state house,2020,0
utah,55,state house,2020,0
utah,56,state house,2020,0
utah,57,state house,2020,0
utah,58,state house,2020,0
utah,59,state house,2020,0
utah,6,state house,2020,0
utah,60,state house,2020,0
utah,61,state house,2020,0
utah,62,state house,2020,0
utah,63,state house,2020,0
utah,64,state house,2020,0
utah,65,state house,2020,0
utah,66,state house,2020,0
utah,67,state house,2020,0
utah,68,state house,2020,0
utah,69,state house,2020,0
utah,7,state house,2020,0
utah,70,state house,2020,0
utah,71,state house,2020,0
utah,72,state house,2020,0
utah,73,state house,2020,0
utah,74,state house,2020,0
utah,75,state house,2020,0
utah,8,state house,2020,0
utah,9,state house,2020,0
vermont,addison-2,state house,2020,1
vermont,addison-5,state house,2020,0
vermont,addison-rutland,state house,2020,2
vermont,bennington-1,state house,2020,1
vermont,bennington-3,state house,2020,1
vermont,bennington-rutland,state house,2020,1
vermont,caledonia-1,state house,2020,0
vermont,caledonia-2,state house,2020,1
vermont,caledonia-washington,state house,2020,1
vermont,chittenden-1,state house,2020,1
vermont,chittenden-4-1,state house,2020,1
vermont,chittenden-4-2,state house,2020,1
vermont,chittenden-5-1,state house,2020,1
vermont,chittenden-5-2,state house,2020,1
vermont,chittenden-6-2,state house,2020,1
vermont,chittenden-6-6,state house,2020,1
vermont,chittenden-7-1,state house,2020,1
vermont,chittenden-7-2,state house,2020,1
vermont,chittenden-7-3,state house,2020,1
vermont,chittenden-7-4,state house,2020,1
vermont,chittenden-8-3,state house,2020,1
vermont,essex-caledonia,state house,2020,0
vermont,essex-caledonia-orleans,state house,2020,2
vermont,franklin-1,state house,2020,0
vermont,franklin-2,state house,2020,2
vermont,franklin-3-2,state house,2020,0
vermont,franklin-6,state house,2020,0
vermont,franklin-7,state house,2020,0
vermont,lamoille-1,state house,2020,0
vermont,lamoille-3,state house,2020,1
vermont,orange-2,state house,2020,1
vermont,orange-caledonia,state house,2020,0
vermont,orleans-lamoille,state house,2020,0
vermont,rutland-1,state house,2020,0
vermont,rutland-4,state house,2020,0
vermont,rutland-5-1,state house,2020,0
vermont,rutland-5-2,state house,2020,0
vermont,rutland-5-3,state house,2020,1
vermont,rutland-5-4,state house,2020,1
vermont,rutland-bennington,state house,2020,0
vermont,rutland-windsor-1,state house,2020,0
vermont,rutland-windsor-2,state house,2020,1
vermont,washington-5,state house,2020,1
vermont,washington-6,state house,2020,1
vermont,windham-1,state house,2020,1
vermont,windham-2-1,state house,2020,1
vermont,windham-2-2,state house,2020,1
vermont,windham-2-3,state house,2020,1
vermont,windham-5,state house,2020,1
vermont,windham-6,state house,2020,1
vermont,windham-bennington,state house,2020,2
vermont,windham-bennington-windsor,state house,2020,2
vermont,windsor-2,state house,2020,1
vermont,windsor-3-1,state house,2020,1
vermont,windsor-4-1,state house,2020,1
vermont,windsor-5,state house,2020,1
vermont,windsor-orange-1,state house,2020,1
vermont,windsor-rutland,state house,2020,1
west virginia,1,state house,2020,0
west virginia,10,state house,2020,0
west virginia,11,state house,2020,0
west virginia,12,state house,2020,0
west virginia,13,state house,2020,0
west virginia,14,state house,2020,0
west virginia,15,state house,2020,0
west virginia,16,state house,2020,0
west virginia,17,state house,2020,1
west virginia,18,state house,2020,0
west virginia,19,state house,2020,0
west virginia,2,state house,2020,1
west virginia,20,state house,2020,1
west virginia,21,state house,2020,0
west virginia,22,state house,2020,0
west virginia,23,state house,2020,0
west virginia,24,state house,2020,0
west virginia,25,state house,2020,0
west virginia,26,state house,2020,1
west virginia,27,state house,2020,0
west virginia,28,state house,2020,0
west virginia,29,state house,2020,0
west virginia,3,state house,2020,0
west virginia,30,state house,2020,1
west virginia,31,state house,2020,0
west virginia,32,state house,2020,0
west virginia,33,state house,2020,0
west virginia,34,state house,2020,1
west virginia,35,state house,2020,1
west virginia,36,state house,2020,1
west virginia,37,state house,2020,1
west virginia,38,state house,2020,0
west virginia,39,state house,2020,0
west virginia,4,state house,2020,1
west virginia,40,state house,2020,0
west virginia,41,state house,2020,0
west virginia,42,state house,2020,0
west virginia,43,state house,2020,1
west virginia,44,state house,2020,0
west virginia,45,state house,2020,0
west virginia,46,state house,2020,0
west virginia,47,state house,2020,0
west virginia,48,state house,2020,0
west virginia,49,state house,2020,0
west virginia,5,state house,2020,1
west virginia,50,state house,2020,1
west virginia,51,state house,2020,1
west virginia,52,state house,2020,0
west virginia,53,state house,2020,0
west virginia,54,state house,2020,0
west virginia,55,state house,2020,0
west virginia,56,state house,2020,0
west virginia,57,state house,2020,0
west virginia,58,state house,2020,0
west virginia,59,state house,2020,0
west virginia,6,state house,2020,0
west virginia,60,state house,2020,0
west virginia,61,state house,2020,1
west virginia,62,state house,2020,0
west virginia,63,state house,2020,0
west virginia,64,state house,2020,0
west virginia,65,state house,2020,0
west virginia,66,state house,2020,0
west virginia,67,state house,2020,1
west virginia,7,state house,2020,0
west virginia,8,state house,2020,0
west virginia,9,state house,2020,0
wisconsin,1,state house,2020,0
wisconsin,10,state house,2020,1
wisconsin,11,state house,2020,1
wisconsin,12,state house,2020,1
wisconsin,13,state house,2020,1
wisconsin,14,state house,2020,1
wisconsin,15,state house,2020,0
wisconsin,16,state house,2020,1
wisconsin,17,state house,2020,1
wisconsin,18,state house,2020,1
wisconsin,19,state house,2020,1
wisconsin,2,state house,2020,0
wisconsin,20,state house,2020,1
wisconsin,21,state house,2020,0
wisconsin,22,state house,2020,0
wisconsin,23,state house,2020,1
wisconsin,24,state house,2020,0
wisconsin,25,state house,2020,0
wisconsin,26,state house,2020,0
wisconsin,27,state house,2020,0
wisconsin,28,state house,2020,0
wisconsin,29,state house,2020,0
wisconsin,3,state house,2020,0
wisconsin,30,state house,2020,0
wisconsin,31,state house,2020,0
wisconsin,32,state house,2020,0
wisconsin,33,state house,2020,0
wisconsin,34,state house,2020,0
wisconsin,35,state house,2020,0
wisconsin,36,state house,2020,0
wisconsin,37,state house,2020,0
wisconsin,38,state house,2020,0
wisconsin,39,state house,2020,0
wisconsin,4,state house,2020,0
wisconsin,40,state house,2020,0
wisconsin,41,state house,2020,0
wisconsin,42,state house,2020,0
wisconsin,43,state house,2020,1
wisconsin,44,state house,2020,1
wisconsin,45,state house,2020,1
wisconsin,46,state house,2020,1
wisconsin,47,state house,2020,1
wisconsin,48,state house,2020,1
wisconsin,49,state house,2020,0
wisconsin,5,state house,2020,0
wisconsin,50,state house,2020,0
wisconsin,51,state house,2020,0
wisconsin,52,state house,2020,0
wisconsin,53,state house,2020,0
wisconsin,54,state house,2020,1
wisconsin,55,state house,2020,0
wisconsin,56,state house,2020,0
wisconsin,57,state house,2020,1
wisconsin,58,state house,2020,0
wisconsin,59,state house,2020,0
wisconsin,6,state house,2020,0
wisconsin,60,state house,2020,0
wisconsin,61,state house,2020,0
wisconsin,62,state house,2020,0
wisconsin,63,state house,2020,0
wisconsin,64,state house,2020,1
wisconsin,65,state house,2020,1
wisconsin,66,state house,2020,1
wisconsin,67,state house,2020,0
wisconsin,68,state house,2020,0
wisconsin,69,state house,2020,0
wisconsin,7,state house,2020,1
wisconsin,70,state house,2020,0
wisconsin,71,state house,2020,1
wisconsin,72,state house,2020,0
wisconsin,73,state house,2020,1
wisconsin,74,state house,2020,1
wisconsin,75,state house,2020,0
wisconsin,76,state house,2020,1
wisconsin,77,state house,2020,1
wisconsin,78,state house,2020,1
wisconsin,79,state house,2020,1
wisconsin,8,state house,2020,1
wisconsin,80,state house,2020,1
wisconsin,81,state house,2020,1
wisconsin,82,state house,2020,0
wisconsin,83,state house,2020,0
wisconsin,84,state house,2020,0
wisconsin,85,state house,2020,0
wisconsin,86,state house,2020,0
wisconsin,87,state house,2020,0
wisconsin,88,state house,2020,0
wisconsin,89,state house,2020,0
wisconsin,9,state house,2020,1
wisconsin,90,state house,2020,1
wisconsin,91,state house,2020,1
wisconsin,92,state house,2020,0
wisconsin,93,state house,2020,0
wisconsin,94,state house,2020,1
wisconsin,95,state house,2020,1
wisconsin,96,state house,2020,0
wisconsin,97,state house,2020,0
wisconsin,98,state house,2020,0
wisconsin,99,state house,2020,0
wyoming,1,state house,2020,0
wyoming,10,state house,2020,0
wyoming,11,state house,2020,0
wyoming,12,state house,2020,0
wyoming,13,state house,2020,1
wyoming,14,state house,2020,1
wyoming,15,state house,2020,0
wyoming,16,state house,2020,1
wyoming,17,state house,2020,1
wyoming,18,state house,2020,0
wyoming,19,state house,2020,0
wyoming,2,state house,2020,0
wyoming,20,state house,2020,0
wyoming,21,state house,2020,0
wyoming,22,state house,2020,2
wyoming,23,state house,2020,1
wyoming,24,state house,2020,0
wyoming,25,state house,2020,0
wyoming,26,state house,2020,0
wyoming,27,state house,2020,0
wyoming,28,state house,2020,0
wyoming,29,state house,2020,0
wyoming,3,state house,2020,0
wyoming,30,state house,2020,0
wyoming,31,state house,2020,0
wyoming,32,state house,2020,0
wyoming,33,state house,2020,1
wyoming,34,state house,2020,0
wyoming,35,state house,2020,0
wyoming,36,state house,2020,0
wyoming,37,state house,2020,0
wyoming,38,state house,2020,0
wyoming,39,state house,2020,1
wyoming,4,state house,2020,0
wyoming,40,state house,2020,0
wyoming,41,state house,2020,0
wyoming,42,state house,2020,0
wyoming,43,state house,2020,0
wyoming,44,state house,2020,0
wyoming,45,state house,2020,1
wyoming,46,state house,2020,0
wyoming,47,state house,2020,0
wyoming,48,state house,2020,0
wyoming,49,state house,2020,0
wyoming,5,state house,2020,0
wyoming,50,state house,2020,0
wyoming,51,state house,2020,0
wyoming,52,state house,2020,0
wyoming,53,state house,2020,0
wyoming,54,state house,2020,0
wyoming,55,state house,2020,0
wyoming,56,state house,2020,0
wyoming,57,state house,2020,0
wyoming,58,state house,2020,0
wyoming,59,state house,2020,0
wyoming,6,state house,2020,0
wyoming,60,state house,2020,0
wyoming,7,state house,2020,0
wyoming,8,state house,2020,0
wyoming,9,state house,2020,0
