district,percent households receiving food stamps,state,household language not english,percent uninsured,non-white,black/afroamerican,percent female,under 20,20 to 34,35 to 49,50 to 64,65 and over,median age,monthly housing costs - $499 or lower,monthly housing costs - $500 - 999,monthly housing costs - $1000 1999,monthly housing costs - $2000 or higher,monthly housing costs - median,percent owner-occupied housing units,average family size,native,foreign born,percent of tot. population in poverty,earnings $1 - $24'999,earnings $25'000 - 49'999,earnings $50'000 - 74'999,earnings $75'000 or more,median earnings,"management, business, science, and arts occupations",service occupations,sales and office occupations,blue collar occupations,less than highschool,highschool,college or associate,bachelor or higher,office,year,target
34,17.8,iowa,12.7,6.0,0.1892422457793482,0.0862251215608106,0.5114,22.62,28.67,18.34,18.15,12.23,34.2,12.83,43.23,40.75,3.19,939.0,47.5,3.12,0.9093,0.0907,14.9,0.122,0.4696,0.2421,0.1663,36190,0.3558,0.186,0.2575,0.2007,0.105,0.3182,0.2862,0.2906,state house,2020,1
35,30.1,iowa,31.0,8.6,0.4429764664782291,0.2198367580271223,0.4984,33.95,24.12,18.81,15.41,7.7,29.0,16.64,49.65,32.45,1.26,844.0,54.7,3.8,0.7502,0.2498,26.2,0.2094,0.5312,0.1768,0.0826,25378,0.2358,0.2609,0.1966,0.3067,0.2195,0.297,0.3475,0.1361,state house,2020,1
36,10.5,iowa,13.9,3.5,0.1872409100977817,0.0758203854308408,0.5246,22.52,24.3,20.76,18.89,13.53,36.8,7.77,34.56,53.95,3.71,1096.0,72.6,2.98,0.8772,0.1228,8.4,0.0879,0.4242,0.2826,0.2053,41342,0.4515,0.1509,0.217,0.1806,0.0788,0.2487,0.3066,0.366,state house,2020,1
37,2.7,iowa,5.8,3.0,0.0476673656677715,0.0116575345554578,0.5075,28.74,26.08,19.91,15.3,9.97,32.3,3.17,28.93,44.62,23.28,1346.0,73.8,3.18,0.9557,0.0443,3.8,0.0849,0.2812,0.2764,0.3576,48353,0.5097,0.1156,0.2057,0.169,0.0268,0.1553,0.3188,0.4992,state house,2020,0
38,5.2,iowa,4.8,3.0,0.0882602470968768,0.0332997507821199,0.499,29.46,18.78,21.88,15.01,14.88,36.0,12.33,25.91,49.42,12.34,1201.0,80.3,3.13,0.9647,0.0353,6.8,0.082,0.3043,0.2851,0.3286,44347,0.4591,0.1631,0.2019,0.176,0.0567,0.2733,0.3194,0.3506,state house,2020,0
39,3.8,iowa,10.9,4.4,0.1046282079403378,0.0281250761619263,0.5276,29.16,16.19,23.55,18.53,12.57,38.2,4.04,28.94,44.76,22.26,1272.0,73.6,3.13,0.9003,0.0997,5.3,0.0725,0.245,0.2639,0.4187,52768,0.5524,0.0998,0.2179,0.1298,0.0322,0.213,0.2786,0.4763,state house,2020,0
40,6.9,iowa,12.9,2.8,0.1468381564844587,0.0553444411965312,0.5166,24.89,18.41,18.19,22.02,16.49,41.0,7.04,38.1,41.47,13.39,1109.0,74.0,3.01,0.8984,0.1016,7.4,0.105,0.3597,0.2333,0.302,41846,0.4523,0.1341,0.2442,0.1693,0.0514,0.1946,0.352,0.402,state house,2020,1
41,11.9,iowa,12.1,3.3,0.2089845549175545,0.0905210796204747,0.5095,22.57,26.6,18.12,17.75,14.96,35.7,9.45,38.86,41.01,10.68,1026.0,54.9,2.92,0.8983,0.1017,13.4,0.1134,0.3331,0.2175,0.336,36479,0.4817,0.147,0.2314,0.1399,0.0518,0.1796,0.2871,0.4814,state house,2020,1
42,8.0,iowa,12.8,4.3,0.1305861322796123,0.0466961457647317,0.527,23.76,21.58,19.6,19.7,15.36,38.4,6.15,38.3,44.27,11.28,1071.0,64.1,2.94,0.8921,0.1079,7.8,0.1182,0.3291,0.2406,0.312,40883,0.5153,0.1491,0.2166,0.119,0.0531,0.187,0.2714,0.4885,state house,2020,1
43,7.1,iowa,13.3,3.4,0.1390030995002846,0.0387437535580998,0.4989,24.13,19.98,19.31,19.59,16.99,38.8,5.37,36.03,45.64,12.96,1116.0,64.5,3.01,0.9001,0.0999,5.3,0.0874,0.2531,0.3512,0.3083,50222,0.5017,0.1069,0.25,0.1414,0.0413,0.1697,0.3168,0.4722,state house,2020,1
44,3.0,iowa,13.5,3.4,0.1536975889352688,0.0244844557971465,0.5223,29.07,24.2,22.36,13.52,10.85,33.1,4.9,20.24,51.98,22.88,1372.0,66.4,3.15,0.8628,0.1372,4.8,0.0592,0.2134,0.2998,0.4277,54733,0.6097,0.1067,0.1782,0.1054,0.0347,0.1401,0.239,0.5861,state house,2020,1
45,6.2,iowa,16.1,7.4,0.2164066577741692,0.040480194861683,0.4828,17.08,48.34,12.88,11.91,9.8,26.0,9.2,44.72,42.55,3.53,970.0,39.0,2.85,0.8513,0.1487,27.4,0.1466,0.3515,0.2604,0.2416,22765,0.4812,0.2015,0.1483,0.169,0.0204,0.1354,0.4134,0.4309,state house,2020,1
46,4.5,iowa,14.1,4.7,0.1702241195304162,0.0188841456184038,0.4624,30.33,39.42,10.69,8.67,10.89,22.1,10.89,42.26,37.32,9.53,956.0,47.1,2.8,0.867,0.133,25.0,0.1292,0.338,0.2445,0.2884,9793,0.4998,0.1958,0.1854,0.1189,0.0163,0.1414,0.5315,0.3108,state house,2020,1
47,10.7,iowa,3.3,3.1,0.0447508384430366,0.0069108032114909,0.5061,23.64,17.67,18.24,21.18,19.27,41.9,21.52,42.83,29.56,6.09,802.0,76.0,2.89,0.9802,0.0198,8.1,0.1408,0.4536,0.254,0.1516,34216,0.3199,0.161,0.2092,0.3099,0.07,0.3615,0.3611,0.2074,state house,2020,0
48,5.5,iowa,4.8,2.9,0.0513016845329249,0.010753046141554,0.5017,25.27,14.55,17.45,23.02,19.7,43.6,21.87,40.27,30.76,7.1,834.0,79.0,2.95,0.9654,0.0346,7.2,0.0992,0.3747,0.3134,0.2127,40571,0.3822,0.1514,0.1984,0.2679,0.0541,0.2969,0.3655,0.2835,state house,2020,0
49,7.2,iowa,3.5,3.3,0.0424143556280587,0.0051876019575856,0.5261,26.44,16.23,19.23,20.73,17.38,39.8,19.17,40.65,31.95,8.22,858.0,78.7,2.89,0.9781,0.0219,8.3,0.1093,0.3899,0.2689,0.2319,40914,0.3698,0.173,0.2191,0.238,0.0567,0.2781,0.3651,0.3001,state house,2020,0
50,6.7,iowa,3.3,3.1,0.0347038469366985,0.0097699979645837,0.5094,25.05,16.06,17.39,20.68,20.83,42.7,26.99,41.77,26.74,4.5,736.0,77.3,2.85,0.9787,0.0213,7.9,0.1591,0.402,0.2655,0.1735,35826,0.3412,0.1442,0.2005,0.3141,0.058,0.3333,0.3864,0.2222,state house,2020,0
51,6.4,iowa,4.6,6.1,0.028214225375908,0.0047305288055414,0.5009,25.02,16.04,16.61,21.56,20.77,42.1,30.16,42.7,23.52,3.61,715.0,79.5,2.86,0.986,0.014,7.4,0.1444,0.4479,0.2516,0.1561,34892,0.319,0.1409,0.1824,0.3578,0.0808,0.3744,0.3536,0.1912,state house,2020,0
52,7.5,iowa,6.4,5.9,0.0474820630837958,0.0105929335318803,0.502,25.19,15.64,16.26,21.54,21.37,44.0,33.98,40.21,20.92,4.89,661.0,77.6,2.91,0.9659,0.0341,10.0,0.1353,0.4579,0.2437,0.1631,35158,0.3304,0.148,0.1775,0.344,0.0803,0.3935,0.3469,0.1792,state house,2020,1
53,11.0,iowa,3.6,4.9,0.0741160315825609,0.0299004462753175,0.5176,23.43,18.97,16.34,20.44,20.82,42.2,23.3,48.64,24.73,3.33,744.0,66.1,2.71,0.974,0.026,10.5,0.1351,0.4208,0.2832,0.1609,32720,0.2756,0.1906,0.1909,0.343,0.0766,0.3581,0.3782,0.1871,state house,2020,1
54,7.5,iowa,6.0,6.3,0.0424495953915786,0.0076464133863667,0.5153,22.72,14.56,15.76,23.64,23.33,47.3,31.57,43.01,19.99,5.43,659.0,74.1,2.79,0.9711,0.0289,11.8,0.1386,0.3876,0.2806,0.1932,36160,0.3525,0.1541,0.1957,0.2977,0.0798,0.3347,0.3666,0.2188,state house,2020,0
55,6.2,iowa,3.8,2.6,0.0432760714905431,0.0135346173867777,0.5129,23.84,19.29,14.65,20.63,21.6,42.3,24.95,43.15,26.66,5.23,751.0,75.2,2.78,0.9758,0.0242,9.5,0.1698,0.446,0.2306,0.1535,30392,0.3632,0.1759,0.1936,0.2673,0.051,0.3244,0.3863,0.2383,state house,2020,0
56,7.8,iowa,9.3,7.3,0.034713680470138,0.009703430367637,0.4985,23.82,15.32,15.3,22.85,22.7,46.3,29.69,42.18,23.37,4.77,680.0,77.0,2.84,0.9588,0.0412,12.2,0.1539,0.4647,0.2529,0.1285,33699,0.279,0.1599,0.1885,0.3726,0.1102,0.418,0.3122,0.1596,state house,2020,0
57,4.9,iowa,3.2,1.9,0.0453914532943504,0.0149434452615102,0.5003,29.47,14.12,20.29,21.16,14.97,39.3,14.46,31.74,37.67,16.12,1094.0,88.6,3.05,0.975,0.025,4.7,0.1114,0.3513,0.2794,0.258,41453,0.394,0.1334,0.1929,0.2797,0.068,0.3241,0.3088,0.2991,state house,2020,0
58,8.8,iowa,2.4,4.4,0.0324461174589426,0.0063959492321529,0.4962,25.33,15.32,16.25,22.01,21.1,43.1,28.86,39.42,26.26,5.45,734.0,80.9,2.87,0.9889,0.0111,11.8,0.1217,0.4346,0.2672,0.1765,35896,0.317,0.1352,0.2082,0.3397,0.0686,0.3979,0.3482,0.1852,state house,2020,0
59,7.2,iowa,6.3,2.8,0.091194862261281,0.0207875612641541,0.5428,23.45,34.07,13.12,13.56,15.8,26.9,15.19,36.99,38.97,8.85,956.0,62.4,2.87,0.9399,0.0601,17.7,0.1349,0.3601,0.2665,0.2385,21355,0.3675,0.2329,0.2374,0.1621,0.033,0.1607,0.4665,0.3398,state house,2020,1
60,8.5,iowa,7.0,3.8,0.1290293588975434,0.068274415817855,0.5073,25.59,24.22,17.14,16.73,16.32,35.1,13.5,36.48,38.45,11.57,1000.0,70.9,3.01,0.9315,0.0685,11.5,0.1076,0.3512,0.2691,0.2722,37098,0.4407,0.1481,0.2116,0.1995,0.037,0.2145,0.3754,0.3731,state house,2020,1
61,16.0,iowa,16.1,5.2,0.2000528715881303,0.1165818518273742,0.5071,26.07,20.72,19.05,17.52,16.64,37.2,18.12,50.35,28.7,2.83,777.0,58.6,3.01,0.8685,0.1315,13.4,0.1579,0.4956,0.2185,0.128,31682,0.2876,0.186,0.1964,0.33,0.1117,0.347,0.3428,0.1986,state house,2020,1
62,23.1,iowa,8.6,6.6,0.3120349958666299,0.2133507853403141,0.5094,25.38,21.53,16.69,20.37,16.03,37.3,25.78,52.4,21.05,0.78,749.0,64.0,3.04,0.9445,0.0555,23.1,0.2282,0.515,0.1981,0.0587,26862,0.184,0.1991,0.1886,0.4284,0.155,0.3937,0.3406,0.1107,state house,2020,1
63,4.6,iowa,1.8,3.2,0.0376333841463414,0.0099085365853658,0.5123,25.79,17.09,17.78,19.39,19.96,40.6,20.64,37.55,33.11,8.69,869.0,84.5,2.87,0.9829,0.0171,6.9,0.1165,0.3225,0.3103,0.2507,36889,0.3729,0.1524,0.1921,0.2825,0.045,0.2953,0.3885,0.2712,state house,2020,0
64,10.7,iowa,3.2,5.9,0.0394075553336661,0.0043934098851722,0.5071,27.74,15.48,17.29,20.3,19.18,40.5,27.0,43.12,25.34,4.54,726.0,78.0,3.04,0.9918,0.0082,9.2,0.1484,0.4384,0.2499,0.1633,33498,0.3209,0.1642,0.1793,0.3356,0.0859,0.3858,0.3393,0.189,state house,2020,0
65,12.2,iowa,6.4,4.9,0.1744197466199626,0.1060005892559007,0.5151,24.39,22.05,17.72,16.71,19.12,37.3,14.62,41.16,38.68,5.54,921.0,67.2,3.02,0.9533,0.0467,14.8,0.1395,0.4175,0.233,0.21,35162,0.3902,0.1467,0.2338,0.2292,0.0857,0.2534,0.3639,0.2969,state house,2020,1
66,6.8,iowa,9.6,4.6,0.1608461949517493,0.0614214314902712,0.52,24.13,20.55,21.18,18.62,15.51,38.3,12.06,44.35,36.12,7.47,942.0,73.3,2.98,0.9069,0.0931,9.0,0.0905,0.374,0.2667,0.2688,40290,0.4122,0.1555,0.2171,0.2152,0.0568,0.2216,0.3606,0.361,state house,2020,1
67,7.1,iowa,6.7,3.2,0.1389739663093415,0.043939215455295,0.5104,26.91,18.94,19.02,20.78,14.36,38.4,7.96,36.11,38.65,17.28,1142.0,75.5,3.05,0.939,0.061,5.1,0.104,0.3021,0.2311,0.3628,42460,0.4727,0.1262,0.2261,0.175,0.0397,0.2104,0.3348,0.4151,state house,2020,1
68,8.4,iowa,2.1,2.9,0.0531930834007611,0.0149539992208337,0.5383,24.85,19.18,19.94,18.87,17.16,39.2,12.26,39.41,37.81,10.52,967.0,77.9,3.07,0.978,0.022,8.4,0.1154,0.3358,0.2474,0.3014,39341,0.4236,0.1588,0.2337,0.1838,0.0382,0.2824,0.3552,0.3243,state house,2020,1
69,10.2,iowa,7.1,5.1,0.1612410837467343,0.0786685061790002,0.5013,28.35,23.41,19.63,16.51,12.1,33.4,18.8,40.43,32.61,8.15,888.0,69.3,3.03,0.9442,0.0558,10.8,0.1615,0.3938,0.222,0.2227,33288,0.3561,0.1527,0.2153,0.2758,0.0705,0.3244,0.3676,0.2374,state house,2020,1
70,9.7,iowa,6.4,4.0,0.1523316383480094,0.0816073421803299,0.5105,23.38,22.69,18.36,17.95,17.62,37.9,14.91,36.11,45.59,3.39,989.0,73.8,2.95,0.9351,0.0649,10.8,0.1033,0.4192,0.3039,0.1736,37975,0.3273,0.1514,0.2236,0.2978,0.0637,0.3077,0.355,0.2736,state house,2020,1
71,12.3,iowa,27.7,6.6,0.1886432425319121,0.0146400842216081,0.5117,28.14,18.46,17.18,17.87,18.35,36.9,21.06,50.52,25.94,2.48,767.0,68.3,3.2,0.8114,0.1886,13.1,0.1361,0.5001,0.2111,0.1527,33752,0.2862,0.162,0.1826,0.3692,0.1737,0.3504,0.2788,0.1971,state house,2020,1
72,9.2,iowa,8.4,4.5,0.0955273517035428,0.0051581376408307,0.5055,27.03,15.59,16.36,22.23,18.79,41.7,23.4,41.75,29.41,5.44,804.0,78.6,3.04,0.9582,0.0418,10.2,0.1314,0.4184,0.2932,0.157,35370,0.2894,0.1588,0.2154,0.3364,0.0776,0.3802,0.3692,0.173,state house,2020,0
73,5.5,iowa,4.1,2.2,0.0514471503251306,0.0126227208976157,0.5148,24.48,15.98,17.08,24.24,18.22,43.1,17.99,35.84,34.68,11.49,919.0,81.1,2.93,0.9613,0.0387,6.3,0.1419,0.3581,0.2907,0.2093,38892,0.3466,0.1669,0.204,0.2825,0.0557,0.332,0.3433,0.269,state house,2020,0
74,10.0,iowa,25.1,5.2,0.312526395810457,0.1486893600247768,0.4919,23.94,28.13,19.97,16.38,11.58,33.4,8.75,31.97,40.05,19.23,1128.0,56.0,2.98,0.7639,0.2361,15.9,0.1484,0.2822,0.2018,0.3676,36993,0.5559,0.1443,0.1529,0.1469,0.0467,0.1208,0.2348,0.5977,state house,2020,1
75,7.1,iowa,2.9,2.5,0.0353371242891957,0.0033847820200379,0.5044,25.18,15.11,18.24,22.88,18.6,43.2,21.92,34.78,36.06,7.24,887.0,81.8,2.88,0.9876,0.0124,8.6,0.1171,0.4123,0.2823,0.1883,39149,0.305,0.1465,0.2156,0.3329,0.0643,0.3833,0.3683,0.1841,state house,2020,0
76,7.6,iowa,3.7,4.4,0.0569044502617801,0.0107329842931937,0.5119,25.87,17.61,15.75,21.17,19.6,41.6,21.44,43.09,28.96,6.5,807.0,71.5,2.8,0.9784,0.0216,10.0,0.1372,0.4075,0.2378,0.2175,33793,0.3553,0.1581,0.1914,0.2952,0.0611,0.3568,0.3466,0.2354,state house,2020,0
77,4.7,iowa,11.1,6.5,0.1183901059697153,0.0305224491953172,0.5223,29.86,22.23,22.27,15.69,9.96,33.9,13.73,22.9,43.95,19.43,1210.0,77.3,3.16,0.9297,0.0703,6.3,0.1228,0.2996,0.296,0.2816,45784,0.5023,0.1161,0.1886,0.1931,0.077,0.1901,0.3202,0.4127,state house,2020,1
78,8.1,iowa,5.9,6.0,0.0507831821929101,0.0057048639736191,0.5153,26.42,15.97,17.49,19.86,20.26,41.2,20.31,44.24,30.49,4.97,811.0,71.5,2.89,0.9593,0.0407,9.6,0.1491,0.4253,0.2736,0.152,33939,0.3142,0.1744,0.19,0.3213,0.0883,0.4017,0.3165,0.1934,state house,2020,0
79,11.5,iowa,3.3,4.1,0.0579566481628337,0.0150343642611683,0.5087,27.5,19.15,17.26,17.8,18.29,37.8,22.56,40.31,30.49,6.65,807.0,67.0,2.88,0.9713,0.0287,10.2,0.1203,0.441,0.2308,0.2079,31807,0.3743,0.1597,0.1916,0.2744,0.0702,0.3344,0.3279,0.2676,state house,2020,0
80,14.2,iowa,2.6,6.4,0.0321949545220525,0.0032950060065213,0.5057,25.02,15.05,16.74,21.89,21.3,44.0,29.67,45.04,22.54,2.75,686.0,76.6,2.99,0.9914,0.0086,14.5,0.1503,0.4419,0.2523,0.1554,35296,0.3175,0.1436,0.1943,0.3446,0.0953,0.3718,0.3547,0.1782,state house,2020,0
81,19.5,iowa,13.1,7.7,0.1454724409448819,0.0425524934383202,0.5143,25.38,19.55,17.5,20.91,16.66,38.8,24.13,48.1,24.99,2.78,750.0,65.2,2.93,0.8999,0.1001,17.4,0.1899,0.476,0.2205,0.1135,30064,0.2549,0.1806,0.1787,0.3858,0.1292,0.347,0.3418,0.182,state house,2020,0
82,13.6,iowa,16.0,12.6,0.0924725822532402,0.0141139082751744,0.4975,24.68,18.31,16.13,19.76,21.12,41.5,26.67,44.0,24.62,4.71,737.0,76.5,3.23,0.9206,0.0794,12.1,0.2068,0.4033,0.2363,0.1537,30404,0.3687,0.1556,0.1821,0.2937,0.1259,0.2922,0.3157,0.2662,state house,2020,0
83,15.7,iowa,2.3,4.7,0.0757030567685589,0.0349344978165938,0.497,23.35,18.07,16.9,21.79,19.89,42.4,26.48,50.95,20.08,2.49,711.0,71.7,2.76,0.9888,0.0112,14.0,0.2018,0.4255,0.227,0.1458,30336,0.3051,0.2001,0.1469,0.3479,0.0829,0.3897,0.3736,0.1538,state house,2020,0
84,9.5,iowa,5.8,3.8,0.0814040838625964,0.0162193539575223,0.4972,24.18,17.51,18.06,21.18,19.07,41.8,23.09,44.56,28.49,3.86,761.0,75.3,2.9,0.9566,0.0434,9.8,0.1728,0.4301,0.2322,0.1649,32193,0.2971,0.1747,0.1938,0.3344,0.0844,0.3473,0.3559,0.2123,state house,2020,0
85,7.2,iowa,9.1,3.7,0.1455572705827533,0.0389084660861461,0.493,24.96,40.04,12.1,10.97,11.93,24.0,9.7,36.85,39.19,14.26,1071.0,48.6,2.83,0.9296,0.0704,26.6,0.2318,0.2702,0.2245,0.2734,17070,0.4868,0.2108,0.1796,0.1229,0.0184,0.1558,0.4085,0.4173,state house,2020,1
86,6.9,iowa,18.4,5.3,0.2286397192303037,0.1056214449957642,0.5368,22.36,39.47,13.83,12.67,11.67,27.3,11.49,39.95,39.28,9.28,984.0,45.6,2.83,0.8475,0.1525,26.6,0.1377,0.4173,0.2636,0.1814,21760,0.4302,0.2226,0.1818,0.1654,0.04,0.192,0.3697,0.3982,state house,2020,1
87,19.0,iowa,4.1,4.8,0.127674046865966,0.0794136652722511,0.5162,25.53,17.07,16.38,20.53,20.49,41.7,22.15,46.08,29.09,2.68,802.0,65.4,2.81,0.9759,0.0241,18.2,0.1898,0.437,0.2146,0.1587,30899,0.2872,0.1842,0.214,0.3146,0.0871,0.3437,0.3967,0.1724,state house,2020,1
88,8.1,iowa,14.7,4.0,0.0952587501251209,0.0087417837242667,0.5071,24.61,17.21,18.63,20.29,19.26,42.2,24.29,41.24,29.61,4.86,769.0,80.3,3.08,0.9199,0.0801,6.2,0.1402,0.423,0.2665,0.1703,36680,0.3011,0.1322,0.198,0.3687,0.1151,0.3595,0.3388,0.1867,state house,2020,0
89,12.4,iowa,7.2,5.5,0.1852646398283779,0.0943921161130292,0.5368,23.82,20.11,16.38,22.0,17.69,39.7,13.97,45.46,37.24,3.33,895.0,69.3,3.18,0.9429,0.0571,15.9,0.1621,0.4048,0.2797,0.1534,35975,0.3196,0.2083,0.184,0.2881,0.0745,0.3505,0.3463,0.2287,state house,2020,1
90,19.7,iowa,9.8,9.5,0.2639378272466822,0.1483518292883722,0.4828,23.4,25.49,17.47,21.18,12.45,35.8,19.71,54.68,23.91,1.69,755.0,53.3,3.25,0.926,0.074,23.7,0.214,0.4492,0.2249,0.1119,27378,0.261,0.2118,0.214,0.3132,0.1366,0.3725,0.3427,0.1482,state house,2020,1
91,10.6,iowa,11.8,4.2,0.111258750324086,0.0299131449312937,0.502,27.58,18.28,19.73,18.28,16.13,38.0,18.77,43.86,32.48,4.89,854.0,71.9,3.02,0.9199,0.0801,12.0,0.1307,0.4295,0.2592,0.1806,35902,0.3123,0.1655,0.1696,0.3526,0.115,0.3486,0.3197,0.2167,state house,2020,0
92,10.0,iowa,3.0,3.7,0.116343910052429,0.0630360335788102,0.5261,28.61,17.45,19.35,18.01,16.57,38.5,14.85,38.75,36.24,10.16,937.0,76.3,3.15,0.9771,0.0229,7.7,0.1053,0.3411,0.3145,0.2391,41089,0.3641,0.1381,0.2107,0.2871,0.0574,0.3318,0.3623,0.2485,state house,2020,0
93,5.7,iowa,5.8,4.1,0.1242994917242278,0.0543138277075459,0.5095,25.96,20.3,19.25,17.51,16.98,37.2,11.49,38.98,39.74,9.79,994.0,72.2,3.13,0.9646,0.0354,9.6,0.1083,0.392,0.2413,0.2584,35961,0.4237,0.1419,0.2365,0.1979,0.059,0.2306,0.3463,0.364,state house,2020,1
94,4.2,iowa,9.2,3.2,0.1449814126394052,0.0368972978971314,0.5207,27.53,15.02,21.68,18.55,17.23,40.7,7.38,33.46,35.91,23.25,1156.0,73.6,3.12,0.9187,0.0813,6.8,0.0612,0.259,0.2523,0.4275,51737,0.538,0.1358,0.1864,0.1398,0.0411,0.1777,0.2739,0.5073,state house,2020,0
95,4.5,iowa,2.0,2.4,0.0282299410407587,0.0034606511150986,0.5003,28.11,14.73,17.41,23.98,15.77,41.2,15.54,29.9,39.78,14.78,1084.0,84.4,2.98,0.983,0.017,7.2,0.0858,0.3751,0.2537,0.2855,40918,0.3829,0.1467,0.2286,0.2418,0.0454,0.3056,0.3612,0.2878,state house,2020,0
96,6.8,iowa,2.6,3.2,0.0510397615660773,0.0157826999932263,0.4863,23.66,15.83,18.12,22.72,19.67,43.3,24.42,41.0,29.28,5.3,776.0,79.8,2.96,0.9859,0.0141,8.8,0.1449,0.4087,0.2651,0.1813,35458,0.3203,0.1559,0.1937,0.3301,0.0998,0.4124,0.3128,0.175,state house,2020,0
97,5.7,iowa,1.3,2.9,0.0416680219887454,0.0125557037374361,0.5081,28.5,13.76,18.46,21.67,17.61,41.3,17.82,36.53,36.31,9.35,946.0,82.3,2.99,0.9908,0.0092,7.6,0.1206,0.3843,0.2371,0.2581,38880,0.378,0.1218,0.2157,0.2844,0.0581,0.3318,0.3725,0.2377,state house,2020,0
98,16.7,iowa,2.3,6.0,0.0905014830654618,0.0454921707939573,0.5162,23.03,16.84,17.42,22.55,20.16,43.3,21.47,49.33,25.17,4.03,741.0,69.7,2.89,0.9769,0.0231,16.8,0.1513,0.4215,0.2414,0.1858,31325,0.2782,0.1642,0.2076,0.35,0.1166,0.3795,0.3315,0.1724,state house,2020,1
99,7.5,iowa,5.1,3.4,0.083450344651519,0.0252425325504212,0.5314,24.54,21.4,14.9,18.66,20.49,38.4,15.01,40.66,38.92,5.41,921.0,67.6,2.92,0.9645,0.0355,9.6,0.1117,0.4317,0.2868,0.1697,35304,0.4075,0.1638,0.2368,0.1919,0.0523,0.2883,0.3174,0.342,state house,2020,1
100,14.7,iowa,3.9,5.4,0.1216037447847766,0.0582748210711984,0.5086,23.64,22.94,15.09,20.61,17.72,37.4,20.91,44.45,29.85,4.79,815.0,64.1,2.88,0.9675,0.0325,16.2,0.1598,0.4526,0.2546,0.133,30202,0.3168,0.1933,0.2259,0.264,0.0971,0.3359,0.3298,0.2372,state house,2020,1
1,11.9,kansas,1.7,9.8,0.0969748374328527,0.003392705682782,0.5092,25.57,16.44,16.44,21.93,19.62,42.6,39.66,43.21,15.21,1.92,575.0,70.8,3.21,0.9935,0.0065,14.3,0.2272,0.469,0.2,0.1038,29663,0.2972,0.1804,0.1937,0.3287,0.1153,0.3383,0.3652,0.1812,state house,2020,0
2,8.7,kansas,1.7,9.4,0.053294661470135,0.0104232756276624,0.5121,24.69,18.14,16.68,21.68,18.81,41.5,33.6,42.23,22.06,2.11,680.0,75.8,2.98,0.9899,0.0101,12.0,0.1782,0.5034,0.1944,0.124,32437,0.3429,0.1478,0.1812,0.3282,0.0635,0.3304,0.3855,0.2206,state house,2020,0
3,13.4,kansas,6.6,13.5,0.1047983014861995,0.0312101910828025,0.484,27.34,29.44,14.96,15.0,13.27,28.6,25.35,52.49,18.89,3.27,718.0,51.7,2.93,0.94,0.06,24.8,0.2792,0.4265,0.1812,0.1131,21953,0.3294,0.2241,0.1949,0.2517,0.0705,0.2613,0.415,0.2533,state house,2020,0
4,10.4,kansas,2.7,9.8,0.0755745299300572,0.0213007539286038,0.5135,25.87,15.35,17.64,20.11,21.03,41.6,29.22,43.34,25.03,2.41,696.0,74.6,2.73,0.9869,0.0131,15.5,0.2407,0.4052,0.2177,0.1365,30049,0.2849,0.1582,0.2068,0.3502,0.0937,0.3498,0.3727,0.1838,state house,2020,0
5,9.0,kansas,1.4,9.1,0.0437437306467791,0.006847224039426,0.4978,26.02,16.81,16.63,21.82,18.74,41.7,20.66,41.05,31.56,6.73,808.0,76.6,2.92,0.9908,0.0092,11.8,0.1528,0.3971,0.2726,0.1775,35905,0.3198,0.1591,0.1975,0.3236,0.0817,0.389,0.3468,0.1825,state house,2020,0
6,3.8,kansas,3.8,5.6,0.0653739122752771,0.0100711162153805,0.5082,25.73,12.87,18.77,23.63,18.99,44.7,6.19,29.86,44.58,19.37,1200.0,82.4,2.92,0.982,0.018,5.7,0.0983,0.3565,0.2467,0.2985,39683,0.3679,0.1564,0.2345,0.2411,0.0545,0.3029,0.3416,0.301,state house,2020,0
7,8.8,kansas,4.1,10.4,0.1209489304680133,0.0495309940939997,0.5091,25.67,16.85,17.41,21.45,18.61,41.7,31.86,40.06,26.45,1.63,690.0,72.3,2.92,0.9867,0.0133,14.4,0.2095,0.4647,0.1818,0.144,30491,0.358,0.1918,0.1478,0.3024,0.1114,0.2982,0.375,0.2153,state house,2020,0
8,0.8,kansas,12.0,2.8,0.1618974067149012,0.0306072677018128,0.5142,28.18,15.01,21.45,24.01,11.34,40.3,1.29,12.54,40.46,45.7,1828.0,72.0,3.13,0.8839,0.1161,2.4,0.0586,0.1516,0.1758,0.614,63882,0.6383,0.0844,0.2236,0.0538,0.0231,0.0836,0.1992,0.6941,state house,2020,0
9,11.3,kansas,3.3,7.9,0.0633236901317904,0.0083574413371906,0.5316,27.53,16.06,17.06,19.08,20.27,39.9,32.55,49.07,16.08,2.29,632.0,68.8,2.93,0.9705,0.0295,17.1,0.221,0.4376,0.2207,0.1207,28045,0.2886,0.1676,0.2273,0.3165,0.0799,0.3455,0.3992,0.1753,state house,2020,0
10,4.8,kansas,11.8,9.2,0.2396353204699964,0.0685738986913978,0.5164,23.8,30.53,19.02,15.01,11.64,31.3,6.53,41.64,43.01,8.82,1025.0,55.3,2.83,0.906,0.094,16.3,0.1697,0.3715,0.2762,0.1826,26837,0.3802,0.1621,0.2284,0.2293,0.0452,0.2014,0.4091,0.3443,state house,2020,1
