district,native,foreign born,state
82,0.8348,0.1652,texas
83,0.9093,0.0907,texas
84,0.9128,0.0872,texas
85,0.7573,0.2427,texas
86,0.9024,0.0976,texas
87,0.8136,0.1864,texas
88,0.8505,0.1495,texas
89,0.7675,0.2325,texas
90,0.6133,0.3867,texas
91,0.8372,0.1628,texas
92,0.7968,0.2032,texas
93,0.8095,0.1905,texas
94,0.8385,0.1615,texas
95,0.7794,0.2206,texas
96,0.8584,0.1416,texas
97,0.8769,0.1231,texas
98,0.8422,0.1578,texas
99,0.8941,0.1059,texas
100,0.7377,0.2623,texas
101,0.6551,0.3449,texas
102,0.6528,0.3472,texas
103,0.5578,0.4422,texas
104,0.6013,0.3987,texas
105,0.6172,0.3828,texas
106,0.8096,0.1904,texas
107,0.7338,0.2662,texas
108,0.8468,0.1532,texas
109,0.8536,0.1464,texas
110,0.6724,0.3276,texas
111,0.8339,0.1661,texas
112,0.6501,0.3499,texas
113,0.7276,0.2724,texas
114,0.7677,0.2323,texas
115,0.6119,0.3881,texas
116,0.7858,0.2142,texas
117,0.8438,0.1562,texas
118,0.8409,0.1591,texas
119,0.8778,0.1222,texas
120,0.8371,0.1629,texas
121,0.8832,0.1168,texas
122,0.8575,0.1425,texas
123,0.8093,0.1907,texas
124,0.8575,0.1425,texas
125,0.8282,0.1718,texas
126,0.6996,0.3004,texas
127,0.8811,0.1189,texas
128,0.8394,0.1606,texas
129,0.7889,0.2111,texas
130,0.8083,0.1917,texas
131,0.6187,0.3813,texas
132,0.6822,0.3178,texas
133,0.6898,0.3102,texas
134,0.7682,0.2318,texas
135,0.6947,0.3053,texas
136,0.8126,0.1874,texas
137,0.4009,0.5991,texas
138,0.6249,0.3751,texas
139,0.6878,0.3122,texas
140,0.5023,0.4977,texas
141,0.7011,0.2989,texas
142,0.7665,0.2335,texas
143,0.584,0.416,texas
144,0.602,0.398,texas
145,0.6285,0.3715,texas
146,0.6671,0.3329,texas
147,0.7468,0.2532,texas
148,0.6519,0.3481,texas
149,0.463,0.537,texas
150,0.7945,0.2055,texas
1,0.9524,0.0476,utah
2,0.9294,0.0706,utah
3,0.9247,0.0753,utah
4,0.8961,0.1039,utah
5,0.9356,0.0644,utah
6,0.9102,0.0898,utah
7,0.9157,0.0843,utah
8,0.9108,0.0892,utah
9,0.8935,0.1065,utah
10,0.8796,0.1204,utah
11,0.9439,0.0561,utah
12,0.9509,0.0491,utah
13,0.921,0.079,utah
14,0.9163,0.0837,utah
15,0.9549,0.0451,utah
16,0.901,0.099,utah
17,0.9705,0.0295,utah
18,0.9468,0.0532,utah
19,0.9366,0.0634,utah
20,0.8923,0.1077,utah
21,0.9476,0.0524,utah
22,0.8103,0.1897,utah
23,0.6339,0.3661,utah
24,0.8593,0.1407,utah
25,0.8841,0.1159,utah
26,0.7084,0.2916,utah
27,0.9677,0.0323,utah
28,0.9021,0.0979,utah
29,0.9666,0.0334,utah
30,0.7839,0.2161,utah
31,0.6666,0.3334,utah
32,0.8686,0.1314,utah
33,0.6961,0.3039,utah
34,0.7979,0.2021,utah
35,0.748,0.252,utah
36,0.9327,0.0673,utah
37,0.9073,0.0927,utah
38,0.7889,0.2111,utah
39,0.778,0.222,utah
40,0.8739,0.1261,utah
41,0.9561,0.0439,utah
42,0.8963,0.1037,utah
43,0.8643,0.1357,utah
44,0.8508,0.1492,utah
45,0.8815,0.1185,utah
46,0.9154,0.0846,utah
47,0.8304,0.1696,utah
48,0.924,0.076,utah
49,0.9225,0.0775,utah
50,0.927,0.073,utah
51,0.8858,0.1142,utah
52,0.9248,0.0752,utah
53,0.9394,0.0606,utah
54,0.8826,0.1174,utah
55,0.9697,0.0303,utah
56,0.9411,0.0589,utah
57,0.918,0.082,utah
58,0.9436,0.0564,utah
59,0.8524,0.1476,utah
60,0.8471,0.1529,utah
61,0.8364,0.1636,utah
62,0.9276,0.0724,utah
63,0.915,0.085,utah
64,0.8219,0.1781,utah
65,0.9171,0.0829,utah
66,0.9493,0.0507,utah
67,0.9438,0.0562,utah
68,0.9303,0.0697,utah
69,0.958,0.042,utah
70,0.9566,0.0434,utah
71,0.9531,0.0469,utah
72,0.9444,0.0556,utah
73,0.9755,0.0245,utah
74,0.9414,0.0586,utah
75,0.9221,0.0779,utah
addison-2,0.9541,0.0459,vermont
addison-5,0.9486,0.0514,vermont
addison-rutland,0.928,0.072,vermont
bennington-1,0.9974,0.0026,vermont
bennington-3,0.9926,0.0074,vermont
bennington-rutland,0.953,0.047,vermont
chittenden-1,0.9193,0.0807,vermont
chittenden-4-1,0.9198,0.0802,vermont
chittenden-4-2,0.9703,0.0297,vermont
chittenden-5-1,0.905,0.095,vermont
chittenden-5-2,0.9167,0.0833,vermont
chittenden-6-2,0.8385,0.1615,vermont
chittenden-6-6,0.9389,0.0611,vermont
chittenden-7-1,0.8871,0.1129,vermont
chittenden-7-2,0.7965,0.2035,vermont
chittenden-7-3,0.8941,0.1059,vermont
chittenden-7-4,0.8284,0.1716,vermont
chittenden-8-3,0.9522,0.0478,vermont
caledonia-1,0.9801,0.0199,vermont
caledonia-2,0.9765,0.0235,vermont
caledonia-washington,0.9732,0.0268,vermont
essex-caledonia,0.9753,0.0247,vermont
essex-caledonia-orleans,0.9655,0.0345,vermont
franklin-1,0.9646,0.0354,vermont
franklin-2,0.9945,0.0055,vermont
franklin-6,0.9662,0.0338,vermont
franklin-7,0.9825,0.0175,vermont
franklin-3-2,0.97,0.03,vermont
lamoille-1,0.9123,0.0877,vermont
lamoille-3,0.9627,0.0373,vermont
orange-caledonia,0.9795,0.0205,vermont
orleans-lamoille,0.9706,0.0294,vermont
orange-2,0.9677,0.0323,vermont
rutland-1,0.9698,0.0302,vermont
rutland-4,0.9721,0.0279,vermont
rutland-bennington,0.954,0.046,vermont
rutland-windsor-1,0.9488,0.0512,vermont
rutland-5-1,0.9717,0.0283,vermont
rutland-5-2,0.9663,0.0337,vermont
rutland-5-3,0.9921,0.0079,vermont
rutland-5-4,0.9766,0.0234,vermont
rutland-windsor-2,0.9592,0.0408,vermont
windham-1,0.9393,0.0607,vermont
windham-5,0.9617,0.0383,vermont
windham-6,0.9623,0.0377,vermont
windham-2-1,0.9546,0.0454,vermont
windham-2-2,0.9864,0.0136,vermont
windham-2-3,0.9507,0.0493,vermont
washington-5,0.9694,0.0306,vermont
washington-6,0.9556,0.0444,vermont
windham-bennington-windsor,0.9718,0.0282,vermont
windham-bennington,0.9509,0.0491,vermont
windsor-2,0.9842,0.0158,vermont
windsor-5,0.9621,0.0379,vermont
windsor-rutland,0.9804,0.0196,vermont
windsor-3-1,0.9708,0.0292,vermont
windsor-4-1,0.9481,0.0519,vermont
windsor-orange-1,0.9696,0.0304,vermont
1,0.9879,0.0121,west virginia
2,0.983,0.017,west virginia
3,0.9765,0.0235,west virginia
4,0.991,0.009,west virginia
5,0.9948,0.0052,west virginia
6,0.9891,0.0109,west virginia
7,0.9923,0.0077,west virginia
8,0.9918,0.0082,west virginia
9,0.9855,0.0145,west virginia
10,0.9875,0.0125,west virginia
11,0.9941,0.0059,west virginia
12,0.9943,0.0057,west virginia
13,0.9871,0.0129,west virginia
14,0.9791,0.0209,west virginia
15,0.9815,0.0185,west virginia
16,0.984,0.016,west virginia
17,0.9749,0.0251,west virginia
18,0.9938,0.0062,west virginia
19,0.9954,0.0046,west virginia
20,0.9984,0.0016,west virginia
21,0.9948,0.0052,west virginia
22,0.9953,0.0047,west virginia
23,0.9958,0.0042,west virginia
24,0.9985,0.0015,west virginia
25,0.9949,0.0051,west virginia
26,0.9879,0.0121,west virginia
27,0.9876,0.0124,west virginia
28,0.9943,0.0057,west virginia
29,0.9881,0.0119,west virginia
30,0.9605,0.0395,west virginia
31,0.996,0.004,west virginia
32,0.9946,0.0054,west virginia
33,0.993,0.007,west virginia
34,0.9886,0.0114,west virginia
35,0.969,0.031,west virginia
36,0.984,0.016,west virginia
37,0.9744,0.0256,west virginia
38,0.9758,0.0242,west virginia
39,0.9946,0.0054,west virginia
40,0.9971,0.0029,west virginia
41,0.9898,0.0102,west virginia
42,0.9804,0.0196,west virginia
43,0.9941,0.0059,west virginia
44,0.9933,0.0067,west virginia
45,0.9953,0.0047,west virginia
46,0.994,0.006,west virginia
47,0.9938,0.0062,west virginia
48,0.9895,0.0105,west virginia
49,0.9894,0.0106,west virginia
50,0.9864,0.0136,west virginia
51,0.9368,0.0632,west virginia
52,0.9743,0.0257,west virginia
53,0.9985,0.0015,west virginia
54,0.9938,0.0062,west virginia
55,0.9677,0.0323,west virginia
56,0.9976,0.0024,west virginia
57,0.9907,0.0093,west virginia
58,0.9866,0.0134,west virginia
59,0.9539,0.0461,west virginia
60,0.9596,0.0404,west virginia
61,0.9508,0.0492,west virginia
62,0.9627,0.0373,west virginia
63,0.9386,0.0614,west virginia
64,0.9665,0.0335,west virginia
65,0.9207,0.0793,west virginia
66,0.9517,0.0483,west virginia
67,0.9536,0.0464,west virginia
1,0.9726,0.0274,wisconsin
2,0.9679,0.0321,wisconsin
3,0.9606,0.0394,wisconsin
4,0.9575,0.0425,wisconsin
5,0.9813,0.0187,wisconsin
6,0.9823,0.0177,wisconsin
7,0.8679,0.1321,wisconsin
8,0.6473,0.3527,wisconsin
9,0.6662,0.3338,wisconsin
10,0.9375,0.0625,wisconsin
11,0.9178,0.0822,wisconsin
12,0.925,0.075,wisconsin
13,0.9033,0.0967,wisconsin
14,0.9252,0.0748,wisconsin
15,0.9346,0.0654,wisconsin
16,0.9381,0.0619,wisconsin
17,0.9469,0.0531,wisconsin
18,0.9135,0.0865,wisconsin
19,0.9255,0.0745,wisconsin
20,0.9338,0.0662,wisconsin
21,0.8908,0.1092,wisconsin
22,0.9403,0.0597,wisconsin
23,0.9165,0.0835,wisconsin
24,0.9122,0.0878,wisconsin
25,0.9666,0.0334,wisconsin
26,0.9144,0.0856,wisconsin
27,0.9434,0.0566,wisconsin
28,0.981,0.019,wisconsin
29,0.9732,0.0268,wisconsin
30,0.9654,0.0346,wisconsin
31,0.9318,0.0682,wisconsin
32,0.9331,0.0669,wisconsin
33,0.9651,0.0349,wisconsin
34,0.9866,0.0134,wisconsin
35,0.9856,0.0144,wisconsin
36,0.9873,0.0127,wisconsin
37,0.9706,0.0294,wisconsin
38,0.9553,0.0447,wisconsin
39,0.9754,0.0246,wisconsin
40,0.978,0.022,wisconsin
41,0.9647,0.0353,wisconsin
42,0.9747,0.0253,wisconsin
43,0.9601,0.0399,wisconsin
44,0.9585,0.0415,wisconsin
45,0.9313,0.0687,wisconsin
46,0.943,0.057,wisconsin
47,0.8902,0.1098,wisconsin
48,0.9067,0.0933,wisconsin
49,0.9805,0.0195,wisconsin
50,0.9742,0.0258,wisconsin
51,0.9751,0.0249,wisconsin
52,0.9518,0.0482,wisconsin
53,0.9731,0.0269,wisconsin
54,0.959,0.041,wisconsin
55,0.961,0.039,wisconsin
56,0.9387,0.0613,wisconsin
57,0.9403,0.0597,wisconsin
58,0.9753,0.0247,wisconsin
59,0.9843,0.0157,wisconsin
60,0.9678,0.0322,wisconsin
61,0.9464,0.0536,wisconsin
62,0.9563,0.0437,wisconsin
63,0.9577,0.0423,wisconsin
64,0.8758,0.1242,wisconsin
65,0.9068,0.0932,wisconsin
66,0.9144,0.0856,wisconsin
67,0.9807,0.0193,wisconsin
68,0.9816,0.0184,wisconsin
69,0.9595,0.0405,wisconsin
70,0.9795,0.0205,wisconsin
71,0.9522,0.0478,wisconsin
72,0.9709,0.0291,wisconsin
73,0.9746,0.0254,wisconsin
74,0.9842,0.0158,wisconsin
75,0.9777,0.0223,wisconsin
76,0.9153,0.0847,wisconsin
77,0.8146,0.1854,wisconsin
78,0.8296,0.1704,wisconsin
79,0.9208,0.0792,wisconsin
80,0.9739,0.0261,wisconsin
81,0.9633,0.0367,wisconsin
82,0.9,0.1,wisconsin
83,0.9653,0.0347,wisconsin
84,0.9206,0.0794,wisconsin
85,0.9347,0.0653,wisconsin
86,0.971,0.029,wisconsin
87,0.9844,0.0156,wisconsin
88,0.9187,0.0813,wisconsin
89,0.9823,0.0177,wisconsin
90,0.8554,0.1446,wisconsin
91,0.9426,0.0574,wisconsin
92,0.9667,0.0333,wisconsin
93,0.9835,0.0165,wisconsin
94,0.9609,0.0391,wisconsin
95,0.9694,0.0306,wisconsin
96,0.9775,0.0225,wisconsin
97,0.9435,0.0565,wisconsin
98,0.9207,0.0793,wisconsin
99,0.9678,0.0322,wisconsin
1,0.9733,0.0267,wyoming
2,0.9787,0.0213,wyoming
3,0.9233,0.0767,wyoming
4,0.964,0.036,wyoming
5,0.9836,0.0164,wyoming
6,0.989,0.011,wyoming
7,0.9841,0.0159,wyoming
8,0.9355,0.0645,wyoming
9,0.9693,0.0307,wyoming
10,0.9318,0.0682,wyoming
11,0.9862,0.0138,wyoming
12,0.9419,0.0581,wyoming
13,0.8798,0.1202,wyoming
14,0.9257,0.0743,wyoming
15,0.9226,0.0774,wyoming
16,0.7929,0.2071,wyoming
17,0.8989,0.1011,wyoming
18,0.9681,0.0319,wyoming
19,0.9583,0.0417,wyoming
20,0.9322,0.0678,wyoming
21,0.9795,0.0205,wyoming
22,0.9448,0.0552,wyoming
23,0.9186,0.0814,wyoming
24,0.9756,0.0244,wyoming
25,0.9754,0.0246,wyoming
26,0.9575,0.0425,wyoming
27,0.9739,0.0261,wyoming
28,0.9935,0.0065,wyoming
29,0.9608,0.0392,wyoming
30,0.9714,0.0286,wyoming
31,0.983,0.017,wyoming
32,0.9885,0.0115,wyoming
33,0.9951,0.0049,wyoming
34,0.9814,0.0186,wyoming
35,0.9763,0.0237,wyoming
36,0.9699,0.0301,wyoming
37,0.9843,0.0157,wyoming
38,0.9387,0.0613,wyoming
39,0.8886,0.1114,wyoming
40,0.9863,0.0137,wyoming
41,0.9799,0.0201,wyoming
42,0.9714,0.0286,wyoming
43,0.9681,0.0319,wyoming
44,0.9599,0.0401,wyoming
45,0.952,0.048,wyoming
46,0.9463,0.0537,wyoming
47,0.961,0.039,wyoming
48,0.9501,0.0499,wyoming
49,0.9663,0.0337,wyoming
50,0.9663,0.0337,wyoming
51,0.9754,0.0246,wyoming
52,0.9664,0.0336,wyoming
53,0.9756,0.0244,wyoming
54,0.9909,0.0091,wyoming
55,0.9847,0.0153,wyoming
56,0.9752,0.0248,wyoming
57,0.9907,0.0093,wyoming
58,0.984,0.016,wyoming
59,0.9859,0.0141,wyoming
60,0.9772,0.0228,wyoming
