district,under 20,20 to 34,35 to 49,50 to 64,65 and over,median age,state
48,25.5,19.2,19.299999999999997,21.2,14.899999999999999,39.2,illinois
49,28.1,18.299999999999997,22.0,20.900000000000002,10.8,37.8,illinois
50,31.700000000000003,15.600000000000001,24.2,18.0,10.399999999999999,37.0,illinois
51,27.3,12.3,20.3,25.900000000000002,14.1,44.1,illinois
52,26.599999999999998,16.5,20.700000000000003,24.7,11.6,40.6,illinois
53,23.4,16.7,20.1,21.8,18.2,43.1,illinois
54,24.700000000000003,17.2,20.1,22.700000000000003,15.200000000000001,41.4,illinois
55,23.700000000000003,19.2,20.4,21.0,15.900000000000002,40.5,illinois
56,23.2,21.2,19.8,22.6,13.3,38.7,illinois
57,25.799999999999997,19.1,21.3,20.1,13.9,38.7,illinois
58,28.499999999999996,16.4,17.2,21.1,16.7,40.5,illinois
59,26.8,19.700000000000003,21.1,20.0,12.2,37.2,illinois
60,31.5,23.0,19.6,16.5,9.299999999999999,31.6,illinois
61,29.299999999999997,17.200000000000003,20.9,21.5,11.0,37.7,illinois
62,29.799999999999997,19.5,22.4,18.2,10.2,35.5,illinois
63,26.7,18.1,19.8,21.4,14.0,39.4,illinois
64,26.4,16.4,21.5,22.6,13.0,40.7,illinois
65,26.4,14.6,20.799999999999997,19.6,18.599999999999998,42.9,illinois
66,30.6,16.9,24.2,19.2,9.3,37.2,illinois
67,30.5,22.9,17.9,17.8,11.0,32.7,illinois
68,23.1,17.7,18.8,21.6,18.8,43.1,illinois
69,26.799999999999997,14.999999999999998,20.8,21.6,15.7,41.4,illinois
70,27.099999999999998,26.4,17.2,18.0,11.4,31.9,illinois
71,24.299999999999997,16.4,18.0,21.7,19.6,43.0,illinois
72,25.599999999999998,19.9,18.0,20.4,16.3,38.7,illinois
73,25.9,16.5,19.1,21.4,17.099999999999998,41.1,illinois
74,24.0,15.600000000000001,17.3,22.5,20.599999999999998,44.5,illinois
75,28.299999999999997,18.6,21.5,19.8,11.8,37.0,illinois
76,24.5,17.6,17.599999999999998,22.1,18.3,42.2,illinois
77,29.9,22.2,20.4,17.0,10.5,33.6,illinois
78,23.6,19.5,21.900000000000002,21.4,13.6,40.0,illinois
79,27.6,19.9,18.4,19.9,14.200000000000001,36.7,illinois
80,29.099999999999998,17.099999999999998,20.0,20.3,13.700000000000003,38.3,illinois
81,23.8,17.8,19.400000000000002,24.5,14.399999999999999,42.5,illinois
82,25.0,14.2,19.9,23.799999999999997,16.900000000000002,44.3,illinois
83,32.3,22.299999999999997,21.0,15.2,9.1,31.6,illinois
84,32.3,21.0,24.6,14.8,7.199999999999999,33.0,illinois
85,27.700000000000003,22.2,21.5,19.0,9.6,35.1,illinois
86,29.400000000000002,21.6,20.8,16.799999999999997,11.6,34.4,illinois
87,23.8,18.1,19.6,22.0,16.5,41.5,illinois
88,26.4,20.3,19.4,19.3,14.600000000000001,37.3,illinois
89,23.2,15.6,17.3,22.7,21.2,45.5,illinois
90,24.700000000000003,18.3,19.6,21.6,15.699999999999998,40.6,illinois
91,23.099999999999998,19.1,19.799999999999997,21.1,17.099999999999998,41.1,illinois
92,26.700000000000003,23.6,16.7,18.4,14.5,34.8,illinois
93,23.6,22.599999999999998,17.4,19.799999999999997,16.599999999999998,38.5,illinois
94,24.800000000000004,17.4,17.5,21.0,19.4,42.0,illinois
95,23.299999999999997,17.799999999999997,18.7,21.799999999999997,18.4,42.5,illinois
96,28.2,19.9,17.5,19.9,14.5,36.5,illinois
97,31.700000000000003,17.2,23.700000000000003,18.1,9.2,35.8,illinois
98,31.4,18.0,24.3,15.100000000000001,11.1,35.3,illinois
99,23.900000000000002,19.6,18.1,21.6,16.799999999999997,40.4,illinois
100,23.9,17.2,18.5,21.700000000000003,18.8,42.9,illinois
101,25.1,15.7,19.0,22.099999999999998,18.099999999999998,42.4,illinois
102,26.099999999999998,17.6,18.5,21.0,16.6,40.0,illinois
103,25.4,42.8,11.9,12.0,7.8999999999999995,24.6,illinois
104,25.5,18.4,18.0,20.4,17.400000000000002,40.1,illinois
105,27.7,27.6,17.2,16.6,10.9,30.5,illinois
106,25.0,17.200000000000003,17.6,21.799999999999997,18.3,41.9,illinois
107,24.299999999999997,18.5,18.1,21.3,17.8,41.2,illinois
108,25.5,18.4,19.6,21.9,14.499999999999998,40.0,illinois
109,23.799999999999997,18.0,17.8,21.5,18.7,42.1,illinois
110,23.9,22.5,16.8,19.9,16.9,38.3,illinois
111,24.200000000000003,19.5,17.8,21.5,16.8,40.7,illinois
112,24.5,20.9,19.900000000000002,19.9,14.8,38.4,illinois
113,24.5,21.200000000000003,19.2,20.5,14.399999999999999,38.2,illinois
114,28.7,19.6,18.5,19.5,13.8,36.4,illinois
115,23.099999999999998,21.7,18.0,20.2,17.0,38.9,illinois
116,23.6,18.5,19.9,22.2,15.900000000000002,41.0,illinois
117,23.900000000000002,18.0,19.2,20.6,18.3,41.4,illinois
118,23.599999999999998,21.4,16.9,20.299999999999997,18.0,39.9,illinois
1,29.8,21.9,19.5,18.1,10.7,33.6,indiana
2,30.199999999999996,20.6,16.2,18.8,14.2,34.5,indiana
3,28.3,19.1,16.5,21.1,15.1,37.0,indiana
4,26.2,20.4,18.700000000000003,20.2,14.5,38.0,indiana
5,26.2,19.2,20.4,19.6,14.4,38.8,indiana
6,30.6,21.700000000000003,18.0,17.9,11.700000000000001,33.6,indiana
7,27.500000000000004,18.7,16.7,20.9,16.0,38.6,indiana
8,25.0,23.700000000000003,15.7,19.700000000000003,15.7,35.9,indiana
9,22.3,22.0,19.9,20.9,15.100000000000001,39.0,indiana
10,25.3,19.5,20.3,21.4,13.5,39.1,indiana
11,27.800000000000004,16.1,19.900000000000002,22.9,13.3,39.9,indiana
12,24.1,18.6,18.5,21.799999999999997,17.0,41.1,indiana
13,27.1,18.5,18.7,21.0,14.8,38.4,indiana
14,27.299999999999997,20.2,18.8,20.1,13.7,37.0,indiana
15,24.0,16.4,20.7,22.7,16.099999999999998,42.6,indiana
16,26.2,17.0,18.400000000000002,21.700000000000003,16.7,40.7,indiana
17,27.6,16.7,18.599999999999998,20.6,16.5,40.3,indiana
18,26.0,18.7,18.0,19.9,17.4,39.9,indiana
19,24.599999999999998,16.799999999999997,21.9,20.0,16.599999999999998,40.7,indiana
20,26.1,16.799999999999997,18.6,21.9,16.4,41.1,indiana
21,31.900000000000002,18.3,20.4,17.4,11.9,34.9,indiana
22,28.400000000000002,18.4,17.7,20.7,14.7,37.6,indiana
23,25.4,18.9,19.5,20.2,16.0,39.8,indiana
24,34.2,14.1,25.0,18.4,8.200000000000001,36.1,indiana
25,26.8,15.3,19.6,21.7,16.7,41.5,indiana
26,31.0,35.3,13.0,11.8,8.7,23.8,indiana
27,21.0,38.699999999999996,14.5,14.399999999999999,11.2,28.4,indiana
28,28.9,15.9,21.8,20.2,13.200000000000001,38.5,indiana
29,30.799999999999997,19.6,21.5,16.9,11.200000000000001,34.7,indiana
30,24.1,19.0,17.9,21.0,18.1,40.8,indiana
31,25.0,18.599999999999998,17.9,20.6,17.7,40.5,indiana
32,26.7,16.9,19.0,21.4,15.899999999999999,40.4,indiana
33,25.7,15.899999999999999,17.9,21.3,18.900000000000002,42.8,indiana
34,25.299999999999997,33.2,13.5,15.000000000000002,12.799999999999999,26.8,indiana
35,23.7,15.899999999999999,19.5,21.0,19.900000000000002,43.3,indiana
36,25.0,19.7,17.299999999999997,20.5,17.4,39.1,indiana
37,31.7,18.9,26.5,15.500000000000002,7.3,34.8,indiana
38,27.2,16.5,18.4,21.3,16.7,40.7,indiana
39,27.5,16.1,20.3,22.0,13.9,40.1,indiana
40,29.4,19.7,23.2,17.299999999999997,10.299999999999999,35.7,indiana
41,25.1,18.1,19.0,21.5,16.4,41.0,indiana
42,24.4,18.1,18.9,21.6,17.0,41.3,indiana
43,27.1,26.599999999999998,15.8,16.9,13.700000000000001,31.9,indiana
44,23.8,18.5,19.299999999999997,22.7,15.8,41.5,indiana
45,25.0,19.5,18.1,21.1,16.5,40.0,indiana
46,23.5,19.4,19.799999999999997,21.1,16.3,40.3,indiana
47,27.1,17.0,20.799999999999997,20.1,15.2,39.8,indiana
48,27.5,18.1,19.1,20.3,15.0,38.8,indiana
49,31.1,19.5,18.5,17.7,12.9,34.3,indiana
50,25.4,18.5,18.9,21.5,15.6,39.9,indiana
51,31.4,18.299999999999997,17.5,18.3,14.499999999999998,35.3,indiana
52,29.200000000000003,16.7,19.799999999999997,20.9,13.4,38.2,indiana
53,26.5,18.2,21.7,19.0,14.700000000000001,38.5,indiana
54,23.700000000000003,17.3,19.8,21.1,17.900000000000002,42.2,indiana
55,26.4,16.8,18.3,21.299999999999997,17.200000000000003,40.7,indiana
56,25.2,17.7,18.6,20.9,17.8,40.9,indiana
57,25.3,16.4,19.7,22.900000000000002,15.799999999999999,42.3,indiana
58,27.9,21.3,20.2,17.9,12.6,35.4,indiana
59,26.4,20.9,19.8,18.2,14.7,36.9,indiana
60,23.900000000000002,20.1,18.1,21.6,16.4,40.0,indiana
61,26.0,47.6,11.5,8.2,6.699999999999999,23.0,indiana
62,24.5,19.0,19.5,21.3,15.6,40.7,indiana
63,28.2,17.5,17.4,20.9,15.8,39.0,indiana
64,25.200000000000003,17.0,19.0,22.5,16.400000000000002,41.9,indiana
65,23.9,15.7,19.1,22.9,18.400000000000002,43.6,indiana
66,25.900000000000002,18.6,20.1,20.3,14.799999999999999,39.4,indiana
67,25.5,16.1,19.4,22.2,16.7,42.2,indiana
68,25.799999999999997,16.2,20.299999999999997,22.6,15.100000000000001,42.3,indiana
69,27.1,17.9,20.1,20.0,14.9,38.2,indiana
70,26.8,16.7,20.299999999999997,21.5,14.799999999999999,40.2,indiana
71,23.900000000000002,21.0,20.0,20.1,14.9,38.9,indiana
72,24.8,19.0,19.4,21.5,15.099999999999998,40.4,indiana
73,24.700000000000003,17.5,19.299999999999997,22.799999999999997,15.8,41.3,indiana
74,25.599999999999998,17.2,18.8,21.7,16.5,41.3,indiana
75,27.300000000000004,15.599999999999998,19.7,21.1,16.2,40.8,indiana
76,24.7,21.4,16.4,20.6,17.1,38.6,indiana
77,25.8,23.5,17.5,19.0,14.1,35.5,indiana
78,23.6,20.3,18.2,22.4,15.399999999999999,40.0,indiana
79,30.5,17.4,16.8,19.7,15.700000000000001,36.9,indiana
80,34.8,22.7,18.5,15.5,8.3,29.6,indiana
81,24.8,24.799999999999997,19.1,19.1,12.2,35.3,indiana
82,27.9,17.5,19.1,21.2,14.4,38.8,indiana
83,26.900000000000002,15.7,18.5,23.0,15.8,41.1,indiana
84,26.700000000000003,20.6,18.0,19.1,15.8,37.0,indiana
85,29.9,18.9,18.5,18.0,14.8,36.0,indiana
86,21.1,25.6,18.2,20.9,14.5,37.2,indiana
87,19.4,27.7,18.3,18.9,15.599999999999998,37.1,indiana
88,27.599999999999998,15.8,22.1,22.9,11.7,39.8,indiana
89,28.400000000000002,19.8,18.700000000000003,20.0,13.099999999999998,36.2,indiana
90,31.5,20.0,20.9,18.0,9.7,33.9,indiana
91,30.1,20.3,19.7,18.5,11.4,34.6,indiana
92,27.8,23.6,19.6,17.0,12.2,34.2,indiana
93,26.799999999999997,22.0,19.2,18.200000000000003,13.8,35.9,indiana
94,32.5,25.1,20.1,15.3,6.800000000000001,29.9,indiana
95,31.999999999999996,22.8,18.799999999999997,16.2,10.5,31.9,indiana
96,23.900000000000002,28.5,17.700000000000003,19.1,11.0,33.6,indiana
97,26.299999999999997,28.299999999999997,18.0,17.299999999999997,10.0,31.8,indiana
98,29.6,22.1,20.2,18.799999999999997,9.5,33.6,indiana
99,28.900000000000002,25.700000000000003,19.1,16.4,10.0,31.9,indiana
100,25.700000000000003,23.1,18.9,20.5,11.899999999999999,35.8,indiana
1,24.5,15.4,16.200000000000003,22.3,21.300000000000004,44.2,iowa
2,25.3,16.2,17.1,21.8,19.6,42.2,iowa
3,24.2,16.0,16.1,22.7,20.999999999999996,44.4,iowa
4,32.2,20.7,15.8,17.0,14.299999999999999,33.1,iowa
5,27.9,15.0,17.9,21.7,17.7,41.2,iowa
6,28.6,19.5,18.9,19.1,14.0,36.3,iowa
7,25.0,15.499999999999998,16.0,22.400000000000002,21.0,43.8,iowa
8,24.799999999999997,15.1,16.4,23.1,20.6,44.5,iowa
9,24.8,20.2,17.1,21.0,16.7,39.0,iowa
10,24.400000000000002,16.1,15.5,22.9,21.3,44.8,iowa
11,27.500000000000004,18.4,16.200000000000003,20.7,17.0,39.0,iowa
12,25.1,15.9,16.7,22.3,20.0,43.9,iowa
13,30.3,21.8,17.5,17.5,12.700000000000001,33.2,iowa
14,29.400000000000002,21.5,17.8,18.8,12.6,34.3,iowa
15,25.6,21.9,19.299999999999997,20.2,12.899999999999999,36.9,iowa
16,27.200000000000003,21.3,17.099999999999998,18.099999999999998,16.3,36.3,iowa
17,24.400000000000002,14.799999999999999,16.9,23.0,21.200000000000003,45.2,iowa
18,27.199999999999996,15.7,16.6,21.3,19.0,40.7,iowa
19,30.299999999999997,14.399999999999999,22.6,20.1,12.600000000000001,38.6,iowa
20,25.9,15.899999999999999,17.4,21.2,19.7,42.7,iowa
21,24.9,16.299999999999997,16.5,22.2,20.0,42.8,iowa
22,26.4,13.700000000000001,17.9,24.6,17.4,43.8,iowa
23,25.5,14.000000000000002,18.6,23.5,18.4,44.2,iowa
24,24.1,15.600000000000001,17.0,22.0,21.1,44.3,iowa
25,28.400000000000002,15.4,21.299999999999997,20.6,14.100000000000001,39.1,iowa
26,28.200000000000003,17.5,18.1,19.799999999999997,16.3,38.5,iowa
27,25.700000000000003,18.0,15.5,20.9,20.200000000000003,41.5,iowa
28,25.2,17.1,19.2,21.6,16.900000000000002,41.3,iowa
29,24.9,16.1,18.0,22.2,18.7,43.3,iowa
30,29.3,20.0,19.1,19.4,12.199999999999998,35.5,iowa
31,27.0,22.2,19.6,19.200000000000003,12.0,35.8,iowa
32,28.5,23.799999999999997,18.1,17.5,12.3,32.9,iowa
33,31.9,21.8,21.7,15.0,9.7,32.5,iowa
34,25.099999999999998,25.6,18.099999999999998,19.3,11.900000000000002,34.3,iowa
35,34.1,22.8,18.9,14.799999999999999,9.4,29.6,iowa
36,23.299999999999997,25.4,19.5,18.8,12.700000000000001,35.7,iowa
37,29.599999999999998,23.799999999999997,21.3,17.0,8.4,33.0,iowa
38,30.6,20.700000000000003,23.4,14.600000000000001,10.8,34.4,iowa
39,30.2,16.5,23.9,18.4,10.8,37.2,iowa
40,25.700000000000003,19.0,18.9,22.4,13.899999999999999,39.5,iowa
41,22.900000000000002,26.2,18.7,19.5,12.7,35.6,iowa
42,23.6,25.1,20.1,19.0,12.2,36.5,iowa
43,24.1,20.3,18.4,21.4,15.700000000000001,39.9,iowa
44,30.700000000000003,23.6,23.1,13.5,9.200000000000001,32.8,iowa
45,18.5,47.699999999999996,12.4,12.6,8.6,25.6,iowa
46,35.400000000000006,36.1,9.8,9.1,9.600000000000001,21.7,iowa
47,24.599999999999998,17.2,16.9,22.6,18.700000000000003,42.3,iowa
48,27.0,15.7,17.8,22.8,16.7,41.8,iowa
49,27.5,17.1,18.0,20.8,16.8,39.6,iowa
50,24.9,16.0,17.3,21.5,20.4,43.2,iowa
51,25.9,15.3,16.6,21.8,20.099999999999998,43.5,iowa
52,25.2,14.899999999999999,16.7,22.9,20.3,44.6,iowa
53,23.6,17.3,18.4,21.1,19.5,43.2,iowa
54,24.0,16.0,15.8,23.8,20.5,44.8,iowa
55,24.7,19.6,15.4,21.0,19.099999999999998,40.7,iowa
56,24.0,15.0,16.1,23.8,21.1,45.6,iowa
57,29.4,15.2,19.7,21.1,14.599999999999998,39.4,iowa
58,24.1,15.4,17.6,23.400000000000002,19.6,44.7,iowa
59,26.3,33.6,12.6,15.2,12.399999999999999,25.8,iowa
60,25.1,23.0,16.6,19.1,16.3,36.6,iowa
61,25.499999999999996,22.6,17.9,18.6,15.5,36.6,iowa
62,25.2,22.9,18.1,19.7,13.900000000000002,36.0,iowa
63,25.8,18.299999999999997,17.0,20.4,18.7,40.1,iowa
64,27.4,16.4,17.1,20.9,18.0,40.3,iowa
65,25.1,22.6,17.700000000000003,19.4,15.100000000000001,37.2,iowa
66,23.9,23.2,17.8,20.1,15.000000000000002,37.1,iowa
67,28.299999999999997,17.7,22.6,18.9,12.4,37.8,iowa
68,27.1,19.4,19.2,19.6,14.8,37.4,iowa
69,28.700000000000003,24.0,19.8,16.8,10.700000000000001,33.0,iowa
70,23.7,22.599999999999998,18.6,19.200000000000003,15.9,37.9,iowa
71,27.7,19.0,15.9,19.9,17.5,37.5,iowa
72,26.5,14.900000000000002,18.3,22.099999999999998,18.2,43.1,iowa
73,25.2,14.1,19.5,24.4,16.7,43.3,iowa
74,24.700000000000003,28.200000000000003,20.200000000000003,17.799999999999997,9.1,32.8,iowa
75,26.400000000000002,15.7,18.7,22.599999999999998,16.5,41.5,iowa
76,25.799999999999997,17.5,16.7,20.7,19.2,41.6,iowa
77,28.200000000000003,26.6,19.9,15.399999999999999,9.899999999999999,31.9,iowa
78,26.7,16.1,16.9,21.200000000000003,19.0,41.4,iowa
79,27.6,20.400000000000002,16.1,18.9,16.900000000000002,37.0,iowa
80,24.799999999999997,15.200000000000001,17.8,23.099999999999998,19.2,44.1,iowa
81,25.8,20.400000000000002,17.5,20.0,16.2,38.1,iowa
82,25.0,18.6,16.2,21.700000000000003,18.599999999999998,40.8,iowa
83,24.299999999999997,17.1,17.4,22.6,18.599999999999998,42.9,iowa
84,23.7,17.3,18.0,22.4,18.4,42.9,iowa
85,26.5,39.699999999999996,12.0,12.0,9.6,23.6,iowa
86,23.8,40.2,12.8,13.7,9.1,27.3,iowa
87,25.299999999999997,17.7,17.9,20.2,18.9,41.4,iowa
88,26.4,15.3,18.4,23.0,16.900000000000002,41.5,iowa
89,25.0,22.4,16.7,20.6,15.2,36.9,iowa
90,26.9,23.599999999999998,19.0,18.9,11.6,34.6,iowa
91,27.6,19.4,18.1,19.6,15.200000000000001,37.3,iowa
92,28.5,18.6,17.9,20.0,15.000000000000002,37.6,iowa
93,24.700000000000003,22.9,18.6,18.0,15.8,36.9,iowa
94,27.199999999999996,14.5,22.0,21.2,14.8,39.9,iowa
95,27.6,14.899999999999999,19.1,21.9,16.4,41.3,iowa
96,25.5,16.0,18.4,21.9,18.200000000000003,43.0,iowa
97,26.799999999999997,14.7,19.9,23.0,15.5,42.5,iowa
98,24.1,17.8,17.3,21.8,19.1,42.2,iowa
99,23.700000000000003,22.2,14.7,20.9,18.5,39.4,iowa
100,26.3,22.2,17.0,19.7,15.0,36.3,iowa
1,26.6,15.700000000000001,18.299999999999997,21.5,17.9,41.8,kansas
2,25.2,17.1,17.4,21.5,18.7,42.7,kansas
3,27.6,32.3,13.4,14.4,12.3,27.3,kansas
4,26.9,16.5,16.5,21.3,18.9,41.2,kansas
5,29.1,15.0,18.3,21.5,16.2,40.0,kansas
6,27.1,15.2,18.2,23.3,16.2,42.7,kansas
7,26.3,16.4,18.3,21.5,17.8,41.4,kansas
8,32.9,12.7,24.5,22.1,7.799999999999999,38.5,kansas
9,27.5,16.3,16.9,20.2,19.1,40.7,kansas
10,23.0,31.6,17.0,17.4,10.8,31.8,kansas
11,26.0,18.0,16.8,20.3,19.0,40.9,kansas
12,25.6,16.8,15.8,22.9,19.1,43.2,kansas
13,24.9,13.899999999999999,15.9,23.0,22.2,46.3,kansas
14,29.7,19.8,22.0,18.3,10.2,35.3,kansas
15,32.8,20.5,22.4,15.3,9.1,33.0,kansas
16,19.7,23.8,17.0,21.9,17.5,41.0,kansas
17,25.7,18.2,16.8,24.9,14.3,40.2,kansas
18,23.0,19.2,18.0,23.0,16.8,42.1,kansas
19,25.3,12.799999999999999,19.4,22.0,20.3,43.9,kansas
20,20.4,13.899999999999999,14.5,25.5,25.9,50.9,kansas
21,23.6,23.200000000000003,16.8,19.1,17.4,37.8,kansas
22,23.8,25.099999999999998,19.4,16.6,14.9,35.5,kansas
23,27.4,25.8,19.4,15.399999999999999,11.799999999999999,32.7,kansas
24,18.599999999999998,31.099999999999998,19.4,18.4,12.600000000000001,35.2,kansas
25,22.700000000000003,22.7,18.400000000000002,21.5,14.799999999999997,38.4,kansas
26,34.1,16.1,26.5,14.8,8.5,34.9,kansas
27,32.0,11.2,23.9,22.599999999999998,10.399999999999999,40.4,kansas
28,31.0,13.2,24.8,20.799999999999997,10.200000000000001,39.6,kansas
29,21.5,26.6,15.3,20.3,16.2,36.8,kansas
30,24.1,24.4,19.3,18.7,13.5,36.1,kansas
31,28.800000000000004,28.4,18.1,16.3,8.5,30.5,kansas
32,34.199999999999996,22.6,21.1,15.1,7.0,31.2,kansas
33,27.1,19.7,19.1,21.200000000000003,13.0,37.2,kansas
34,34.5,22.2,18.2,15.100000000000001,10.0,29.8,kansas
35,31.0,17.3,17.7,19.5,14.7,36.4,kansas
36,25.9,19.0,18.200000000000003,21.799999999999997,15.100000000000001,39.3,kansas
37,32.7,22.1,17.8,17.1,10.399999999999999,32.4,kansas
38,26.9,14.399999999999999,19.8,23.799999999999997,15.0,41.3,kansas
39,34.7,12.8,31.299999999999997,14.400000000000002,6.8,36.3,kansas
40,26.4,20.9,21.7,20.6,10.4,36.1,kansas
41,27.799999999999997,22.3,22.6,16.6,10.8,35.0,kansas
42,28.4,17.0,21.2,19.5,13.799999999999999,37.4,kansas
43,34.7,19.4,23.799999999999997,14.399999999999999,7.6000000000000005,32.8,kansas
44,21.6,35.3,12.5,16.700000000000003,13.700000000000001,29.6,kansas
45,25.300000000000004,24.6,19.7,18.200000000000003,12.3,35.1,kansas
46,27.8,44.0,13.2,9.5,5.6,22.8,kansas
47,25.700000000000003,14.3,17.9,24.599999999999998,17.5,44.1,kansas
48,28.5,18.5,21.1,20.4,11.5,37.3,kansas
49,29.8,21.299999999999997,20.9,18.7,9.299999999999999,34.4,kansas
50,28.5,13.899999999999999,19.8,22.299999999999997,15.500000000000002,40.7,kansas
51,30.2,16.7,18.9,20.3,13.8,36.9,kansas
52,25.1,15.6,16.9,21.4,21.0,44.0,kansas
53,21.800000000000004,19.1,17.0,20.200000000000003,21.7,43.5,kansas
54,28.5,14.7,18.2,23.4,15.0,40.7,kansas
55,25.700000000000003,27.299999999999997,15.099999999999998,18.7,13.2,33.1,kansas
56,25.400000000000002,21.799999999999997,16.700000000000003,19.7,16.4,36.8,kansas
57,26.7,19.0,18.3,21.5,14.700000000000001,38.6,kansas
58,31.699999999999996,20.0,19.5,18.1,10.5,33.7,kansas
59,26.4,17.2,17.7,21.0,17.8,40.8,kansas
60,27.1,26.700000000000003,15.7,16.8,13.700000000000001,31.4,kansas
61,29.8,17.2,16.8,19.7,16.400000000000002,38.0,kansas
62,27.2,15.299999999999999,16.0,21.5,19.9,42.7,kansas
63,27.9,20.2,16.3,19.799999999999997,15.899999999999999,36.9,kansas
64,29.6,33.3,13.6,12.2,11.299999999999999,27.0,kansas
65,36.1,33.400000000000006,15.1,8.4,7.000000000000001,25.4,kansas
66,25.299999999999997,51.9,9.2,7.700000000000001,6.0,22.6,kansas
67,21.0,34.599999999999994,15.600000000000001,17.1,11.799999999999999,31.4,kansas
68,26.6,25.200000000000003,16.1,16.6,15.400000000000002,33.5,kansas
69,27.9,21.700000000000003,18.5,19.0,12.899999999999999,35.4,kansas
70,27.2,16.1,17.4,20.7,18.599999999999998,41.4,kansas
71,25.200000000000003,17.4,18.2,20.7,18.299999999999997,40.9,kansas
72,27.5,18.4,17.8,18.0,18.400000000000002,38.7,kansas
73,25.599999999999998,17.4,16.9,21.9,18.1,42.0,kansas
74,26.7,16.3,14.5,21.5,20.7,41.6,kansas
75,27.5,21.4,16.6,20.2,14.299999999999999,35.9,kansas
76,25.8,18.0,16.799999999999997,22.4,17.0,40.3,kansas
77,29.0,15.7,18.9,21.9,14.2,39.1,kansas
78,33.800000000000004,18.700000000000003,21.3,17.6,8.7,33.7,kansas
79,26.200000000000003,19.1,17.4,20.6,16.700000000000003,39.4,kansas
80,29.3,18.1,16.700000000000003,18.7,17.3,38.0,kansas
81,29.999999999999996,25.9,15.2,19.3,9.700000000000001,31.5,kansas
82,28.300000000000004,17.7,20.200000000000003,19.5,14.200000000000001,37.9,kansas
83,30.9,23.5,16.5,17.400000000000002,11.399999999999999,31.5,kansas
84,31.799999999999997,23.8,18.299999999999997,15.4,10.5,30.9,kansas
85,24.799999999999997,21.900000000000002,18.0,19.9,15.5,37.9,kansas
86,30.6,22.0,19.599999999999998,17.7,10.200000000000001,32.9,kansas
87,25.3,21.7,15.1,20.3,17.6,37.7,kansas
88,26.700000000000003,28.7,15.899999999999999,18.299999999999997,10.200000000000001,31.5,kansas
89,29.2,23.5,18.1,17.0,12.1,32.6,kansas
90,34.8,16.299999999999997,20.0,17.799999999999997,11.399999999999999,34.2,kansas
91,29.700000000000003,16.3,20.1,20.1,13.999999999999998,37.9,kansas
92,24.4,21.1,18.1,21.4,15.100000000000001,39.3,kansas
93,30.4,16.6,18.3,20.8,14.0,37.0,kansas
94,28.2,19.299999999999997,17.8,21.700000000000003,13.0,36.9,kansas
95,26.799999999999997,26.799999999999997,18.6,16.5,11.299999999999999,32.3,kansas
96,30.900000000000002,22.2,16.8,17.5,12.700000000000003,32.9,kansas
97,32.6,20.5,17.9,17.4,11.7,33.0,kansas
98,29.4,20.1,19.5,19.0,11.899999999999999,35.2,kansas
99,31.1,14.5,21.9,19.6,12.700000000000001,39.0,kansas
100,26.8,15.2,16.799999999999997,23.299999999999997,17.6,42.1,kansas
101,31.4,14.799999999999999,18.2,21.8,13.7,38.6,kansas
102,27.5,24.7,19.0,18.3,10.6,33.9,kansas
103,28.199999999999996,27.6,18.5,17.4,8.2,31.4,kansas
104,22.6,13.400000000000002,15.8,22.3,25.7,48.2,kansas
105,24.8,24.7,16.9,18.6,15.1,35.4,kansas
106,24.1,14.6,14.9,22.700000000000003,23.6,47.3,kansas
107,26.200000000000003,16.2,15.8,21.1,20.5,42.5,kansas
108,25.3,18.5,16.3,22.0,17.900000000000002,41.1,kansas
109,23.200000000000003,13.700000000000001,14.900000000000002,24.1,24.1,48.9,kansas
110,23.5,17.0,16.7,22.8,20.1,44.0,kansas
111,25.4,29.400000000000002,14.4,16.799999999999997,13.799999999999999,31.1,kansas
112,27.5,18.2,16.700000000000003,20.4,17.4,38.9,kansas
113,26.799999999999997,18.9,15.0,21.2,18.0,39.7,kansas
114,26.1,17.1,15.8,21.4,19.7,42.0,kansas
115,32.1,17.3,18.5,17.5,14.7,35.4,kansas
116,27.2,16.4,15.400000000000002,22.2,18.9,40.7,kansas
117,23.7,16.7,15.399999999999999,23.8,20.299999999999997,44.9,kansas
118,25.4,15.2,15.8,22.6,20.900000000000002,43.7,kansas
119,33.3,23.9,17.700000000000003,15.3,9.700000000000001,29.8,kansas
120,24.9,17.7,14.6,21.8,21.0,42.1,kansas
121,30.700000000000003,17.1,23.5,19.4,9.399999999999999,36.3,kansas
122,34.699999999999996,19.0,17.200000000000003,18.9,10.200000000000001,31.6,kansas
123,34.1,21.8,17.799999999999997,15.799999999999999,10.4,30.6,kansas
124,32.5,16.7,19.1,18.2,13.4,35.7,kansas
125,35.1,23.0,17.700000000000003,15.4,8.899999999999999,29.3,kansas
1,24.6,16.3,19.299999999999997,20.7,18.900000000000002,42.9,kentucky
2,26.1,16.4,18.5,21.0,17.9,40.9,kentucky
3,23.5,19.2,18.5,21.0,17.7,41.4,kentucky
4,25.1,15.5,18.1,22.6,18.7,43.0,kentucky
5,23.2,24.6,16.200000000000003,18.9,17.3,37.1,kentucky
6,20.8,15.7,18.4,23.9,21.4,46.5,kentucky
7,26.000000000000004,21.2,17.7,20.2,15.200000000000001,38.0,kentucky
