district,under 20,20 to 34,35 to 49,50 to 64,65 and over,median age,state
37,24.5,23.699999999999996,21.5,23.199999999999996,7.199999999999999,36.4,alaska
38,39.2,22.700000000000003,16.3,15.2,6.5,26.6,alaska
39,39.4,22.7,15.899999999999999,15.000000000000002,6.9,26.4,alaska
40,32.099999999999994,24.5,18.0,19.7,5.800000000000001,30.7,alaska
1,25.7,21.0,17.7,20.1,15.5,37.4,arkansas
2,28.400000000000002,20.0,18.6,17.7,15.399999999999999,36.4,arkansas
3,28.4,16.299999999999997,17.6,20.2,17.5,39.2,arkansas
4,28.2,18.099999999999998,19.4,18.2,15.8,37.6,arkansas
5,25.2,17.7,16.9,22.3,18.0,41.2,arkansas
6,26.8,16.5,18.4,21.9,16.4,40.3,arkansas
7,23.6,19.0,17.3,21.7,18.5,42.1,arkansas
8,25.4,16.8,17.8,21.799999999999997,18.2,41.8,arkansas
9,27.3,20.0,17.700000000000003,18.5,16.5,37.5,arkansas
10,25.5,14.799999999999999,17.700000000000003,23.3,18.7,44.4,arkansas
11,27.4,14.799999999999999,17.200000000000003,21.9,18.7,42.0,arkansas
12,24.5,21.4,19.3,20.299999999999997,14.6,37.7,arkansas
13,25.8,15.9,19.2,20.6,18.4,41.5,arkansas
14,23.200000000000003,20.0,20.4,20.0,16.499999999999996,39.9,arkansas
15,25.8,17.1,19.5,20.6,16.9,40.4,arkansas
16,27.5,17.700000000000003,16.799999999999997,20.8,17.2,40.5,arkansas
17,28.700000000000003,24.8,16.400000000000002,19.1,10.9,32.9,arkansas
18,25.5,19.8,17.9,20.2,16.6,39.7,arkansas
19,26.6,16.6,19.0,20.2,17.7,40.5,arkansas
20,24.799999999999997,13.799999999999999,17.5,21.3,22.6,45.4,arkansas
21,25.5,14.499999999999998,18.5,23.0,18.400000000000002,43.5,arkansas
22,17.1,12.100000000000001,13.5,20.2,37.2,56.0,arkansas
23,25.799999999999997,16.9,20.9,19.5,17.0,40.3,arkansas
24,22.2,19.1,16.0,20.299999999999997,22.2,43.3,arkansas
25,25.9,18.799999999999997,18.1,20.4,16.7,39.3,arkansas
26,22.1,19.799999999999997,19.2,20.700000000000003,18.1,41.5,arkansas
27,26.6,20.4,21.6,18.7,12.6,37.2,arkansas
28,27.799999999999997,21.900000000000002,19.3,17.5,13.5,35.3,arkansas
29,29.800000000000004,21.299999999999997,21.4,18.5,9.1,33.9,arkansas
30,28.0,21.6,20.0,18.7,12.0,35.4,arkansas
31,27.7,14.700000000000001,20.8,21.7,15.3,41.3,arkansas
32,26.9,18.8,18.2,20.299999999999997,15.6,38.3,arkansas
33,20.6,27.4,17.6,20.9,13.399999999999999,36.4,arkansas
34,24.0,24.8,19.4,19.8,12.0,36.2,arkansas
35,21.500000000000004,23.8,18.9,18.8,17.0,38.6,arkansas
36,26.1,22.2,17.9,20.5,13.4,36.0,arkansas
37,31.6,20.599999999999998,17.1,20.0,10.7,33.5,arkansas
38,27.0,21.8,17.6,17.7,16.0,35.9,arkansas
39,23.799999999999997,20.0,20.200000000000003,22.2,13.799999999999999,38.5,arkansas
40,22.6,20.6,19.7,23.5,13.500000000000002,40.6,arkansas
41,26.6,21.299999999999997,20.5,18.0,13.899999999999999,36.5,arkansas
42,29.0,26.700000000000003,17.7,15.299999999999999,11.2,31.3,arkansas
43,29.299999999999997,18.5,21.4,18.6,12.0,36.3,arkansas
44,29.5,21.400000000000002,19.8,17.9,11.3,34.2,arkansas
45,27.5,18.1,20.9,19.5,14.1,38.9,arkansas
46,29.2,27.7,13.399999999999999,15.100000000000001,14.5,29.5,arkansas
47,21.3,19.4,19.8,21.7,18.1,41.7,arkansas
48,22.199999999999996,21.8,20.7,20.799999999999997,14.5,39.0,arkansas
49,27.6,16.7,18.200000000000003,20.5,17.0,40.5,arkansas
50,31.6,17.9,19.6,18.0,12.899999999999999,35.2,arkansas
51,28.3,21.4,17.5,19.5,13.3,35.2,arkansas
52,26.5,17.7,19.6,19.299999999999997,16.9,39.1,arkansas
53,29.599999999999998,22.1,18.3,16.8,13.1,33.6,arkansas
54,28.5,18.0,19.8,19.200000000000003,14.8,38.4,arkansas
55,29.6,21.1,16.9,19.6,12.8,34.7,arkansas
56,24.5,16.0,19.9,20.299999999999997,19.2,42.8,arkansas
57,26.799999999999997,20.7,18.799999999999997,18.700000000000003,14.799999999999999,37.3,arkansas
58,25.9,25.200000000000003,19.1,16.0,13.8,34.2,arkansas
59,29.4,23.400000000000002,18.3,17.599999999999998,11.299999999999999,32.9,arkansas
60,23.7,15.7,18.5,22.0,20.099999999999998,44.2,arkansas
61,24.5,15.700000000000001,15.6,19.8,24.2,44.7,arkansas
62,22.5,14.4,17.5,22.4,23.3,46.9,arkansas
63,26.8,18.5,18.2,20.5,16.1,38.9,arkansas
64,21.6,13.5,15.1,24.9,25.0,49.8,arkansas
65,24.8,17.2,17.8,21.5,18.5,42.1,arkansas
66,22.7,16.299999999999997,18.299999999999997,21.1,21.599999999999998,45.1,arkansas
67,30.7,18.9,21.9,16.8,11.700000000000001,35.3,arkansas
68,24.5,16.1,18.4,21.1,20.2,43.5,arkansas
69,27.0,18.099999999999998,19.4,19.8,15.799999999999999,38.7,arkansas
70,28.799999999999997,30.8,15.399999999999999,13.6,11.299999999999999,28.3,arkansas
71,30.1,28.2,14.299999999999999,16.0,11.5,28.3,arkansas
72,25.1,31.700000000000003,18.1,15.399999999999999,9.8,30.6,arkansas
73,28.4,16.5,18.6,19.5,16.8,38.9,arkansas
74,24.799999999999997,15.499999999999998,19.299999999999997,21.799999999999997,18.500000000000004,43.6,arkansas
75,28.1,17.2,20.4,19.0,15.300000000000002,38.0,arkansas
76,24.3,21.4,17.1,19.5,17.6,39.3,arkansas
77,24.4,22.400000000000002,19.5,19.4,14.2,37.3,arkansas
78,33.8,20.7,19.599999999999998,17.0,8.799999999999999,31.6,arkansas
79,28.299999999999997,20.4,19.6,18.299999999999997,13.599999999999998,36.1,arkansas
80,27.3,15.6,20.4,20.700000000000003,15.999999999999998,40.6,arkansas
81,28.2,17.4,19.3,19.6,15.399999999999999,38.2,arkansas
82,25.7,16.6,17.700000000000003,21.8,18.2,41.8,arkansas
83,22.5,16.1,17.400000000000002,22.6,21.6,45.0,arkansas
84,24.6,20.3,19.4,20.5,15.299999999999999,39.7,arkansas
85,24.7,33.0,18.8,13.2,10.6,29.9,arkansas
86,28.8,46.3,11.0,10.0,4.0,23.7,arkansas
87,31.8,20.4,19.5,15.5,12.8,33.2,arkansas
88,30.699999999999996,22.6,21.3,15.6,10.000000000000002,32.3,arkansas
89,38.8,23.1,18.6,12.5,7.1,28.1,arkansas
90,33.1,23.4,22.6,13.4,7.500000000000001,31.2,arkansas
91,31.599999999999998,19.6,23.300000000000004,17.1,8.5,34.2,arkansas
92,24.200000000000003,13.6,18.9,17.1,25.999999999999996,45.0,arkansas
93,29.699999999999996,24.1,23.200000000000003,16.1,6.9,33.0,arkansas
94,30.299999999999997,23.4,18.6,14.799999999999999,12.700000000000001,32.8,arkansas
95,27.5,17.799999999999997,20.0,18.9,15.899999999999999,38.8,arkansas
96,28.4,18.1,18.8,21.0,13.599999999999998,37.7,arkansas
97,24.6,16.2,17.8,21.8,19.599999999999998,43.1,arkansas
98,26.5,17.6,18.7,19.6,17.6,39.9,arkansas
99,21.0,13.399999999999999,16.799999999999997,23.7,25.2,49.0,arkansas
100,17.7,14.0,14.0,21.8,32.400000000000006,53.0,arkansas
1,21.6,17.4,16.6,23.7,20.700000000000003,45.3,california
2,22.9,19.4,17.700000000000003,22.2,17.7,41.4,california
3,26.9,22.0,17.0,18.8,15.299999999999999,35.9,california
4,25.1,22.9,17.8,19.4,14.8,36.8,california
5,23.199999999999996,17.7,17.0,23.1,18.8,43.1,california
6,26.3,16.1,21.0,20.6,16.1,41.0,california
7,26.8,25.4,19.6,17.200000000000003,10.9,33.6,california
8,25.299999999999997,22.1,18.7,19.5,14.4,36.8,california
9,29.5,20.3,19.6,18.0,12.499999999999998,35.2,california
10,23.2,15.8,20.4,22.8,17.8,43.5,california
11,27.900000000000002,20.3,20.2,19.5,12.4,36.3,california
12,28.9,20.5,19.200000000000003,18.3,12.999999999999998,35.4,california
13,31.699999999999996,21.4,19.1,16.6,11.000000000000002,32.7,california
14,24.0,21.2,19.6,21.200000000000003,13.699999999999998,38.5,california
15,22.1,25.099999999999998,20.1,18.9,13.8,36.9,california
16,26.6,14.5,22.299999999999997,21.4,15.2,41.6,california
17,13.9,29.9,24.5,18.1,13.600000000000001,38.1,california
18,23.200000000000003,23.9,22.0,18.5,12.5,36.9,california
19,17.7,26.4,20.9,19.6,15.4,38.7,california
20,25.1,22.0,21.3,19.299999999999997,12.5,36.9,california
21,33.0,22.2,18.4,16.0,10.500000000000002,31.1,california
22,23.299999999999997,18.8,22.700000000000003,20.4,14.600000000000001,40.0,california
23,29.2,22.2,18.0,17.7,13.1,34.0,california
24,25.0,22.099999999999998,21.5,17.7,13.8,37.0,california
25,23.6,24.5,22.6,18.200000000000003,11.200000000000001,36.1,california
26,33.7,21.2,17.900000000000002,15.7,11.3,31.2,california
27,27.000000000000004,24.2,21.5,17.0,10.500000000000002,34.2,california
28,25.200000000000003,17.200000000000003,23.5,20.5,13.6,40.2,california
29,24.0,20.6,18.7,21.3,15.4,39.5,california
30,31.799999999999997,22.0,20.1,16.5,9.5,32.2,california
31,34.4,23.4,18.1,14.7,9.4,29.3,california
32,34.900000000000006,25.1,18.8,13.6,7.400000000000001,28.5,california
33,32.0,20.6,17.8,17.6,12.0,32.8,california
34,30.1,22.2,18.6,17.7,11.200000000000001,33.2,california
35,26.799999999999997,22.6,17.1,18.700000000000003,14.9,35.6,california
36,31.700000000000003,20.5,19.0,19.1,10.0,33.2,california
37,24.6,22.8,17.799999999999997,19.299999999999997,15.4,37.1,california
38,26.5,18.4,21.7,20.799999999999997,12.6,39.0,california
39,26.0,24.500000000000004,20.6,18.1,10.900000000000002,34.6,california
40,29.4,23.5,19.2,17.799999999999997,10.4,32.9,california
41,23.200000000000003,20.6,20.200000000000003,20.2,15.8,39.8,california
42,24.4,17.6,16.700000000000003,19.1,22.1,42.5,california
43,19.700000000000003,23.3,22.0,19.9,15.0,39.7,california
44,28.1,20.5,19.0,19.1,13.4,36.2,california
45,24.0,21.5,20.6,19.8,14.3,38.5,california
46,24.5,24.6,22.6,17.6,10.5,35.5,california
47,33.7,24.299999999999997,19.700000000000003,14.7,7.699999999999999,29.8,california
48,27.0,22.700000000000003,19.7,18.3,12.2,35.1,california
49,22.000000000000004,19.5,20.799999999999997,21.2,16.400000000000002,41.7,california
50,16.400000000000002,26.8,23.0,18.5,15.2,39.3,california
51,25.299999999999997,25.9,21.7,15.8,11.5,34.3,california
52,29.2,24.6,20.7,16.5,9.0,32.3,california
53,25.0,27.6,21.9,15.9,9.500000000000002,33.5,california
54,21.5,26.799999999999997,21.0,17.400000000000002,13.2,36.0,california
55,24.7,20.5,19.9,21.4,13.700000000000003,39.2,california
56,30.5,20.9,18.799999999999997,16.0,13.7,33.9,california
57,26.5,22.0,20.0,18.200000000000003,13.4,36.2,california
58,27.8,22.1,20.4,17.4,12.2,35.1,california
59,33.4,25.700000000000003,19.4,14.1,7.2,28.5,california
60,30.099999999999998,22.4,21.299999999999997,16.8,9.299999999999999,33.1,california
61,31.5,25.0,19.1,15.7,8.6,30.3,california
62,25.0,25.0,21.4,17.5,11.0,35.0,california
63,31.3,23.599999999999998,20.9,15.7,8.6,31.4,california
64,32.5,23.299999999999997,19.1,15.6,9.299999999999999,30.7,california
65,26.299999999999997,22.9,20.5,17.8,12.5,35.7,california
66,23.400000000000002,17.4,21.8,21.2,16.2,41.8,california
67,30.2,20.1,19.299999999999997,17.6,12.599999999999998,34.6,california
68,26.200000000000003,20.0,22.6,19.1,11.9,37.6,california
69,30.8,26.2,21.099999999999998,14.2,7.8,30.6,california
70,25.4,23.700000000000003,20.9,18.5,11.399999999999999,35.6,california
71,25.8,20.0,18.5,21.4,14.200000000000001,38.3,california
72,23.700000000000003,19.6,20.2,20.5,16.1,40.4,california
73,25.6,16.6,21.5,22.5,13.8,41.4,california
74,21.8,22.8,19.599999999999998,19.4,16.4,39.4,california
75,28.5,20.3,20.200000000000003,18.0,12.9,35.8,california
76,25.499999999999996,24.300000000000004,19.299999999999997,17.9,12.899999999999999,35.0,california
77,26.000000000000004,19.4,21.8,20.0,12.899999999999999,38.5,california
78,16.5,33.4,19.299999999999997,17.0,14.0,35.1,california
79,26.6,25.799999999999997,19.6,16.6,11.5,33.5,california
80,28.900000000000002,26.0,18.8,15.799999999999999,10.5,31.5,california
1,29.1,22.9,19.200000000000003,17.0,11.9,33.4,colorado
2,13.3,41.8,20.8,15.200000000000001,8.9,33.1,colorado
3,23.6,22.4,19.900000000000002,21.5,12.8,37.7,colorado
4,24.700000000000003,26.0,22.6,16.1,10.500000000000002,34.6,colorado
5,22.700000000000003,33.3,19.8,16.299999999999997,7.800000000000001,32.3,colorado
6,19.7,21.3,22.200000000000003,19.200000000000003,17.5,40.4,colorado
7,34.0,23.3,24.9,12.100000000000001,5.9,31.2,colorado
8,18.8,31.5,22.7,15.8,11.3,34.9,colorado
9,17.0,31.4,19.7,17.9,14.0,35.8,colorado
10,23.3,33.1,17.5,15.399999999999999,10.7,30.5,colorado
11,25.9,18.1,19.3,22.1,14.700000000000001,40.0,colorado
12,27.3,16.8,22.0,22.0,12.0,39.3,colorado
13,18.6,26.800000000000004,18.299999999999997,22.1,13.999999999999998,39.1,colorado
14,30.9,18.7,23.0,18.9,8.3,35.2,colorado
15,30.9,24.8,21.0,14.8,8.4,31.7,colorado
16,24.3,24.7,16.3,19.4,15.4,35.6,colorado
17,30.400000000000006,30.400000000000002,16.7,13.299999999999999,9.1,29.0,colorado
18,20.9,25.0,17.200000000000003,21.3,15.7,38.0,colorado
19,29.6,12.999999999999998,21.8,23.5,12.100000000000001,40.8,colorado
20,24.0,22.7,16.1,21.7,15.4,38.2,colorado
21,32.5,29.5,17.1,13.6,7.300000000000001,28.2,colorado
22,25.3,15.5,20.799999999999997,24.799999999999997,13.4,42.0,colorado
23,20.900000000000002,23.299999999999997,18.2,21.5,16.099999999999998,39.0,colorado
24,21.3,23.8,19.299999999999997,20.299999999999997,15.2,38.5,colorado
25,23.6,12.7,20.9,27.800000000000004,14.8,45.6,colorado
26,24.0,22.4,23.3,20.9,9.4,37.2,colorado
27,23.7,17.5,19.8,22.8,16.3,41.7,colorado
28,22.9,23.900000000000002,19.1,19.4,14.700000000000001,37.1,colorado
29,24.700000000000003,21.0,20.9,21.4,11.9,38.1,colorado
30,33.7,22.5,23.2,14.1,6.5,31.0,colorado
31,30.1,22.7,21.5,17.2,8.6,33.1,colorado
32,32.1,24.0,19.0,15.9,9.0,31.5,colorado
33,27.300000000000004,19.700000000000003,23.299999999999997,19.2,10.6,37.2,colorado
34,29.1,24.2,19.5,16.0,11.1,33.1,colorado
35,25.799999999999997,22.7,20.7,18.9,12.0,35.9,colorado
36,31.9,21.3,23.5,16.1,6.9,33.0,colorado
37,28.700000000000003,17.8,22.700000000000003,21.3,9.7,37.3,colorado
38,22.4,16.1,18.1,23.9,19.6,44.9,colorado
39,27.0,10.899999999999999,23.0,25.099999999999998,13.9,43.7,colorado
40,26.4,23.299999999999997,21.4,19.700000000000003,8.999999999999998,35.2,colorado
41,22.9,24.6,19.9,17.1,15.5,36.6,colorado
42,31.400000000000002,24.7,20.3,14.899999999999999,8.9,31.1,colorado
43,30.1,14.7,24.200000000000003,20.4,10.7,38.6,colorado
44,30.400000000000002,19.8,25.4,17.0,7.4,34.9,colorado
45,32.3,14.2,24.1,19.4,10.000000000000002,37.5,colorado
46,25.900000000000002,17.9,16.7,21.0,18.6,40.3,colorado
47,25.0,19.0,18.1,20.5,17.5,40.0,colorado
48,28.2,19.5,19.5,19.2,13.5,36.8,colorado
49,24.2,14.8,19.200000000000003,24.700000000000003,17.099999999999998,44.1,colorado
50,32.5,27.999999999999996,17.200000000000003,13.3,9.200000000000001,27.9,colorado
51,24.5,18.1,19.2,21.299999999999997,17.1,40.7,colorado
52,24.0,26.5,18.8,17.6,13.2,34.7,colorado
53,25.3,38.9,14.499999999999998,13.5,7.799999999999999,26.0,colorado
54,25.500000000000004,17.799999999999997,18.4,21.7,16.499999999999996,41.0,colorado
55,25.3,22.200000000000003,15.900000000000002,19.200000000000003,17.7,37.3,colorado
56,29.2,17.1,23.0,18.8,11.6,37.4,colorado
57,28.2,19.7,20.3,20.5,11.199999999999998,36.3,colorado
58,24.1,15.900000000000002,17.700000000000003,22.9,19.7,43.8,colorado
59,22.5,20.200000000000003,17.9,23.6,15.799999999999999,40.8,colorado
60,18.0,17.6,19.1,25.2,20.1,46.7,colorado
61,19.9,21.1,20.3,23.4,15.100000000000001,41.3,colorado
62,27.1,19.2,15.9,20.7,17.1,38.5,colorado
63,29.3,17.9,21.6,20.9,10.3,36.6,colorado
64,23.7,17.1,18.5,23.699999999999996,17.0,42.8,colorado
65,26.799999999999997,19.3,17.5,19.6,16.599999999999998,37.6,colorado
1,24.299999999999997,29.9,18.2,16.7,11.1,33.2,connecticut
2,24.4,15.399999999999999,20.9,25.700000000000003,13.6,43.9,connecticut
3,30.7,25.1,19.7,14.5,10.0,30.7,connecticut
4,29.5,31.200000000000003,15.8,15.1,8.4,27.7,connecticut
5,27.6,21.9,19.2,18.8,12.4,35.3,connecticut
6,29.2,23.200000000000003,19.2,18.1,10.5,33.0,connecticut
7,32.9,27.2,14.8,14.600000000000001,10.6,28.2,connecticut
8,23.299999999999997,15.0,18.7,27.200000000000003,16.0,46.0,connecticut
9,24.7,23.5,17.5,19.6,14.8,36.4,connecticut
10,25.0,19.0,20.2,19.5,16.1,39.2,connecticut
11,24.5,26.700000000000003,22.5,17.3,9.200000000000001,34.2,connecticut
12,23.299999999999997,25.299999999999997,19.5,18.3,13.8,36.0,connecticut
13,25.299999999999997,17.3,19.9,21.2,16.0,40.3,connecticut
14,25.1,14.200000000000001,21.4,22.5,16.8,43.6,connecticut
15,16.6,19.1,16.1,24.7,23.6,49.0,connecticut
16,26.0,12.5,19.4,26.0,16.200000000000003,44.8,connecticut
17,26.200000000000003,10.600000000000001,20.4,25.4,17.3,45.6,connecticut
18,23.5,18.3,16.299999999999997,19.9,21.9,41.9,connecticut
19,25.9,12.899999999999999,19.0,24.0,18.099999999999998,44.2,connecticut
20,24.5,19.4,20.4,22.0,13.8,40.3,connecticut
21,23.3,17.1,19.4,22.3,17.9,43.1,connecticut
22,23.299999999999997,18.0,20.9,21.4,16.2,40.0,connecticut
23,20.2,9.0,17.6,27.1,25.9,51.5,connecticut
24,24.7,21.0,19.6,19.299999999999997,15.400000000000002,38.1,connecticut
25,30.300000000000004,24.7,18.3,17.5,9.1,31.9,connecticut
26,24.3,27.099999999999998,17.7,17.1,13.8,34.0,connecticut
27,20.4,18.4,19.0,22.0,20.0,44.3,connecticut
28,22.9,14.700000000000001,19.2,22.799999999999997,20.4,45.0,connecticut
29,20.4,19.9,18.700000000000003,21.799999999999997,19.2,43.5,connecticut
30,22.900000000000002,13.299999999999999,20.6,23.5,19.700000000000003,46.2,connecticut
31,25.9,9.799999999999999,21.4,25.9,17.0,46.3,connecticut
32,21.099999999999998,16.6,20.2,23.599999999999998,18.599999999999998,44.7,connecticut
33,23.9,28.900000000000002,16.4,19.0,11.7,32.9,connecticut
34,23.299999999999997,14.8,20.9,26.0,14.899999999999999,44.4,connecticut
35,21.4,13.7,21.0,25.3,18.400000000000002,47.1,connecticut
36,21.8,10.7,19.5,25.099999999999998,22.999999999999996,49.0,connecticut
37,20.8,16.4,18.9,23.4,20.4,46.0,connecticut
38,20.7,15.0,17.9,24.9,21.499999999999996,47.7,connecticut
39,28.4,29.5,18.0,15.0,9.200000000000001,29.1,connecticut
40,26.4,31.799999999999997,16.3,16.1,9.600000000000001,30.0,connecticut
41,19.7,22.5,15.2,22.7,19.700000000000003,43.8,connecticut
42,21.500000000000004,19.9,21.0,23.8,13.799999999999999,42.2,connecticut
43,20.6,13.5,19.2,24.900000000000002,21.7,47.8,connecticut
44,24.299999999999997,17.1,21.0,22.8,14.900000000000002,41.4,connecticut
45,24.900000000000002,19.0,20.0,22.7,13.4,40.2,connecticut
46,25.9,25.0,19.2,18.4,11.600000000000001,33.9,connecticut
47,22.299999999999997,15.700000000000001,20.4,25.6,15.999999999999998,43.9,connecticut
48,24.599999999999998,17.7,20.0,23.5,14.200000000000001,41.6,connecticut
49,28.0,28.4,16.3,15.400000000000002,11.8,30.0,connecticut
50,22.7,15.4,20.3,24.5,17.099999999999998,45.0,connecticut
51,22.2,18.5,20.3,23.2,15.799999999999999,42.7,connecticut
52,21.9,17.7,20.6,25.0,14.799999999999999,42.6,connecticut
53,23.299999999999997,20.0,19.8,23.4,13.6,41.5,connecticut
54,35.3,43.199999999999996,6.8999999999999995,7.4,7.300000000000001,20.9,connecticut
55,25.799999999999997,13.5,21.0,25.5,14.2,44.4,connecticut
56,20.0,27.299999999999997,16.3,19.5,16.900000000000002,37.3,connecticut
57,24.1,17.7,22.4,21.9,13.700000000000001,41.0,connecticut
58,22.2,20.5,19.4,21.5,16.5,40.9,connecticut
59,19.2,21.2,21.4,22.7,15.399999999999999,42.4,connecticut
60,19.7,18.6,20.8,23.6,17.3,44.6,connecticut
61,23.2,16.700000000000003,21.799999999999997,22.6,15.7,43.1,connecticut
62,25.299999999999997,11.5,20.299999999999997,27.2,15.6,45.7,connecticut
63,20.5,16.5,18.1,26.599999999999998,18.4,47.0,connecticut
64,18.7,11.1,14.900000000000002,29.3,25.9,52.9,connecticut
65,21.5,18.3,20.8,22.9,16.4,42.7,connecticut
66,21.799999999999997,10.700000000000001,19.2,27.799999999999997,20.5,48.8,connecticut
67,21.799999999999997,16.8,21.8,24.6,15.0,43.4,connecticut
68,23.6,16.1,18.8,24.0,17.7,45.1,connecticut
69,20.200000000000003,9.4,14.600000000000001,25.8,29.8,53.6,connecticut
70,24.0,19.8,20.0,22.3,13.900000000000002,39.6,connecticut
71,25.400000000000002,17.8,18.5,21.5,16.799999999999997,40.4,connecticut
72,31.700000000000003,20.4,20.2,18.1,9.9,33.1,connecticut
73,31.299999999999997,21.400000000000002,20.099999999999998,16.2,11.200000000000001,32.7,connecticut
74,26.900000000000002,20.7,19.5,19.1,13.8,36.8,connecticut
75,28.800000000000004,23.1,19.4,17.2,11.8,33.3,connecticut
76,24.4,13.299999999999999,21.8,25.2,15.200000000000001,44.9,connecticut
77,23.0,17.4,19.799999999999997,20.2,19.4,43.4,connecticut
78,23.2,19.5,18.4,24.4,14.5,42.0,connecticut
79,21.599999999999998,24.1,20.9,20.0,13.5,37.9,connecticut
80,23.700000000000003,15.1,20.3,24.5,16.5,44.9,connecticut
81,21.4,16.0,19.3,21.4,22.0,45.9,connecticut
82,17.6,18.5,18.7,26.9,18.3,46.4,connecticut
83,20.1,19.5,21.2,21.6,17.7,42.6,connecticut
84,25.6,20.9,23.0,18.8,11.499999999999998,36.6,connecticut
85,19.3,18.3,20.1,24.4,17.8,44.7,connecticut
86,21.4,13.3,22.3,24.799999999999997,18.099999999999998,46.2,connecticut
87,21.7,16.799999999999997,18.9,23.700000000000003,19.0,45.3,connecticut
88,26.2,24.700000000000003,14.0,19.7,15.399999999999999,34.4,connecticut
89,23.299999999999997,12.600000000000001,19.7,27.4,17.099999999999998,46.0,connecticut
90,21.6,13.3,21.6,25.6,17.7,46.4,connecticut
91,20.6,19.8,20.0,21.8,17.7,42.5,connecticut
92,25.699999999999996,26.1,19.4,17.0,11.700000000000001,33.8,connecticut
93,28.9,36.0,12.9,12.5,9.7,25.9,connecticut
94,29.6,29.8,16.5,15.8,8.299999999999999,28.9,connecticut
95,35.5,24.4,18.8,13.3,8.0,27.8,connecticut
96,17.9,39.9,18.3,14.3,9.6,31.5,connecticut
97,23.099999999999998,25.2,20.3,15.600000000000001,16.0,36.4,connecticut
98,23.1,11.6,16.8,25.7,22.799999999999997,49.1,connecticut
99,21.400000000000002,18.7,18.7,22.4,18.6,42.8,connecticut
100,21.1,21.6,19.4,22.200000000000003,15.799999999999997,40.7,connecticut
101,27.700000000000003,10.1,19.200000000000003,22.4,20.599999999999994,46.9,connecticut
102,18.8,18.5,17.9,24.1,20.799999999999997,46.8,connecticut
103,22.4,18.1,21.8,19.2,18.6,42.9,connecticut
104,26.1,20.8,19.700000000000003,20.1,13.2,37.5,connecticut
105,25.2,16.1,23.200000000000003,21.9,13.8,41.9,connecticut
106,27.700000000000003,12.299999999999999,20.1,24.299999999999997,15.6,44.3,connecticut
107,25.8,14.9,19.7,23.9,15.6,43.3,connecticut
108,23.4,16.8,20.6,24.8,14.400000000000002,43.9,connecticut
109,25.1,19.3,23.4,19.1,12.900000000000002,38.6,connecticut
110,26.0,25.6,22.4,14.6,11.5,34.2,connecticut
111,30.900000000000002,7.800000000000001,22.7,22.9,15.700000000000001,44.7,connecticut
112,27.8,11.600000000000001,21.5,25.6,13.200000000000001,44.4,connecticut
113,21.6,16.4,21.0,25.200000000000003,15.8,44.9,connecticut
114,24.300000000000004,13.4,19.2,23.1,19.9,45.9,connecticut
