district,less than highschool,highschool,college or associate,bachelor or higher,state
48,0.0541,0.2969,0.3655,0.2835,iowa
49,0.0567,0.2781,0.3651,0.3001,iowa
50,0.058,0.3333,0.3864,0.2222,iowa
51,0.0808,0.3744,0.3536,0.1912,iowa
52,0.0803,0.3935,0.3469,0.1792,iowa
53,0.0766,0.3581,0.3782,0.1871,iowa
54,0.0798,0.3347,0.3666,0.2188,iowa
55,0.051,0.3244,0.3863,0.2383,iowa
56,0.1102,0.418,0.3122,0.1596,iowa
57,0.068,0.3241,0.3088,0.2991,iowa
58,0.0686,0.3979,0.3482,0.1852,iowa
59,0.033,0.1607,0.4665,0.3398,iowa
60,0.037,0.2145,0.3754,0.3731,iowa
61,0.1117,0.347,0.3428,0.1986,iowa
62,0.155,0.3937,0.3406,0.1107,iowa
63,0.045,0.2953,0.3885,0.2712,iowa
64,0.0859,0.3858,0.3393,0.189,iowa
65,0.0857,0.2534,0.3639,0.2969,iowa
66,0.0568,0.2216,0.3606,0.361,iowa
67,0.0397,0.2104,0.3348,0.4151,iowa
68,0.0382,0.2824,0.3552,0.3243,iowa
69,0.0705,0.3244,0.3676,0.2374,iowa
70,0.0637,0.3077,0.355,0.2736,iowa
71,0.1737,0.3504,0.2788,0.1971,iowa
72,0.0776,0.3802,0.3692,0.173,iowa
73,0.0557,0.332,0.3433,0.269,iowa
74,0.0467,0.1208,0.2348,0.5977,iowa
75,0.0643,0.3833,0.3683,0.1841,iowa
76,0.0611,0.3568,0.3466,0.2354,iowa
77,0.077,0.1901,0.3202,0.4127,iowa
78,0.0883,0.4017,0.3165,0.1934,iowa
79,0.0702,0.3344,0.3279,0.2676,iowa
80,0.0953,0.3718,0.3547,0.1782,iowa
81,0.1292,0.347,0.3418,0.182,iowa
82,0.1259,0.2922,0.3157,0.2662,iowa
83,0.0829,0.3897,0.3736,0.1538,iowa
84,0.0844,0.3473,0.3559,0.2123,iowa
85,0.0184,0.1558,0.4085,0.4173,iowa
86,0.04,0.192,0.3697,0.3982,iowa
87,0.0871,0.3437,0.3967,0.1724,iowa
88,0.1151,0.3595,0.3388,0.1867,iowa
89,0.0745,0.3505,0.3463,0.2287,iowa
90,0.1366,0.3725,0.3427,0.1482,iowa
91,0.115,0.3486,0.3197,0.2167,iowa
92,0.0574,0.3318,0.3623,0.2485,iowa
93,0.059,0.2306,0.3463,0.364,iowa
94,0.0411,0.1777,0.2739,0.5073,iowa
95,0.0454,0.3056,0.3612,0.2878,iowa
96,0.0998,0.4124,0.3128,0.175,iowa
97,0.0581,0.3318,0.3725,0.2377,iowa
98,0.1166,0.3795,0.3315,0.1724,iowa
99,0.0523,0.2883,0.3174,0.342,iowa
100,0.0971,0.3359,0.3298,0.2372,iowa
1,0.1153,0.3383,0.3652,0.1812,kansas
2,0.0635,0.3304,0.3855,0.2206,kansas
3,0.0705,0.2613,0.415,0.2533,kansas
4,0.0937,0.3498,0.3727,0.1838,kansas
5,0.0817,0.389,0.3468,0.1825,kansas
6,0.0545,0.3029,0.3416,0.301,kansas
7,0.1114,0.2982,0.375,0.2153,kansas
8,0.0231,0.0836,0.1992,0.6941,kansas
9,0.0799,0.3455,0.3992,0.1753,kansas
10,0.0452,0.2014,0.4091,0.3443,kansas
11,0.1116,0.2995,0.3969,0.192,kansas
12,0.1006,0.317,0.4157,0.1667,kansas
13,0.0954,0.3573,0.3601,0.1873,kansas
14,0.0504,0.1384,0.2632,0.5481,kansas
15,0.1019,0.262,0.328,0.3081,kansas
16,0.0281,0.129,0.2838,0.5591,kansas
17,0.044,0.1515,0.2707,0.5337,kansas
18,0.06,0.2131,0.335,0.392,kansas
19,0.016,0.1043,0.2257,0.6539,kansas
20,0.0217,0.0987,0.1964,0.6832,kansas
21,0.0261,0.0903,0.2202,0.6633,kansas
22,0.0699,0.2354,0.3243,0.3705,kansas
23,0.1019,0.1987,0.3193,0.3801,kansas
24,0.0713,0.1843,0.3391,0.4052,kansas
25,0.0231,0.1193,0.2352,0.6225,kansas
26,0.0482,0.1905,0.2622,0.499,kansas
27,0.0179,0.122,0.2496,0.6105,kansas
28,0.0176,0.0726,0.1851,0.7247,kansas
29,0.0355,0.1302,0.3047,0.5296,kansas
30,0.0547,0.162,0.3203,0.463,kansas
31,0.1562,0.3224,0.2698,0.2516,kansas
32,0.3681,0.3019,0.233,0.0971,kansas
33,0.1289,0.3156,0.3354,0.2201,kansas
34,0.2425,0.3631,0.2945,0.0999,kansas
35,0.1986,0.3636,0.3483,0.0895,kansas
36,0.0943,0.2626,0.3304,0.3127,kansas
37,0.2556,0.382,0.2634,0.099,kansas
38,0.076,0.2846,0.3252,0.3142,kansas
39,0.027,0.1251,0.2913,0.5566,kansas
40,0.081,0.284,0.2959,0.339,kansas
41,0.085,0.2823,0.341,0.2917,kansas
42,0.0691,0.3103,0.3131,0.3076,kansas
43,0.0579,0.2782,0.3564,0.3075,kansas
44,0.0521,0.191,0.2921,0.4648,kansas
45,0.021,0.1479,0.2728,0.5583,kansas
46,0.0471,0.1971,0.4508,0.305,kansas
47,0.071,0.4017,0.3008,0.2266,kansas
48,0.0298,0.1271,0.2084,0.6346,kansas
49,0.0609,0.1798,0.3077,0.4516,kansas
50,0.0474,0.3019,0.3244,0.3262,kansas
51,0.047,0.2981,0.347,0.3079,kansas
52,0.0377,0.1951,0.2697,0.4975,kansas
53,0.0834,0.3055,0.3125,0.2987,kansas
54,0.0411,0.3458,0.3267,0.2865,kansas
55,0.0843,0.2952,0.3208,0.2996,kansas
56,0.066,0.2852,0.3284,0.3204,kansas
57,0.1461,0.4392,0.2879,0.1268,kansas
58,0.1473,0.4346,0.2953,0.1228,kansas
59,0.0803,0.3792,0.3484,0.192,kansas
60,0.0988,0.2725,0.3991,0.2296,kansas
61,0.073,0.3865,0.3324,0.2081,kansas
62,0.0758,0.386,0.3312,0.207,kansas
63,0.0708,0.3934,0.3531,0.1827,kansas
64,0.0354,0.3645,0.401,0.1991,kansas
65,0.0694,0.3,0.4571,0.1734,kansas
66,0.034,0.1344,0.5804,0.2512,kansas
67,0.0354,0.1352,0.2941,0.5354,kansas
68,0.0602,0.2803,0.4353,0.2242,kansas
69,0.1088,0.3573,0.3573,0.1765,kansas
70,0.0848,0.3075,0.3612,0.2465,kansas
71,0.0763,0.244,0.3686,0.3111,kansas
72,0.1025,0.2447,0.357,0.2958,kansas
73,0.0816,0.2837,0.379,0.2558,kansas
74,0.1084,0.252,0.3813,0.2584,kansas
75,0.1025,0.3446,0.3554,0.1975,kansas
76,0.1053,0.3538,0.3292,0.2118,kansas
77,0.0611,0.3061,0.3788,0.254,kansas
78,0.0321,0.1277,0.3063,0.5339,kansas
79,0.0826,0.3111,0.3737,0.2326,kansas
80,0.0991,0.3076,0.4171,0.1762,kansas
81,0.1411,0.2391,0.3642,0.2557,kansas
82,0.0431,0.2596,0.3705,0.3268,kansas
83,0.1311,0.2979,0.3159,0.2551,kansas
84,0.1599,0.237,0.3116,0.2916,kansas
85,0.0264,0.1762,0.3112,0.4862,kansas
86,0.1807,0.3165,0.3594,0.1435,kansas
87,0.0639,0.1697,0.2954,0.471,kansas
88,0.1057,0.2825,0.3637,0.2481,kansas
89,0.094,0.2015,0.3442,0.3603,kansas
90,0.0432,0.2659,0.3711,0.3198,kansas
91,0.072,0.2441,0.3391,0.3447,kansas
92,0.1472,0.2918,0.3094,0.2516,kansas
93,0.0651,0.3079,0.3768,0.2502,kansas
94,0.0514,0.2189,0.3465,0.3832,kansas
95,0.1655,0.3767,0.327,0.1308,kansas
96,0.1689,0.4109,0.2967,0.1235,kansas
97,0.1236,0.3031,0.3791,0.1941,kansas
98,0.1559,0.4131,0.3226,0.1084,kansas
99,0.0459,0.146,0.2858,0.5223,kansas
100,0.048,0.2205,0.3235,0.408,kansas
101,0.0885,0.2279,0.3594,0.3242,kansas
102,0.1451,0.3587,0.3979,0.0983,kansas
103,0.281,0.3176,0.2624,0.139,kansas
104,0.0541,0.2212,0.4485,0.2761,kansas
105,0.0841,0.3085,0.368,0.2393,kansas
106,0.0764,0.386,0.3331,0.2045,kansas
107,0.0597,0.328,0.3823,0.23,kansas
108,0.0756,0.2854,0.3745,0.2644,kansas
109,0.0669,0.3162,0.4029,0.214,kansas
110,0.0987,0.3182,0.3651,0.2181,kansas
111,0.0599,0.2138,0.3921,0.3342,kansas
112,0.1245,0.3064,0.3788,0.1903,kansas
113,0.1026,0.2896,0.3868,0.221,kansas
114,0.0872,0.3095,0.4033,0.2,kansas
115,0.2224,0.2676,0.337,0.173,kansas
116,0.0968,0.3492,0.347,0.207,kansas
117,0.0978,0.2965,0.388,0.2177,kansas
118,0.0995,0.3143,0.3704,0.2158,kansas
119,0.2698,0.2578,0.3209,0.1514,kansas
120,0.0726,0.2876,0.4246,0.2152,kansas
121,0.0713,0.1741,0.2809,0.4737,kansas
122,0.2419,0.2792,0.3126,0.1663,kansas
123,0.2762,0.2622,0.3068,0.1548,kansas
124,0.2158,0.2844,0.3446,0.1553,kansas
125,0.2968,0.291,0.3045,0.1078,kansas
1,0.1135,0.3711,0.3064,0.209,kentucky
2,0.1057,0.4255,0.308,0.1609,kentucky
3,0.1006,0.3387,0.3417,0.2189,kentucky
4,0.1327,0.4004,0.3144,0.1525,kentucky
5,0.0882,0.2956,0.3615,0.2547,kentucky
6,0.1046,0.3633,0.3436,0.1886,kentucky
7,0.0861,0.3702,0.3255,0.2182,kentucky
8,0.1199,0.3613,0.3873,0.1316,kentucky
9,0.1151,0.3306,0.3619,0.1924,kentucky
10,0.1169,0.3917,0.3402,0.1512,kentucky
11,0.1346,0.3502,0.3371,0.178,kentucky
12,0.1267,0.4188,0.3089,0.1457,kentucky
13,0.1105,0.374,0.3228,0.1927,kentucky
14,0.1415,0.3824,0.3144,0.1618,kentucky
15,0.1666,0.4171,0.3007,0.1156,kentucky
16,0.1549,0.4225,0.2648,0.1578,kentucky
17,0.1027,0.2981,0.2882,0.311,kentucky
18,0.1419,0.4004,0.3077,0.15,kentucky
19,0.1721,0.3547,0.2947,0.1785,kentucky
20,0.1079,0.2427,0.4011,0.2483,kentucky
21,0.2054,0.4337,0.2459,0.1151,kentucky
22,0.1407,0.4228,0.2875,0.149,kentucky
23,0.1651,0.4409,0.247,0.147,kentucky
24,0.1815,0.4057,0.283,0.1299,kentucky
25,0.0874,0.3013,0.3876,0.2236,kentucky
26,0.1007,0.3788,0.3474,0.173,kentucky
27,0.1109,0.3622,0.3748,0.1521,kentucky
28,0.1204,0.3842,0.3409,0.1545,kentucky
29,0.0422,0.2556,0.3603,0.3419,kentucky
30,0.1114,0.2966,0.3465,0.2455,kentucky
31,0.0571,0.2511,0.3536,0.3382,kentucky
32,0.0364,0.1506,0.2779,0.5351,kentucky
33,0.0574,0.1793,0.296,0.4673,kentucky
34,0.0282,0.1299,0.2503,0.5915,kentucky
35,0.0907,0.3089,0.3447,0.2557,kentucky
36,0.0452,0.1669,0.2787,0.5092,kentucky
37,0.152,0.374,0.3175,0.1566,kentucky
38,0.1615,0.3324,0.3413,0.1648,kentucky
39,0.1259,0.3218,0.2956,0.2567,kentucky
40,0.12,0.3339,0.3849,0.1612,kentucky
41,0.1285,0.2735,0.3213,0.2767,kentucky
42,0.134,0.2916,0.318,0.2564,kentucky
43,0.1606,0.3177,0.2709,0.2509,kentucky
44,0.1471,0.3937,0.3352,0.124,kentucky
45,0.0364,0.1725,0.2851,0.506,kentucky
46,0.1033,0.3391,0.3439,0.2137,kentucky
47,0.1661,0.4524,0.2738,0.1078,kentucky
48,0.0397,0.1409,0.2573,0.5621,kentucky
49,0.1237,0.4334,0.3064,0.1365,kentucky
50,0.0824,0.3702,0.3697,0.1777,kentucky
51,0.1372,0.3671,0.3018,0.1939,kentucky
52,0.2132,0.4059,0.2646,0.1163,kentucky
53,0.0867,0.3762,0.3282,0.2088,kentucky
54,0.1601,0.3681,0.2864,0.1854,kentucky
55,0.102,0.3524,0.3024,0.2431,kentucky
56,0.1252,0.2758,0.2723,0.3267,kentucky
57,0.1028,0.3218,0.3171,0.2583,kentucky
58,0.128,0.3008,0.3094,0.2619,kentucky
59,0.0697,0.2149,0.3368,0.3786,kentucky
60,0.0757,0.2843,0.2979,0.3421,kentucky
61,0.1102,0.3724,0.2921,0.2253,kentucky
62,0.1027,0.3262,0.3084,0.2627,kentucky
63,0.0541,0.2371,0.3125,0.3963,kentucky
64,0.0681,0.3082,0.3225,0.3012,kentucky
65,0.1514,0.2984,0.2765,0.2737,kentucky
66,0.0489,0.2811,0.3588,0.3113,kentucky
67,0.0995,0.2957,0.2991,0.3057,kentucky
68,0.0494,0.2745,0.2881,0.388,kentucky
69,0.1078,0.3309,0.3394,0.2219,kentucky
70,0.1564,0.3811,0.3033,0.1593,kentucky
71,0.1634,0.3634,0.2807,0.1925,kentucky
72,0.1622,0.3854,0.261,0.1914,kentucky
73,0.1289,0.3422,0.3185,0.2104,kentucky
74,0.1737,0.4171,0.2643,0.1449,kentucky
75,0.04,0.1715,0.4173,0.3711,kentucky
76,0.0977,0.2547,0.3014,0.3463,kentucky
77,0.1749,0.2589,0.324,0.2422,kentucky
78,0.1401,0.4139,0.2898,0.1561,kentucky
79,0.0732,0.1865,0.3319,0.4084,kentucky
80,0.1916,0.3907,0.2952,0.1225,kentucky
81,0.0994,0.2494,0.3855,0.2656,kentucky
82,0.185,0.3703,0.2632,0.1815,kentucky
83,0.1746,0.3729,0.2873,0.1652,kentucky
84,0.2172,0.3294,0.3239,0.1295,kentucky
85,0.1587,0.3523,0.3362,0.1528,kentucky
86,0.2192,0.3919,0.2476,0.1414,kentucky
87,0.2674,0.389,0.2607,0.083,kentucky
88,0.0336,0.1309,0.2898,0.5456,kentucky
89,0.1998,0.3834,0.2605,0.1562,kentucky
90,0.2646,0.3841,0.2494,0.1019,kentucky
91,0.2532,0.4059,0.2202,0.1207,kentucky
92,0.2573,0.3531,0.2754,0.1141,kentucky
93,0.2412,0.4058,0.2646,0.0884,kentucky
94,0.1883,0.3501,0.3043,0.1573,kentucky
95,0.2054,0.3959,0.2786,0.12,kentucky
96,0.2152,0.4072,0.2631,0.1145,kentucky
97,0.2007,0.3993,0.2665,0.1336,kentucky
98,0.1095,0.3558,0.3775,0.1572,kentucky
99,0.1602,0.352,0.3412,0.1466,kentucky
100,0.1255,0.3457,0.3372,0.1917,kentucky
1,0.0339,0.2483,0.2821,0.4356,maine
2,0.0221,0.3073,0.2961,0.3745,maine
3,0.0182,0.2116,0.2872,0.4831,maine
4,0.0524,0.2777,0.2946,0.3754,maine
5,0.0839,0.3058,0.2527,0.3576,maine
6,0.0692,0.2522,0.3808,0.2978,maine
7,0.061,0.2541,0.3193,0.3656,maine
8,0.0308,0.2467,0.306,0.4165,maine
9,0.0093,0.1821,0.3563,0.4522,maine
10,0.0791,0.3985,0.2997,0.2227,maine
11,0.0718,0.3064,0.3384,0.2834,maine
12,0.1106,0.36,0.3378,0.1916,maine
13,0.055,0.2477,0.3248,0.3725,maine
14,0.0704,0.2602,0.2658,0.4036,maine
15,0.0636,0.238,0.3384,0.36,maine
16,0.0851,0.2714,0.3913,0.2522,maine
17,0.0707,0.3002,0.392,0.2372,maine
18,0.1136,0.4312,0.3315,0.1237,maine
19,0.0581,0.3509,0.3105,0.2806,maine
20,0.1285,0.333,0.418,0.1205,maine
21,0.1222,0.4144,0.3173,0.1461,maine
22,0.0609,0.4471,0.3007,0.1913,maine
23,0.0246,0.296,0.4406,0.2389,maine
24,0.0308,0.2519,0.325,0.3924,maine
25,0.0695,0.282,0.3345,0.3141,maine
26,0.0443,0.2504,0.402,0.3034,maine
27,0.0548,0.2303,0.3078,0.4071,maine
28,0.0258,0.261,0.2581,0.4551,maine
29,0.0371,0.1518,0.2068,0.6043,maine
30,0.0055,0.0865,0.1707,0.7373,maine
31,0.0421,0.1758,0.3062,0.476,maine
32,0.0413,0.2396,0.257,0.4622,maine
33,0.0585,0.2986,0.3278,0.3151,maine
34,0.0539,0.2941,0.2905,0.3615,maine
35,0.0518,0.3001,0.2909,0.3572,maine
36,0.0836,0.2061,0.3514,0.3589,maine
37,0.1033,0.1833,0.2506,0.4627,maine
38,0.051,0.1476,0.2306,0.5708,maine
39,0.0767,0.1194,0.2764,0.5274,maine
40,0.0822,0.1503,0.2867,0.4808,maine
41,0.0297,0.0876,0.3114,0.5712,maine
42,0.0724,0.2104,0.1996,0.5175,maine
43,0.0067,0.1865,0.2349,0.5719,maine
44,0.0226,0.1335,0.1608,0.6831,maine
45,0.0308,0.1655,0.2108,0.5929,maine
46,0.0664,0.2485,0.2642,0.421,maine
47,0.04,0.1431,0.2468,0.57,maine
48,0.0309,0.2428,0.2145,0.5118,maine
49,0.0586,0.2068,0.211,0.5235,maine
50,0.0464,0.1959,0.3927,0.3649,maine
51,0.0851,0.2478,0.2368,0.4302,maine
52,0.0645,0.3344,0.3019,0.2993,maine
53,0.067,0.297,0.2624,0.3736,maine
54,0.0399,0.3007,0.2741,0.3852,maine
55,0.0701,0.3384,0.2944,0.2971,maine
56,0.0456,0.3851,0.3808,0.1885,maine
57,0.0702,0.3564,0.3505,0.2228,maine
58,0.0751,0.402,0.2898,0.2331,maine
59,0.0966,0.3284,0.3323,0.2427,maine
60,0.1569,0.3985,0.3101,0.1346,maine
61,0.1688,0.3955,0.3149,0.1207,maine
62,0.136,0.3897,0.3087,0.1656,maine
63,0.0532,0.2966,0.386,0.2641,maine
64,0.0474,0.2633,0.3294,0.3599,maine
65,0.0639,0.3495,0.3516,0.235,maine
66,0.0466,0.3168,0.305,0.3316,maine
67,0.0474,0.2525,0.2512,0.4489,maine
68,0.074,0.3899,0.3249,0.2112,maine
69,0.0952,0.3646,0.2851,0.2551,maine
70,0.1025,0.4394,0.2765,0.1815,maine
71,0.077,0.4048,0.2987,0.2194,maine
72,0.1214,0.3983,0.3161,0.1641,maine
73,0.0965,0.4001,0.3116,0.1918,maine
74,0.092,0.4667,0.2777,0.1637,maine
75,0.0613,0.3742,0.3898,0.1746,maine
76,0.0432,0.292,0.3173,0.3476,maine
77,0.0453,0.2943,0.3334,0.327,maine
78,0.0858,0.328,0.349,0.2372,maine
79,0.0522,0.3916,0.3521,0.204,maine
80,0.0943,0.3505,0.3386,0.2166,maine
81,0.0469,0.2717,0.2939,0.3875,maine
82,0.0682,0.3454,0.3238,0.2626,maine
83,0.1068,0.2774,0.3274,0.2884,maine
84,0.1009,0.2634,0.2609,0.3747,maine
85,0.0841,0.3511,0.3122,0.2526,maine
86,0.0952,0.3842,0.2437,0.2768,maine
87,0.0728,0.4263,0.2773,0.2237,maine
88,0.0895,0.3923,0.2931,0.2251,maine
89,0.0651,0.2716,0.2281,0.4352,maine
90,0.0366,0.3118,0.2567,0.3948,maine
91,0.092,0.3557,0.2475,0.3048,maine
92,0.0724,0.3223,0.2929,0.3123,maine
93,0.101,0.3343,0.2871,0.2776,maine
94,0.0543,0.1994,0.2778,0.4684,maine
95,0.0633,0.4408,0.2717,0.2242,maine
96,0.0768,0.3269,0.2677,0.3286,maine
97,0.0485,0.263,0.2819,0.4065,maine
98,0.0859,0.3826,0.3053,0.2262,maine
99,0.1123,0.3277,0.3506,0.2094,maine
100,0.1042,0.3874,0.3379,0.1705,maine
101,0.0643,0.2224,0.3067,0.4067,maine
102,0.0718,0.3371,0.3525,0.2386,maine
103,0.0305,0.2605,0.3663,0.3427,maine
104,0.1078,0.4619,0.2635,0.1668,maine
105,0.1148,0.3741,0.3124,0.1987,maine
106,0.1255,0.415,0.2737,0.1858,maine
107,0.1305,0.4007,0.3147,0.1541,maine
108,0.06,0.4462,0.3463,0.1475,maine
109,0.0993,0.3101,0.3008,0.2898,maine
110,0.0358,0.3351,0.4188,0.2104,maine
111,0.0745,0.3984,0.3485,0.1787,maine
112,0.114,0.3714,0.2723,0.2423,maine
113,0.0364,0.3333,0.3389,0.2914,maine
114,0.076,0.3961,0.3257,0.2022,maine
115,0.1025,0.4287,0.2946,0.1742,maine
116,0.0887,0.4233,0.3041,0.184,maine
117,0.0659,0.3689,0.3183,0.2469,maine
118,0.0964,0.4226,0.312,0.169,maine
119,0.0874,0.4262,0.3162,0.1702,maine
120,0.0906,0.4009,0.3197,0.1887,maine
121,0.1168,0.4126,0.2971,0.1734,maine
122,0.0687,0.2892,0.3333,0.3088,maine
123,0.0128,0.1692,0.539,0.2791,maine
124,0.0388,0.2637,0.3128,0.3847,maine
125,0.0257,0.2509,0.3289,0.3944,maine
126,0.096,0.3484,0.2966,0.259,maine
127,0.0624,0.2829,0.325,0.3297,maine
128,0.0708,0.2496,0.4019,0.2777,maine
129,0.0787,0.316,0.339,0.2662,maine
130,0.0492,0.3038,0.3697,0.2774,maine
131,0.0425,0.3452,0.2711,0.3411,maine
132,0.0557,0.3051,0.2966,0.3426,maine
133,0.0388,0.2896,0.3012,0.3705,maine
134,0.0597,0.3538,0.2523,0.3342,maine
135,0.0402,0.243,0.2706,0.4461,maine
136,0.0701,0.4018,0.2685,0.2596,maine
137,0.0878,0.4231,0.302,0.1871,maine
138,0.0925,0.4017,0.2795,0.2263,maine
139,0.0953,0.3644,0.2853,0.2551,maine
140,0.0892,0.3665,0.3457,0.1986,maine
141,0.1116,0.4362,0.3186,0.1337,maine
142,0.102,0.4806,0.2723,0.1452,maine
143,0.0939,0.4107,0.3652,0.1302,maine
144,0.1154,0.4129,0.3149,0.1568,maine
145,0.1092,0.3849,0.3518,0.1541,maine
146,0.1134,0.3612,0.3567,0.1687,maine
147,0.0858,0.3052,0.3715,0.2375,maine
148,0.1092,0.3223,0.356,0.2124,maine
149,0.0758,0.3713,0.3661,0.1868,maine
150,0.1299,0.4081,0.2965,0.1655,maine
151,0.1051,0.3851,0.2976,0.2122,maine
1st barnstable,0.0471,0.2652,0.2821,0.4056,massachusetts
2nd barnstable,0.0758,0.2761,0.2918,0.3563,massachusetts
3rd barnstable,0.04,0.2532,0.3201,0.3867,massachusetts
4th barnstable,0.0306,0.2056,0.2559,0.508,massachusetts
"barnstable, dukes & nantucket",0.0569,0.1907,0.2664,0.4861,massachusetts
1st berkshire,0.0847,0.3021,0.3354,0.2778,massachusetts
2nd berkshire,0.0838,0.3165,0.273,0.3267,massachusetts
3rd berkshire,0.075,0.3054,0.3178,0.3018,massachusetts
4th berkshire,0.0641,0.2744,0.2728,0.3887,massachusetts
1st bristol,0.0568,0.2374,0.2609,0.4448,massachusetts
2nd bristol,0.102,0.3277,0.2766,0.2938,massachusetts
3rd bristol,0.1409,0.3369,0.2972,0.2249,massachusetts
4th bristol,0.0648,0.2677,0.2782,0.3893,massachusetts
5th bristol,0.1009,0.3155,0.3026,0.281,massachusetts
6th bristol,0.197,0.3225,0.281,0.1994,massachusetts
7th bristol,0.2713,0.3501,0.2507,0.1279,massachusetts
8th bristol,0.1418,0.3051,0.2935,0.2597,massachusetts
9th bristol,0.1255,0.2965,0.3043,0.2738,massachusetts
10th bristol,0.1013,0.3015,0.262,0.3351,massachusetts
11th bristol,0.2061,0.3875,0.2675,0.1389,massachusetts
12th bristol,0.0985,0.2985,0.3088,0.2942,massachusetts
13th bristol,0.2371,0.3215,0.2704,0.1709,massachusetts
14th bristol,0.0606,0.2547,0.271,0.4137,massachusetts
1st essex,0.0461,0.2326,0.2607,0.4606,massachusetts
2nd essex,0.0487,0.194,0.2714,0.4859,massachusetts
3rd essex,0.1223,0.3226,0.3087,0.2463,massachusetts
4th essex,0.0223,0.1474,0.2578,0.5726,massachusetts
5th essex,0.0546,0.2374,0.2782,0.4298,massachusetts
6th essex,0.0476,0.2358,0.2682,0.4484,massachusetts
7th essex,0.0811,0.2368,0.2762,0.4059,massachusetts
8th essex,0.0483,0.1649,0.2005,0.5862,massachusetts
9th essex,0.0734,0.2855,0.2658,0.3753,massachusetts
10th essex,0.2707,0.3415,0.2382,0.1495,massachusetts
11th essex,0.2194,0.3,0.2729,0.2078,massachusetts
12th essex,0.0992,0.3028,0.2797,0.3183,massachusetts
13th essex,0.0748,0.2611,0.2504,0.4137,massachusetts
14th essex,0.0995,0.2497,0.3074,0.3434,massachusetts
15th essex,0.091,0.3058,0.3114,0.2918,massachusetts
16th essex,0.2878,0.3479,0.2557,0.1085,massachusetts
17th essex,0.2286,0.2575,0.2294,0.2845,massachusetts
1st franklin,0.0497,0.248,0.2773,0.425,massachusetts
2nd franklin,0.0837,0.35,0.3059,0.2604,massachusetts
1st hampden,0.0752,0.3131,0.302,0.3097,massachusetts
2nd hampden,0.0611,0.2148,0.2995,0.4246,massachusetts
3rd hampden,0.0638,0.2946,0.3007,0.3409,massachusetts
4th hampden,0.096,0.2653,0.363,0.2758,massachusetts
5th hampden,0.2146,0.324,0.2614,0.2001,massachusetts
6th hampden,0.1241,0.2958,0.3124,0.2677,massachusetts
7th hampden,0.1275,0.3217,0.2837,0.2671,massachusetts
8th hampden,0.1476,0.3558,0.3084,0.1882,massachusetts
9th hampden,0.1669,0.3264,0.328,0.1787,massachusetts
10th hampden,0.3101,0.3233,0.2494,0.1172,massachusetts
11th hampden,0.1927,0.3274,0.3494,0.1306,massachusetts
12th hampden,0.091,0.2492,0.3084,0.3514,massachusetts
18th essex,0.0386,0.1289,0.1899,0.6425,massachusetts
1st hampshire,0.0562,0.1777,0.2943,0.4719,massachusetts
2nd hampshire,0.0495,0.259,0.3186,0.3729,massachusetts
3rd hampshire,0.0292,0.0942,0.5678,0.3089,massachusetts
1st middlesex,0.0487,0.229,0.2758,0.4466,massachusetts
2nd middlesex,0.0333,0.1595,0.2051,0.6021,massachusetts
3rd middlesex,0.0658,0.1762,0.2209,0.5371,massachusetts
4th middlesex,0.0914,0.2331,0.2288,0.4467,massachusetts
5th middlesex,0.0383,0.1423,0.1775,0.6419,massachusetts
6th middlesex,0.0686,0.1818,0.2026,0.5471,massachusetts
7th middlesex,0.112,0.2629,0.2094,0.4156,massachusetts
8th middlesex,0.0408,0.1206,0.1696,0.6689,massachusetts
9th middlesex,0.0544,0.1926,0.2062,0.5469,massachusetts
10th middlesex,0.0813,0.1944,0.2726,0.4517,massachusetts
11th middlesex,0.0364,0.1201,0.1587,0.6848,massachusetts
12th middlesex,0.0215,0.0717,0.2024,0.7044,massachusetts
13th middlesex,0.0345,0.1532,0.1767,0.6356,massachusetts
14th middlesex,0.0452,0.1291,0.1564,0.6693,massachusetts
15th middlesex,0.0301,0.1116,0.1283,0.73,massachusetts
16th middlesex,0.1024,0.3324,0.2805,0.2846,massachusetts
17th middlesex,0.1525,0.3223,0.2499,0.2754,massachusetts
18th middlesex,0.1677,0.2939,0.272,0.2665,massachusetts
19th middlesex,0.0736,0.2977,0.2385,0.3902,massachusetts
20th middlesex,0.0405,0.1956,0.2078,0.5561,massachusetts
21st middlesex,0.0513,0.1742,0.1924,0.5821,massachusetts
22nd middlesex,0.0641,0.2875,0.2857,0.3627,massachusetts
23rd middlesex,0.0365,0.1481,0.1551,0.6603,massachusetts
24th middlesex,0.047,0.1028,0.125,0.7252,massachusetts
25th middlesex,0.0183,0.0755,0.2318,0.6744,massachusetts
26th middlesex,0.1,0.1125,0.1436,0.644,massachusetts
27th middlesex,0.036,0.1263,0.1209,0.7168,massachusetts
28th middlesex,0.1632,0.3557,0.249,0.2321,massachusetts
29th middlesex,0.042,0.1196,0.1418,0.6965,massachusetts
30th middlesex,0.0628,0.2502,0.2042,0.4828,massachusetts
31st middlesex,0.0366,0.1997,0.174,0.5896,massachusetts
32nd middlesex,0.0596,0.1841,0.2069,0.5494,massachusetts
33rd middlesex,0.1176,0.2617,0.2118,0.4088,massachusetts
34th middlesex,0.0924,0.1771,0.2224,0.508,massachusetts
35th middlesex,0.0785,0.2552,0.2035,0.4628,massachusetts
36th middlesex,0.0754,0.3325,0.2712,0.3209,massachusetts
