district,less than highschool,highschool,college or associate,bachelor or higher,state
54,0.1128,0.2968,0.3138,0.2766,florida
55,0.1748,0.379,0.2902,0.156,florida
56,0.1838,0.4016,0.2547,0.1598,florida
57,0.0974,0.2704,0.3102,0.322,florida
58,0.1665,0.3142,0.2941,0.2251,florida
59,0.0888,0.2822,0.3273,0.3016,florida
60,0.0646,0.2006,0.2541,0.4806,florida
61,0.1905,0.3586,0.2721,0.1788,florida
62,0.1564,0.3421,0.2699,0.2317,florida
63,0.0766,0.2111,0.3276,0.3848,florida
64,0.0513,0.2151,0.2842,0.4494,florida
65,0.0721,0.2671,0.3262,0.3346,florida
66,0.0848,0.2742,0.3413,0.2998,florida
67,0.1153,0.3217,0.3301,0.2329,florida
68,0.0935,0.2443,0.3114,0.3508,florida
69,0.0781,0.2773,0.314,0.3306,florida
70,0.1658,0.3434,0.3038,0.187,florida
71,0.1135,0.2964,0.2859,0.3042,florida
72,0.0763,0.2807,0.2938,0.3492,florida
73,0.0587,0.2548,0.316,0.3704,florida
74,0.0699,0.3037,0.3142,0.3122,florida
75,0.0972,0.3389,0.3354,0.2285,florida
76,0.0833,0.2439,0.2926,0.3802,florida
77,0.0805,0.375,0.3224,0.2221,florida
78,0.1277,0.2731,0.2902,0.309,florida
79,0.1645,0.3614,0.3148,0.1592,florida
80,0.192,0.2953,0.267,0.2457,florida
81,0.1355,0.2305,0.2772,0.3568,florida
82,0.0906,0.242,0.304,0.3635,florida
83,0.0899,0.2902,0.3461,0.2738,florida
84,0.1425,0.3355,0.3136,0.2083,florida
85,0.0679,0.2227,0.3147,0.3948,florida
86,0.1037,0.2583,0.3123,0.3257,florida
87,0.2666,0.3241,0.2641,0.1452,florida
88,0.1762,0.3053,0.2917,0.2268,florida
89,0.0614,0.1699,0.2944,0.4743,florida
90,0.1157,0.2753,0.3165,0.2925,florida
91,0.0504,0.1986,0.2767,0.4743,florida
92,0.1807,0.3186,0.2815,0.2192,florida
93,0.0702,0.217,0.2847,0.4282,florida
94,0.1716,0.2943,0.2928,0.2412,florida
95,0.1546,0.3564,0.3057,0.1832,florida
96,0.0822,0.2809,0.2999,0.337,florida
97,0.0891,0.2472,0.3291,0.3346,florida
98,0.0852,0.2124,0.3235,0.3789,florida
99,0.1115,0.2642,0.3113,0.313,florida
100,0.0715,0.1877,0.3028,0.438,florida
101,0.1586,0.3279,0.3335,0.18,florida
102,0.1344,0.369,0.3099,0.1867,florida
103,0.1491,0.274,0.2858,0.2911,florida
104,0.0548,0.2218,0.2758,0.4475,florida
105,0.1848,0.2656,0.2684,0.2812,florida
106,0.0629,0.2363,0.2734,0.4275,florida
107,0.1728,0.3083,0.3099,0.209,florida
108,0.2035,0.3034,0.2884,0.2046,florida
109,0.2565,0.3236,0.2249,0.1951,florida
110,0.2232,0.3129,0.2675,0.1965,florida
111,0.2829,0.3181,0.2167,0.1823,florida
112,0.1079,0.2066,0.206,0.4795,florida
113,0.1831,0.2369,0.2213,0.3587,florida
114,0.1242,0.2334,0.277,0.3653,florida
115,0.0961,0.2006,0.2814,0.4219,florida
116,0.1542,0.2426,0.2919,0.3113,florida
117,0.2294,0.3171,0.2786,0.1749,florida
118,0.1435,0.2768,0.2999,0.2798,florida
119,0.1482,0.2395,0.2955,0.3168,florida
120,0.1607,0.2901,0.2899,0.2593,florida
1,0.1791,0.3356,0.3108,0.1745,georgia
2,0.142,0.346,0.3454,0.1666,georgia
3,0.1197,0.3358,0.3282,0.2164,georgia
4,0.2969,0.3082,0.2386,0.1563,georgia
5,0.2367,0.3434,0.2909,0.1289,georgia
6,0.2599,0.3417,0.2708,0.1276,georgia
7,0.1422,0.3481,0.2954,0.2144,georgia
8,0.1174,0.311,0.3233,0.2483,georgia
9,0.1169,0.299,0.3109,0.2731,georgia
10,0.1995,0.3425,0.2845,0.1736,georgia
11,0.1835,0.3333,0.3025,0.1807,georgia
12,0.2018,0.3525,0.3112,0.1345,georgia
13,0.1964,0.315,0.2796,0.209,georgia
14,0.1407,0.374,0.3123,0.173,georgia
15,0.141,0.3744,0.297,0.1876,georgia
16,0.1881,0.3871,0.3002,0.1246,georgia
17,0.1017,0.3256,0.375,0.1977,georgia
18,0.1649,0.3385,0.3021,0.1946,georgia
19,0.0942,0.3127,0.3549,0.2382,georgia
20,0.0716,0.2199,0.3324,0.3762,georgia
21,0.0998,0.2276,0.3379,0.3347,georgia
22,0.0809,0.202,0.2664,0.4508,georgia
23,0.1166,0.295,0.3387,0.2496,georgia
24,0.0833,0.1929,0.265,0.4588,georgia
25,0.0411,0.1104,0.2006,0.6479,georgia
26,0.0826,0.2242,0.2805,0.4127,georgia
27,0.1666,0.3316,0.2984,0.2035,georgia
28,0.2019,0.3627,0.2643,0.1712,georgia
29,0.2727,0.282,0.2553,0.19,georgia
30,0.2028,0.3087,0.2894,0.1991,georgia
31,0.1533,0.3346,0.3012,0.2109,georgia
32,0.1779,0.3666,0.2959,0.1597,georgia
33,0.1782,0.3881,0.2792,0.1545,georgia
34,0.0619,0.1771,0.3223,0.4387,georgia
35,0.0727,0.2132,0.3393,0.3747,georgia
36,0.044,0.19,0.2693,0.4966,georgia
37,0.1061,0.2181,0.2555,0.4203,georgia
38,0.0857,0.2729,0.3026,0.3388,georgia
39,0.1411,0.2675,0.2838,0.3076,georgia
40,0.0339,0.1291,0.2258,0.6113,georgia
41,0.1986,0.2569,0.3222,0.2224,georgia
42,0.1151,0.1907,0.3473,0.3469,georgia
43,0.0358,0.1189,0.206,0.6393,georgia
44,0.0559,0.1891,0.318,0.437,georgia
45,0.0209,0.1051,0.2023,0.6717,georgia
46,0.0311,0.1631,0.2878,0.5181,georgia
47,0.0437,0.0839,0.1807,0.6917,georgia
48,0.1043,0.1869,0.2047,0.5041,georgia
49,0.0354,0.1001,0.1874,0.6771,georgia
50,0.0487,0.1138,0.2005,0.637,georgia
51,0.0487,0.1308,0.237,0.5834,georgia
52,0.0545,0.0979,0.1386,0.7089,georgia
53,0.1192,0.2576,0.2204,0.4028,georgia
54,0.0304,0.0609,0.135,0.7737,georgia
55,0.1034,0.2362,0.2284,0.432,georgia
56,0.0664,0.1653,0.4003,0.368,georgia
57,0.0887,0.1702,0.2486,0.4925,georgia
58,0.0759,0.1922,0.2622,0.4697,georgia
59,0.1291,0.2268,0.2287,0.4153,georgia
60,0.1414,0.3571,0.2904,0.2111,georgia
61,0.1173,0.2625,0.3022,0.318,georgia
62,0.0797,0.2925,0.292,0.3358,georgia
63,0.0791,0.2988,0.3333,0.2888,georgia
64,0.0917,0.2741,0.3252,0.309,georgia
65,0.1096,0.2974,0.352,0.241,georgia
66,0.1138,0.2919,0.317,0.2773,georgia
67,0.1215,0.3457,0.3166,0.2162,georgia
68,0.1279,0.3484,0.3277,0.196,georgia
69,0.1342,0.3417,0.3277,0.1964,georgia
70,0.1221,0.2578,0.3144,0.3057,georgia
71,0.0752,0.272,0.3044,0.3484,georgia
72,0.048,0.1872,0.2912,0.4736,georgia
73,0.1346,0.3705,0.2835,0.2115,georgia
74,0.1926,0.339,0.3253,0.1431,georgia
75,0.1546,0.3289,0.3307,0.1858,georgia
76,0.1445,0.362,0.303,0.1905,georgia
77,0.1572,0.3727,0.332,0.138,georgia
78,0.095,0.3125,0.3421,0.2503,georgia
79,0.0566,0.1187,0.1781,0.6466,georgia
80,0.0552,0.1067,0.1419,0.6962,georgia
81,0.1784,0.1955,0.1722,0.4539,georgia
82,0.0948,0.1175,0.2294,0.5584,georgia
83,0.1001,0.2057,0.2399,0.4543,georgia
84,0.0684,0.2049,0.2673,0.4593,georgia
85,0.16,0.2587,0.2314,0.3498,georgia
86,0.1523,0.271,0.2538,0.3228,georgia
87,0.1107,0.2598,0.3246,0.3048,georgia
88,0.1071,0.252,0.3158,0.3252,georgia
89,0.0767,0.2257,0.2319,0.4656,georgia
90,0.0994,0.2895,0.3451,0.266,georgia
91,0.0948,0.2987,0.3542,0.2523,georgia
92,0.1528,0.3067,0.3266,0.2139,georgia
93,0.0641,0.2511,0.3487,0.3361,georgia
94,0.0776,0.2555,0.3418,0.3251,georgia
95,0.0633,0.1758,0.2589,0.502,georgia
96,0.17,0.2302,0.2825,0.3173,georgia
97,0.07,0.1686,0.2583,0.5031,georgia
98,0.1241,0.2713,0.2537,0.3508,georgia
99,0.3055,0.2952,0.2375,0.1619,georgia
100,0.2019,0.2838,0.2716,0.2427,georgia
101,0.1307,0.2417,0.3096,0.3181,georgia
102,0.1021,0.2102,0.3089,0.3788,georgia
103,0.1156,0.2457,0.3107,0.3281,georgia
104,0.097,0.2528,0.3225,0.3277,georgia
105,0.0821,0.2525,0.3201,0.3453,georgia
106,0.0909,0.2499,0.3614,0.2979,georgia
107,0.1295,0.2262,0.2867,0.3576,georgia
108,0.1624,0.2009,0.2747,0.362,georgia
109,0.0794,0.3022,0.3274,0.291,georgia
110,0.1281,0.3539,0.345,0.1729,georgia
111,0.0726,0.2933,0.3704,0.2636,georgia
112,0.1314,0.3628,0.2957,0.2101,georgia
113,0.1476,0.314,0.3401,0.1983,georgia
114,0.0975,0.3054,0.3287,0.2684,georgia
115,0.1557,0.3871,0.2822,0.175,georgia
116,0.1426,0.3474,0.3271,0.1829,georgia
117,0.0736,0.2041,0.3252,0.397,georgia
118,0.1174,0.2321,0.3758,0.2747,georgia
119,0.0465,0.1825,0.3405,0.4305,georgia
120,0.1578,0.3619,0.2613,0.219,georgia
121,0.1044,0.3242,0.371,0.2004,georgia
122,0.0529,0.2134,0.307,0.4268,georgia
123,0.0968,0.2387,0.2865,0.3781,georgia
124,0.1555,0.3261,0.3113,0.2071,georgia
125,0.1997,0.3944,0.3055,0.1004,georgia
126,0.1343,0.351,0.3646,0.1501,georgia
127,0.1548,0.349,0.3115,0.1847,georgia
128,0.2242,0.433,0.2307,0.1121,georgia
129,0.1611,0.4206,0.2676,0.1507,georgia
130,0.1523,0.3913,0.2644,0.192,georgia
131,0.1492,0.3869,0.3269,0.1369,georgia
132,0.1914,0.3931,0.2916,0.1239,georgia
133,0.0923,0.2948,0.3261,0.2869,georgia
134,0.0682,0.1937,0.3775,0.3606,georgia
135,0.1913,0.3135,0.3305,0.1647,georgia
136,0.1126,0.3081,0.3756,0.2037,georgia
137,0.142,0.3586,0.3208,0.1785,georgia
138,0.14,0.3578,0.3394,0.1628,georgia
139,0.2101,0.3564,0.3164,0.1171,georgia
140,0.1573,0.3655,0.3195,0.1577,georgia
141,0.0701,0.2425,0.2995,0.3879,georgia
142,0.1886,0.3564,0.3407,0.1144,georgia
143,0.1592,0.3185,0.3249,0.1973,georgia
144,0.1155,0.3806,0.3305,0.1734,georgia
145,0.138,0.3232,0.3463,0.1926,georgia
146,0.057,0.2373,0.3599,0.3458,georgia
147,0.0877,0.3055,0.3734,0.2334,georgia
148,0.1543,0.3702,0.318,0.1575,georgia
149,0.2243,0.4301,0.2381,0.1075,georgia
150,0.1617,0.4196,0.2719,0.1468,georgia
151,0.2224,0.3459,0.2924,0.1393,georgia
152,0.123,0.3493,0.3431,0.1846,georgia
153,0.167,0.2773,0.3653,0.1905,georgia
154,0.161,0.338,0.3305,0.1705,georgia
155,0.1555,0.3718,0.3442,0.1285,georgia
156,0.1914,0.3652,0.32,0.1233,georgia
157,0.2185,0.3995,0.2531,0.1289,georgia
158,0.1957,0.3938,0.2859,0.1246,georgia
159,0.1402,0.3817,0.2857,0.1924,georgia
160,0.0991,0.2766,0.4509,0.1735,georgia
161,0.0823,0.2827,0.3333,0.3017,georgia
162,0.1481,0.3035,0.3581,0.1903,georgia
163,0.1091,0.2451,0.3293,0.3165,georgia
164,0.091,0.2403,0.3635,0.3052,georgia
165,0.1236,0.2928,0.3445,0.2391,georgia
166,0.0353,0.1878,0.2822,0.4946,georgia
167,0.1315,0.3572,0.3082,0.2031,georgia
168,0.093,0.3185,0.4105,0.178,georgia
169,0.2373,0.3888,0.2685,0.1054,georgia
170,0.2004,0.3678,0.3028,0.129,georgia
171,0.1965,0.3833,0.307,0.1132,georgia
172,0.2212,0.3782,0.2621,0.1385,georgia
173,0.1662,0.3451,0.3104,0.1783,georgia
174,0.1884,0.4006,0.2809,0.1301,georgia
175,0.1218,0.2922,0.3202,0.2658,georgia
176,0.1685,0.372,0.3065,0.1529,georgia
177,0.1362,0.3517,0.3302,0.1819,georgia
178,0.179,0.4366,0.2871,0.0973,georgia
179,0.1332,0.2731,0.3185,0.2752,georgia
180,0.0924,0.3483,0.3434,0.2158,georgia
1,0.0742,0.3288,0.3054,0.2916,hawaii
2,0.0643,0.2949,0.3628,0.2781,hawaii
3,0.0713,0.3317,0.3397,0.2574,hawaii
4,0.0816,0.3305,0.3762,0.2117,hawaii
5,0.084,0.3006,0.3441,0.2714,hawaii
9,0.1299,0.3537,0.3282,0.1881,hawaii
10,0.0763,0.3603,0.3128,0.2506,hawaii
11,0.0531,0.2899,0.3316,0.3253,hawaii
13,0.1028,0.3144,0.3048,0.278,hawaii
14,0.0641,0.3109,0.3342,0.2909,hawaii
15,0.0809,0.3129,0.3477,0.2585,hawaii
16,0.0824,0.3304,0.3286,0.2587,hawaii
17,0.0262,0.1406,0.2847,0.5485,hawaii
18,0.0333,0.161,0.2435,0.5622,hawaii
19,0.0474,0.2078,0.2519,0.4929,hawaii
20,0.0628,0.2446,0.3146,0.3781,hawaii
22,0.0464,0.1939,0.3132,0.4465,hawaii
24,0.0743,0.226,0.2688,0.4309,hawaii
30,0.1329,0.3493,0.3321,0.1857,hawaii
33,0.047,0.2147,0.34,0.3983,hawaii
34,0.0538,0.3259,0.3289,0.2914,hawaii
35,0.0833,0.3403,0.3661,0.2102,hawaii
36,0.0407,0.2078,0.3204,0.431,hawaii
37,0.0323,0.2404,0.3694,0.3579,hawaii
39,0.0693,0.3198,0.3447,0.2662,hawaii
40,0.0879,0.3058,0.3782,0.2281,hawaii
41,0.0537,0.2737,0.3751,0.2976,hawaii
43,0.0961,0.3992,0.3141,0.1906,hawaii
44,0.1009,0.4565,0.3005,0.142,hawaii
45,0.0426,0.3598,0.3711,0.2265,hawaii
47,0.0451,0.2773,0.3812,0.2965,hawaii
49,0.0487,0.2896,0.3072,0.3545,hawaii
50,0.0344,0.277,0.3129,0.3758,hawaii
51,0.0601,0.3108,0.2735,0.3556,hawaii
1,0.271,0.3989,0.22,0.1101,illinois
2,0.2454,0.2506,0.2127,0.2913,illinois
3,0.2322,0.3032,0.2871,0.1774,illinois
4,0.1344,0.1721,0.18,0.5135,illinois
5,0.0795,0.149,0.2287,0.5429,illinois
6,0.1546,0.2638,0.2145,0.3671,illinois
7,0.1037,0.2715,0.308,0.3167,illinois
8,0.1313,0.3051,0.2994,0.2642,illinois
9,0.1119,0.1849,0.2456,0.4575,illinois
10,0.1428,0.2074,0.2382,0.4116,illinois
11,0.034,0.0694,0.1435,0.7531,illinois
12,0.0203,0.0483,0.131,0.8004,illinois
13,0.0948,0.1478,0.2063,0.5511,illinois
14,0.1019,0.1633,0.2639,0.4709,illinois
15,0.0927,0.2236,0.2491,0.4346,illinois
16,0.1353,0.1815,0.2362,0.447,illinois
17,0.0545,0.1318,0.1896,0.6241,illinois
18,0.0382,0.1033,0.2056,0.6529,illinois
19,0.0986,0.2793,0.2856,0.3365,illinois
20,0.1011,0.2552,0.2677,0.3759,illinois
21,0.3017,0.3257,0.2514,0.1213,illinois
22,0.206,0.3646,0.2701,0.1593,illinois
23,0.2062,0.3274,0.2798,0.1866,illinois
24,0.2593,0.3194,0.2666,0.1547,illinois
25,0.1178,0.2109,0.3184,0.3529,illinois
26,0.0768,0.1481,0.2442,0.531,illinois
27,0.1034,0.2697,0.3732,0.2537,illinois
28,0.1288,0.2912,0.3601,0.2198,illinois
29,0.0932,0.3021,0.3975,0.2072,illinois
30,0.1338,0.3235,0.3575,0.1852,illinois
31,0.1371,0.3151,0.3521,0.1958,illinois
32,0.1792,0.3263,0.352,0.1425,illinois
33,0.1232,0.301,0.3563,0.2194,illinois
34,0.1063,0.2959,0.3626,0.2352,illinois
35,0.0674,0.2362,0.3159,0.3806,illinois
36,0.0871,0.2406,0.3428,0.3295,illinois
37,0.0396,0.2319,0.3164,0.412,illinois
38,0.0569,0.2717,0.3699,0.3015,illinois
39,0.1699,0.266,0.2404,0.3237,illinois
40,0.1555,0.2127,0.2207,0.4111,illinois
41,0.0436,0.126,0.2236,0.6068,illinois
42,0.0501,0.1504,0.2643,0.5352,illinois
43,0.2532,0.2917,0.309,0.1462,illinois
44,0.1163,0.2531,0.2914,0.3392,illinois
45,0.0738,0.2561,0.2945,0.3756,illinois
46,0.1178,0.2642,0.2989,0.3191,illinois
47,0.0429,0.1333,0.2187,0.605,illinois
48,0.0436,0.1607,0.2678,0.5279,illinois
49,0.0909,0.2062,0.2746,0.4283,illinois
50,0.0604,0.2068,0.3109,0.4219,illinois
51,0.0447,0.1395,0.2135,0.6023,illinois
52,0.0638,0.2109,0.3161,0.4093,illinois
53,0.0551,0.1799,0.2529,0.5121,illinois
54,0.0713,0.1596,0.2462,0.5229,illinois
55,0.1024,0.213,0.2886,0.396,illinois
56,0.0658,0.225,0.2963,0.4128,illinois
57,0.1098,0.1999,0.2424,0.4479,illinois
58,0.0298,0.1559,0.1931,0.6212,illinois
59,0.0941,0.1887,0.2141,0.5031,illinois
60,0.2337,0.3371,0.2929,0.1363,illinois
61,0.0896,0.2419,0.3204,0.3481,illinois
62,0.118,0.2453,0.3135,0.3232,illinois
63,0.1024,0.3233,0.3388,0.2356,illinois
64,0.0644,0.2723,0.3243,0.339,illinois
65,0.0566,0.2319,0.2993,0.4122,illinois
66,0.0598,0.213,0.3328,0.3944,illinois
67,0.2164,0.3358,0.3277,0.1201,illinois
68,0.0973,0.3119,0.3396,0.2513,illinois
69,0.0998,0.2973,0.3409,0.2621,illinois
70,0.0722,0.2376,0.4044,0.2858,illinois
71,0.0909,0.3462,0.349,0.2139,illinois
72,0.1226,0.3037,0.3726,0.2011,illinois
73,0.0548,0.2726,0.309,0.3636,illinois
74,0.0773,0.3582,0.351,0.2136,illinois
75,0.0829,0.3148,0.3645,0.2379,illinois
76,0.1091,0.3667,0.3508,0.1734,illinois
77,0.2305,0.337,0.2746,0.1579,illinois
78,0.1069,0.2374,0.2732,0.3825,illinois
79,0.1135,0.3581,0.3397,0.1887,illinois
80,0.0959,0.2672,0.3399,0.297,illinois
81,0.0412,0.1541,0.2501,0.5546,illinois
82,0.0455,0.2014,0.2711,0.4819,illinois
83,0.2657,0.2864,0.2972,0.1507,illinois
84,0.122,0.1914,0.2529,0.4337,illinois
85,0.1211,0.295,0.3367,0.2473,illinois
86,0.1936,0.3466,0.3146,0.1453,illinois
87,0.0818,0.355,0.3478,0.2154,illinois
88,0.0587,0.2707,0.3434,0.3272,illinois
89,0.0728,0.3501,0.3641,0.213,illinois
90,0.102,0.3208,0.3662,0.211,illinois
91,0.0969,0.3651,0.3578,0.1802,illinois
92,0.1202,0.3014,0.3674,0.211,illinois
93,0.1176,0.3443,0.3656,0.1725,illinois
94,0.0842,0.3516,0.3426,0.2216,illinois
95,0.1084,0.3885,0.3233,0.1798,illinois
96,0.1428,0.3517,0.3222,0.1833,illinois
97,0.0537,0.2416,0.3001,0.4046,illinois
98,0.0789,0.2784,0.3443,0.2984,illinois
99,0.0543,0.235,0.316,0.3947,illinois
100,0.0891,0.3977,0.3289,0.1843,illinois
101,0.0578,0.3199,0.3428,0.2794,illinois
102,0.0969,0.3449,0.3154,0.2427,illinois
103,0.0411,0.1694,0.4196,0.3699,illinois
104,0.0935,0.3416,0.3204,0.2445,illinois
105,0.0377,0.1914,0.377,0.394,illinois
106,0.1037,0.3947,0.3246,0.1769,illinois
107,0.1077,0.3509,0.3729,0.1685,illinois
108,0.0709,0.2685,0.3586,0.302,illinois
109,0.1102,0.3431,0.3868,0.1599,illinois
110,0.0979,0.3235,0.3755,0.2031,illinois
111,0.0979,0.3243,0.3807,0.1972,illinois
112,0.0567,0.25,0.3644,0.3289,illinois
113,0.0986,0.2772,0.3776,0.2466,illinois
114,0.1038,0.3037,0.3484,0.2441,illinois
115,0.0982,0.2964,0.3765,0.2289,illinois
116,0.1195,0.344,0.3361,0.2005,illinois
117,0.0944,0.3156,0.3795,0.2105,illinois
118,0.1218,0.3158,0.391,0.1715,illinois
1,0.1646,0.4046,0.2992,0.1316,indiana
2,0.2132,0.3826,0.2966,0.1076,indiana
3,0.1533,0.3978,0.3123,0.1366,indiana
4,0.0549,0.2863,0.3116,0.3471,indiana
5,0.0882,0.3034,0.2892,0.3192,indiana
6,0.1358,0.2953,0.3049,0.2641,indiana
7,0.125,0.3784,0.2885,0.2081,indiana
8,0.0659,0.2479,0.3621,0.3241,indiana
9,0.1085,0.3798,0.3053,0.2064,indiana
10,0.0967,0.401,0.3181,0.1842,indiana
11,0.0641,0.3899,0.3215,0.2245,indiana
12,0.063,0.3209,0.3217,0.2944,indiana
13,0.0957,0.3756,0.3208,0.2079,indiana
14,0.1189,0.4063,0.3023,0.1725,indiana
15,0.0655,0.3104,0.3121,0.3119,indiana
16,0.1265,0.4408,0.3091,0.1236,indiana
17,0.1516,0.3809,0.2979,0.1696,indiana
18,0.1077,0.3853,0.3052,0.2018,indiana
19,0.0783,0.3077,0.3184,0.2956,indiana
20,0.1135,0.4105,0.304,0.1719,indiana
21,0.1892,0.3609,0.2909,0.159,indiana
22,0.171,0.3542,0.2725,0.2023,indiana
23,0.1559,0.4179,0.3022,0.1239,indiana
24,0.0413,0.1244,0.1825,0.6517,indiana
25,0.1002,0.3774,0.3057,0.2167,indiana
26,0.0418,0.2311,0.3808,0.3462,indiana
27,0.0964,0.2982,0.3216,0.2838,indiana
28,0.0716,0.2614,0.3105,0.3564,indiana
29,0.0514,0.2238,0.2956,0.4292,indiana
30,0.1213,0.4,0.3129,0.1657,indiana
31,0.1078,0.3865,0.3513,0.1545,indiana
32,0.0784,0.3367,0.3093,0.2756,indiana
33,0.1201,0.4443,0.2897,0.1459,indiana
34,0.0904,0.2844,0.4291,0.1961,indiana
35,0.0866,0.3768,0.3289,0.2077,indiana
36,0.1308,0.4101,0.3022,0.1568,indiana
37,0.0316,0.1288,0.251,0.5886,indiana
38,0.1151,0.3953,0.3032,0.1864,indiana
39,0.0339,0.1076,0.2048,0.6536,indiana
40,0.0656,0.2595,0.2927,0.3822,indiana
41,0.0978,0.3605,0.3099,0.2317,indiana
42,0.1157,0.3952,0.3341,0.155,indiana
43,0.1135,0.3114,0.3828,0.1923,indiana
44,0.1075,0.4167,0.3225,0.1533,indiana
45,0.1189,0.3795,0.3562,0.1455,indiana
46,0.099,0.3305,0.3307,0.2399,indiana
47,0.0867,0.3348,0.2954,0.2832,indiana
48,0.1603,0.3637,0.2887,0.1872,indiana
49,0.2062,0.3062,0.2609,0.2267,indiana
50,0.0974,0.3929,0.3122,0.1975,indiana
51,0.2712,0.3374,0.2392,0.1522,indiana
52,0.0916,0.3677,0.3014,0.2393,indiana
53,0.0973,0.3521,0.3128,0.2378,indiana
54,0.1056,0.4413,0.3035,0.1496,indiana
55,0.1242,0.421,0.2691,0.1857,indiana
56,0.1243,0.369,0.3248,0.1819,indiana
57,0.1135,0.4069,0.2674,0.2122,indiana
58,0.1016,0.3234,0.2911,0.2839,indiana
59,0.1031,0.3052,0.2466,0.3451,indiana
60,0.1079,0.311,0.3163,0.2647,indiana
61,0.0405,0.1593,0.4673,0.3329,indiana
62,0.1127,0.3388,0.3021,0.2465,indiana
63,0.175,0.3719,0.2787,0.1744,indiana
64,0.0794,0.3546,0.334,0.2319,indiana
65,0.096,0.3706,0.3099,0.2235,indiana
66,0.1398,0.386,0.3093,0.1648,indiana
67,0.1239,0.461,0.2696,0.1454,indiana
68,0.1052,0.3963,0.2754,0.2231,indiana
69,0.1186,0.4272,0.3071,0.1471,indiana
70,0.0915,0.3674,0.3279,0.2131,indiana
71,0.107,0.3718,0.3419,0.1793,indiana
72,0.1057,0.3052,0.3128,0.2764,indiana
73,0.1371,0.43,0.2984,0.1345,indiana
74,0.1313,0.4226,0.279,0.1672,indiana
75,0.0818,0.3406,0.3319,0.2458,indiana
76,0.0817,0.3245,0.3543,0.2395,indiana
77,0.1384,0.3478,0.3294,0.1844,indiana
78,0.0785,0.2846,0.3331,0.3037,indiana
79,0.1264,0.411,0.3022,0.1604,indiana
80,0.2052,0.3367,0.3083,0.1497,indiana
81,0.117,0.3161,0.345,0.222,indiana
82,0.1549,0.3939,0.3015,0.1497,indiana
83,0.0754,0.2631,0.2857,0.3758,indiana
84,0.0606,0.2619,0.3543,0.3232,indiana
85,0.1083,0.3046,0.3517,0.2355,indiana
86,0.0469,0.1255,0.2536,0.574,indiana
87,0.0433,0.1793,0.2649,0.5125,indiana
88,0.0446,0.1813,0.2476,0.5265,indiana
89,0.1189,0.3589,0.3076,0.2146,indiana
90,0.0855,0.2748,0.2908,0.3489,indiana
91,0.1456,0.3481,0.2984,0.2078,indiana
92,0.1376,0.3316,0.3098,0.2211,indiana
93,0.1155,0.2571,0.2802,0.3472,indiana
94,0.1194,0.2505,0.3415,0.2885,indiana
95,0.1743,0.3201,0.2926,0.2131,indiana
96,0.1207,0.2465,0.2722,0.3605,indiana
97,0.2349,0.3243,0.2378,0.203,indiana
98,0.198,0.4085,0.276,0.1174,indiana
99,0.1953,0.3225,0.2988,0.1834,indiana
100,0.1984,0.3195,0.2332,0.2489,indiana
1,0.0714,0.3295,0.3653,0.2338,iowa
2,0.068,0.3121,0.3839,0.236,iowa
3,0.0752,0.3594,0.3601,0.2054,iowa
4,0.0781,0.2676,0.3772,0.2771,iowa
5,0.0717,0.344,0.3672,0.2172,iowa
6,0.062,0.2887,0.371,0.2784,iowa
7,0.0772,0.341,0.3967,0.1851,iowa
8,0.0704,0.3735,0.3745,0.1816,iowa
9,0.0991,0.3407,0.3725,0.1877,iowa
10,0.0765,0.3621,0.3724,0.189,iowa
11,0.1623,0.3106,0.3441,0.183,iowa
12,0.0751,0.3545,0.3659,0.2045,iowa
13,0.1491,0.3058,0.3506,0.1945,iowa
14,0.1802,0.3347,0.3086,0.1765,iowa
15,0.1454,0.4104,0.3209,0.1233,iowa
16,0.1194,0.3213,0.3723,0.1871,iowa
17,0.0839,0.3859,0.3618,0.1683,iowa
18,0.1418,0.3565,0.3315,0.1702,iowa
19,0.0338,0.2074,0.3088,0.45,iowa
20,0.1007,0.3906,0.3485,0.1602,iowa
21,0.1039,0.338,0.3551,0.203,iowa
22,0.048,0.295,0.3638,0.2933,iowa
23,0.0769,0.3402,0.3754,0.2075,iowa
24,0.0935,0.365,0.3628,0.1787,iowa
25,0.0435,0.321,0.3438,0.2917,iowa
26,0.0542,0.303,0.3853,0.2575,iowa
27,0.1155,0.3928,0.3261,0.1655,iowa
28,0.0691,0.3766,0.3502,0.2041,iowa
29,0.0642,0.4097,0.3463,0.1798,iowa
30,0.0514,0.3136,0.3404,0.2946,iowa
31,0.1058,0.3784,0.3059,0.2099,iowa
32,0.2013,0.3595,0.3102,0.129,iowa
33,0.1686,0.3029,0.3366,0.1919,iowa
34,0.105,0.3182,0.2862,0.2906,iowa
35,0.2195,0.297,0.3475,0.1361,iowa
36,0.0788,0.2487,0.3066,0.366,iowa
37,0.0268,0.1553,0.3188,0.4992,iowa
38,0.0567,0.2733,0.3194,0.3506,iowa
39,0.0322,0.213,0.2786,0.4763,iowa
40,0.0514,0.1946,0.352,0.402,iowa
41,0.0518,0.1796,0.2871,0.4814,iowa
42,0.0531,0.187,0.2714,0.4885,iowa
43,0.0413,0.1697,0.3168,0.4722,iowa
44,0.0347,0.1401,0.239,0.5861,iowa
45,0.0204,0.1354,0.4134,0.4309,iowa
46,0.0163,0.1414,0.5315,0.3108,iowa
47,0.07,0.3615,0.3611,0.2074,iowa
