district,monthly housing costs - $499 or lower,monthly housing costs - $500 - 999,monthly housing costs - $1000 1999,monthly housing costs - $2000 or higher,monthly housing costs - median,state
117,35.4,42.099999999999994,17.3,2.6,630.0,illinois
118,41.3,37.4,15.1,2.8,575.0,illinois
1,22.5,47.9,26.400000000000002,0.8999999999999999,809.0,indiana
2,31.8,46.2,17.8,0.4,683.0,indiana
3,26.3,44.7,23.7,1.9000000000000001,756.0,indiana
4,16.2,32.8,39.5,10.4,1008.0,indiana
5,23.2,45.3,24.5,4.9,772.0,indiana
6,30.2,48.6,17.5,1.3,708.0,indiana
7,30.9,43.9,20.6,2.5,691.0,indiana
8,25.6,40.3,28.1,4.3,798.0,indiana
9,23.1,42.8,27.200000000000003,5.3,793.0,indiana
10,16.8,37.6,40.0,5.2,951.0,indiana
11,17.4,28.6,44.0,9.200000000000001,1057.0,indiana
12,17.9,33.2,41.4,6.1,973.0,indiana
13,25.799999999999997,42.9,25.5,2.8,742.0,indiana
14,19.299999999999997,40.8,36.7,1.3,886.0,indiana
15,16.0,31.799999999999997,40.3,11.0,1039.0,indiana
16,28.6,39.9,26.4,1.9000000000000001,745.0,indiana
17,30.1,41.0,23.6,3.2,692.0,indiana
18,30.0,43.3,21.0,2.7,708.0,indiana
19,15.0,26.2,48.8,8.9,1122.0,indiana
20,26.2,42.2,27.3,2.4,759.0,indiana
21,26.1,43.8,26.2,2.2,769.0,indiana
22,27.700000000000003,40.900000000000006,25.5,4.2,762.0,indiana
23,32.4,45.7,17.7,1.3,656.0,indiana
24,5.8,16.8,43.5,32.3,1611.0,indiana
25,27.6,39.0,26.0,5.0,775.0,indiana
26,15.7,43.2,34.8,4.5,879.0,indiana
27,16.4,55.8,24.6,1.9,780.0,indiana
28,14.100000000000001,28.5,46.7,9.399999999999999,1095.0,indiana
29,11.7,28.9,47.0,11.899999999999999,1113.0,indiana
30,32.7,47.4,15.9,1.2000000000000002,656.0,indiana
31,33.9,46.5,15.2,1.7999999999999998,639.0,indiana
32,23.0,35.9,31.799999999999997,7.199999999999999,842.0,indiana
33,35.9,43.2,16.5,1.2,628.0,indiana
34,31.0,51.5,13.7,1.1,638.0,indiana
35,26.5,44.599999999999994,23.7,3.1,749.0,indiana
36,28.6,50.2,17.1,1.7000000000000002,697.0,indiana
37,7.9,19.6,58.8,13.5,1272.0,indiana
38,29.1,40.8,25.7,2.8,732.0,indiana
39,8.8,22.4,45.8,22.4,1311.0,indiana
40,9.200000000000001,22.5,57.6,9.8,1210.0,indiana
41,22.1,44.8,28.1,3.2,773.0,indiana
42,33.3,42.0,20.0,1.3,666.0,indiana
43,29.9,49.3,16.3,1.7,675.0,indiana
44,26.4,35.900000000000006,31.1,4.0,816.0,indiana
45,32.0,45.3,17.7,1.7000000000000002,662.0,indiana
46,25.0,40.5,27.700000000000003,4.2,776.0,indiana
47,16.2,35.8,37.9,8.799999999999999,969.0,indiana
48,25.2,47.8,22.6,2.6,754.0,indiana
49,23.0,44.0,27.0,4.0,798.0,indiana
50,27.9,48.699999999999996,19.700000000000003,2.1,693.0,indiana
51,28.3,40.2,25.3,3.8,747.0,indiana
52,24.4,40.8,29.0,4.300000000000001,808.0,indiana
53,16.7,39.3,37.2,5.4,924.0,indiana
54,32.4,43.9,19.9,1.9,671.0,indiana
55,27.7,45.5,22.0,3.3999999999999995,731.0,indiana
56,31.5,46.3,18.0,2.5,665.0,indiana
57,22.5,40.6,31.099999999999998,4.6,811.0,indiana
58,12.6,41.9,39.8,4.2,936.0,indiana
59,22.1,39.8,31.5,5.3,851.0,indiana
60,20.6,36.6,33.7,7.4,878.0,indiana
61,15.799999999999999,51.1,26.799999999999997,4.9,823.0,indiana
62,31.4,38.8,25.3,2.5,713.0,indiana
63,35.6,37.7,21.799999999999997,3.1,635.0,indiana
64,29.4,36.7,27.6,4.5,720.0,indiana
65,25.7,39.2,28.599999999999998,5.0,778.0,indiana
66,25.4,43.5,25.9,2.8999999999999995,769.0,indiana
67,27.0,41.2,26.6,3.3,762.0,indiana
68,23.0,36.5,33.2,5.6000000000000005,849.0,indiana
69,29.0,42.5,24.4,2.1,742.0,indiana
70,25.5,35.9,32.1,4.9,830.0,indiana
71,23.3,45.0,28.8,1.8000000000000003,810.0,indiana
72,23.2,39.8,29.5,5.699999999999999,817.0,indiana
73,31.8,40.8,22.2,1.2,673.0,indiana
74,36.7,38.0,20.8,1.8000000000000003,631.0,indiana
75,24.3,37.2,30.9,5.800000000000001,819.0,indiana
76,25.3,46.0,23.900000000000002,2.9,743.0,indiana
77,25.9,53.8,16.6,1.6,709.0,indiana
78,18.5,45.599999999999994,29.0,5.6000000000000005,848.0,indiana
79,34.1,40.5,21.2,1.9999999999999998,676.0,indiana
80,32.2,56.0,10.1,0.1,622.0,indiana
81,26.5,53.599999999999994,17.900000000000002,1.0,691.0,indiana
82,28.3,42.7,23.2,3.6000000000000005,726.0,indiana
83,21.0,35.4,35.5,7.6000000000000005,900.0,indiana
84,19.5,46.2,29.2,3.7,821.0,indiana
85,28.0,42.5,25.6,2.9999999999999996,749.0,indiana
86,10.6,37.599999999999994,39.5,11.100000000000001,1019.0,indiana
87,9.8,45.900000000000006,36.5,6.8,938.0,indiana
88,10.0,19.5,47.4,22.1,1322.0,indiana
89,18.8,46.7,31.9,1.7,852.0,indiana
90,12.0,33.0,48.6,5.700000000000001,1051.0,indiana
91,15.6,42.0,38.2,2.9,906.0,indiana
92,14.7,52.699999999999996,30.299999999999997,1.6,818.0,indiana
93,14.700000000000001,42.7,37.9,4.0,914.0,indiana
94,9.8,52.599999999999994,35.5,1.5,862.0,indiana
95,16.7,50.900000000000006,28.8,2.0,794.0,indiana
96,18.2,48.6,25.9,5.3,798.0,indiana
97,21.4,53.8,21.900000000000002,1.7,770.0,indiana
98,19.8,58.5,20.1,0.2,757.0,indiana
99,18.0,58.9,19.799999999999997,1.3,781.0,indiana
100,21.2,53.5,22.099999999999998,1.5,778.0,indiana
1,30.299999999999997,39.2,22.299999999999997,5.7,704.0,iowa
2,32.3,43.2,19.0,3.3,657.0,iowa
3,40.8,37.3,15.7,2.9000000000000004,586.0,iowa
4,25.900000000000002,37.5,28.299999999999997,5.6,781.0,iowa
5,31.2,38.2,24.9,3.1,700.0,iowa
6,22.1,46.1,26.0,5.1,785.0,iowa
7,37.5,39.6,18.599999999999998,1.7,607.0,iowa
8,37.9,40.5,16.3,2.2,591.0,iowa
9,32.3,43.7,18.0,4.0,639.0,iowa
10,42.6,39.0,12.6,2.1,546.0,iowa
11,35.4,43.8,15.2,2.2,616.0,iowa
12,40.7,37.4,16.0,2.5,572.0,iowa
13,28.9,44.2,23.1,2.6,720.0,iowa
14,32.6,45.8,17.4,2.6,693.0,iowa
15,22.9,47.9,26.3,1.7,807.0,iowa
16,18.0,47.8,30.1,3.3,836.0,iowa
17,38.4,39.7,16.5,1.8000000000000003,593.0,iowa
18,33.3,41.5,20.200000000000003,2.7,638.0,iowa
19,13.899999999999999,23.0,41.900000000000006,20.0,1217.0,iowa
20,30.599999999999998,42.8,20.0,3.8000000000000003,671.0,iowa
21,32.1,45.3,17.3,2.5,636.0,iowa
22,17.0,33.1,37.7,10.0,978.0,iowa
23,28.4,37.900000000000006,24.5,6.0,732.0,iowa
24,37.0,39.9,17.3,2.6,600.0,iowa
25,15.6,32.4,40.7,10.2,1021.0,iowa
26,19.299999999999997,34.2,36.400000000000006,9.0,943.0,iowa
27,36.0,40.9,16.8,2.2,629.0,iowa
28,28.9,38.9,25.4,4.7,726.0,iowa
29,24.0,42.9,27.700000000000003,3.0,783.0,iowa
30,11.5,34.0,44.3,9.600000000000001,1068.0,iowa
31,15.0,37.9,41.6,3.9,959.0,iowa
32,21.3,52.1,25.599999999999998,0.8999999999999999,771.0,iowa
33,14.0,45.599999999999994,34.599999999999994,4.3,885.0,iowa
34,18.0,47.400000000000006,31.299999999999997,1.7000000000000002,820.0,iowa
35,20.2,53.9,23.6,1.0,769.0,iowa
36,12.3,37.0,46.2,3.1999999999999997,1000.0,iowa
37,4.6000000000000005,31.299999999999997,49.3,14.0,1247.0,iowa
38,13.6,29.4,46.599999999999994,9.899999999999999,1123.0,iowa
39,6.3999999999999995,22.0,53.0,18.4,1312.0,iowa
40,11.4,36.099999999999994,42.599999999999994,9.4,1053.0,iowa
41,10.8,45.7,33.6,8.8,893.0,iowa
42,8.3,39.1,41.7,9.9,1030.0,iowa
43,8.1,40.3,40.5,10.3,1027.0,iowa
44,6.2,25.7,51.6,15.700000000000001,1246.0,iowa
45,11.899999999999999,51.2,32.3,2.5999999999999996,864.0,iowa
46,14.6,41.3,33.9,8.9,901.0,iowa
47,27.2,42.6,23.8,3.8,695.0,iowa
48,24.7,38.9,26.7,6.4,763.0,iowa
49,24.200000000000003,37.1,30.0,6.700000000000001,784.0,iowa
50,31.799999999999997,39.4,22.4,3.7,660.0,iowa
51,35.400000000000006,39.5,19.1,3.4,611.0,iowa
52,37.6,39.0,18.9,2.5,620.0,iowa
53,30.3,45.9,18.6,3.2,678.0,iowa
54,35.8,39.5,18.5,3.8,633.0,iowa
55,28.8,40.9,23.9,4.300000000000001,680.0,iowa
56,34.7,37.4,20.9,3.5999999999999996,639.0,iowa
57,23.2,29.200000000000003,35.6,10.700000000000001,937.0,iowa
58,30.8,40.7,21.700000000000003,4.2,674.0,iowa
59,20.2,37.9,32.4,9.0,856.0,iowa
60,16.0,40.3,36.1,6.9,886.0,iowa
61,24.2,50.4,22.0,2.4,714.0,iowa
62,29.700000000000003,53.9,14.4,0.7,676.0,iowa
63,26.7,34.9,30.2,6.0,759.0,iowa
64,31.0,40.3,23.200000000000003,3.2,673.0,iowa
65,21.0,40.2,31.3,6.6,856.0,iowa
66,17.6,41.1,34.6,6.0,863.0,iowa
67,15.4,32.4,38.6,13.099999999999998,1040.0,iowa
68,18.7,35.3,39.0,6.4,911.0,iowa
69,20.6,43.1,30.1,5.1,813.0,iowa
70,18.9,40.1,36.3,3.8999999999999995,866.0,iowa
71,25.9,47.0,22.799999999999997,2.8999999999999995,715.0,iowa
72,28.0,40.1,23.8,3.0,694.0,iowa
73,22.9,33.7,33.099999999999994,7.8,834.0,iowa
74,8.3,38.6,37.0,15.600000000000001,1053.0,iowa
75,28.2,34.4,28.6,6.300000000000001,760.0,iowa
76,26.2,40.7,27.0,3.5,726.0,iowa
77,14.5,30.4,42.1,11.4,1078.0,iowa
78,26.799999999999997,40.9,25.0,3.9,733.0,iowa
79,26.4,43.1,25.5,3.5,722.0,iowa
80,35.0,41.1,18.5,2.9000000000000004,616.0,iowa
81,31.7,48.2,15.100000000000001,2.1,644.0,iowa
82,33.8,40.7,20.5,2.5,649.0,iowa
83,37.6,42.7,15.399999999999999,2.6999999999999997,618.0,iowa
84,29.4,43.599999999999994,21.0,2.7,681.0,iowa
85,11.7,35.7,39.2,12.5,1039.0,iowa
86,13.3,46.400000000000006,33.9,4.9,875.0,iowa
87,28.5,47.5,21.4,1.4,711.0,iowa
88,27.4,40.4,24.4,4.1,712.0,iowa
89,19.299999999999997,42.2,34.2,2.9999999999999996,844.0,iowa
90,23.0,53.7,19.4,1.5,734.0,iowa
91,22.3,39.4,32.4,3.5,833.0,iowa
92,18.5,40.1,34.6,6.299999999999999,845.0,iowa
93,14.9,40.9,37.400000000000006,5.7,905.0,iowa
94,10.4,37.0,32.8,18.5,1041.0,iowa
95,18.9,32.5,37.6,9.0,954.0,iowa
96,28.5,41.0,23.3,5.300000000000001,725.0,iowa
97,21.9,37.4,30.200000000000003,7.9,838.0,iowa
98,27.599999999999998,44.3,22.5,3.0,717.0,iowa
99,20.6,40.2,34.5,4.0,852.0,iowa
100,26.799999999999997,43.4,24.9,3.4000000000000004,713.0,iowa
1,39.2,42.599999999999994,12.9,1.3,573.0,kansas
2,35.5,40.9,18.0,1.6,621.0,kansas
3,28.0,48.300000000000004,18.6,3.1,701.0,kansas
4,31.3,44.5,18.5,3.2,645.0,kansas
5,24.5,38.9,31.0,3.3000000000000003,777.0,kansas
6,15.3,31.7,36.599999999999994,14.100000000000001,1042.0,kansas
7,36.8,40.0,17.7,1.9,611.0,kansas
8,0.7,18.7,33.5,47.0,1926.0,kansas
9,37.6,44.2,14.9,1.0,581.0,kansas
10,12.399999999999999,42.3,38.2,6.3999999999999995,947.0,kansas
11,35.2,46.1,14.5,2.3000000000000003,611.0,kansas
12,31.799999999999997,42.0,20.4,2.4,666.0,kansas
13,43.1,40.400000000000006,11.6,0.8999999999999999,542.0,kansas
14,5.199999999999999,24.9,40.5,28.800000000000004,1347.0,kansas
15,12.899999999999999,33.1,47.4,6.1000000000000005,1057.0,kansas
16,8.6,34.5,46.900000000000006,9.3,1121.0,kansas
17,4.7,31.5,45.2,18.0,1323.0,kansas
18,14.8,33.8,41.7,8.2,1008.0,kansas
19,7.2,29.6,38.7,24.0,1244.0,kansas
20,5.0,27.400000000000002,38.2,28.7,1331.0,kansas
21,11.100000000000001,24.6,49.400000000000006,12.9,1254.0,kansas
22,15.700000000000001,39.9,42.199999999999996,1.4,948.0,kansas
23,8.4,49.5,36.1,4.9,906.0,kansas
24,13.0,48.5,36.0,1.4,889.0,kansas
25,11.0,27.2,42.900000000000006,17.9,1180.0,kansas
26,5.0,18.7,56.400000000000006,19.2,1462.0,kansas
27,4.3,16.3,38.099999999999994,39.6,1755.0,kansas
28,1.5,21.4,38.7,37.5,1556.0,kansas
29,7.0,38.9,44.2,9.2,1064.0,kansas
30,5.6,31.1,50.0,12.100000000000001,1138.0,kansas
31,21.3,51.3,24.3,0.6,777.0,kansas
32,32.2,47.5,17.8,0.1,681.0,kansas
33,13.4,35.8,46.4,3.4000000000000004,1004.0,kansas
34,21.6,52.0,23.8,0.7,795.0,kansas
35,25.9,45.3,24.7,0.6,739.0,kansas
36,9.9,31.8,46.2,11.3,1142.0,kansas
37,17.3,51.9,28.7,0.2,828.0,kansas
38,9.6,31.8,41.2,16.0,1162.0,kansas
39,3.9,14.8,54.7,26.500000000000004,1600.0,kansas
40,13.399999999999999,31.6,43.7,10.399999999999999,1090.0,kansas
41,17.1,43.599999999999994,34.3,3.4,858.0,kansas
42,15.0,34.1,40.7,8.9,1007.0,kansas
43,7.2,26.2,56.0,9.299999999999999,1225.0,kansas
44,9.2,40.2,40.8,8.600000000000001,998.0,kansas
45,6.5,30.9,46.8,15.0,1192.0,kansas
46,15.4,56.599999999999994,24.5,2.5,780.0,kansas
47,22.0,38.3,33.8,4.3,845.0,kansas
48,5.2,21.799999999999997,46.3,26.299999999999997,1406.0,kansas
49,6.699999999999999,34.1,47.7,11.000000000000002,1133.0,kansas
50,14.399999999999999,34.900000000000006,40.7,9.0,1005.0,kansas
51,21.700000000000003,34.9,34.2,7.3,881.0,kansas
52,10.0,31.9,40.7,17.1,1153.0,kansas
53,17.799999999999997,50.800000000000004,28.2,1.9000000000000001,785.0,kansas
54,18.4,33.9,36.8,8.9,948.0,kansas
55,23.0,49.8,22.2,3.7,770.0,kansas
56,15.5,49.5,31.200000000000003,3.0,833.0,kansas
57,35.900000000000006,42.4,17.1,2.1,616.0,kansas
58,30.200000000000003,48.900000000000006,17.8,0.4,694.0,kansas
59,22.0,44.099999999999994,29.0,4.0,803.0,kansas
60,27.7,48.5,18.2,4.2,679.0,kansas
61,28.700000000000003,35.3,30.1,3.6999999999999997,742.0,kansas
62,36.8,39.3,16.8,3.1,597.0,kansas
63,31.8,40.7,21.200000000000003,2.6,652.0,kansas
64,21.6,35.3,30.8,2.6999999999999997,789.0,kansas
65,15.700000000000001,40.3,38.2,1.5,916.0,kansas
66,13.9,46.6,35.3,3.2,844.0,kansas
67,8.700000000000001,35.9,41.8,11.700000000000001,1066.0,kansas
68,21.3,35.7,34.7,5.8,873.0,kansas
69,22.4,53.5,19.7,2.8,747.0,kansas
70,29.5,40.5,25.0,2.4000000000000004,687.0,kansas
71,21.3,40.3,28.5,7.9,794.0,kansas
72,24.5,45.4,24.5,4.4,748.0,kansas
73,24.700000000000003,41.3,27.5,4.7,791.0,kansas
74,32.6,37.3,25.3,3.2,656.0,kansas
75,25.200000000000003,42.900000000000006,26.099999999999998,3.7,721.0,kansas
76,30.5,41.3,21.200000000000003,2.9999999999999996,653.0,kansas
77,16.8,36.3,38.0,7.9,925.0,kansas
78,6.5,15.4,63.5,14.1,1464.0,kansas
79,27.3,41.6,25.9,3.6,734.0,kansas
80,33.1,46.3,16.7,1.9,635.0,kansas
81,18.8,45.8,30.1,3.3,785.0,kansas
82,15.600000000000001,34.8,42.7,4.6,980.0,kansas
83,20.9,51.3,23.9,2.5,778.0,kansas
84,26.9,46.1,19.3,2.7,705.0,kansas
85,5.5,35.6,39.6,17.9,1152.0,kansas
86,27.2,54.1,14.0,2.5999999999999996,680.0,kansas
87,9.4,45.0,32.5,11.6,903.0,kansas
88,18.4,48.1,30.9,0.9,801.0,kansas
89,17.9,46.4,31.9,2.6999999999999997,777.0,kansas
90,14.9,31.7,41.6,10.4,1046.0,kansas
91,18.8,28.5,40.2,11.299999999999999,1036.0,kansas
92,25.400000000000002,46.3,24.9,1.7,736.0,kansas
93,19.6,34.4,38.3,6.7,934.0,kansas
94,11.0,22.9,57.2,8.2,1221.0,kansas
95,30.0,56.7,10.9,0.4,662.0,kansas
96,29.7,52.7,15.6,0.4,687.0,kansas
97,16.2,39.4,42.0,1.7000000000000002,918.0,kansas
98,24.5,47.2,26.2,1.2000000000000002,763.0,kansas
99,6.5,21.799999999999997,49.8,21.700000000000003,1425.0,kansas
100,16.9,33.7,40.5,8.3,989.0,kansas
101,16.3,31.0,39.900000000000006,11.899999999999999,1044.0,kansas
102,31.5,54.0,11.9,0.2,638.0,kansas
103,36.5,51.5,8.5,1.2000000000000002,593.0,kansas
104,18.9,44.1,28.9,6.300000000000001,823.0,kansas
105,20.2,53.400000000000006,23.0,2.7,761.0,kansas
106,48.0,33.6,12.0,2.3,500.0,kansas
107,34.7,41.9,17.8,1.6,621.0,kansas
108,25.0,38.7,28.6,4.1,741.0,kansas
109,46.4,34.7,12.9,1.8,518.0,kansas
110,37.2,41.1,15.7,2.6,586.0,kansas
111,24.9,41.8,25.700000000000003,4.8,738.0,kansas
112,39.900000000000006,40.7,15.399999999999999,2.0,582.0,kansas
113,36.4,39.900000000000006,17.3,2.1,599.0,kansas
114,36.0,38.6,19.8,2.6,615.0,kansas
115,35.0,37.2,20.6,1.7,632.0,kansas
116,36.2,41.1,17.2,1.8,614.0,kansas
117,38.7,41.1,12.7,1.7,572.0,kansas
118,35.1,38.2,17.6,3.6999999999999997,611.0,kansas
119,19.5,49.9,28.1,1.4,767.0,kansas
120,37.9,39.4,15.4,2.5,584.0,kansas
121,8.3,21.6,41.8,27.099999999999998,1425.0,kansas
122,28.599999999999998,37.7,22.5,3.5,707.0,kansas
123,20.5,44.099999999999994,30.8,3.3,786.0,kansas
124,33.9,34.3,21.5,3.4000000000000004,652.0,kansas
125,24.6,47.3,23.6,3.0,735.0,kansas
1,38.0,34.6,19.799999999999997,4.1000000000000005,604.0,kentucky
2,39.6,37.6,16.7,2.3,586.0,kentucky
3,34.6,43.9,16.5,2.5,640.0,kentucky
4,37.5,36.8,17.400000000000002,1.6,583.0,kentucky
5,38.6,37.5,18.299999999999997,3.0,616.0,kentucky
6,38.3,33.2,22.0,3.0,612.0,kentucky
7,27.9,42.3,23.799999999999997,3.6,714.0,kentucky
8,30.7,43.7,21.1,1.4000000000000001,666.0,kentucky
9,27.8,41.9,25.0,2.0999999999999996,735.0,kentucky
10,35.900000000000006,36.7,20.9,2.5,654.0,kentucky
11,30.0,45.3,19.6,2.8,665.0,kentucky
12,41.2,34.6,17.6,1.8,578.0,kentucky
13,32.9,47.5,15.9,1.6,658.0,kentucky
14,41.1,32.8,20.400000000000002,2.8,588.0,kentucky
15,47.4,35.0,14.1,0.8,514.0,kentucky
16,32.9,42.1,18.2,2.2,627.0,kentucky
17,25.4,37.7,29.5,5.4,793.0,kentucky
18,34.1,33.2,27.0,2.6999999999999997,679.0,kentucky
19,30.1,45.4,17.7,3.4,689.0,kentucky
20,23.8,48.2,22.5,2.9000000000000004,723.0,kentucky
21,47.7,33.7,12.1,1.0,498.0,kentucky
22,33.3,42.6,17.0,2.8000000000000003,670.0,kentucky
23,33.5,42.4,19.0,2.0,644.0,kentucky
24,40.0,38.6,17.099999999999998,1.2,582.0,kentucky
25,25.700000000000003,42.1,25.400000000000002,4.199999999999999,770.0,kentucky
26,20.3,33.6,39.8,4.5,938.0,kentucky
27,27.4,37.7,30.3,2.2,750.0,kentucky
28,25.8,40.8,29.200000000000003,2.8999999999999995,825.0,kentucky
29,15.3,26.1,48.5,9.4,1120.0,kentucky
30,21.2,49.400000000000006,26.0,1.4000000000000001,759.0,kentucky
31,18.1,34.7,42.900000000000006,2.8,947.0,kentucky
32,9.1,40.4,39.3,10.2,1000.0,kentucky
33,13.8,31.1,42.7,11.600000000000001,1069.0,kentucky
34,14.299999999999999,35.099999999999994,35.5,13.5,997.0,kentucky
35,22.1,43.8,29.8,2.6,822.0,kentucky
36,9.3,25.2,39.8,24.9,1294.0,kentucky
37,20.6,49.1,28.1,1.2000000000000002,801.0,kentucky
38,23.4,48.7,25.5,0.8,775.0,kentucky
39,17.4,42.5,31.5,4.699999999999999,875.0,kentucky
40,25.0,50.2,21.8,1.2,702.0,kentucky
41,30.9,47.0,17.3,3.3,678.0,kentucky
42,27.9,49.3,19.8,1.6,706.0,kentucky
43,28.3,42.5,20.7,6.199999999999999,755.0,kentucky
44,24.8,41.4,31.400000000000002,1.3,814.0,kentucky
45,14.7,28.599999999999998,43.2,12.0,1087.0,kentucky
46,21.200000000000003,41.4,34.4,1.5000000000000002,846.0,kentucky
47,30.1,38.0,24.8,2.9999999999999996,734.0,kentucky
48,8.3,28.6,40.5,21.4,1233.0,kentucky
49,23.200000000000003,36.5,34.1,4.6,884.0,kentucky
50,28.4,39.0,25.8,4.1,748.0,kentucky
51,44.5,36.3,13.5,1.6,539.0,kentucky
52,48.2,35.9,8.799999999999999,1.2,490.0,kentucky
53,20.1,34.6,36.8,6.3,921.0,kentucky
54,39.3,38.1,15.1,3.6,591.0,kentucky
55,29.7,37.599999999999994,22.700000000000003,6.9,704.0,kentucky
56,21.4,37.3,31.8,5.6,848.0,kentucky
57,22.0,43.9,27.7,3.2,788.0,kentucky
58,20.8,35.2,33.8,9.0,895.0,kentucky
59,11.5,27.799999999999997,35.9,23.2,1253.0,kentucky
60,12.3,27.1,44.6,14.9,1161.0,kentucky
61,22.1,31.8,37.9,6.1000000000000005,907.0,kentucky
62,23.0,35.4,32.7,5.700000000000001,882.0,kentucky
63,13.700000000000001,38.9,36.900000000000006,9.9,958.0,kentucky
64,16.4,24.4,50.7,7.1,1113.0,kentucky
65,24.299999999999997,48.900000000000006,22.7,2.2,738.0,kentucky
66,12.2,23.700000000000003,51.5,11.5,1222.0,kentucky
67,20.0,47.5,27.5,3.1999999999999997,818.0,kentucky
68,15.8,31.799999999999997,40.4,10.8,1029.0,kentucky
69,16.9,45.1,33.1,3.5,855.0,kentucky
70,42.599999999999994,34.9,15.899999999999999,2.4000000000000004,549.0,kentucky
71,34.0,35.7,22.400000000000002,4.1,680.0,kentucky
72,33.5,37.5,20.1,3.3,674.0,kentucky
73,23.2,43.7,25.6,4.3,789.0,kentucky
74,37.6,40.0,16.1,1.6,612.0,kentucky
75,18.0,41.9,29.900000000000002,7.7,840.0,kentucky
76,18.9,47.1,27.200000000000003,4.9,827.0,kentucky
77,23.7,45.2,27.1,0.9999999999999999,729.0,kentucky
78,31.0,39.5,22.8,3.3,700.0,kentucky
79,17.6,48.400000000000006,26.9,4.7,826.0,kentucky
80,42.4,38.9,13.3,1.2000000000000002,558.0,kentucky
81,27.700000000000003,46.599999999999994,21.3,2.6,679.0,kentucky
82,42.4,37.2,14.1,1.2000000000000002,541.0,kentucky
83,48.9,31.4,11.7,2.9,486.0,kentucky
84,50.7,28.9,11.8,1.0,447.0,kentucky
85,40.2,35.5,18.6,2.2,594.0,kentucky
86,48.4,32.7,11.7,1.8,489.0,kentucky
87,57.099999999999994,28.4,7.0,0.2,388.0,kentucky
88,8.4,28.7,46.7,15.2,1209.0,kentucky
89,37.900000000000006,37.5,19.299999999999997,2.0,610.0,kentucky
90,55.0,28.2,9.200000000000001,0.8,423.0,kentucky
91,53.5,28.7,10.6,0.7999999999999999,440.0,kentucky
92,55.6,25.4,10.3,0.7000000000000001,389.0,kentucky
93,53.7,27.1,10.399999999999999,1.0,415.0,kentucky
94,48.900000000000006,30.299999999999997,10.899999999999999,2.9,476.0,kentucky
95,49.099999999999994,28.799999999999997,12.4,1.5,459.0,kentucky
96,46.599999999999994,33.1,14.0,1.5,508.0,kentucky
97,48.6,31.200000000000003,13.0,0.7999999999999999,483.0,kentucky
98,34.2,36.2,21.799999999999997,2.6,652.0,kentucky
99,44.5,34.1,13.700000000000001,1.1,522.0,kentucky
100,33.7,40.5,19.1,2.8,647.0,kentucky
1,9.7,24.0,48.4,16.5,1251.0,maine
2,6.7,19.799999999999997,43.0,28.200000000000003,1456.0,maine
3,8.3,25.9,37.0,26.3,1342.0,maine
4,16.7,26.7,37.900000000000006,17.5,1112.0,maine
5,12.899999999999999,25.7,49.4,10.700000000000001,1210.0,maine
6,9.3,27.0,43.5,17.299999999999997,1278.0,maine
7,16.0,35.099999999999994,36.7,10.9,970.0,maine
8,9.2,27.1,46.6,16.6,1299.0,maine
9,10.2,26.9,35.4,26.099999999999998,1303.0,maine
10,14.0,29.3,37.7,18.4,1117.0,maine
11,12.0,42.599999999999994,33.8,11.0,913.0,maine
12,7.4,59.699999999999996,28.700000000000003,2.7,897.0,maine
13,10.7,42.1,38.3,7.5,937.0,maine
14,10.1,33.2,40.900000000000006,14.100000000000001,1083.0,maine
15,7.9,25.0,47.2,17.3,1310.0,maine
16,13.6,29.799999999999997,45.2,10.6,1108.0,maine
17,13.5,23.1,52.6,9.200000000000001,1241.0,maine
18,16.3,41.3,37.199999999999996,3.4000000000000004,916.0,maine
19,15.3,34.7,43.0,6.5,997.0,maine
20,24.6,28.5,38.3,6.700000000000001,919.0,maine
21,20.8,28.299999999999997,42.6,6.2,998.0,maine
22,14.3,20.9,49.2,14.2,1279.0,maine
23,13.3,30.1,46.4,10.100000000000001,1179.0,maine
24,12.7,27.0,46.3,12.9,1215.0,maine
25,8.3,20.700000000000003,55.400000000000006,14.500000000000002,1316.0,maine
26,7.1000000000000005,22.6,45.4,22.5,1427.0,maine
27,13.9,25.5,42.2,16.700000000000003,1282.0,maine
28,7.7,24.5,36.0,30.099999999999998,1421.0,maine
29,7.6000000000000005,24.4,45.3,20.0,1348.0,maine
30,2.3,23.9,31.799999999999997,41.6,1760.0,maine
31,9.9,25.0,49.599999999999994,14.100000000000001,1237.0,maine
32,7.8,22.9,53.0,15.100000000000001,1308.0,maine
33,15.7,24.7,53.0,6.2,1109.0,maine
34,19.9,25.3,48.3,5.3,1060.0,maine
35,12.6,29.799999999999997,44.4,13.0,1148.0,maine
36,12.399999999999999,28.2,50.2,6.3999999999999995,1186.0,maine
37,12.8,25.0,45.7,13.700000000000001,1273.0,maine
38,11.9,40.3,37.7,9.1,970.0,maine
39,13.3,32.6,40.4,12.2,1044.0,maine
40,12.8,40.8,37.8,5.2,962.0,maine
41,6.3,24.7,51.900000000000006,15.9,1275.0,maine
42,10.1,26.9,47.8,13.4,1265.0,maine
43,5.6000000000000005,24.2,37.8,29.9,1576.0,maine
44,3.9,16.6,35.5,43.8,1820.0,maine
45,2.5,19.3,44.4,33.4,1689.0,maine
46,8.8,23.4,44.9,21.799999999999997,1369.0,maine
47,6.5,29.0,37.5,26.2,1266.0,maine
48,8.600000000000001,26.4,36.2,25.6,1248.0,maine
