district,earnings $1 - $24'999,earnings $25'000 - 49'999,earnings $50'000 - 74'999,earnings $75'000 or more,state,median earnings
75,0.1788,0.4016,0.2298,0.1898,indiana,31738
76,0.2072,0.4214,0.2092,0.1622,indiana,30164
77,0.3313,0.4575,0.1491,0.0621,indiana,23021
78,0.1812,0.4044,0.2372,0.1772,indiana,32088
79,0.188,0.515,0.199,0.098,indiana,29586
80,0.3027,0.5055,0.1369,0.0549,indiana,22456
81,0.213,0.503,0.182,0.102,indiana,28553
82,0.2138,0.4505,0.2278,0.1079,indiana,30506
83,0.1351,0.3373,0.2573,0.2703,indiana,36874
84,0.1538,0.4166,0.2637,0.1658,indiana,32884
85,0.2112,0.4154,0.2432,0.1301,indiana,30763
86,0.1259,0.3766,0.2228,0.2747,indiana,37825
87,0.1229,0.3876,0.2607,0.2288,indiana,38507
88,0.073,0.278,0.283,0.366,indiana,47661
89,0.188,0.493,0.211,0.108,indiana,30525
90,0.132,0.381,0.285,0.202,indiana,37254
91,0.1752,0.4685,0.2252,0.1311,indiana,30356
92,0.25,0.455,0.196,0.099,indiana,27352
93,0.1798,0.3946,0.2298,0.1958,indiana,33638
94,0.2613,0.4274,0.1852,0.1261,indiana,27052
95,0.262,0.461,0.166,0.111,indiana,25355
96,0.231,0.422,0.19,0.157,indiana,25098
97,0.3103,0.4525,0.1481,0.0891,indiana,21189
98,0.2983,0.5035,0.1451,0.0531,indiana,22735
99,0.3397,0.4585,0.1389,0.0629,indiana,21878
100,0.2647,0.4396,0.1678,0.1279,indiana,24782
1,0.1872,0.4605,0.2022,0.1502,iowa,31017
2,0.225,0.472,0.197,0.106,iowa,29804
3,0.1582,0.5035,0.2122,0.1261,iowa,30697
4,0.1968,0.3976,0.2517,0.1538,iowa,27447
5,0.1508,0.4346,0.2757,0.1389,iowa,34941
6,0.145,0.453,0.24,0.162,iowa,30928
7,0.1928,0.4805,0.2118,0.1149,iowa,29121
8,0.204,0.485,0.203,0.108,iowa,31046
9,0.2445,0.3982,0.2305,0.1267,iowa,24168
10,0.2122,0.4484,0.2322,0.1071,iowa,29865
11,0.228,0.516,0.157,0.099,iowa,27067
12,0.2138,0.4446,0.2148,0.1269,iowa,30532
13,0.2587,0.4615,0.1808,0.0989,iowa,26146
14,0.2753,0.4865,0.1431,0.0951,iowa,25258
15,0.2513,0.5055,0.1732,0.0701,iowa,27773
16,0.2038,0.4695,0.2188,0.1079,iowa,30544
17,0.2136,0.4611,0.1896,0.1357,iowa,30092
18,0.1998,0.4815,0.1988,0.1199,iowa,30304
19,0.092,0.302,0.272,0.334,iowa,45726
20,0.187,0.498,0.208,0.107,iowa,29290
21,0.2248,0.4915,0.1788,0.1049,iowa,28269
22,0.124,0.369,0.293,0.214,iowa,40170
23,0.194,0.412,0.241,0.153,iowa,31847
24,0.212,0.471,0.188,0.129,iowa,28921
25,0.1281,0.3784,0.2883,0.2052,iowa,39155
26,0.1479,0.3766,0.2897,0.1858,iowa,33440
27,0.248,0.456,0.203,0.093,iowa,26376
28,0.165,0.443,0.273,0.119,iowa,32488
29,0.1602,0.4995,0.2342,0.1061,iowa,30557
30,0.1031,0.3854,0.3073,0.2042,iowa,40794
31,0.1938,0.4256,0.2527,0.1279,iowa,31832
32,0.291,0.485,0.171,0.053,iowa,24922
33,0.219,0.447,0.228,0.106,iowa,29295
34,0.183,0.531,0.197,0.089,iowa,30092
35,0.3267,0.4585,0.1618,0.0529,iowa,20970
36,0.1349,0.4146,0.2727,0.1778,iowa,35463
37,0.1028,0.3343,0.2804,0.2824,iowa,41483
38,0.1299,0.3357,0.2488,0.2857,iowa,36565
39,0.083,0.249,0.302,0.366,iowa,51412
40,0.1091,0.3584,0.2392,0.2933,iowa,42175
41,0.1471,0.3914,0.2082,0.2533,iowa,31614
42,0.1101,0.3714,0.2553,0.2633,iowa,41113
43,0.123,0.325,0.277,0.275,iowa,41200
44,0.0701,0.2963,0.2893,0.3443,iowa,48965
45,0.215,0.387,0.221,0.177,iowa,19622
46,0.1508,0.3257,0.2767,0.2468,iowa,7480
47,0.1898,0.4655,0.2228,0.1219,iowa,30093
48,0.129,0.483,0.246,0.142,iowa,34694
49,0.1449,0.4436,0.2797,0.1319,iowa,35268
50,0.1756,0.4471,0.2445,0.1327,iowa,32220
51,0.2142,0.4925,0.1872,0.1061,iowa,30028
52,0.1962,0.4835,0.2062,0.1141,iowa,30376
53,0.1882,0.4474,0.2523,0.1121,iowa,27593
54,0.2058,0.4775,0.2058,0.1109,iowa,30463
55,0.188,0.465,0.224,0.123,iowa,26443
56,0.2408,0.4515,0.2068,0.1009,iowa,28784
57,0.145,0.394,0.273,0.188,iowa,34563
58,0.174,0.495,0.215,0.116,iowa,31277
59,0.1552,0.4224,0.2412,0.1812,iowa,20260
60,0.135,0.417,0.231,0.217,iowa,33643
61,0.1954,0.5301,0.1894,0.0852,iowa,30327
62,0.2703,0.5085,0.1742,0.047,iowa,25391
63,0.1568,0.3906,0.2757,0.1768,iowa,32088
64,0.2092,0.4585,0.2092,0.1231,iowa,30433
65,0.1413,0.4349,0.2425,0.1814,iowa,30030
66,0.1668,0.3886,0.2358,0.2088,iowa,36871
67,0.0989,0.3437,0.2498,0.3077,iowa,40090
68,0.1431,0.3413,0.2753,0.2402,iowa,38681
69,0.2018,0.4086,0.2278,0.1618,iowa,30618
70,0.1461,0.4715,0.2462,0.1361,iowa,34123
71,0.215,0.492,0.187,0.106,iowa,28142
72,0.1898,0.4685,0.2188,0.1229,iowa,31573
73,0.1502,0.3984,0.2763,0.1752,iowa,36240
74,0.1269,0.3157,0.2408,0.3167,iowa,37958
75,0.182,0.439,0.228,0.151,iowa,32477
76,0.209,0.437,0.216,0.138,iowa,28750
77,0.1439,0.3866,0.2797,0.1898,iowa,40583
78,0.212,0.454,0.23,0.104,iowa,30835
79,0.1632,0.4615,0.2452,0.1301,iowa,27854
80,0.2068,0.4565,0.2248,0.1119,iowa,31257
81,0.2136,0.52,0.1687,0.0978,iowa,26553
82,0.227,0.456,0.193,0.124,iowa,26599
83,0.2362,0.4384,0.2362,0.0891,iowa,26972
84,0.193,0.486,0.214,0.107,iowa,30193
85,0.1712,0.3163,0.2492,0.2633,iowa,14013
86,0.2352,0.4254,0.2092,0.1301,iowa,20021
87,0.2573,0.4484,0.1892,0.1051,iowa,24884
88,0.1872,0.4525,0.2432,0.1171,iowa,31446
89,0.1652,0.4334,0.2683,0.1331,iowa,31657
90,0.2515,0.4721,0.1846,0.0918,iowa,26104
91,0.1894,0.4569,0.2054,0.1483,iowa,30892
92,0.1888,0.3616,0.2517,0.1978,iowa,35711
93,0.1568,0.3516,0.2607,0.2308,iowa,32231
94,0.098,0.291,0.229,0.382,iowa,42563
95,0.13,0.389,0.274,0.207,iowa,35608
96,0.1702,0.4635,0.2593,0.1071,iowa,31386
97,0.1463,0.3727,0.2605,0.2204,iowa,35218
98,0.2144,0.4058,0.2265,0.1533,iowa,28289
99,0.202,0.427,0.233,0.138,iowa,28265
100,0.2318,0.4705,0.1888,0.1089,iowa,24511
1,0.2917,0.4695,0.1578,0.0809,kansas,25881
2,0.2468,0.4865,0.1858,0.0809,kansas,27939
3,0.3253,0.4022,0.1527,0.1198,kansas,18323
4,0.264,0.445,0.177,0.114,kansas,28477
5,0.2152,0.4284,0.2352,0.1211,kansas,27839
6,0.1493,0.3788,0.2505,0.2214,kansas,37976
7,0.2633,0.4775,0.1672,0.0921,kansas,26712
8,0.0699,0.1748,0.1698,0.5854,kansas,59870
9,0.235,0.513,0.157,0.095,kansas,25575
10,0.2102,0.3654,0.2482,0.1762,kansas,23500
11,0.2408,0.4825,0.1758,0.1009,kansas,24885
12,0.231,0.452,0.206,0.111,kansas,27910
13,0.289,0.445,0.166,0.1,kansas,24858
14,0.117,0.27,0.237,0.376,kansas,44938
15,0.195,0.402,0.211,0.192,kansas,31137
16,0.0929,0.3327,0.2797,0.2947,kansas,41379
17,0.106,0.273,0.26,0.361,kansas,41742
18,0.1379,0.3946,0.2537,0.2138,kansas,37331
19,0.073,0.261,0.193,0.473,kansas,46744
20,0.06,0.23,0.222,0.488,kansas,52403
21,0.065,0.303,0.303,0.329,kansas,46604
22,0.1902,0.4665,0.2292,0.1141,kansas,31234
23,0.1782,0.4394,0.2032,0.1792,kansas,31137
24,0.153,0.476,0.237,0.134,kansas,33753
25,0.092,0.31,0.29,0.308,kansas,45622
26,0.0991,0.3674,0.2412,0.2923,kansas,41905
27,0.0631,0.1752,0.2202,0.5415,kansas,60580
28,0.079,0.176,0.184,0.561,kansas,56433
29,0.0929,0.3836,0.2537,0.2697,kansas,38994
30,0.1281,0.4054,0.2252,0.2412,kansas,36377
31,0.3077,0.4755,0.1678,0.049,kansas,26031
32,0.4391,0.4411,0.0739,0.0459,kansas,21521
33,0.148,0.487,0.268,0.097,kansas,32408
34,0.392,0.438,0.137,0.033,kansas,20475
35,0.3177,0.5025,0.1309,0.049,kansas,22255
36,0.117,0.384,0.291,0.208,kansas,37092
37,0.3057,0.4735,0.1698,0.0509,kansas,24725
38,0.1299,0.3506,0.2218,0.2977,kansas,36573
39,0.083,0.218,0.267,0.432,kansas,52037
40,0.1844,0.3597,0.2094,0.2465,kansas,31426
41,0.2288,0.3956,0.1908,0.1848,kansas,29201
42,0.1231,0.4144,0.2513,0.2112,kansas,35590
43,0.1289,0.4006,0.2897,0.1808,kansas,37926
44,0.154,0.385,0.221,0.24,kansas,25633
45,0.13,0.338,0.246,0.286,kansas,40459
46,0.289,0.482,0.142,0.087,kansas,10950
47,0.1543,0.4228,0.2896,0.1333,kansas,33427
48,0.059,0.208,0.202,0.531,kansas,54070
49,0.18,0.322,0.212,0.286,kansas,33949
50,0.108,0.395,0.305,0.192,kansas,40673
51,0.174,0.403,0.265,0.158,kansas,35005
52,0.084,0.345,0.292,0.279,kansas,41584
53,0.1988,0.4745,0.1938,0.1329,kansas,32080
54,0.1379,0.4136,0.2847,0.1638,kansas,34708
55,0.2332,0.4735,0.2082,0.0851,kansas,25959
56,0.1752,0.4575,0.2202,0.1471,kansas,31911
57,0.3073,0.4304,0.1772,0.0851,kansas,24371
58,0.322,0.495,0.123,0.06,kansas,23906
59,0.213,0.461,0.208,0.118,kansas,30594
60,0.285,0.491,0.137,0.087,kansas,22739
61,0.18,0.463,0.223,0.134,kansas,31036
62,0.2388,0.4625,0.1988,0.0999,kansas,28050
63,0.2362,0.4394,0.2182,0.1061,kansas,24105
64,0.3453,0.4865,0.1081,0.0601,kansas,25682
65,0.3107,0.5035,0.1179,0.0679,kansas,25607
66,0.2833,0.4705,0.1502,0.0961,kansas,11284
67,0.1309,0.4336,0.2368,0.1988,kansas,33091
68,0.2378,0.4795,0.1938,0.0889,kansas,29454
69,0.25,0.514,0.175,0.061,kansas,26402
70,0.1958,0.4675,0.2328,0.1039,kansas,29494
71,0.2212,0.4645,0.1712,0.1431,kansas,30541
72,0.2315,0.4248,0.2114,0.1323,kansas,29490
73,0.1938,0.4016,0.2597,0.1449,kansas,30891
74,0.198,0.391,0.26,0.151,kansas,29334
75,0.217,0.376,0.222,0.185,kansas,28576
76,0.212,0.437,0.194,0.157,kansas,28613
77,0.167,0.381,0.257,0.195,kansas,33831
78,0.094,0.345,0.262,0.299,kansas,41171
79,0.2224,0.4399,0.2104,0.1273,kansas,27497
80,0.244,0.422,0.199,0.135,kansas,25086
81,0.222,0.399,0.209,0.17,kansas,30643
82,0.139,0.361,0.274,0.226,kansas,37880
83,0.281,0.465,0.156,0.098,kansas,25579
84,0.266,0.419,0.175,0.14,kansas,22523
85,0.113,0.305,0.252,0.33,kansas,41540
86,0.302,0.474,0.181,0.043,kansas,23849
87,0.2222,0.2583,0.2072,0.3123,kansas,30814
88,0.29,0.418,0.198,0.094,kansas,26609
89,0.2,0.387,0.243,0.17,kansas,25890
90,0.1039,0.3846,0.2917,0.2198,kansas,37338
91,0.131,0.402,0.255,0.212,kansas,37548
92,0.2325,0.4299,0.2305,0.1072,kansas,29924
93,0.1241,0.4114,0.2583,0.2062,kansas,35258
94,0.0989,0.3247,0.3127,0.2637,kansas,41651
95,0.2715,0.515,0.1547,0.0589,kansas,24934
96,0.293,0.466,0.19,0.051,kansas,25925
97,0.2012,0.4244,0.2613,0.1131,kansas,32137
98,0.291,0.427,0.208,0.074,kansas,25966
99,0.1031,0.2723,0.2282,0.3964,kansas,45069
100,0.1433,0.3467,0.2826,0.2275,kansas,38760
101,0.1469,0.3387,0.2697,0.2448,kansas,37190
102,0.3257,0.5125,0.1309,0.031,kansas,23726
103,0.356,0.459,0.151,0.034,kansas,21987
104,0.162,0.435,0.237,0.166,kansas,32041
105,0.1932,0.4705,0.2322,0.1041,kansas,28745
106,0.2458,0.4775,0.1798,0.0969,kansas,27822
107,0.223,0.477,0.189,0.111,kansas,27713
108,0.2052,0.4745,0.1872,0.1331,kansas,28807
109,0.2777,0.4236,0.1748,0.1239,kansas,26314
110,0.2318,0.4835,0.1748,0.1099,kansas,27474
111,0.232,0.449,0.179,0.14,kansas,24497
112,0.241,0.456,0.203,0.1,kansas,27378
113,0.239,0.437,0.191,0.133,kansas,27605
114,0.2318,0.4715,0.1778,0.1189,kansas,26828
115,0.2188,0.4795,0.2008,0.1009,kansas,28873
116,0.2282,0.4184,0.2202,0.1331,kansas,29406
117,0.2288,0.4745,0.1768,0.1199,kansas,30078
118,0.229,0.465,0.185,0.121,kansas,31320
119,0.2458,0.5285,0.1429,0.0829,kansas,27090
120,0.2613,0.4324,0.1832,0.1231,kansas,27664
121,0.104,0.294,0.232,0.37,kansas,40320
122,0.245,0.457,0.203,0.095,kansas,28055
123,0.237,0.515,0.139,0.109,kansas,28004
124,0.2238,0.4575,0.1858,0.1329,kansas,29813
125,0.2418,0.4815,0.1538,0.1229,kansas,26897
1,0.253,0.355,0.208,0.184,kentucky,27055
2,0.2425,0.4301,0.2176,0.1098,kentucky,26785
3,0.279,0.389,0.18,0.152,kentucky,26295
4,0.248,0.406,0.205,0.141,kentucky,29669
5,0.2442,0.4234,0.2072,0.1251,kentucky,21343
6,0.2703,0.3844,0.1802,0.1652,kentucky,28287
7,0.2428,0.3796,0.1838,0.1938,kentucky,28530
8,0.356,0.443,0.14,0.061,kentucky,24461
9,0.2555,0.4471,0.1886,0.1088,kentucky,27841
10,0.2312,0.3954,0.2232,0.1502,kentucky,26524
11,0.2358,0.3936,0.2318,0.1389,kentucky,27186
12,0.252,0.379,0.239,0.13,kentucky,29654
13,0.255,0.446,0.182,0.117,kentucky,24969
14,0.2362,0.4204,0.2162,0.1271,kentucky,27962
15,0.3057,0.3986,0.1888,0.1069,kentucky,25246
16,0.265,0.462,0.203,0.07,kentucky,26584
17,0.1952,0.3724,0.2442,0.1882,kentucky,31317
18,0.2278,0.4176,0.2448,0.1099,kentucky,28692
19,0.273,0.455,0.167,0.105,kentucky,24974
20,0.3047,0.4156,0.1738,0.1059,kentucky,16555
21,0.2987,0.4685,0.1568,0.0759,kentucky,25132
22,0.2764,0.4202,0.1996,0.1038,kentucky,26666
23,0.3013,0.4404,0.1792,0.0791,kentucky,25114
24,0.3153,0.4344,0.1772,0.0731,kentucky,24173
25,0.208,0.415,0.215,0.162,kentucky,28869
26,0.193,0.429,0.237,0.141,kentucky,31819
27,0.2613,0.4174,0.2272,0.0941,kentucky,26596
28,0.212,0.48,0.194,0.114,kentucky,30063
29,0.1269,0.3606,0.2737,0.2388,kentucky,39564
30,0.2645,0.4399,0.1954,0.1002,kentucky,26988
31,0.1423,0.3778,0.2996,0.1804,kentucky,35696
32,0.125,0.323,0.253,0.299,kentucky,40773
33,0.097,0.343,0.257,0.303,kentucky,40067
34,0.1331,0.2883,0.2613,0.3173,kentucky,40701
35,0.1982,0.4835,0.2032,0.1151,kentucky,30139
36,0.0871,0.2843,0.2272,0.4014,kentucky,45787
37,0.269,0.472,0.174,0.085,kentucky,26293
38,0.2488,0.4655,0.2038,0.0819,kentucky,27157
39,0.2255,0.4279,0.1954,0.1513,kentucky,27194
40,0.279,0.464,0.183,0.074,kentucky,19308
41,0.261,0.416,0.183,0.14,kentucky,24293
42,0.286,0.457,0.156,0.101,kentucky,23684
43,0.278,0.365,0.171,0.186,kentucky,22217
44,0.205,0.492,0.218,0.085,kentucky,29902
45,0.123,0.303,0.259,0.315,kentucky,41162
46,0.2342,0.4464,0.2142,0.1051,kentucky,28332
47,0.2248,0.4206,0.2168,0.1379,kentucky,28194
48,0.108,0.262,0.233,0.397,kentucky,44252
49,0.1998,0.4266,0.2428,0.1309,kentucky,30244
50,0.2102,0.4695,0.2252,0.0951,kentucky,30095
51,0.3427,0.4286,0.1528,0.0759,kentucky,21501
52,0.3794,0.4064,0.1341,0.0801,kentucky,21291
53,0.172,0.429,0.249,0.15,kentucky,32715
54,0.3216,0.3968,0.1824,0.0992,kentucky,22522
55,0.238,0.402,0.192,0.168,kentucky,26360
56,0.222,0.394,0.219,0.165,kentucky,28464
57,0.199,0.503,0.204,0.094,kentucky,29745
58,0.213,0.402,0.2,0.185,kentucky,29400
59,0.1381,0.2773,0.2282,0.3564,kentucky,37503
60,0.151,0.301,0.243,0.305,kentucky,39590
61,0.1982,0.3854,0.2202,0.1962,kentucky,32351
62,0.202,0.389,0.237,0.172,kentucky,31395
63,0.138,0.386,0.214,0.262,kentucky,35136
64,0.129,0.396,0.27,0.205,kentucky,36532
65,0.2368,0.4515,0.1878,0.1239,kentucky,25929
66,0.121,0.354,0.26,0.265,kentucky,40039
67,0.229,0.418,0.227,0.126,kentucky,28103
68,0.111,0.381,0.254,0.254,kentucky,38790
69,0.212,0.463,0.203,0.122,kentucky,30769
70,0.2893,0.3794,0.2052,0.1261,kentucky,26457
71,0.2513,0.4094,0.2042,0.1351,kentucky,28241
72,0.252,0.431,0.211,0.106,kentucky,26677
73,0.2222,0.4134,0.2202,0.1441,kentucky,29977
74,0.255,0.477,0.179,0.089,kentucky,26285
75,0.286,0.35,0.181,0.183,kentucky,11197
76,0.244,0.402,0.205,0.149,kentucky,28223
77,0.33,0.402,0.171,0.097,kentucky,22564
78,0.2315,0.4439,0.2054,0.1192,kentucky,26995
79,0.199,0.435,0.212,0.154,kentucky,28853
80,0.3,0.451,0.156,0.093,kentucky,23769
81,0.276,0.395,0.195,0.134,kentucky,16662
82,0.34,0.436,0.148,0.076,kentucky,20969
83,0.337,0.429,0.145,0.089,kentucky,24594
84,0.303,0.384,0.2,0.113,kentucky,24413
85,0.251,0.485,0.165,0.099,kentucky,25959
86,0.305,0.466,0.152,0.077,kentucky,25029
87,0.326,0.442,0.171,0.061,kentucky,21098
88,0.104,0.334,0.242,0.32,kentucky,42443
89,0.243,0.44,0.227,0.09,kentucky,27517
90,0.3526,0.3746,0.2028,0.0699,kentucky,22971
91,0.3107,0.4286,0.1958,0.0649,kentucky,21703
92,0.293,0.397,0.234,0.076,kentucky,24478
93,0.321,0.347,0.208,0.124,kentucky,26286
94,0.3143,0.3383,0.2022,0.1451,kentucky,24486
95,0.307,0.382,0.193,0.118,kentucky,23907
96,0.292,0.421,0.173,0.114,kentucky,25230
97,0.2827,0.4206,0.2028,0.0939,kentucky,26812
98,0.22,0.368,0.242,0.17,kentucky,28690
99,0.3123,0.4124,0.1732,0.1021,kentucky,22260
100,0.2507,0.3457,0.2398,0.1638,kentucky,27039
1,0.1311,0.3684,0.2543,0.2462,maine,34405
2,0.1329,0.3217,0.2468,0.2987,maine,36614
3,0.0958,0.2275,0.2196,0.4571,maine,41461
4,0.0999,0.3407,0.2408,0.3187,maine,37726
5,0.1782,0.4004,0.2122,0.2092,maine,32558
6,0.114,0.41,0.256,0.22,maine,33527
7,0.1642,0.2963,0.2753,0.2643,maine,27097
8,0.158,0.277,0.239,0.326,maine,35649
9,0.151,0.263,0.263,0.323,maine,31032
10,0.149,0.399,0.277,0.175,maine,34682
11,0.1379,0.5285,0.2248,0.1089,maine,30411
12,0.2448,0.5335,0.1788,0.043,maine,23471
13,0.145,0.426,0.208,0.221,maine,28471
14,0.1522,0.4384,0.2753,0.1341,maine,29080
15,0.1239,0.3966,0.2767,0.2028,maine,32283
16,0.102,0.461,0.269,0.168,maine,36367
17,0.1291,0.4735,0.2723,0.1251,maine,33412
18,0.263,0.497,0.144,0.096,maine,22663
19,0.1952,0.4895,0.1822,0.1331,maine,29447
20,0.186,0.39,0.288,0.136,maine,29500
21,0.157,0.482,0.255,0.106,maine,30391
22,0.134,0.482,0.28,0.104,maine,33415
23,0.162,0.411,0.282,0.145,maine,31528
24,0.0939,0.4635,0.2687,0.1738,maine,37473
25,0.1421,0.4184,0.2673,0.1722,maine,34713
26,0.098,0.379,0.226,0.297,maine,31518
27,0.1111,0.3453,0.2533,0.2903,maine,32198
28,0.0992,0.3066,0.2756,0.3186,maine,42573
29,0.083,0.346,0.207,0.364,maine,40132
30,0.0891,0.1471,0.3033,0.4605,maine,51983
31,0.1011,0.3724,0.2643,0.2623,maine,36540
32,0.1389,0.3447,0.2647,0.2517,maine,33218
33,0.145,0.418,0.302,0.135,maine,30310
34,0.118,0.532,0.293,0.057,maine,31552
35,0.116,0.463,0.265,0.156,maine,33054
36,0.229,0.386,0.295,0.09,maine,29232
37,0.1457,0.3743,0.2715,0.2086,maine,35635
38,0.2697,0.4236,0.1518,0.1548,maine,26609
39,0.214,0.413,0.21,0.163,maine,27210
40,0.3367,0.4505,0.1189,0.0939,maine,22607
41,0.1499,0.4396,0.2118,0.1988,maine,33855
42,0.178,0.372,0.244,0.206,maine,33008
43,0.1089,0.2647,0.2348,0.3916,maine,41142
44,0.05,0.278,0.214,0.458,maine,47071
45,0.053,0.246,0.288,0.413,maine,50196
46,0.1121,0.3353,0.2593,0.2933,maine,40433
47,0.0651,0.3493,0.1742,0.4114,maine,36091
48,0.156,0.315,0.235,0.294,maine,32185
49,0.165,0.373,0.269,0.193,maine,31223
50,0.1001,0.3263,0.3123,0.2613,maine,20005
51,0.1812,0.3924,0.2222,0.2042,maine,31410
52,0.198,0.403,0.315,0.084,maine,26000
53,0.156,0.416,0.266,0.162,maine,33449
54,0.142,0.391,0.251,0.216,maine,33540
55,0.155,0.436,0.252,0.157,maine,30460
56,0.1678,0.5385,0.2018,0.0919,maine,31089
57,0.11,0.568,0.235,0.087,maine,32301
58,0.1772,0.4725,0.2352,0.1151,maine,33525
59,0.1702,0.4575,0.2533,0.1191,maine,26424
60,0.305,0.523,0.097,0.075,maine,19497
61,0.205,0.557,0.176,0.062,maine,25362
62,0.319,0.3799,0.2154,0.0857,maine,20100
63,0.145,0.485,0.225,0.145,maine,35610
64,0.164,0.462,0.243,0.131,maine,34446
65,0.125,0.451,0.301,0.123,maine,35529
66,0.1658,0.3716,0.2967,0.1658,maine,30677
67,0.187,0.461,0.229,0.123,maine,30911
68,0.1081,0.4735,0.2823,0.1361,maine,31719
69,0.2092,0.5265,0.1642,0.1001,maine,28407
70,0.2372,0.4955,0.1672,0.1001,maine,23877
71,0.259,0.483,0.178,0.08,maine,24613
72,0.19,0.499,0.229,0.082,maine,28770
73,0.2362,0.4414,0.2262,0.0961,maine,24227
74,0.1928,0.4505,0.2587,0.0979,maine,26711
75,0.1309,0.4196,0.2777,0.1718,maine,32536
76,0.137,0.408,0.271,0.184,maine,32304
77,0.194,0.399,0.241,0.166,maine,29286
78,0.187,0.463,0.23,0.12,maine,30927
79,0.2452,0.4835,0.1742,0.0971,maine,29056
80,0.1908,0.4685,0.2178,0.1229,maine,29715
81,0.205,0.371,0.26,0.164,maine,32618
82,0.155,0.389,0.296,0.16,maine,35797
83,0.1758,0.4456,0.2527,0.1259,maine,29505
84,0.135,0.463,0.227,0.175,maine,37095
85,0.1948,0.4486,0.2577,0.0989,maine,28530
86,0.257,0.421,0.195,0.127,maine,26157
87,0.2593,0.4034,0.2072,0.1301,maine,25956
88,0.2172,0.4835,0.2092,0.0901,maine,28244
89,0.2154,0.4168,0.2204,0.1473,maine,28213
90,0.132,0.484,0.219,0.165,maine,27480
91,0.2392,0.5035,0.1542,0.1031,maine,25928
92,0.165,0.543,0.178,0.114,maine,25301
93,0.207,0.511,0.162,0.12,maine,26422
94,0.1371,0.3644,0.2513,0.2472,maine,31115
95,0.191,0.501,0.209,0.099,maine,26790
96,0.1934,0.476,0.2295,0.1012,maine,27963
97,0.261,0.415,0.18,0.144,maine,25115
98,0.1728,0.4246,0.2847,0.1179,maine,29368
99,0.2328,0.5105,0.1948,0.0619,maine,21487
100,0.1922,0.4755,0.2032,0.1291,maine,27254
101,0.0911,0.3924,0.2492,0.2673,maine,38079
102,0.1698,0.5315,0.1948,0.1039,maine,32952
103,0.1261,0.4655,0.2923,0.1161,maine,31744
104,0.194,0.529,0.192,0.085,maine,26319
105,0.2715,0.4731,0.1936,0.0619,maine,25762
106,0.22,0.448,0.246,0.086,maine,26619
107,0.2567,0.4296,0.1868,0.1269,maine,23605
108,0.1419,0.5385,0.2398,0.0799,maine,27766
109,0.2098,0.4625,0.1868,0.1409,maine,26716
110,0.139,0.462,0.217,0.182,maine,13000
111,0.1922,0.4354,0.2623,0.1101,maine,26928
112,0.2603,0.4795,0.1942,0.0661,maine,24497
113,0.2924,0.4741,0.1437,0.0898,maine,16436
114,0.204,0.475,0.21,0.111,maine,26429
115,0.259,0.418,0.245,0.078,maine,21250
116,0.2102,0.4735,0.1852,0.1311,maine,25923
117,0.2438,0.4116,0.2378,0.1069,maine,25427
118,0.2,0.487,0.183,0.13,maine,25774
119,0.269,0.504,0.137,0.09,maine,25327
120,0.1768,0.4895,0.2308,0.1029,maine,26127
121,0.165,0.532,0.195,0.108,maine,30234
122,0.267,0.381,0.233,0.119,maine,21338
123,0.2817,0.3327,0.1449,0.2408,maine,6895
124,0.253,0.388,0.188,0.171,maine,25606
125,0.2707,0.3556,0.1868,0.1868,maine,22161
126,0.2425,0.502,0.1617,0.0938,maine,23597
127,0.182,0.46,0.237,0.121,maine,26027
128,0.129,0.499,0.255,0.117,maine,29899
129,0.1858,0.4336,0.2068,0.1738,maine,29770
130,0.175,0.382,0.301,0.142,maine,30511
131,0.206,0.452,0.221,0.121,maine,27309
132,0.1844,0.4158,0.2555,0.1443,maine,30075
133,0.163,0.5,0.161,0.176,maine,21878
134,0.181,0.421,0.238,0.16,maine,28044
135,0.1449,0.4246,0.2428,0.1878,maine,26987
136,0.2834,0.4631,0.1627,0.0908,maine,24135
137,0.1878,0.5594,0.1658,0.0869,maine,27385
138,0.2823,0.4414,0.1752,0.1011,maine,23179
139,0.2402,0.4885,0.1592,0.1121,maine,21175
140,0.2485,0.3982,0.2385,0.1148,maine,25544
141,0.2178,0.4805,0.1938,0.1079,maine,26624
142,0.211,0.501,0.192,0.096,maine,26135
143,0.2583,0.5265,0.1351,0.0801,maine,25073
144,0.2462,0.4865,0.1662,0.1011,maine,25835
145,0.2495,0.4539,0.2074,0.0892,maine,23822
146,0.207,0.506,0.195,0.092,maine,27748
147,0.2623,0.5225,0.1371,0.0781,maine,22201
148,0.1712,0.5445,0.1762,0.1081,maine,28545
149,0.2312,0.4705,0.1782,0.1201,maine,27369
150,0.2052,0.3844,0.3213,0.0891,maine,26468
151,0.2168,0.4795,0.2178,0.0859,maine,25665
1st barnstable,0.1169,0.3546,0.2757,0.2527,massachusetts,32182
2nd barnstable,0.164,0.352,0.262,0.222,massachusetts,32163
3rd barnstable,0.1141,0.3253,0.2753,0.2853,massachusetts,34771
4th barnstable,0.145,0.346,0.242,0.267,massachusetts,31054
"barnstable, dukes & nantucket",0.0861,0.3584,0.2583,0.2973,massachusetts,37937
1st berkshire,0.1469,0.3906,0.2677,0.1948,massachusetts,27299
2nd berkshire,0.1369,0.4116,0.2537,0.1978,massachusetts,31364
3rd berkshire,0.1461,0.4194,0.2523,0.1822,massachusetts,29605
