district,under 20,20 to 34,35 to 49,50 to 64,65 and over,median age,state
35,24.58,22.42,18.11,19.29,15.6,37.8,maine
36,22.9,24.99,14.98,19.96,17.17,37.3,maine
37,19.73,23.28,20.81,19.59,16.59,39.4,maine
38,14.27,37.76,23.58,12.79,11.61,33.8,maine
39,10.46,31.85,17.91,18.61,21.18,40.4,maine
40,13.43,43.16,21.45,11.39,10.56,31.8,maine
41,20.21,30.44,20.89,18.73,9.74,34.6,maine
42,17.43,23.44,21.31,17.5,20.32,38.0,maine
43,22.65,16.57,18.06,23.41,19.31,44.0,maine
44,25.89,10.91,19.11,25.09,19.0,46.1,maine
45,27.62,11.26,21.29,21.53,18.31,41.7,maine
46,24.89,11.76,21.9,26.42,15.03,45.3,maine
47,25.64,13.73,16.82,22.86,20.94,44.6,maine
48,23.35,10.78,21.18,23.53,21.16,47.0,maine
49,18.29,14.36,17.66,24.52,25.17,49.8,maine
50,25.18,22.81,16.5,16.51,18.98,36.7,maine
51,18.14,13.69,14.23,26.61,27.34,53.0,maine
52,22.38,17.66,19.64,17.95,22.36,43.1,maine
53,16.12,11.57,17.0,25.93,29.37,53.3,maine
54,21.05,17.48,16.35,22.06,23.05,45.4,maine
55,21.67,17.33,16.77,28.43,15.8,44.9,maine
56,25.44,20.8,20.97,20.49,12.31,36.6,maine
57,20.87,15.54,20.66,23.91,19.02,45.2,maine
58,19.27,18.96,18.09,23.93,19.75,45.8,maine
59,20.7,16.51,18.43,20.62,23.74,45.8,maine
60,21.78,31.34,12.42,19.74,14.73,31.9,maine
61,33.38,20.19,13.25,16.96,16.23,33.3,maine
62,23.06,23.93,18.39,17.0,17.61,37.2,maine
63,22.44,18.62,18.81,23.16,16.97,42.6,maine
64,28.5,12.62,20.1,19.11,19.68,42.2,maine
65,26.11,14.1,20.81,26.22,12.76,42.5,maine
66,19.61,17.48,15.25,26.48,21.17,48.5,maine
67,16.45,16.23,18.42,30.32,18.58,49.2,maine
68,19.19,16.53,20.12,22.07,22.09,46.5,maine
69,15.45,11.7,18.06,27.52,27.27,53.5,maine
70,23.55,15.89,15.12,25.99,19.46,45.7,maine
71,20.23,15.78,17.7,23.3,23.0,47.8,maine
72,23.79,17.76,17.63,21.8,19.01,41.2,maine
73,25.57,13.48,21.31,18.02,21.61,42.4,maine
74,25.89,15.88,23.26,19.93,15.04,39.3,maine
75,25.2,15.0,15.89,23.87,20.05,44.8,maine
76,21.86,11.89,17.0,23.23,26.01,49.4,maine
77,23.46,17.41,16.87,24.98,17.28,43.0,maine
78,23.81,15.87,16.38,24.52,19.42,44.6,maine
79,23.33,15.53,21.56,22.39,17.18,41.6,maine
80,19.27,17.17,17.73,25.98,19.85,47.5,maine
81,21.7,18.8,17.15,22.49,19.86,44.1,maine
82,21.87,15.12,18.97,27.51,16.53,45.5,maine
83,25.46,18.78,17.7,21.1,16.96,41.4,maine
84,21.58,19.32,19.65,18.71,20.75,42.4,maine
85,18.05,18.72,16.61,24.79,21.83,47.7,maine
86,19.71,22.25,15.67,18.0,24.37,44.5,maine
87,20.55,17.88,18.14,22.78,20.65,44.5,maine
88,23.73,14.64,18.79,20.55,22.29,45.7,maine
89,14.96,13.11,16.3,20.71,34.93,55.5,maine
90,18.41,13.7,14.35,23.2,30.34,53.4,maine
91,19.22,12.8,15.27,27.27,25.44,52.2,maine
92,15.17,12.53,14.34,24.58,33.39,56.1,maine
93,17.27,22.19,12.98,24.01,23.56,46.0,maine
94,22.47,9.21,18.66,19.79,29.88,49.8,maine
95,21.29,15.89,23.57,23.41,15.84,42.9,maine
96,19.58,12.39,20.47,24.87,22.68,48.1,maine
97,16.71,16.33,14.09,21.85,31.02,53.6,maine
98,21.2,15.09,22.45,24.24,17.03,44.2,maine
99,27.84,19.02,16.42,21.37,15.35,38.5,maine
100,21.74,11.93,19.79,25.7,20.84,47.3,maine
101,24.97,13.91,22.95,21.68,16.49,42.7,maine
102,21.51,20.83,16.37,26.97,14.33,40.0,maine
103,23.13,17.87,20.96,20.22,17.82,41.9,maine
104,20.03,15.11,17.26,28.25,19.35,48.5,maine
105,26.57,13.85,18.86,22.32,18.4,43.6,maine
106,21.47,12.94,21.87,23.56,20.17,46.9,maine
107,20.56,20.88,14.06,19.6,24.9,45.5,maine
108,17.52,13.9,18.15,31.05,19.39,50.5,maine
109,20.46,16.73,19.27,21.69,21.86,44.4,maine
110,28.16,26.09,14.25,18.93,12.58,31.0,maine
111,14.7,19.69,17.76,26.63,21.21,48.9,maine
112,20.05,12.68,18.09,25.14,24.03,49.5,maine
113,19.19,22.43,12.78,20.4,25.2,44.7,maine
114,24.59,17.09,13.8,24.64,19.88,45.4,maine
115,15.86,12.97,16.71,32.01,22.45,52.1,maine
116,17.51,15.94,20.16,26.84,19.55,47.9,maine
117,17.67,10.74,18.3,26.67,26.62,52.8,maine
118,19.11,9.58,19.44,24.88,27.0,52.2,maine
119,17.33,11.53,14.35,28.87,27.92,54.4,maine
120,20.5,14.31,18.11,22.12,24.96,47.5,maine
121,19.39,17.49,19.49,25.49,18.13,46.4,maine
122,18.54,26.14,21.16,18.23,15.93,37.1,maine
123,34.57,42.4,5.09,7.33,10.62,21.6,maine
124,19.65,22.39,18.57,22.46,16.93,43.0,maine
125,22.96,27.25,13.43,19.05,17.31,34.9,maine
126,25.77,29.2,14.9,17.29,12.83,33.4,maine
127,14.37,27.43,16.37,19.7,22.13,43.9,maine
128,22.71,19.06,22.36,18.75,17.11,40.9,maine
129,22.56,15.64,19.13,23.66,19.0,44.8,maine
130,24.11,16.45,14.89,20.31,24.24,43.7,maine
131,16.21,11.87,17.68,28.69,25.55,52.4,maine
132,18.53,19.28,17.23,24.58,20.38,44.8,maine
133,20.18,13.57,17.0,21.74,27.51,49.2,maine
134,15.93,15.55,13.51,25.16,29.86,54.5,maine
135,16.53,16.57,18.3,25.82,22.78,48.9,maine
136,18.63,15.93,16.42,21.64,27.39,49.4,maine
137,19.76,15.97,20.41,23.5,20.36,45.9,maine
138,21.83,15.71,16.93,21.5,24.02,46.7,maine
139,20.39,15.02,15.95,22.71,25.93,49.0,maine
140,22.81,13.57,17.51,22.24,23.86,47.7,maine
141,19.89,12.27,13.87,30.55,23.43,51.9,maine
142,16.9,14.72,15.76,26.69,25.93,51.8,maine
143,17.5,13.23,14.34,25.4,29.53,54.1,maine
144,22.76,13.17,17.41,24.78,21.89,46.4,maine
145,23.47,14.29,16.81,23.25,22.17,46.6,maine
146,21.79,15.3,17.78,24.51,20.62,46.4,maine
147,20.11,19.46,17.35,20.29,22.78,43.2,maine
148,24.68,18.0,14.52,22.38,20.43,44.4,maine
149,17.86,13.11,12.8,28.93,27.29,53.3,maine
150,13.81,14.83,14.51,25.14,31.71,54.8,maine
151,19.2,13.74,20.72,19.83,26.52,47.4,maine
1st barnstable,14.72,13.16,13.28,24.9,33.94,56.3,massachusetts
2nd barnstable,19.28,16.85,17.27,21.68,24.92,47.4,massachusetts
3rd barnstable,17.85,15.45,13.08,24.49,29.12,52.5,massachusetts
4th barnstable,12.97,10.86,13.17,24.81,38.19,59.3,massachusetts
"barnstable, dukes & nantucket",17.56,15.76,16.24,23.65,26.8,50.3,massachusetts
1st berkshire,21.14,19.18,14.88,23.53,21.27,45.1,massachusetts
2nd berkshire,19.18,15.34,17.34,24.63,23.51,48.4,massachusetts
3rd berkshire,20.29,19.79,18.72,21.55,19.65,43.0,massachusetts
4th berkshire,18.99,13.11,15.38,24.24,28.27,52.0,massachusetts
1st bristol,25.71,18.54,18.79,21.16,15.79,39.9,massachusetts
2nd bristol,23.99,19.93,19.85,20.6,15.62,39.5,massachusetts
3rd bristol,23.65,20.2,17.9,23.58,14.66,39.7,massachusetts
4th bristol,20.54,15.7,20.15,27.04,16.57,46.1,massachusetts
5th bristol,21.82,16.73,19.19,21.51,20.75,44.7,massachusetts
6th bristol,21.24,22.06,20.07,20.14,16.49,39.3,massachusetts
7th bristol,25.2,19.19,18.6,20.04,16.96,39.2,massachusetts
8th bristol,19.54,19.37,17.42,24.11,19.55,45.9,massachusetts
9th bristol,23.51,20.57,17.19,18.47,20.26,40.3,massachusetts
10th bristol,21.31,16.15,16.78,24.34,21.42,46.1,massachusetts
11th bristol,24.18,21.45,19.36,18.44,16.57,38.5,massachusetts
12th bristol,23.21,18.59,19.35,23.56,15.29,41.7,massachusetts
13th bristol,26.32,22.78,18.54,17.89,14.47,35.8,massachusetts
14th bristol,23.11,20.06,19.29,22.85,14.69,40.9,massachusetts
1st essex,21.88,15.37,19.9,23.59,19.25,45.6,massachusetts
2nd essex,23.83,13.87,17.77,25.58,18.96,46.2,massachusetts
3rd essex,24.8,21.54,19.51,20.2,13.95,37.3,massachusetts
4th essex,24.73,15.21,16.68,23.54,19.84,44.4,massachusetts
5th essex,18.75,14.03,15.5,26.28,25.45,51.4,massachusetts
6th essex,22.87,20.99,17.82,20.66,17.65,40.6,massachusetts
7th essex,18.66,27.13,18.05,19.73,16.44,38.2,massachusetts
8th essex,23.29,12.59,20.31,23.94,19.87,46.0,massachusetts
9th essex,20.76,16.94,18.67,23.74,19.89,45.2,massachusetts
10th essex,27.78,24.4,21.91,16.33,9.57,33.4,massachusetts
11th essex,26.09,20.56,20.01,17.86,15.49,37.6,massachusetts
12th essex,20.56,18.38,15.58,22.59,22.88,46.3,massachusetts
13th essex,20.21,19.54,16.24,23.18,20.82,44.7,massachusetts
14th essex,25.42,23.94,18.84,18.02,13.79,35.4,massachusetts
15th essex,22.63,18.75,20.32,21.24,17.06,41.0,massachusetts
16th essex,30.2,25.2,17.38,16.89,10.33,31.6,massachusetts
17th essex,30.02,19.32,19.02,19.11,12.52,35.6,massachusetts
1st franklin,17.72,17.07,17.79,25.34,22.07,48.1,massachusetts
2nd franklin,22.19,16.64,19.92,23.35,17.9,44.5,massachusetts
1st hampden,22.94,16.66,18.81,23.56,18.03,43.4,massachusetts
2nd hampden,23.62,14.15,16.37,22.96,22.9,47.3,massachusetts
3rd hampden,19.74,16.77,17.24,25.26,21.0,47.4,massachusetts
4th hampden,24.6,21.18,16.95,19.81,17.46,39.3,massachusetts
5th hampden,25.07,23.77,18.14,17.95,15.07,35.8,massachusetts
6th hampden,23.94,23.39,19.74,18.31,14.62,36.8,massachusetts
7th hampden,21.09,18.76,17.74,23.31,19.1,44.0,massachusetts
8th hampden,22.05,20.74,17.76,21.38,18.07,40.6,massachusetts
9th hampden,27.06,20.84,18.76,18.32,15.02,36.8,massachusetts
10th hampden,30.55,23.63,18.58,16.07,11.17,31.3,massachusetts
11th hampden,28.05,26.26,17.25,16.32,12.12,31.4,massachusetts
12th hampden,25.63,17.67,17.0,21.77,17.93,40.5,massachusetts
18th essex,26.71,13.07,19.3,26.71,14.22,43.8,massachusetts
1st hampshire,20.99,21.09,16.71,21.35,19.85,42.4,massachusetts
2nd hampshire,18.44,20.15,16.58,22.5,22.33,45.8,massachusetts
3rd hampshire,30.64,40.58,9.11,10.26,9.42,21.6,massachusetts
1st middlesex,23.92,15.77,18.37,26.47,15.47,43.5,massachusetts
2nd middlesex,27.42,12.67,22.05,23.01,14.85,43.2,massachusetts
3rd middlesex,24.97,14.68,21.14,22.87,16.32,42.5,massachusetts
4th middlesex,22.48,20.4,21.44,21.19,14.49,39.9,massachusetts
5th middlesex,24.44,15.99,19.74,22.46,17.37,42.9,massachusetts
6th middlesex,20.08,22.56,18.16,20.08,19.12,40.3,massachusetts
7th middlesex,25.57,18.76,24.05,17.96,13.66,38.6,massachusetts
8th middlesex,28.48,13.34,21.92,22.89,13.38,41.4,massachusetts
9th middlesex,18.62,24.46,18.25,19.71,18.97,39.9,massachusetts
10th middlesex,22.76,32.52,18.33,14.95,11.43,32.6,massachusetts
11th middlesex,27.75,15.65,20.58,18.65,17.37,40.9,massachusetts
12th middlesex,27.3,15.52,17.6,20.13,19.46,42.0,massachusetts
13th middlesex,28.02,13.49,17.75,24.37,16.38,42.1,massachusetts
14th middlesex,25.37,12.78,19.85,23.75,18.26,44.4,massachusetts
15th middlesex,25.79,10.04,22.08,21.61,20.48,46.2,massachusetts
16th middlesex,24.04,25.6,18.59,17.95,13.82,35.2,massachusetts
17th middlesex,24.57,22.68,19.88,20.13,12.73,36.7,massachusetts
18th middlesex,25.76,29.87,16.99,17.34,10.04,31.8,massachusetts
19th middlesex,21.52,18.36,18.08,24.62,17.42,43.5,massachusetts
20th middlesex,25.15,15.26,19.68,23.74,16.17,43.0,massachusetts
21st middlesex,22.18,16.55,19.49,21.75,20.03,43.4,massachusetts
22nd middlesex,20.67,21.04,21.62,21.17,15.5,41.5,massachusetts
23rd middlesex,21.48,19.83,21.68,20.16,16.85,40.4,massachusetts
24th middlesex,24.05,20.06,20.9,19.35,15.64,38.7,massachusetts
25th middlesex,20.49,44.18,14.91,8.94,11.49,28.7,massachusetts
26th middlesex,13.36,43.42,19.74,13.66,9.81,32.2,massachusetts
27th middlesex,13.18,49.0,20.03,10.42,7.36,30.6,massachusetts
28th middlesex,23.97,25.89,21.48,17.36,11.3,35.1,massachusetts
29th middlesex,16.45,25.14,21.39,18.51,18.5,39.9,massachusetts
30th middlesex,24.35,19.03,19.04,20.96,16.62,39.4,massachusetts
31st middlesex,24.64,13.68,22.18,20.5,19.01,42.0,massachusetts
32nd middlesex,21.41,18.1,22.93,19.78,17.78,41.4,massachusetts
33rd middlesex,20.71,30.01,18.11,18.19,12.98,34.5,massachusetts
34th middlesex,17.18,40.02,16.95,14.9,10.95,31.4,massachusetts
35th middlesex,16.28,30.77,18.53,19.78,14.64,37.1,massachusetts
36th middlesex,24.44,17.5,19.36,23.3,15.4,41.3,massachusetts
37th middlesex,23.0,14.21,21.29,25.75,15.75,44.6,massachusetts
18th worcester,23.46,18.9,18.29,23.97,15.38,41.6,massachusetts
5th barnstable,21.37,14.66,15.76,26.76,21.45,48.9,massachusetts
1st norfolk,17.14,26.1,19.56,19.93,17.27,39.7,massachusetts
2nd norfolk,16.61,27.94,19.76,20.04,15.65,38.4,massachusetts
3rd norfolk,19.0,22.19,19.11,20.99,18.7,41.7,massachusetts
4th norfolk,19.47,20.21,19.06,23.33,17.92,43.7,massachusetts
5th norfolk,23.75,17.05,19.96,21.88,17.36,41.9,massachusetts
6th norfolk,22.19,17.29,19.59,22.77,18.16,43.2,massachusetts
7th norfolk,26.24,16.63,19.51,21.19,16.43,40.5,massachusetts
8th norfolk,25.39,12.04,20.67,23.71,18.19,44.0,massachusetts
9th norfolk,24.69,16.3,21.12,22.62,15.28,42.7,massachusetts
10th norfolk,26.66,16.56,19.32,23.91,13.55,40.9,massachusetts
11th norfolk,22.82,17.45,18.25,22.37,19.1,44.3,massachusetts
12th norfolk,24.1,19.73,18.93,20.96,16.28,39.2,massachusetts
13th norfolk,30.07,9.5,19.73,22.31,18.4,43.4,massachusetts
14th norfolk,33.1,13.7,16.89,19.69,16.62,39.6,massachusetts
15th norfolk,19.63,31.7,18.86,14.64,15.16,34.1,massachusetts
1st plymouth,17.99,15.76,16.89,23.9,25.45,49.5,massachusetts
2nd plymouth,19.9,16.14,16.82,24.93,22.21,47.7,massachusetts
3rd plymouth,23.5,11.24,18.09,25.48,21.69,48.3,massachusetts
4th plymouth,23.07,12.12,18.6,25.55,20.66,47.9,massachusetts
5th plymouth,28.54,16.61,19.82,20.47,14.56,38.8,massachusetts
6th plymouth,23.74,15.91,18.49,23.8,18.06,45.2,massachusetts
7th plymouth,25.12,17.56,21.72,21.26,14.33,40.2,massachusetts
8th plymouth,23.96,21.84,18.36,18.7,17.13,38.7,massachusetts
9th plymouth,30.13,23.48,18.11,17.6,10.68,32.7,massachusetts
10th plymouth,26.41,20.83,18.17,20.58,14.0,37.4,massachusetts
11th plymouth,26.55,16.98,19.79,19.47,17.21,40.5,massachusetts
12th plymouth,22.36,14.57,18.2,23.79,21.08,46.1,massachusetts
1st suffolk,21.1,32.4,21.51,16.82,8.17,33.4,massachusetts
2nd suffolk,24.2,26.1,22.92,15.61,11.17,34.9,massachusetts
3rd suffolk,13.3,39.27,18.08,15.12,14.22,33.7,massachusetts
4th suffolk,13.58,44.11,20.07,13.94,8.3,32.1,massachusetts
5th suffolk,28.34,25.27,19.96,15.94,10.48,32.6,massachusetts
6th suffolk,28.02,24.94,17.6,17.31,12.13,32.9,massachusetts
7th suffolk,32.62,37.55,10.96,11.77,7.11,22.4,massachusetts
8th suffolk,15.54,44.87,15.14,12.9,11.55,30.7,massachusetts
9th suffolk,20.01,40.2,14.55,14.34,10.9,30.4,massachusetts
10th suffolk,22.17,18.22,19.16,21.05,19.41,42.1,massachusetts
11th suffolk,20.13,28.4,20.09,18.48,12.89,35.7,massachusetts
12th suffolk,24.49,20.31,21.28,18.01,15.92,38.4,massachusetts
13th suffolk,18.38,30.7,21.17,17.16,12.59,35.3,massachusetts
14th suffolk,24.05,21.04,21.75,19.29,13.88,38.0,massachusetts
15th suffolk,16.76,38.54,15.41,15.32,13.96,32.3,massachusetts
16th suffolk,23.88,21.14,21.21,20.69,13.08,38.4,massachusetts
17th suffolk,8.5,60.19,13.58,8.88,8.84,28.5,massachusetts
18th suffolk,18.61,54.16,10.09,7.79,9.35,26.8,massachusetts
19th suffolk,20.08,20.69,22.7,20.43,16.1,40.8,massachusetts
1st worcester,26.37,13.81,19.6,23.6,16.62,43.9,massachusetts
2nd worcester,21.74,20.0,17.86,23.61,16.78,41.4,massachusetts
3rd worcester,25.88,23.55,17.96,19.54,13.07,35.4,massachusetts
4th worcester,22.35,20.1,18.27,22.04,17.25,41.5,massachusetts
5th worcester,21.8,16.5,17.43,25.53,18.74,45.4,massachusetts
6th worcester,24.93,19.2,17.82,22.47,15.59,40.9,massachusetts
7th worcester,23.28,16.48,20.87,21.57,17.8,42.4,massachusetts
8th worcester,23.45,17.92,19.85,23.4,15.37,41.2,massachusetts
9th worcester,24.94,17.03,20.61,21.76,15.67,41.8,massachusetts
10th worcester,25.02,17.52,20.74,20.41,16.32,41.0,massachusetts
11th worcester,26.89,15.56,20.74,21.91,14.92,40.3,massachusetts
12th worcester,21.11,19.65,19.2,23.21,16.82,42.4,massachusetts
13th worcester,24.32,23.47,16.67,17.7,17.84,37.0,massachusetts
14th worcester,23.9,24.18,17.95,18.86,15.11,36.8,massachusetts
15th worcester,21.52,28.32,18.32,18.37,13.48,35.1,massachusetts
16th worcester,25.97,27.72,17.66,18.28,10.37,32.6,massachusetts
17th worcester,23.95,24.12,18.89,19.76,13.27,36.4,massachusetts
1,30.63,22.16,17.46,17.84,11.91,32.9,michigan
2,26.01,17.22,18.09,21.63,17.05,40.7,michigan
3,25.79,25.23,18.44,16.85,13.69,34.2,michigan
4,26.66,28.03,16.4,17.03,11.89,31.6,michigan
5,32.11,20.03,18.73,17.27,11.86,33.2,michigan
6,22.47,25.84,17.51,19.8,14.38,36.3,michigan
7,26.25,19.3,16.59,20.25,17.62,39.0,michigan
8,27.04,19.66,18.4,18.62,16.29,38.2,michigan
9,32.68,23.42,16.94,15.86,11.1,30.1,michigan
10,26.02,19.13,19.44,20.33,15.09,39.3,michigan
11,26.96,20.8,17.78,20.11,14.36,36.9,michigan
12,24.14,23.3,17.94,20.07,14.55,37.5,michigan
13,23.19,19.76,18.9,21.07,17.08,40.6,michigan
14,24.86,20.77,18.36,20.27,15.75,38.0,michigan
15,31.23,22.06,17.54,15.85,13.32,32.5,michigan
16,23.98,20.83,18.29,20.58,16.32,39.3,michigan
17,24.21,18.62,19.12,21.76,16.29,41.0,michigan
18,21.01,20.6,18.8,21.82,17.77,41.1,michigan
19,20.22,18.51,16.17,24.16,20.94,45.7,michigan
20,22.25,16.27,19.95,22.27,19.27,44.4,michigan
21,25.34,16.45,21.97,21.52,14.72,41.4,michigan
22,23.38,21.21,18.71,20.79,15.9,39.8,michigan
23,23.5,14.71,18.19,23.11,20.5,46.0,michigan
24,22.58,20.2,18.71,21.15,17.36,40.9,michigan
25,21.69,20.49,19.32,21.19,17.3,41.5,michigan
26,17.44,29.41,19.68,19.24,14.23,36.8,michigan
27,19.61,26.98,20.59,19.34,13.48,37.0,michigan
28,24.51,22.45,18.45,19.5,15.09,37.0,michigan
29,24.92,26.23,18.3,17.92,12.62,34.2,michigan
30,22.1,19.75,17.18,21.42,19.55,42.5,michigan
31,21.94,20.28,17.32,21.86,18.59,41.5,michigan
32,24.56,17.97,18.92,23.91,14.63,41.5,michigan
33,27.81,15.66,21.25,21.58,13.69,39.9,michigan
34,28.18,20.68,17.06,20.9,13.17,36.1,michigan
35,21.4,18.65,17.91,21.1,20.95,44.2,michigan
36,21.95,15.81,19.58,23.23,19.44,45.2,michigan
37,19.68,21.2,18.11,20.98,20.03,42.3,michigan
38,26.4,16.92,21.38,21.35,13.95,39.7,michigan
39,24.17,16.86,19.06,22.56,17.34,42.2,michigan
40,24.95,11.72,17.69,22.33,23.32,46.9,michigan
41,22.16,18.83,19.25,22.27,17.5,42.1,michigan
42,22.02,15.79,18.39,24.98,18.82,45.6,michigan
43,23.27,18.24,18.67,22.6,17.22,42.2,michigan
44,24.17,15.19,19.34,24.55,16.75,43.6,michigan
45,25.01,15.63,20.94,21.15,17.28,41.6,michigan
46,26.98,15.7,20.82,22.28,14.21,41.1,michigan
47,25.24,17.36,18.7,23.16,15.54,41.4,michigan
48,23.11,18.76,17.6,21.09,19.44,42.0,michigan
49,25.43,20.68,17.38,19.43,17.08,38.3,michigan
50,23.81,17.71,18.97,21.25,18.25,42.3,michigan
51,23.7,14.28,19.83,23.26,18.92,44.7,michigan
52,25.14,13.89,19.07,22.92,18.97,44.2,michigan
53,23.23,40.64,13.13,11.69,11.31,26.5,michigan
54,26.54,28.42,17.86,16.29,10.88,31.6,michigan
55,21.95,27.01,18.66,18.03,14.36,35.7,michigan
56,23.59,16.21,17.87,23.28,19.05,43.7,michigan
57,24.18,18.12,18.72,20.45,18.53,41.4,michigan
58,25.1,17.18,17.16,21.61,18.96,41.7,michigan
59,25.58,17.28,16.98,21.21,18.95,41.5,michigan
60,24.39,35.2,15.26,13.53,11.62,28.0,michigan
61,25.91,21.06,18.72,17.79,16.53,37.4,michigan
62,26.72,19.68,17.94,19.48,16.19,38.0,michigan
63,23.89,17.74,17.5,21.73,19.14,42.9,michigan
64,26.56,18.53,16.91,20.52,17.48,39.7,michigan
65,21.61,18.48,19.2,22.95,17.76,43.2,michigan
66,25.33,16.98,18.22,21.72,17.75,41.0,michigan
67,23.95,21.73,19.45,20.26,14.61,37.9,michigan
68,25.03,27.58,17.12,17.13,13.14,33.0,michigan
69,27.4,33.87,12.88,12.83,13.03,24.8,michigan
70,23.68,20.11,18.88,20.15,17.18,40.0,michigan
71,22.81,19.51,17.8,20.98,18.91,41.0,michigan
72,28.26,22.46,17.99,18.56,12.72,34.4,michigan
73,27.28,14.54,21.28,21.39,15.52,40.8,michigan
74,25.27,21.38,17.44,20.25,15.67,37.6,michigan
75,27.7,33.98,17.56,13.02,7.73,29.1,michigan
76,23.78,26.87,14.81,17.35,17.19,34.5,michigan
77,27.63,23.25,19.01,18.57,11.54,34.4,michigan
78,22.66,17.17,17.21,22.71,20.25,44.1,michigan
79,25.13,17.11,18.14,20.29,19.33,41.5,michigan
80,25.4,17.27,17.99,21.38,17.96,41.1,michigan
81,22.14,16.09,17.31,24.5,19.96,46.0,michigan
82,22.94,16.52,18.0,24.46,18.08,44.2,michigan
83,24.0,17.1,17.23,21.5,20.19,42.6,michigan
84,22.0,15.72,16.66,23.4,22.22,46.6,michigan
85,23.62,16.81,17.89,22.76,18.92,43.3,michigan
86,26.77,15.31,22.24,21.14,14.54,40.0,michigan
87,25.46,17.25,18.37,21.57,17.35,40.4,michigan
88,30.32,24.25,16.75,15.37,13.31,31.5,michigan
89,24.81,16.82,16.94,22.68,18.75,42.3,michigan
90,29.06,22.53,18.82,16.22,13.37,33.6,michigan
91,24.47,18.2,17.33,22.48,17.53,41.1,michigan
92,26.32,19.93,18.7,18.71,16.34,37.7,michigan
93,24.51,17.57,19.13,21.59,17.2,41.4,michigan
94,21.14,18.12,17.12,21.75,21.86,45.1,michigan
95,27.87,20.93,16.44,18.89,15.86,36.1,michigan
96,22.35,18.08,16.72,22.23,20.63,43.9,michigan
97,21.6,14.54,15.49,23.9,24.46,48.6,michigan
98,23.97,18.37,18.91,20.54,18.22,41.1,michigan
99,24.8,27.87,15.13,18.0,14.19,32.3,michigan
100,23.83,15.87,16.34,22.85,21.11,44.7,michigan
101,19.89,14.73,15.43,23.58,26.37,49.9,michigan
102,24.84,19.79,15.99,20.49,18.9,40.2,michigan
103,20.41,14.19,15.36,24.5,25.55,50.0,michigan
104,22.45,17.89,17.85,21.99,19.82,43.0,michigan
105,20.78,14.46,15.2,24.35,25.21,49.7,michigan
106,18.39,13.23,14.94,25.13,28.31,52.6,michigan
107,20.34,18.84,17.16,21.65,22.0,44.8,michigan
108,21.29,14.88,16.24,23.79,23.81,47.8,michigan
109,20.89,21.69,16.39,20.92,20.11,41.3,michigan
110,21.5,19.01,14.82,20.96,23.72,44.8,michigan
1a,24.93,16.93,16.73,21.57,19.84,41.7,minnesota
1b,26.95,17.03,17.45,20.42,18.14,39.5,minnesota
2a,27.23,15.6,16.18,21.27,19.71,42.0,minnesota
2b,27.63,14.9,15.34,21.09,21.04,42.1,minnesota
3a,17.31,13.07,14.41,26.31,28.9,54.3,minnesota
3b,24.05,18.55,17.52,21.06,18.83,40.6,minnesota
4a,29.39,27.46,16.97,14.46,11.72,30.9,minnesota
4b,26.63,15.82,18.5,20.11,18.94,40.5,minnesota
5a,26.45,20.61,15.01,18.36,19.58,37.6,minnesota
5b,22.0,14.17,16.48,21.99,25.37,47.8,minnesota
6a,23.78,13.8,16.06,23.23,23.12,47.0,minnesota
6b,20.19,15.8,17.9,24.58,21.52,47.4,minnesota
7a,25.6,31.28,14.22,15.51,13.39,30.2,minnesota
7b,21.66,24.31,18.77,18.53,16.74,37.6,minnesota
8a,23.11,15.19,14.52,23.28,23.9,47.1,minnesota
8b,23.21,15.74,16.12,21.15,23.78,45.2,minnesota
9a,26.04,15.22,16.57,22.04,20.13,43.1,minnesota
9b,25.46,15.75,16.67,21.82,20.3,42.6,minnesota
10a,23.99,17.18,16.94,20.72,21.17,42.0,minnesota
10b,20.72,12.83,14.53,23.89,28.03,51.9,minnesota
11a,24.22,16.68,19.47,21.57,18.06,42.1,minnesota
11b,22.64,15.59,18.45,23.02,20.29,44.5,minnesota
12a,24.4,17.42,15.88,20.5,21.8,42.5,minnesota
12b,26.74,17.06,16.51,19.99,19.7,40.3,minnesota
13a,28.52,17.63,15.65,21.12,17.08,38.8,minnesota
13b,28.3,21.33,19.78,16.6,14.0,35.3,minnesota
14a,26.94,26.62,15.31,16.92,14.21,31.3,minnesota
14b,23.11,31.18,17.14,15.27,13.3,31.6,minnesota
15a,26.69,15.83,19.22,21.74,16.52,40.6,minnesota
15b,29.97,15.09,21.03,21.38,12.54,38.6,minnesota
16a,27.29,17.58,16.79,19.58,18.77,39.1,minnesota
16b,25.23,16.9,15.73,20.89,21.26,42.0,minnesota
17a,24.76,16.68,16.1,21.03,21.43,43.2,minnesota
17b,26.61,18.13,16.54,20.03,18.69,39.1,minnesota
18a,25.66,16.06,17.84,20.62,19.81,41.8,minnesota
18b,26.08,17.04,17.95,21.16,17.76,40.6,minnesota
19a,26.55,22.85,17.34,18.01,15.24,35.4,minnesota
19b,25.23,35.81,14.04,12.9,12.02,26.2,minnesota
20a,28.24,17.72,18.61,20.64,14.79,38.1,minnesota
20b,28.31,22.51,16.8,18.6,13.77,34.3,minnesota
21a,23.24,16.3,16.91,22.15,21.39,44.2,minnesota
21b,25.18,16.77,17.89,22.31,17.84,41.4,minnesota
22a,26.04,14.93,16.55,20.35,22.13,43.4,minnesota
