district,household language not english,state
34,5.3,maine
35,13.0,maine
36,19.4,maine
37,11.4,maine
38,17.4,maine
39,9.3,maine
40,15.2,maine
41,6.4,maine
42,9.9,maine
43,4.0,maine
44,7.7,maine
45,6.9,maine
46,1.4,maine
47,2.4,maine
48,4.7,maine
49,6.6,maine
50,7.6,maine
51,3.6,maine
52,5.5,maine
53,2.4,maine
54,4.8,maine
55,2.4,maine
56,4.4,maine
57,5.0,maine
58,13.2,maine
59,21.1,maine
60,14.8,maine
61,23.8,maine
62,8.3,maine
63,6.5,maine
64,7.0,maine
65,4.0,maine
66,1.2,maine
67,3.8,maine
68,2.3,maine
69,2.9,maine
70,1.8,maine
71,2.7,maine
72,2.9,maine
73,2.9,maine
74,3.4,maine
75,4.9,maine
76,4.9,maine
77,3.9,maine
78,4.1,maine
79,1.6,maine
80,2.1,maine
81,4.0,maine
82,4.8,maine
83,1.1,maine
84,5.7,maine
85,6.5,maine
86,7.3,maine
87,2.0,maine
88,3.2,maine
89,3.1,maine
90,3.4,maine
91,1.1,maine
92,4.2,maine
93,3.5,maine
94,6.9,maine
95,4.5,maine
96,3.0,maine
97,3.3,maine
98,1.4,maine
99,10.3,maine
100,1.5,maine
101,4.9,maine
102,4.0,maine
103,5.4,maine
104,1.8,maine
105,2.9,maine
106,3.6,maine
107,6.3,maine
108,1.5,maine
109,6.7,maine
110,8.2,maine
111,1.1,maine
112,4.0,maine
113,1.9,maine
114,1.4,maine
115,2.1,maine
116,2.9,maine
117,2.6,maine
118,3.6,maine
119,2.8,maine
120,3.9,maine
121,2.5,maine
122,2.2,maine
123,12.1,maine
124,3.4,maine
125,10.9,maine
126,5.3,maine
127,2.9,maine
128,5.9,maine
129,2.3,maine
130,2.4,maine
131,2.2,maine
132,3.2,maine
133,2.1,maine
134,2.5,maine
135,5.7,maine
136,3.6,maine
137,3.4,maine
138,5.0,maine
139,4.1,maine
140,9.5,maine
141,2.5,maine
142,2.0,maine
143,1.9,maine
144,2.7,maine
145,3.5,maine
146,2.8,maine
147,7.0,maine
148,7.8,maine
149,8.0,maine
150,51.7,maine
151,31.0,maine
1st barnstable,9.4,massachusetts
2nd barnstable,19.1,massachusetts
3rd barnstable,6.3,massachusetts
4th barnstable,6.4,massachusetts
"barnstable, dukes & nantucket",13.1,massachusetts
1st berkshire,7.5,massachusetts
2nd berkshire,5.5,massachusetts
3rd berkshire,8.7,massachusetts
4th berkshire,7.1,massachusetts
1st bristol,11.8,massachusetts
2nd bristol,14.2,massachusetts
3rd bristol,20.3,massachusetts
4th bristol,10.7,massachusetts
5th bristol,12.7,massachusetts
6th bristol,34.0,massachusetts
7th bristol,41.7,massachusetts
8th bristol,20.8,massachusetts
9th bristol,23.0,massachusetts
10th bristol,14.0,massachusetts
11th bristol,35.2,massachusetts
12th bristol,7.0,massachusetts
13th bristol,36.1,massachusetts
14th bristol,10.6,massachusetts
1st essex,6.0,massachusetts
2nd essex,4.2,massachusetts
3rd essex,28.3,massachusetts
4th essex,6.7,massachusetts
5th essex,7.3,massachusetts
6th essex,11.2,massachusetts
7th essex,21.5,massachusetts
8th essex,20.2,massachusetts
9th essex,15.0,massachusetts
10th essex,56.0,massachusetts
11th essex,49.7,massachusetts
12th essex,26.4,massachusetts
13th essex,11.9,massachusetts
14th essex,31.6,massachusetts
15th essex,29.9,massachusetts
16th essex,80.6,massachusetts
17th essex,64.4,massachusetts
1st franklin,6.9,massachusetts
2nd franklin,4.9,massachusetts
1st hampden,6.9,massachusetts
2nd hampden,8.1,massachusetts
3rd hampden,9.8,massachusetts
4th hampden,15.5,massachusetts
5th hampden,45.9,massachusetts
6th hampden,27.7,massachusetts
7th hampden,19.4,massachusetts
8th hampden,21.2,massachusetts
9th hampden,33.1,massachusetts
10th hampden,56.1,massachusetts
11th hampden,37.1,massachusetts
12th hampden,18.4,massachusetts
18th essex,15.3,massachusetts
1st hampshire,12.4,massachusetts
2nd hampshire,9.2,massachusetts
3rd hampshire,21.4,massachusetts
1st middlesex,7.3,massachusetts
2nd middlesex,15.9,massachusetts
3rd middlesex,17.1,massachusetts
4th middlesex,29.5,massachusetts
5th middlesex,20.2,massachusetts
6th middlesex,30.4,massachusetts
7th middlesex,43.5,massachusetts
8th middlesex,16.8,massachusetts
9th middlesex,25.4,massachusetts
10th middlesex,37.5,massachusetts
11th middlesex,23.1,massachusetts
12th middlesex,26.2,massachusetts
13th middlesex,19.8,massachusetts
14th middlesex,21.8,massachusetts
15th middlesex,33.3,massachusetts
16th middlesex,29.6,massachusetts
17th middlesex,34.3,massachusetts
18th middlesex,45.0,massachusetts
19th middlesex,9.3,massachusetts
20th middlesex,9.2,massachusetts
21st middlesex,22.4,massachusetts
22nd middlesex,17.4,massachusetts
23rd middlesex,22.3,massachusetts
24th middlesex,30.6,massachusetts
25th middlesex,31.8,massachusetts
26th middlesex,37.5,massachusetts
27th middlesex,22.1,massachusetts
28th middlesex,59.9,massachusetts
29th middlesex,28.6,massachusetts
30th middlesex,20.3,massachusetts
31st middlesex,19.7,massachusetts
32nd middlesex,15.6,massachusetts
33rd middlesex,49.7,massachusetts
34th middlesex,31.7,massachusetts
35th middlesex,38.8,massachusetts
36th middlesex,14.4,massachusetts
37th middlesex,18.4,massachusetts
18th worcester,10.0,massachusetts
5th barnstable,7.4,massachusetts
1st norfolk,42.9,massachusetts
2nd norfolk,35.0,massachusetts
3rd norfolk,23.0,massachusetts
4th norfolk,14.4,massachusetts
5th norfolk,24.5,massachusetts
6th norfolk,21.3,massachusetts
7th norfolk,29.7,massachusetts
8th norfolk,24.4,massachusetts
9th norfolk,9.5,massachusetts
10th norfolk,9.8,massachusetts
11th norfolk,17.3,massachusetts
12th norfolk,19.1,massachusetts
13th norfolk,15.6,massachusetts
14th norfolk,20.5,massachusetts
15th norfolk,33.0,massachusetts
1st plymouth,4.6,massachusetts
2nd plymouth,5.9,massachusetts
3rd plymouth,3.6,massachusetts
4th plymouth,3.8,massachusetts
5th plymouth,7.0,massachusetts
6th plymouth,5.1,massachusetts
7th plymouth,8.3,massachusetts
8th plymouth,7.0,massachusetts
9th plymouth,56.4,massachusetts
10th plymouth,31.2,massachusetts
11th plymouth,27.9,massachusetts
12th plymouth,5.6,massachusetts
1st suffolk,64.4,massachusetts
2nd suffolk,50.5,massachusetts
3rd suffolk,31.4,massachusetts
4th suffolk,22.2,massachusetts
5th suffolk,52.1,massachusetts
6th suffolk,41.7,massachusetts
7th suffolk,36.3,massachusetts
8th suffolk,30.3,massachusetts
9th suffolk,42.5,massachusetts
10th suffolk,26.0,massachusetts
11th suffolk,36.1,massachusetts
12th suffolk,32.7,massachusetts
13th suffolk,33.9,massachusetts
14th suffolk,40.9,massachusetts
15th suffolk,35.4,massachusetts
16th suffolk,49.4,massachusetts
17th suffolk,38.9,massachusetts
18th suffolk,34.0,massachusetts
19th suffolk,43.0,massachusetts
1st worcester,8.9,massachusetts
2nd worcester,10.9,massachusetts
3rd worcester,27.5,massachusetts
4th worcester,26.6,massachusetts
5th worcester,4.9,massachusetts
6th worcester,17.3,massachusetts
7th worcester,9.4,massachusetts
8th worcester,7.9,massachusetts
9th worcester,13.8,massachusetts
10th worcester,22.9,massachusetts
11th worcester,29.3,massachusetts
12th worcester,15.2,massachusetts
13th worcester,22.5,massachusetts
14th worcester,30.7,massachusetts
15th worcester,45.3,massachusetts
16th worcester,37.1,massachusetts
17th worcester,30.5,massachusetts
1,3.6,michigan
2,4.0,michigan
3,2.8,michigan
4,34.7,michigan
5,37.2,michigan
6,17.4,michigan
7,2.2,michigan
8,3.1,michigan
9,17.9,michigan
10,4.2,michigan
11,18.9,michigan
12,7.0,michigan
13,16.0,michigan
14,14.4,michigan
15,50.0,michigan
16,11.5,michigan
17,3.3,michigan
18,4.2,michigan
19,10.9,michigan
20,16.1,michigan
21,17.8,michigan
22,8.7,michigan
23,7.1,michigan
24,12.6,michigan
25,22.4,michigan
26,10.4,michigan
27,7.6,michigan
28,20.7,michigan
29,20.9,michigan
30,37.5,michigan
31,6.1,michigan
32,4.0,michigan
33,12.4,michigan
34,3.0,michigan
35,9.0,michigan
36,15.3,michigan
37,23.3,michigan
38,21.5,michigan
39,19.2,michigan
40,18.6,michigan
41,29.7,michigan
42,3.6,michigan
43,8.1,michigan
44,4.8,michigan
45,20.7,michigan
46,8.3,michigan
47,2.8,michigan
48,3.1,michigan
49,4.7,michigan
50,5.4,michigan
51,2.9,michigan
52,6.5,michigan
53,20.1,michigan
54,11.5,michigan
55,21.5,michigan
56,3.1,michigan
57,4.9,michigan
58,6.1,michigan
59,8.6,michigan
60,8.9,michigan
61,8.4,michigan
62,8.2,michigan
63,4.0,michigan
64,2.9,michigan
65,3.4,michigan
66,8.1,michigan
67,7.3,michigan
68,13.2,michigan
69,18.0,michigan
70,3.6,michigan
71,7.3,michigan
72,16.4,michigan
73,4.4,michigan
74,5.6,michigan
75,22.8,michigan
76,11.1,michigan
77,16.8,michigan
78,7.5,michigan
79,6.2,michigan
80,7.3,michigan
81,2.5,michigan
82,4.4,michigan
83,4.3,michigan
84,2.7,michigan
85,1.9,michigan
86,4.9,michigan
87,2.9,michigan
88,3.4,michigan
89,5.4,michigan
90,15.8,michigan
91,2.8,michigan
92,4.5,michigan
93,3.7,michigan
94,5.2,michigan
95,3.9,michigan
96,2.2,michigan
97,4.0,michigan
98,4.1,michigan
99,4.4,michigan
100,7.2,michigan
101,3.9,michigan
102,3.3,michigan
103,2.0,michigan
104,3.4,michigan
105,2.7,michigan
106,3.4,michigan
107,3.5,michigan
108,1.9,michigan
109,2.8,michigan
110,4.2,michigan
1a,4.3,minnesota
1b,5.6,minnesota
2a,3.6,minnesota
2b,4.3,minnesota
3a,3.7,minnesota
3b,2.3,minnesota
4a,8.8,minnesota
4b,3.7,minnesota
5a,4.7,minnesota
5b,2.2,minnesota
6a,2.5,minnesota
6b,2.5,minnesota
7a,5.1,minnesota
7b,4.7,minnesota
8a,4.8,minnesota
8b,3.0,minnesota
9a,4.8,minnesota
9b,6.1,minnesota
10a,2.0,minnesota
10b,2.2,minnesota
11a,3.9,minnesota
11b,3.8,minnesota
12a,4.2,minnesota
12b,4.9,minnesota
13a,4.7,minnesota
13b,5.5,minnesota
14a,18.7,minnesota
14b,11.9,minnesota
15a,2.6,minnesota
15b,2.1,minnesota
16a,8.0,minnesota
16b,3.8,minnesota
17a,7.2,minnesota
17b,13.3,minnesota
18a,3.4,minnesota
18b,7.8,minnesota
19a,5.8,minnesota
19b,9.6,minnesota
20a,5.4,minnesota
20b,7.9,minnesota
21a,4.3,minnesota
21b,4.3,minnesota
22a,4.9,minnesota
22b,21.6,minnesota
23a,5.6,minnesota
23b,6.7,minnesota
24a,6.8,minnesota
24b,15.6,minnesota
25a,7.1,minnesota
25b,15.8,minnesota
26a,24.4,minnesota
26b,7.3,minnesota
27a,8.5,minnesota
27b,17.1,minnesota
28a,5.4,minnesota
28b,4.4,minnesota
29a,3.8,minnesota
29b,4.8,minnesota
30a,4.9,minnesota
30b,3.7,minnesota
31a,3.6,minnesota
31b,5.0,minnesota
32a,3.2,minnesota
32b,3.1,minnesota
33a,6.1,minnesota
33b,7.6,minnesota
34a,8.2,minnesota
34b,11.6,minnesota
35a,7.4,minnesota
35b,6.7,minnesota
36a,9.4,minnesota
36b,17.6,minnesota
37a,12.2,minnesota
37b,18.5,minnesota
38a,5.7,minnesota
38b,5.5,minnesota
39a,6.2,minnesota
39b,4.6,minnesota
40a,31.5,minnesota
40b,31.6,minnesota
41a,21.8,minnesota
41b,22.0,minnesota
42a,12.3,minnesota
42b,13.9,minnesota
43a,17.1,minnesota
43b,17.0,minnesota
44a,18.6,minnesota
44b,12.3,minnesota
45a,17.0,minnesota
45b,13.0,minnesota
46a,12.7,minnesota
46b,16.7,minnesota
47a,5.4,minnesota
47b,8.9,minnesota
48a,13.2,minnesota
48b,26.0,minnesota
49a,10.2,minnesota
49b,14.2,minnesota
50a,25.3,minnesota
50b,17.9,minnesota
51a,23.3,minnesota
51b,13.6,minnesota
52a,12.2,minnesota
52b,14.4,minnesota
53a,16.1,minnesota
53b,15.9,minnesota
54a,11.2,minnesota
54b,5.1,minnesota
55a,21.6,minnesota
55b,7.3,minnesota
56a,17.8,minnesota
56b,15.3,minnesota
57a,16.7,minnesota
57b,9.5,minnesota
58a,9.1,minnesota
58b,5.5,minnesota
59a,26.0,minnesota
59b,23.6,minnesota
60a,18.2,minnesota
60b,27.1,minnesota
61a,9.7,minnesota
61b,10.1,minnesota
62a,43.1,minnesota
62b,26.8,minnesota
63a,15.5,minnesota
63b,17.0,minnesota
64a,10.6,minnesota
64b,14.8,minnesota
65a,33.1,minnesota
65b,28.0,minnesota
66a,16.7,minnesota
66b,38.2,minnesota
67a,43.8,minnesota
67b,40.3,minnesota
1,2.3,missouri
2,4.7,missouri
3,7.1,missouri
4,5.5,missouri
5,1.4,missouri
6,2.3,missouri
7,4.0,missouri
8,2.1,missouri
9,5.7,missouri
10,7.4,missouri
11,3.1,missouri
12,2.4,missouri
13,6.2,missouri
14,12.5,missouri
15,8.2,missouri
16,8.1,missouri
17,7.2,missouri
18,11.7,missouri
19,38.6,missouri
20,4.4,missouri
21,6.8,missouri
22,10.2,missouri
23,20.8,missouri
24,11.5,missouri
25,6.9,missouri
26,6.8,missouri
27,9.4,missouri
28,7.2,missouri
29,9.1,missouri
30,3.9,missouri
31,4.9,missouri
32,3.6,missouri
33,3.8,missouri
34,7.3,missouri
35,7.9,missouri
36,8.1,missouri
37,7.6,missouri
38,3.5,missouri
39,2.7,missouri
40,2.8,missouri
41,1.6,missouri
42,2.0,missouri
43,3.5,missouri
44,4.1,missouri
45,7.4,missouri
46,10.5,missouri
47,7.0,missouri
48,4.1,missouri
49,1.9,missouri
50,8.9,missouri
51,8.2,missouri
52,11.3,missouri
53,2.4,missouri
54,3.7,missouri
55,2.8,missouri
56,5.6,missouri
57,3.7,missouri
58,8.5,missouri
59,2.1,missouri
60,5.4,missouri
61,2.9,missouri
62,2.7,missouri
63,4.4,missouri
64,2.6,missouri
65,5.5,missouri
66,1.9,missouri
67,3.0,missouri
68,6.2,missouri
69,6.8,missouri
70,13.6,missouri
71,17.2,missouri
72,17.8,missouri
73,7.6,missouri
74,2.8,missouri
75,2.5,missouri
76,1.3,missouri
77,9.8,missouri
78,7.5,missouri
79,8.4,missouri
80,16.6,missouri
81,13.8,missouri
82,10.8,missouri
83,7.3,missouri
84,8.9,missouri
85,5.5,missouri
86,7.4,missouri
87,12.7,missouri
88,19.2,missouri
89,12.2,missouri
90,4.9,missouri
91,5.4,missouri
92,11.8,missouri
93,16.4,missouri
94,15.1,missouri
95,5.3,missouri
96,4.7,missouri
97,4.3,missouri
98,8.4,missouri
99,12.4,missouri
100,12.5,missouri
101,14.7,missouri
102,5.9,missouri
103,4.3,missouri
104,5.9,missouri
105,4.9,missouri
106,9.3,missouri
107,5.3,missouri
108,5.6,missouri
109,1.4,missouri
110,4.9,missouri
111,2.4,missouri
112,3.7,missouri
113,5.7,missouri
114,0.7,missouri
115,1.9,missouri
116,1.9,missouri
117,1.6,missouri
118,1.5,missouri
119,1.7,missouri
120,2.7,missouri
121,6.8,missouri
122,13.7,missouri
123,2.8,missouri
124,3.8,missouri
125,2.0,missouri
126,3.1,missouri
127,3.0,missouri
128,3.6,missouri
129,3.2,missouri
130,3.0,missouri
131,4.8,missouri
132,6.9,missouri
133,5.6,missouri
134,5.4,missouri
135,5.2,missouri
136,4.1,missouri
137,2.9,missouri
138,1.8,missouri
139,4.2,missouri
140,3.3,missouri
141,9.2,missouri
142,4.3,missouri
143,1.8,missouri
144,1.7,missouri
145,2.8,missouri
146,1.5,missouri
147,5.7,missouri
148,3.0,missouri
149,3.3,missouri
150,7.4,missouri
151,1.0,missouri
152,2.4,missouri
153,1.2,missouri
154,2.7,missouri
155,2.0,missouri
156,7.1,missouri
157,6.9,missouri
158,9.3,missouri
159,10.0,missouri
160,4.9,missouri
161,5.9,missouri
162,5.3,missouri
163,12.5,missouri
1,2.9,montana
2,4.9,montana
3,1.7,montana
4,2.9,montana
5,2.7,montana
6,1.2,montana
7,3.3,montana
8,5.0,montana
9,2.3,montana
10,4.2,montana
11,2.4,montana
12,5.5,montana
13,1.5,montana
14,2.2,montana
15,6.3,montana
16,3.4,montana
17,4.5,montana
18,4.9,montana
19,6.3,montana
20,1.8,montana
21,1.6,montana
22,2.1,montana
23,2.3,montana
24,3.8,montana
25,4.5,montana
26,5.7,montana
27,6.4,montana
28,2.0,montana
29,3.4,montana
30,4.4,montana
31,4.0,montana
32,6.2,montana
33,2.0,montana
34,1.7,montana
35,4.4,montana
36,1.7,montana
37,2.5,montana
38,4.9,montana
39,2.2,montana
40,2.3,montana
41,17.9,montana
42,25.8,montana
43,1.9,montana
44,2.0,montana
45,2.2,montana
46,4.6,montana
47,5.8,montana
48,3.3,montana
49,5.9,montana
50,6.6,montana
51,5.1,montana
52,3.0,montana
53,3.1,montana
54,4.1,montana
55,4.1,montana
56,1.6,montana
57,1.9,montana
58,3.1,montana
59,1.9,montana
60,1.9,montana
61,6.1,montana
62,4.3,montana
63,6.6,montana
64,3.3,montana
65,4.7,montana
66,3.9,montana
67,1.2,montana
68,3.3,montana
69,1.9,montana
70,4.8,montana
71,2.9,montana
72,4.0,montana
73,1.5,montana
74,5.1,montana
75,1.6,montana
76,0.9,montana
77,3.3,montana
78,3.7,montana
79,2.3,montana
80,3.1,montana
81,4.4,montana
82,2.2,montana
83,3.1,montana
84,3.6,montana
85,3.2,montana
86,4.2,montana
87,1.9,montana
88,3.8,montana
89,5.7,montana
90,5.7,montana
91,7.0,montana
92,4.0,montana
93,7.1,montana
94,3.2,montana
95,6.2,montana
96,2.8,montana
97,5.1,montana
98,6.1,montana
99,2.0,montana
100,7.9,montana
1,27.0,nevada
2,22.3,nevada
3,44.7,nevada
4,14.4,nevada
5,33.2,nevada
6,53.6,nevada
7,43.7,nevada
8,41.4,nevada
9,29.6,nevada
10,47.3,nevada
11,63.5,nevada
12,37.3,nevada
13,14.6,nevada
14,56.7,nevada
15,50.5,nevada
16,43.4,nevada
17,30.9,nevada
18,43.8,nevada
19,21.5,nevada
20,34.9,nevada
21,26.4,nevada
22,18.6,nevada
23,12.1,nevada
24,31.9,nevada
25,16.2,nevada
26,18.1,nevada
27,26.0,nevada
28,59.8,nevada
29,20.0,nevada
30,35.9,nevada
31,20.9,nevada
32,15.5,nevada
33,16.2,nevada
34,33.1,nevada
35,29.4,nevada
36,15.1,nevada
37,20.6,nevada
38,13.0,nevada
39,12.2,nevada
40,19.9,nevada
41,28.1,nevada
42,49.1,nevada
1,16.8,new mexico
2,24.6,new mexico
3,23.3,new mexico
4,42.9,new mexico
5,48.0,new mexico
6,60.9,new mexico
7,33.7,new mexico
8,23.1,new mexico
9,50.8,new mexico
10,46.1,new mexico
11,27.7,new mexico
12,59.5,new mexico
13,44.5,new mexico
14,58.4,new mexico
15,30.6,new mexico
16,29.4,new mexico
17,23.7,new mexico
18,26.8,new mexico
19,29.8,new mexico
20,22.1,new mexico
21,41.0,new mexico
22,14.3,new mexico
23,18.2,new mexico
24,18.3,new mexico
25,21.9,new mexico
26,39.0,new mexico
27,16.4,new mexico
28,15.4,new mexico
29,13.5,new mexico
30,22.8,new mexico
31,16.5,new mexico
32,48.5,new mexico
33,39.0,new mexico
34,76.8,new mexico
35,43.4,new mexico
36,44.7,new mexico
37,31.3,new mexico
38,21.6,new mexico
39,35.4,new mexico
40,56.0,new mexico
41,54.2,new mexico
42,42.4,new mexico
43,28.8,new mexico
44,16.2,new mexico
45,36.9,new mexico
46,37.4,new mexico
47,21.2,new mexico
48,43.8,new mexico
49,30.8,new mexico
50,18.4,new mexico
51,19.8,new mexico
52,68.1,new mexico
53,55.3,new mexico
54,24.5,new mexico
55,19.8,new mexico
56,19.7,new mexico
57,19.0,new mexico
58,46.1,new mexico
59,21.4,new mexico
60,17.5,new mexico
61,48.5,new mexico
62,29.8,new mexico
63,43.3,new mexico
64,20.4,new mexico
65,63.9,new mexico
66,28.7,new mexico
67,20.4,new mexico
68,15.2,new mexico
69,50.4,new mexico
70,48.5,new mexico
1,20.6,new york
2,13.0,new york
3,19.1,new york
4,21.0,new york
5,17.7,new york
6,61.4,new york
7,14.1,new york
8,12.4,new york
9,12.5,new york
10,24.9,new york
11,29.5,new york
12,16.6,new york
13,34.9,new york
14,13.6,new york
15,31.4,new york
16,35.2,new york
17,20.5,new york
18,45.0,new york
19,30.6,new york
20,23.0,new york
21,23.8,new york
22,36.9,new york
23,36.1,new york
24,54.1,new york
25,71.3,new york
26,50.9,new york
27,58.4,new york
28,55.0,new york
29,29.1,new york
30,60.9,new york
31,30.0,new york
32,29.5,new york
33,35.2,new york
34,81.3,new york
35,79.4,new york
36,49.0,new york
37,56.8,new york
38,63.3,new york
39,88.2,new york
40,81.1,new york
41,48.9,new york
42,38.4,new york
43,25.9,new york
44,46.8,new york
45,64.2,new york
46,56.2,new york
47,72.6,new york
48,68.0,new york
49,78.0,new york
50,51.3,new york
51,66.7,new york
52,21.5,new york
53,55.5,new york
54,56.3,new york
55,25.3,new york
56,22.9,new york
57,26.3,new york
58,20.1,new york
59,30.8,new york
60,28.1,new york
61,36.6,new york
62,21.6,new york
63,37.3,new york
64,41.2,new york
65,48.9,new york
66,19.1,new york
67,27.9,new york
68,48.8,new york
69,34.9,new york
70,39.4,new york
71,53.3,new york
72,73.7,new york
73,25.9,new york
74,32.5,new york
75,29.2,new york
76,29.2,new york
77,69.1,new york
78,74.7,new york
79,58.8,new york
80,60.7,new york
81,47.3,new york
82,44.2,new york
83,30.1,new york
84,67.5,new york
85,61.0,new york
86,73.0,new york
87,60.5,new york
88,28.9,new york
89,39.0,new york
90,44.8,new york
91,41.8,new york
92,28.3,new york
93,27.4,new york
94,19.8,new york
95,29.5,new york
96,35.7,new york
97,44.4,new york
98,39.4,new york
99,19.5,new york
100,20.4,new york
101,9.2,new york
102,6.5,new york
103,10.4,new york
104,23.2,new york
105,15.5,new york
106,12.8,new york
107,5.8,new york
108,12.7,new york
109,13.9,new york
110,13.7,new york
111,10.1,new york
112,7.7,new york
113,5.2,new york
114,5.2,new york
115,6.5,new york
116,7.2,new york
117,7.3,new york
118,4.0,new york
119,18.9,new york
120,3.4,new york
121,5.0,new york
122,4.0,new york
123,11.8,new york
124,3.9,new york
125,13.0,new york
126,4.7,new york
127,6.6,new york
128,13.2,new york
129,16.4,new york
130,4.8,new york
131,5.9,new york
132,7.0,new york
133,7.3,new york
134,9.3,new york
135,8.8,new york
136,16.3,new york
137,22.0,new york
138,16.3,new york
139,5.4,new york
140,10.0,new york
141,14.3,new york
142,6.6,new york
143,7.6,new york
144,4.8,new york
145,6.0,new york
146,15.5,new york
147,3.5,new york
148,4.7,new york
149,17.2,new york
150,8.0,new york
1,3.4,north carolina
2,6.4,north carolina
3,9.3,north carolina
4,16.8,north carolina
5,4.7,north carolina
6,6.9,north carolina
7,9.2,north carolina
8,6.0,north carolina
9,8.1,north carolina
10,13.5,north carolina
11,22.7,north carolina
12,7.1,north carolina
13,5.1,north carolina
14,9.9,north carolina
15,12.3,north carolina
16,6.7,north carolina
17,3.2,north carolina
18,7.5,north carolina
19,6.1,north carolina
20,6.4,north carolina
21,15.2,north carolina
22,14.1,north carolina
23,5.0,north carolina
24,10.7,north carolina
25,4.1,north carolina
26,11.0,north carolina
27,3.1,north carolina
28,16.0,north carolina
29,19.2,north carolina
30,13.4,north carolina
31,23.3,north carolina
32,6.7,north carolina
33,15.4,north carolina
34,12.1,north carolina
35,10.0,north carolina
36,13.2,north carolina
37,11.7,north carolina
38,24.6,north carolina
39,22.2,north carolina
40,8.2,north carolina
41,29.4,north carolina
42,14.5,north carolina
43,11.4,north carolina
44,12.4,north carolina
45,8.0,north carolina
46,10.7,north carolina
47,4.9,north carolina
48,8.5,north carolina
49,17.2,north carolina
50,11.3,north carolina
51,15.6,north carolina
52,7.1,north carolina
53,9.6,north carolina
54,13.8,north carolina
55,6.7,north carolina
56,17.8,north carolina
57,14.4,north carolina
58,21.4,north carolina
59,7.2,north carolina
60,18.5,north carolina
61,9.7,north carolina
62,12.8,north carolina
63,13.1,north carolina
64,12.0,north carolina
65,6.0,north carolina
66,10.2,north carolina
67,7.6,north carolina
68,16.0,north carolina
69,17.7,north carolina
70,15.4,north carolina
71,22.0,north carolina
72,15.7,north carolina
73,10.6,north carolina
74,8.0,north carolina
75,15.5,north carolina
76,7.8,north carolina
77,8.0,north carolina
78,8.2,north carolina
79,6.5,north carolina
80,8.7,north carolina
81,7.0,north carolina
82,12.7,north carolina
83,14.6,north carolina
84,8.7,north carolina
85,6.6,north carolina
86,10.3,north carolina
87,5.3,north carolina
88,23.6,north carolina
89,9.9,north carolina
90,7.4,north carolina
91,6.7,north carolina
92,28.3,north carolina
93,5.5,north carolina
94,7.0,north carolina
95,9.6,north carolina
96,16.5,north carolina
97,7.2,north carolina
98,8.6,north carolina
99,22.7,north carolina
100,31.7,north carolina
101,13.9,north carolina
102,24.3,north carolina
103,15.4,north carolina
104,8.7,north carolina
105,22.7,north carolina
106,22.0,north carolina
107,18.1,north carolina
108,9.2,north carolina
109,9.7,north carolina
110,4.4,north carolina
111,4.4,north carolina
112,5.3,north carolina
113,6.2,north carolina
114,8.8,north carolina
115,5.6,north carolina
116,9.7,north carolina
117,10.8,north carolina
118,3.4,north carolina
119,5.2,north carolina
120,5.1,north carolina
1,11.5,ohio
2,4.1,ohio
3,4.3,ohio
4,3.1,ohio
5,2.7,ohio
6,11.8,ohio
7,10.2,ohio
8,8.5,ohio
9,8.4,ohio
10,15.9,ohio
11,7.4,ohio
12,8.4,ohio
13,18.8,ohio
14,15.7,ohio
15,17.3,ohio
16,11.3,ohio
17,12.1,ohio
18,9.0,ohio
19,10.9,ohio
20,14.9,ohio
21,18.6,ohio
22,23.6,ohio
23,13.2,ohio
24,10.0,ohio
25,16.3,ohio
26,8.8,ohio
27,6.8,ohio
28,11.5,ohio
29,4.7,ohio
30,5.1,ohio
31,8.9,ohio
32,8.7,ohio
33,6.5,ohio
34,10.8,ohio
35,4.9,ohio
36,5.9,ohio
37,7.3,ohio
38,4.7,ohio
39,5.7,ohio
40,6.8,ohio
41,6.3,ohio
42,6.7,ohio
43,2.8,ohio
44,6.7,ohio
45,5.6,ohio
46,6.2,ohio
47,6.7,ohio
48,4.2,ohio
49,3.3,ohio
50,1.9,ohio
51,9.2,ohio
52,12.0,ohio
53,4.6,ohio
54,13.0,ohio
55,5.5,ohio
56,10.3,ohio
57,4.1,ohio
58,8.2,ohio
59,4.4,ohio
60,8.5,ohio
61,6.9,ohio
62,3.7,ohio
63,3.0,ohio
64,7.6,ohio
65,3.7,ohio
66,1.6,ohio
67,10.2,ohio
68,6.9,ohio
69,3.9,ohio
70,7.7,ohio
71,4.9,ohio
72,4.3,ohio
73,7.6,ohio
74,3.1,ohio
75,4.4,ohio
76,10.4,ohio
77,5.4,ohio
78,1.3,ohio
79,3.6,ohio
80,2.9,ohio
81,3.5,ohio
82,3.4,ohio
83,5.1,ohio
84,1.6,ohio
85,2.2,ohio
86,5.4,ohio
87,3.5,ohio
88,4.1,ohio
89,3.3,ohio
90,1.4,ohio
91,2.3,ohio
92,2.0,ohio
93,2.1,ohio
94,3.7,ohio
95,3.2,ohio
96,1.9,ohio
97,3.0,ohio
98,20.2,ohio
99,6.6,ohio
3,7.0,oklahoma
4,8.6,oklahoma
11,5.4,oklahoma
23,27.6,oklahoma
24,5.6,oklahoma
26,4.2,oklahoma
28,4.8,oklahoma
29,3.1,oklahoma
30,4.8,oklahoma
34,10.3,oklahoma
43,10.3,oklahoma
45,11.6,oklahoma
46,9.4,oklahoma
55,7.7,oklahoma
