district,"management, business, science, and arts occupations",service occupations,sales and office occupations,blue collar occupations,state
59,0.3675,0.2329,0.2374,0.1621,iowa
60,0.4407,0.1481,0.2116,0.1995,iowa
61,0.2876,0.186,0.1964,0.33,iowa
62,0.184,0.1991,0.1886,0.4284,iowa
63,0.3729,0.1524,0.1921,0.2825,iowa
64,0.3209,0.1642,0.1793,0.3356,iowa
65,0.3902,0.1467,0.2338,0.2292,iowa
66,0.4122,0.1555,0.2171,0.2152,iowa
67,0.4727,0.1262,0.2261,0.175,iowa
68,0.4236,0.1588,0.2337,0.1838,iowa
69,0.3561,0.1527,0.2153,0.2758,iowa
70,0.3273,0.1514,0.2236,0.2978,iowa
71,0.2862,0.162,0.1826,0.3692,iowa
72,0.2894,0.1588,0.2154,0.3364,iowa
73,0.3466,0.1669,0.204,0.2825,iowa
74,0.5559,0.1443,0.1529,0.1469,iowa
75,0.305,0.1465,0.2156,0.3329,iowa
76,0.3553,0.1581,0.1914,0.2952,iowa
77,0.5023,0.1161,0.1886,0.1931,iowa
78,0.3142,0.1744,0.19,0.3213,iowa
79,0.3743,0.1597,0.1916,0.2744,iowa
80,0.3175,0.1436,0.1943,0.3446,iowa
81,0.2549,0.1806,0.1787,0.3858,iowa
82,0.3687,0.1556,0.1821,0.2937,iowa
83,0.3051,0.2001,0.1469,0.3479,iowa
84,0.2971,0.1747,0.1938,0.3344,iowa
85,0.4868,0.2108,0.1796,0.1229,iowa
86,0.4302,0.2226,0.1818,0.1654,iowa
87,0.2872,0.1842,0.214,0.3146,iowa
88,0.3011,0.1322,0.198,0.3687,iowa
89,0.3196,0.2083,0.184,0.2881,iowa
90,0.261,0.2118,0.214,0.3132,iowa
91,0.3123,0.1655,0.1696,0.3526,iowa
92,0.3641,0.1381,0.2107,0.2871,iowa
93,0.4237,0.1419,0.2365,0.1979,iowa
94,0.538,0.1358,0.1864,0.1398,iowa
95,0.3829,0.1467,0.2286,0.2418,iowa
96,0.3203,0.1559,0.1937,0.3301,iowa
97,0.378,0.1218,0.2157,0.2844,iowa
98,0.2782,0.1642,0.2076,0.35,iowa
99,0.4075,0.1638,0.2368,0.1919,iowa
100,0.3168,0.1933,0.2259,0.264,iowa
1,0.2972,0.1804,0.1937,0.3287,kansas
2,0.3429,0.1478,0.1812,0.3282,kansas
3,0.3294,0.2241,0.1949,0.2517,kansas
4,0.2849,0.1582,0.2068,0.3502,kansas
5,0.3198,0.1591,0.1975,0.3236,kansas
6,0.3679,0.1564,0.2345,0.2411,kansas
7,0.358,0.1918,0.1478,0.3024,kansas
8,0.6383,0.0844,0.2236,0.0538,kansas
9,0.2886,0.1676,0.2273,0.3165,kansas
10,0.3802,0.1621,0.2284,0.2293,kansas
11,0.2975,0.2075,0.2034,0.2916,kansas
12,0.3112,0.1542,0.2036,0.331,kansas
13,0.3349,0.1688,0.1652,0.3311,kansas
14,0.524,0.1009,0.2273,0.1477,kansas
15,0.3687,0.1801,0.2063,0.2449,kansas
16,0.5262,0.098,0.2744,0.1014,kansas
17,0.5514,0.1246,0.2253,0.0986,kansas
18,0.451,0.1416,0.2425,0.1648,kansas
19,0.6222,0.0984,0.202,0.0775,kansas
20,0.6691,0.0771,0.1912,0.0625,kansas
21,0.6402,0.1008,0.1931,0.0659,kansas
22,0.4412,0.2003,0.2003,0.1582,kansas
23,0.3781,0.2013,0.2535,0.1671,kansas
24,0.4648,0.1254,0.2449,0.1649,kansas
25,0.6233,0.1039,0.1899,0.0829,kansas
26,0.5092,0.1206,0.2133,0.1569,kansas
27,0.6052,0.0811,0.2408,0.0729,kansas
28,0.661,0.0866,0.1975,0.0549,kansas
29,0.5062,0.1703,0.2177,0.1058,kansas
30,0.4997,0.1344,0.2188,0.1471,kansas
31,0.3127,0.1823,0.2123,0.2927,kansas
32,0.1572,0.2341,0.153,0.4556,kansas
33,0.3284,0.1856,0.1833,0.3027,kansas
34,0.1832,0.235,0.1887,0.3931,kansas
35,0.1594,0.2004,0.194,0.4462,kansas
36,0.3679,0.1822,0.2311,0.2188,kansas
37,0.1953,0.175,0.1914,0.4383,kansas
38,0.4342,0.156,0.1813,0.2286,kansas
39,0.5524,0.1295,0.1985,0.1197,kansas
40,0.4423,0.2072,0.191,0.1595,kansas
41,0.3057,0.2809,0.2019,0.2114,kansas
42,0.4045,0.1347,0.2082,0.2526,kansas
43,0.3795,0.159,0.2137,0.2477,kansas
44,0.4456,0.1961,0.1895,0.1688,kansas
45,0.5796,0.1156,0.1831,0.1217,kansas
46,0.4124,0.257,0.1831,0.1475,kansas
47,0.3659,0.1397,0.187,0.3074,kansas
48,0.6069,0.103,0.2278,0.0623,kansas
49,0.4882,0.1358,0.2193,0.1567,kansas
50,0.4274,0.1231,0.2143,0.2351,kansas
51,0.4387,0.1215,0.1977,0.2421,kansas
52,0.5729,0.0963,0.2074,0.1235,kansas
53,0.3872,0.2073,0.2372,0.1683,kansas
54,0.4212,0.1434,0.1941,0.2412,kansas
55,0.3685,0.1948,0.2069,0.2298,kansas
56,0.3971,0.1518,0.2236,0.2274,kansas
57,0.263,0.179,0.2311,0.3269,kansas
58,0.2267,0.2243,0.2114,0.3375,kansas
59,0.2696,0.1808,0.1824,0.3672,kansas
60,0.3099,0.2115,0.1877,0.291,kansas
61,0.3272,0.1839,0.1714,0.3175,kansas
62,0.3553,0.1602,0.1998,0.2847,kansas
63,0.3123,0.2033,0.2048,0.2796,kansas
64,0.402,0.1344,0.1998,0.2638,kansas
65,0.2747,0.2304,0.189,0.3058,kansas
66,0.3679,0.2866,0.2027,0.1429,kansas
67,0.5267,0.1195,0.211,0.1428,kansas
68,0.3621,0.1666,0.1799,0.2914,kansas
69,0.2673,0.2297,0.2192,0.2838,kansas
70,0.3339,0.1644,0.1987,0.3031,kansas
71,0.3793,0.1772,0.236,0.2075,kansas
72,0.3846,0.16,0.1628,0.2927,kansas
73,0.3249,0.1912,0.1777,0.3062,kansas
74,0.359,0.1994,0.1725,0.2692,kansas
75,0.3418,0.201,0.2178,0.2394,kansas
76,0.3085,0.1677,0.2028,0.321,kansas
77,0.3769,0.1558,0.2208,0.2465,kansas
78,0.5835,0.0969,0.1951,0.1244,kansas
79,0.3347,0.1906,0.1641,0.3105,kansas
80,0.3024,0.1796,0.1723,0.3458,kansas
81,0.349,0.1805,0.1875,0.283,kansas
82,0.4294,0.1176,0.2257,0.2274,kansas
83,0.3175,0.2161,0.2097,0.2567,kansas
84,0.3771,0.1986,0.1713,0.253,kansas
85,0.5124,0.1395,0.2137,0.1345,kansas
86,0.2115,0.2304,0.2168,0.3413,kansas
87,0.4885,0.138,0.2314,0.142,kansas
88,0.2723,0.2052,0.2323,0.2902,kansas
89,0.4312,0.2098,0.1838,0.1751,kansas
90,0.4203,0.1533,0.211,0.2154,kansas
91,0.4375,0.0935,0.2192,0.2498,kansas
92,0.3039,0.1728,0.2188,0.3045,kansas
93,0.3491,0.1245,0.2064,0.32,kansas
94,0.4776,0.1212,0.2336,0.1675,kansas
95,0.2397,0.2119,0.2059,0.3425,kansas
96,0.2097,0.2144,0.1982,0.3778,kansas
97,0.2868,0.1732,0.2206,0.3194,kansas
98,0.199,0.1505,0.2527,0.3978,kansas
99,0.5705,0.104,0.1897,0.1358,kansas
100,0.4672,0.1391,0.2173,0.1764,kansas
101,0.4225,0.1377,0.203,0.2368,kansas
102,0.21,0.2165,0.1995,0.374,kansas
103,0.2208,0.2889,0.1675,0.3228,kansas
104,0.3882,0.1915,0.2412,0.179,kansas
105,0.3274,0.1733,0.2223,0.277,kansas
106,0.3589,0.1235,0.1978,0.3199,kansas
107,0.3726,0.1578,0.1873,0.2823,kansas
108,0.3839,0.1466,0.2062,0.2634,kansas
109,0.3665,0.1612,0.216,0.2562,kansas
110,0.3313,0.1709,0.2102,0.2876,kansas
111,0.3706,0.2134,0.218,0.198,kansas
112,0.2954,0.2051,0.2188,0.2807,kansas
113,0.3478,0.1806,0.1898,0.2818,kansas
114,0.3429,0.1628,0.1858,0.3085,kansas
115,0.3147,0.132,0.1737,0.3797,kansas
116,0.3363,0.1542,0.1994,0.3101,kansas
117,0.3618,0.195,0.162,0.2813,kansas
118,0.3633,0.1627,0.1894,0.2845,kansas
119,0.2465,0.1527,0.1493,0.4515,kansas
120,0.3629,0.1628,0.22,0.2543,kansas
121,0.5094,0.1181,0.2031,0.1694,kansas
122,0.2798,0.1646,0.1574,0.3981,kansas
123,0.22,0.155,0.2143,0.4107,kansas
124,0.2898,0.1415,0.1695,0.3993,kansas
125,0.2206,0.1399,0.1905,0.449,kansas
1,0.3145,0.1627,0.2718,0.251,kentucky
2,0.3029,0.1632,0.1959,0.338,kentucky
3,0.3376,0.1908,0.237,0.2345,kentucky
4,0.2761,0.1745,0.1875,0.3618,kentucky
5,0.3411,0.2043,0.2041,0.2506,kentucky
6,0.3183,0.1424,0.243,0.2963,kentucky
7,0.3237,0.1729,0.2041,0.2993,kentucky
8,0.2571,0.2117,0.2037,0.3275,kentucky
9,0.3165,0.2005,0.2028,0.2802,kentucky
10,0.2832,0.1586,0.2036,0.3546,kentucky
11,0.309,0.1916,0.1804,0.319,kentucky
12,0.3219,0.1402,0.1671,0.3708,kentucky
13,0.2916,0.2018,0.1992,0.3073,kentucky
14,0.2998,0.1405,0.1965,0.3632,kentucky
15,0.2744,0.202,0.2017,0.3219,kentucky
16,0.3094,0.1329,0.1805,0.3772,kentucky
17,0.3714,0.1492,0.205,0.2744,kentucky
18,0.2939,0.1615,0.1937,0.3509,kentucky
19,0.3024,0.1628,0.2049,0.3299,kentucky
20,0.3107,0.2229,0.2402,0.2262,kentucky
21,0.2612,0.1715,0.1647,0.4025,kentucky
22,0.2687,0.1628,0.2235,0.345,kentucky
23,0.2913,0.1422,0.2061,0.3604,kentucky
24,0.2928,0.1348,0.1749,0.3975,kentucky
25,0.3637,0.1631,0.2021,0.2712,kentucky
26,0.3034,0.1298,0.235,0.3317,kentucky
27,0.3279,0.1638,0.1752,0.3331,kentucky
28,0.2922,0.1618,0.2182,0.3278,kentucky
29,0.4438,0.1121,0.2511,0.1929,kentucky
30,0.2532,0.1894,0.2114,0.3459,kentucky
31,0.4152,0.1376,0.2354,0.2117,kentucky
32,0.5649,0.1097,0.1993,0.1261,kentucky
33,0.4953,0.1238,0.2205,0.1604,kentucky
34,0.5943,0.1157,0.1787,0.1113,kentucky
35,0.3353,0.162,0.199,0.3038,kentucky
36,0.5427,0.0909,0.2125,0.1539,kentucky
37,0.2255,0.1821,0.2198,0.3726,kentucky
38,0.2676,0.1898,0.1874,0.3552,kentucky
39,0.3382,0.1685,0.2427,0.2506,kentucky
40,0.2599,0.2089,0.2295,0.3018,kentucky
41,0.4026,0.2131,0.2078,0.1764,kentucky
42,0.3402,0.1947,0.2226,0.2425,kentucky
43,0.3554,0.196,0.2056,0.243,kentucky
44,0.222,0.1692,0.2466,0.3621,kentucky
45,0.534,0.1366,0.2062,0.1232,kentucky
46,0.2896,0.1567,0.2231,0.3306,kentucky
47,0.2135,0.2113,0.1988,0.3764,kentucky
48,0.5498,0.0917,0.2304,0.1282,kentucky
49,0.2799,0.1262,0.2243,0.3696,kentucky
50,0.3057,0.1384,0.1836,0.3724,kentucky
51,0.2939,0.1538,0.2072,0.3451,kentucky
52,0.2666,0.1717,0.2213,0.3403,kentucky
53,0.3513,0.1286,0.2231,0.2971,kentucky
54,0.3189,0.1524,0.211,0.3177,kentucky
55,0.3562,0.1553,0.2127,0.2759,kentucky
56,0.3904,0.1567,0.1851,0.2678,kentucky
57,0.376,0.1799,0.2293,0.2149,kentucky
58,0.3442,0.1433,0.2113,0.3011,kentucky
59,0.4661,0.1214,0.2352,0.1772,kentucky
60,0.4253,0.1327,0.2201,0.2219,kentucky
61,0.3272,0.1486,0.1832,0.3411,kentucky
62,0.3668,0.1435,0.1823,0.3074,kentucky
63,0.4811,0.1238,0.2214,0.1736,kentucky
64,0.4207,0.1205,0.2306,0.2282,kentucky
65,0.3503,0.1646,0.2434,0.2418,kentucky
66,0.3738,0.1398,0.2464,0.24,kentucky
67,0.42,0.163,0.2218,0.1953,kentucky
68,0.4519,0.1308,0.2132,0.2041,kentucky
69,0.3118,0.1658,0.2319,0.2906,kentucky
70,0.3059,0.1483,0.1887,0.3571,kentucky
71,0.3515,0.1599,0.2018,0.2868,kentucky
72,0.3196,0.1855,0.1935,0.3013,kentucky
73,0.3626,0.1524,0.1996,0.2854,kentucky
74,0.2506,0.1568,0.2189,0.3736,kentucky
75,0.4929,0.1957,0.1995,0.1119,kentucky
76,0.3821,0.1871,0.2301,0.2008,kentucky
77,0.329,0.2041,0.2154,0.2514,kentucky
78,0.2634,0.1487,0.2067,0.3813,kentucky
79,0.3979,0.1673,0.2534,0.1815,kentucky
80,0.2988,0.2144,0.1804,0.3064,kentucky
81,0.3654,0.2196,0.2002,0.2148,kentucky
82,0.3239,0.179,0.2013,0.2959,kentucky
83,0.3234,0.1699,0.1989,0.3077,kentucky
84,0.3118,0.2171,0.2289,0.2423,kentucky
85,0.3045,0.1495,0.2713,0.2747,kentucky
86,0.3099,0.1999,0.2207,0.2696,kentucky
87,0.2491,0.1952,0.2113,0.3443,kentucky
88,0.5551,0.1186,0.2113,0.1149,kentucky
89,0.318,0.184,0.1897,0.3084,kentucky
90,0.2568,0.1964,0.222,0.3249,kentucky
91,0.275,0.1725,0.2127,0.3399,kentucky
92,0.2862,0.2352,0.2022,0.2764,kentucky
93,0.3016,0.1485,0.2358,0.3142,kentucky
94,0.3973,0.1693,0.2082,0.2253,kentucky
95,0.3186,0.2022,0.2372,0.2421,kentucky
96,0.2768,0.1697,0.2415,0.3119,kentucky
97,0.3236,0.1933,0.2177,0.2654,kentucky
98,0.373,0.1583,0.2144,0.2543,kentucky
99,0.3509,0.1705,0.1592,0.3194,kentucky
100,0.3959,0.1511,0.2267,0.2262,kentucky
1,0.4882,0.1571,0.1613,0.1933,maine
2,0.3864,0.1201,0.2785,0.215,maine
3,0.5662,0.1619,0.1777,0.0942,maine
4,0.4449,0.1678,0.1784,0.209,maine
5,0.4054,0.1208,0.1893,0.2845,maine
6,0.4156,0.1645,0.1703,0.2496,maine
7,0.4141,0.202,0.2033,0.1806,maine
8,0.4772,0.1326,0.2055,0.1847,maine
9,0.4443,0.1505,0.2545,0.1507,maine
10,0.3871,0.2033,0.1696,0.24,maine
11,0.3355,0.1933,0.2201,0.251,maine
12,0.2277,0.1777,0.324,0.2706,maine
13,0.4301,0.1543,0.1843,0.2313,maine
14,0.4318,0.2171,0.1913,0.1598,maine
15,0.4562,0.115,0.1826,0.2462,maine
16,0.3157,0.1624,0.2017,0.3203,maine
17,0.403,0.1444,0.2226,0.2299,maine
18,0.2267,0.2105,0.2678,0.295,maine
19,0.4102,0.194,0.1646,0.2311,maine
20,0.2468,0.1883,0.2446,0.3203,maine
21,0.2576,0.1742,0.213,0.3552,maine
22,0.2734,0.1903,0.1709,0.3654,maine
23,0.3217,0.1639,0.2799,0.2345,maine
24,0.4951,0.128,0.1879,0.189,maine
25,0.438,0.1237,0.2443,0.1939,maine
26,0.4099,0.2097,0.2329,0.1474,maine
27,0.4827,0.1507,0.2139,0.1527,maine
28,0.4334,0.1549,0.2665,0.1452,maine
29,0.5172,0.1064,0.2781,0.0983,maine
30,0.594,0.0614,0.1784,0.1662,maine
31,0.5487,0.1187,0.1933,0.1393,maine
32,0.4525,0.1686,0.2402,0.1387,maine
33,0.392,0.3049,0.1933,0.1098,maine
34,0.4295,0.1414,0.2207,0.2084,maine
35,0.4603,0.1912,0.1916,0.157,maine
36,0.4334,0.2392,0.1609,0.1665,maine
37,0.4701,0.1705,0.228,0.1314,maine
38,0.5461,0.1637,0.2022,0.088,maine
39,0.5116,0.1763,0.2019,0.1102,maine
40,0.4024,0.2412,0.2098,0.1467,maine
41,0.5475,0.1615,0.1856,0.1054,maine
42,0.5088,0.1435,0.211,0.1368,maine
43,0.5758,0.1295,0.1918,0.1029,maine
44,0.6283,0.0627,0.192,0.117,maine
45,0.6317,0.1199,0.1512,0.0972,maine
46,0.4821,0.1323,0.1976,0.188,maine
47,0.5698,0.1828,0.1401,0.1073,maine
48,0.4823,0.1555,0.2406,0.1216,maine
49,0.5363,0.1213,0.1841,0.1584,maine
50,0.5216,0.1675,0.1826,0.1284,maine
51,0.3769,0.1475,0.2216,0.2539,maine
52,0.3793,0.2137,0.1527,0.2543,maine
53,0.3719,0.1589,0.1863,0.2829,maine
54,0.378,0.1788,0.2532,0.19,maine
55,0.417,0.1182,0.2053,0.2596,maine
56,0.3308,0.2181,0.2186,0.2325,maine
57,0.3763,0.13,0.1989,0.2947,maine
58,0.3496,0.1779,0.2366,0.2359,maine
59,0.3808,0.1995,0.2732,0.1465,maine
60,0.2796,0.3461,0.1899,0.1843,maine
61,0.2995,0.1801,0.2614,0.259,maine
62,0.2544,0.2463,0.2213,0.278,maine
63,0.3833,0.167,0.2471,0.2026,maine
64,0.4863,0.1516,0.2004,0.1617,maine
65,0.3923,0.1638,0.1658,0.2781,maine
66,0.3599,0.2126,0.199,0.2285,maine
67,0.4551,0.1434,0.2008,0.2008,maine
68,0.3571,0.1132,0.2354,0.2943,maine
69,0.3611,0.161,0.227,0.2508,maine
70,0.2948,0.2427,0.1842,0.2784,maine
71,0.3639,0.1809,0.1508,0.3044,maine
72,0.2731,0.2006,0.2235,0.3028,maine
73,0.3053,0.2496,0.1844,0.2606,maine
74,0.2442,0.1612,0.2026,0.392,maine
75,0.3043,0.1589,0.221,0.3158,maine
76,0.4521,0.1451,0.2074,0.1954,maine
77,0.4441,0.1763,0.1748,0.2048,maine
78,0.3788,0.1675,0.2465,0.2071,maine
79,0.305,0.1495,0.2427,0.3028,maine
80,0.3171,0.1816,0.2167,0.2846,maine
81,0.4713,0.1157,0.2152,0.1978,maine
82,0.3972,0.0889,0.2318,0.282,maine
83,0.4181,0.186,0.212,0.1839,maine
84,0.4319,0.1529,0.2243,0.1909,maine
85,0.362,0.1904,0.2598,0.1879,maine
86,0.3056,0.2455,0.2971,0.1519,maine
87,0.3504,0.1332,0.2271,0.2893,maine
88,0.3659,0.1759,0.1742,0.284,maine
89,0.3914,0.1878,0.1706,0.2502,maine
90,0.4135,0.1637,0.1399,0.2828,maine
91,0.3817,0.1933,0.1529,0.2721,maine
92,0.2892,0.1467,0.2011,0.363,maine
93,0.3391,0.2013,0.1565,0.3031,maine
94,0.4305,0.1773,0.2167,0.1755,maine
95,0.337,0.1451,0.2579,0.26,maine
96,0.428,0.1362,0.2012,0.2345,maine
97,0.4794,0.1596,0.203,0.1581,maine
98,0.3482,0.1574,0.2583,0.236,maine
99,0.3433,0.1773,0.1917,0.2877,maine
100,0.3058,0.2047,0.2026,0.2869,maine
101,0.4748,0.1299,0.2374,0.1579,maine
102,0.3047,0.1967,0.2327,0.2659,maine
103,0.4584,0.1405,0.2236,0.1775,maine
104,0.3505,0.2004,0.1858,0.2633,maine
105,0.2709,0.1243,0.2141,0.3908,maine
106,0.2703,0.2158,0.2209,0.293,maine
107,0.2531,0.1817,0.2448,0.3204,maine
108,0.2223,0.1594,0.2673,0.351,maine
109,0.4846,0.1629,0.2532,0.0993,maine
110,0.4454,0.1881,0.2049,0.1615,maine
111,0.2838,0.2024,0.2726,0.2412,maine
112,0.2957,0.1868,0.1656,0.3519,maine
113,0.3921,0.2584,0.1789,0.1706,maine
114,0.2778,0.1816,0.21,0.3306,maine
115,0.2391,0.1882,0.1859,0.3868,maine
116,0.3275,0.1761,0.1596,0.3368,maine
117,0.3269,0.224,0.1944,0.2548,maine
118,0.2522,0.1942,0.2022,0.3515,maine
119,0.2817,0.1628,0.2118,0.3436,maine
120,0.3656,0.1553,0.1944,0.2847,maine
121,0.2456,0.1521,0.2785,0.3238,maine
122,0.3731,0.2095,0.2428,0.1746,maine
123,0.4239,0.2649,0.2337,0.0776,maine
124,0.4318,0.1786,0.2632,0.1263,maine
125,0.4367,0.1875,0.2156,0.1602,maine
126,0.3121,0.2748,0.2271,0.186,maine
127,0.4852,0.1852,0.2128,0.1168,maine
128,0.3256,0.3125,0.2153,0.1466,maine
129,0.3085,0.1274,0.2879,0.2762,maine
130,0.3764,0.2591,0.1626,0.2018,maine
131,0.434,0.1678,0.1855,0.2127,maine
132,0.376,0.2111,0.1937,0.2192,maine
133,0.3974,0.1605,0.1546,0.2876,maine
134,0.2981,0.1312,0.1891,0.3816,maine
135,0.4685,0.1714,0.2215,0.1386,maine
136,0.2813,0.1979,0.1937,0.3271,maine
137,0.2949,0.2197,0.1785,0.3069,maine
138,0.2512,0.1684,0.1359,0.4446,maine
139,0.36,0.1961,0.1665,0.2775,maine
140,0.3475,0.1875,0.2067,0.2582,maine
141,0.2624,0.1914,0.1888,0.3574,maine
142,0.2999,0.191,0.1907,0.3183,maine
143,0.2872,0.2328,0.2107,0.2693,maine
144,0.3259,0.2165,0.2106,0.247,maine
145,0.2608,0.1476,0.234,0.3576,maine
146,0.3035,0.1556,0.1916,0.3494,maine
147,0.2953,0.2471,0.2493,0.2084,maine
148,0.3473,0.1902,0.2111,0.2514,maine
149,0.3567,0.16,0.2409,0.2424,maine
150,0.2953,0.1881,0.2158,0.3008,maine
151,0.2947,0.1739,0.1692,0.3622,maine
1st barnstable,0.3793,0.1946,0.2182,0.2079,massachusetts
2nd barnstable,0.3503,0.2347,0.2242,0.1908,massachusetts
3rd barnstable,0.3986,0.2102,0.2035,0.1878,massachusetts
4th barnstable,0.4326,0.1882,0.2095,0.1696,massachusetts
"barnstable, dukes & nantucket",0.439,0.1626,0.1714,0.227,massachusetts
1st berkshire,0.4337,0.1839,0.2049,0.1775,massachusetts
2nd berkshire,0.391,0.192,0.1989,0.2181,massachusetts
3rd berkshire,0.4166,0.221,0.1986,0.1638,massachusetts
4th berkshire,0.4082,0.1989,0.1701,0.2228,massachusetts
1st bristol,0.5173,0.1456,0.2037,0.1333,massachusetts
2nd bristol,0.3884,0.1383,0.2639,0.2094,massachusetts
3rd bristol,0.337,0.2148,0.2247,0.2236,massachusetts
4th bristol,0.464,0.135,0.2057,0.1953,massachusetts
5th bristol,0.3829,0.1513,0.2359,0.2298,massachusetts
6th bristol,0.3422,0.2212,0.1869,0.2497,massachusetts
7th bristol,0.2395,0.2321,0.2093,0.3191,massachusetts
8th bristol,0.3563,0.1823,0.2027,0.2587,massachusetts
9th bristol,0.3958,0.1947,0.2047,0.2047,massachusetts
10th bristol,0.4538,0.1726,0.1956,0.178,massachusetts
11th bristol,0.2644,0.2132,0.2089,0.3136,massachusetts
12th bristol,0.3766,0.1713,0.2365,0.2156,massachusetts
13th bristol,0.2848,0.2443,0.1975,0.2734,massachusetts
14th bristol,0.4316,0.1674,0.2183,0.1827,massachusetts
1st essex,0.5079,0.1368,0.2115,0.1438,massachusetts
2nd essex,0.5177,0.1188,0.2151,0.1485,massachusetts
3rd essex,0.3373,0.2029,0.2222,0.2376,massachusetts
4th essex,0.5854,0.1135,0.2012,0.0999,massachusetts
5th essex,0.4425,0.1687,0.1966,0.1921,massachusetts
6th essex,0.5254,0.1429,0.1999,0.1318,massachusetts
7th essex,0.4413,0.192,0.2384,0.1283,massachusetts
8th essex,0.5815,0.1212,0.1989,0.0984,massachusetts
9th essex,0.4761,0.1234,0.2338,0.1667,massachusetts
10th essex,0.2569,0.2873,0.1836,0.2722,massachusetts
11th essex,0.2479,0.3104,0.205,0.2367,massachusetts
12th essex,0.3915,0.1991,0.233,0.1765,massachusetts
13th essex,0.4873,0.1472,0.215,0.1505,massachusetts
14th essex,0.4177,0.1712,0.1951,0.216,massachusetts
15th essex,0.3655,0.1921,0.2214,0.221,massachusetts
16th essex,0.1713,0.2863,0.1608,0.3816,massachusetts
17th essex,0.3613,0.2176,0.1784,0.2427,massachusetts
1st franklin,0.4721,0.1495,0.1702,0.2083,massachusetts
2nd franklin,0.3793,0.1571,0.1942,0.2695,massachusetts
1st hampden,0.3937,0.1699,0.2017,0.2347,massachusetts
2nd hampden,0.4956,0.1269,0.2204,0.157,massachusetts
3rd hampden,0.4453,0.1306,0.2084,0.2157,massachusetts
4th hampden,0.3919,0.1888,0.1952,0.224,massachusetts
5th hampden,0.3429,0.2245,0.2043,0.2282,massachusetts
6th hampden,0.3601,0.2117,0.222,0.2061,massachusetts
7th hampden,0.3823,0.1939,0.2257,0.1981,massachusetts
8th hampden,0.3069,0.2399,0.1963,0.2568,massachusetts
9th hampden,0.3018,0.2584,0.2178,0.222,massachusetts
10th hampden,0.2389,0.3251,0.1855,0.2505,massachusetts
11th hampden,0.2715,0.3035,0.1656,0.2594,massachusetts
12th hampden,0.4627,0.1754,0.2262,0.1356,massachusetts
18th essex,0.6675,0.0901,0.1533,0.089,massachusetts
1st hampshire,0.5493,0.1722,0.1493,0.1292,massachusetts
2nd hampshire,0.4741,0.1669,0.2056,0.1534,massachusetts
3rd hampshire,0.4592,0.2623,0.1583,0.1202,massachusetts
1st middlesex,0.4994,0.1303,0.1996,0.1708,massachusetts
2nd middlesex,0.6477,0.0875,0.1695,0.0953,massachusetts
3rd middlesex,0.5728,0.1123,0.1935,0.1214,massachusetts
4th middlesex,0.5006,0.1665,0.1762,0.1567,massachusetts
5th middlesex,0.6415,0.1157,0.1707,0.0722,massachusetts
6th middlesex,0.5535,0.1566,0.173,0.1169,massachusetts
7th middlesex,0.4161,0.2268,0.1799,0.1772,massachusetts
8th middlesex,0.6483,0.088,0.1772,0.0865,massachusetts
9th middlesex,0.5808,0.1179,0.1876,0.1137,massachusetts
10th middlesex,0.5071,0.1788,0.1967,0.1175,massachusetts
11th middlesex,0.696,0.0951,0.151,0.058,massachusetts
12th middlesex,0.7512,0.0632,0.1472,0.0383,massachusetts
13th middlesex,0.6207,0.0819,0.2127,0.0847,massachusetts
14th middlesex,0.6961,0.0824,0.1475,0.074,massachusetts
15th middlesex,0.7266,0.0852,0.1339,0.0543,massachusetts
16th middlesex,0.4093,0.2157,0.1859,0.1891,massachusetts
17th middlesex,0.366,0.2101,0.1991,0.2248,massachusetts
18th middlesex,0.3768,0.182,0.1867,0.2545,massachusetts
19th middlesex,0.4651,0.1393,0.2329,0.1627,massachusetts
20th middlesex,0.5702,0.1133,0.221,0.0955,massachusetts
21st middlesex,0.6074,0.0956,0.1945,0.1026,massachusetts
22nd middlesex,0.4822,0.1336,0.1978,0.1864,massachusetts
23rd middlesex,0.6779,0.1077,0.1463,0.0681,massachusetts
24th middlesex,0.7189,0.0732,0.1519,0.056,massachusetts
25th middlesex,0.8066,0.0675,0.0972,0.0287,massachusetts
26th middlesex,0.664,0.126,0.1473,0.0627,massachusetts
27th middlesex,0.7361,0.082,0.1168,0.065,massachusetts
28th middlesex,0.3074,0.2726,0.1743,0.2457,massachusetts
29th middlesex,0.7129,0.0858,0.1321,0.0691,massachusetts
30th middlesex,0.5458,0.1502,0.1777,0.1263,massachusetts
31st middlesex,0.6285,0.1029,0.1605,0.1081,massachusetts
32nd middlesex,0.6105,0.1138,0.1618,0.1139,massachusetts
33rd middlesex,0.498,0.1958,0.1593,0.1469,massachusetts
34th middlesex,0.5526,0.1632,0.1802,0.104,massachusetts
35th middlesex,0.5069,0.1847,0.1849,0.1236,massachusetts
36th middlesex,0.4344,0.161,0.2057,0.199,massachusetts
37th middlesex,0.6026,0.0998,0.2044,0.0932,massachusetts
18th worcester,0.4037,0.1555,0.1885,0.2522,massachusetts
5th barnstable,0.4392,0.182,0.2288,0.15,massachusetts
1st norfolk,0.4292,0.1881,0.2348,0.1478,massachusetts
2nd norfolk,0.4979,0.1839,0.2004,0.1178,massachusetts
3rd norfolk,0.4845,0.1822,0.1785,0.1548,massachusetts
4th norfolk,0.4684,0.1533,0.2005,0.1778,massachusetts
5th norfolk,0.4942,0.1709,0.1771,0.1577,massachusetts
