district,percent households receiving food stamps,state
1,13.5,alaska
2,5.5,alaska
3,1.9,alaska
4,5.5,alaska
5,3.6,alaska
6,9.0,alaska
7,17.2,alaska
8,8.3,alaska
9,6.1,alaska
10,11.0,alaska
11,9.3,alaska
12,5.5,alaska
13,2.9,alaska
14,2.6,alaska
15,14.7,alaska
16,6.6,alaska
17,8.1,alaska
18,14.6,alaska
19,33.1,alaska
20,13.1,alaska
21,5.1,alaska
22,5.1,alaska
23,11.3,alaska
24,5.2,alaska
25,6.7,alaska
26,5.6,alaska
27,4.8,alaska
28,1.2,alaska
29,8.9,alaska
30,10.7,alaska
31,6.8,alaska
32,7.3,alaska
33,11.9,alaska
34,3.7,alaska
35,9.4,alaska
36,14.6,alaska
37,18.0,alaska
38,41.7,alaska
39,38.7,alaska
40,26.4,alaska
1,13.7,arkansas
2,10.1,arkansas
3,16.2,arkansas
4,14.2,arkansas
5,25.5,arkansas
6,6.4,arkansas
7,14.9,arkansas
8,16.9,arkansas
9,16.1,arkansas
10,10.8,arkansas
11,20.6,arkansas
12,27.8,arkansas
13,14.7,arkansas
14,11.7,arkansas
15,10.0,arkansas
16,17.0,arkansas
17,24.2,arkansas
18,11.8,arkansas
19,13.4,arkansas
20,13.3,arkansas
21,12.3,arkansas
22,8.8,arkansas
23,6.3,arkansas
24,7.5,arkansas
25,20.3,arkansas
26,14.5,arkansas
27,8.1,arkansas
28,6.7,arkansas
29,13.1,arkansas
30,11.7,arkansas
31,5.0,arkansas
32,2.7,arkansas
33,8.3,arkansas
34,17.9,arkansas
35,4.5,arkansas
36,19.7,arkansas
37,24.8,arkansas
38,7.3,arkansas
39,9.3,arkansas
40,8.4,arkansas
41,8.3,arkansas
42,14.5,arkansas
43,7.6,arkansas
44,10.0,arkansas
45,8.9,arkansas
46,16.0,arkansas
47,19.7,arkansas
48,27.2,arkansas
49,16.1,arkansas
50,22.7,arkansas
51,14.1,arkansas
52,13.1,arkansas
53,11.5,arkansas
54,15.2,arkansas
55,22.6,arkansas
56,15.7,arkansas
57,16.5,arkansas
58,7.0,arkansas
59,21.4,arkansas
60,15.5,arkansas
61,13.6,arkansas
62,16.6,arkansas
63,7.5,arkansas
64,9.8,arkansas
65,14.8,arkansas
66,10.6,arkansas
67,5.3,arkansas
68,10.5,arkansas
69,11.5,arkansas
70,8.2,arkansas
71,14.8,arkansas
72,12.8,arkansas
73,11.7,arkansas
74,12.6,arkansas
75,7.9,arkansas
76,9.4,arkansas
77,10.2,arkansas
78,24.8,arkansas
79,14.9,arkansas
80,7.1,arkansas
81,7.9,arkansas
82,15.0,arkansas
83,9.6,arkansas
84,5.4,arkansas
85,6.0,arkansas
86,8.3,arkansas
87,5.4,arkansas
88,7.8,arkansas
89,14.1,arkansas
90,2.7,arkansas
91,3.8,arkansas
92,4.3,arkansas
93,3.5,arkansas
94,7.5,arkansas
95,4.1,arkansas
96,6.9,arkansas
97,5.5,arkansas
98,11.1,arkansas
99,9.6,arkansas
100,6.9,arkansas
1,9.2,california
2,9.7,california
3,12.7,california
4,7.9,california
5,10.4,california
6,3.6,california
7,12.9,california
8,12.4,california
9,10.6,california
10,4.5,california
11,8.6,california
12,10.0,california
13,17.4,california
14,7.7,california
15,5.9,california
16,1.8,california
17,6.9,california
18,9.5,california
19,3.8,california
20,6.4,california
21,18.2,california
22,2.7,california
23,12.8,california
24,2.5,california
25,3.4,california
26,21.4,california
27,9.2,california
28,2.7,california
29,5.0,california
30,9.9,california
31,26.6,california
32,21.8,california
33,19.9,california
34,13.2,california
35,7.3,california
36,12.1,california
37,6.9,california
38,4.3,california
39,11.7,california
40,13.5,california
41,4.7,california
42,10.1,california
43,7.8,california
44,6.2,california
45,6.6,california
46,8.6,california
47,16.9,california
48,9.3,california
49,5.6,california
50,2.9,california
51,11.0,california
52,12.2,california
53,15.2,california
54,7.1,california
55,4.2,california
56,14.9,california
57,6.9,california
58,9.7,california
59,23.9,california
60,8.6,california
61,11.6,california
62,9.7,california
63,14.8,california
64,18.8,california
65,8.7,california
66,3.4,california
67,7.7,california
68,4.3,california
69,12.9,california
70,9.3,california
71,10.6,california
72,8.1,california
73,2.8,california
74,3.1,california
75,6.2,california
76,4.8,california
77,3.3,california
78,4.0,california
79,8.2,california
80,14.1,california
1,8.2,colorado
2,3.6,colorado
3,7.5,colorado
4,11.2,colorado
5,11.5,colorado
6,6.2,colorado
7,8.8,colorado
8,9.1,colorado
9,5.1,colorado
10,3.7,colorado
11,7.6,colorado
12,4.4,colorado
13,4.8,colorado
14,3.2,colorado
15,5.6,colorado
16,10.4,colorado
17,21.2,colorado
18,12.8,colorado
19,3.4,colorado
20,3.9,colorado
21,6.7,colorado
22,2.6,colorado
23,7.1,colorado
24,5.5,colorado
25,1.6,colorado
26,4.1,colorado
27,3.4,colorado
28,4.3,colorado
29,5.1,colorado
30,9.3,colorado
31,8.5,colorado
32,11.0,colorado
33,2.2,colorado
34,9.8,colorado
35,6.3,colorado
36,5.7,colorado
37,2.2,colorado
38,3.3,colorado
39,4.3,colorado
40,4.3,colorado
41,7.5,colorado
42,15.5,colorado
43,1.1,colorado
44,1.8,colorado
45,2.3,colorado
46,19.0,colorado
47,15.0,colorado
48,4.2,colorado
49,2.5,colorado
50,16.6,colorado
51,7.2,colorado
52,5.7,colorado
53,7.1,colorado
54,12.5,colorado
55,8.1,colorado
56,3.6,colorado
57,7.1,colorado
58,9.8,colorado
59,5.4,colorado
60,9.4,colorado
61,5.5,colorado
62,21.2,colorado
63,5.5,colorado
64,12.5,colorado
65,10.8,colorado
1,32.3,connecticut
2,5.6,connecticut
3,40.5,connecticut
4,43.8,connecticut
5,28.9,connecticut
6,28.9,connecticut
7,39.2,connecticut
8,6.9,connecticut
9,19.7,connecticut
10,23.5,connecticut
11,16.0,connecticut
12,14.1,connecticut
13,13.4,connecticut
14,3.7,connecticut
15,11.9,connecticut
16,3.3,connecticut
17,2.1,connecticut
18,7.2,connecticut
19,2.1,connecticut
20,7.4,connecticut
21,5.1,connecticut
22,15.0,connecticut
23,3.8,connecticut
24,21.2,connecticut
25,48.1,connecticut
26,16.2,connecticut
27,9.7,connecticut
28,8.6,connecticut
29,8.6,connecticut
30,5.8,connecticut
31,2.8,connecticut
32,8.7,connecticut
33,12.5,connecticut
34,3.7,connecticut
35,5.2,connecticut
36,4.1,connecticut
37,3.7,connecticut
38,8.3,connecticut
39,29.9,connecticut
40,7.2,connecticut
41,11.7,connecticut
42,5.8,connecticut
43,4.6,connecticut
44,14.5,connecticut
45,8.7,connecticut
46,19.5,connecticut
47,6.5,connecticut
48,7.5,connecticut
49,28.1,connecticut
50,6.6,connecticut
51,15.1,connecticut
52,4.1,connecticut
53,2.6,connecticut
54,4.7,connecticut
55,3.9,connecticut
56,14.9,connecticut
57,6.9,connecticut
58,13.3,connecticut
59,4.2,connecticut
60,8.2,connecticut
61,3.7,connecticut
62,2.1,connecticut
63,9.5,connecticut
64,4.9,connecticut
65,16.4,connecticut
66,4.0,connecticut
67,7.2,connecticut
68,7.9,connecticut
69,2.0,connecticut
70,10.3,connecticut
71,15.6,connecticut
72,31.5,connecticut
73,19.9,connecticut
74,21.3,connecticut
75,50.1,connecticut
76,4.3,connecticut
77,13.7,connecticut
78,11.0,connecticut
79,14.4,connecticut
80,3.1,connecticut
81,8.2,connecticut
82,10.5,connecticut
83,12.4,connecticut
84,44.8,connecticut
85,10.5,connecticut
86,3.5,connecticut
87,4.0,connecticut
88,3.5,connecticut
89,5.4,connecticut
90,5.5,connecticut
91,9.0,connecticut
92,28.4,connecticut
93,31.0,connecticut
94,20.0,connecticut
95,39.1,connecticut
96,10.3,connecticut
97,26.1,connecticut
98,3.4,connecticut
99,11.3,connecticut
100,18.8,connecticut
101,2.9,connecticut
102,6.0,connecticut
103,3.9,connecticut
104,15.3,connecticut
105,7.4,connecticut
106,2.2,connecticut
107,6.2,connecticut
108,4.6,connecticut
109,7.4,connecticut
110,14.3,connecticut
111,1.7,connecticut
112,3.0,connecticut
113,5.2,connecticut
114,3.6,connecticut
115,17.6,connecticut
116,18.3,connecticut
117,7.6,connecticut
118,5.0,connecticut
119,1.7,connecticut
120,5.2,connecticut
121,12.1,connecticut
122,2.4,connecticut
123,3.8,connecticut
124,32.7,connecticut
125,2.3,connecticut
126,12.2,connecticut
127,9.7,connecticut
128,38.8,connecticut
129,19.0,connecticut
130,42.4,connecticut
131,5.5,connecticut
132,1.8,connecticut
133,3.7,connecticut
134,1.5,connecticut
135,0.9,connecticut
136,1.9,connecticut
137,7.5,connecticut
138,4.9,connecticut
139,11.3,connecticut
140,14.5,connecticut
141,2.5,connecticut
142,2.8,connecticut
143,3.7,connecticut
144,1.9,connecticut
145,19.5,connecticut
146,5.9,connecticut
147,7.2,connecticut
148,4.8,connecticut
149,1.7,connecticut
150,5.7,connecticut
151,1.2,connecticut
1,15.1,delaware
2,28.3,delaware
3,26.3,delaware
4,5.3,delaware
5,10.5,delaware
6,9.3,delaware
7,6.4,delaware
8,6.5,delaware
9,2.0,delaware
10,9.3,delaware
11,8.8,delaware
12,1.0,delaware
13,12.3,delaware
14,8.9,delaware
15,8.9,delaware
16,14.0,delaware
17,9.5,delaware
18,8.3,delaware
19,8.0,delaware
20,7.4,delaware
21,5.3,delaware
22,0.8,delaware
23,5.7,delaware
24,11.1,delaware
25,5.9,delaware
26,6.6,delaware
27,4.2,delaware
28,16.0,delaware
29,8.1,delaware
30,14.0,delaware
31,15.0,delaware
32,22.3,delaware
33,14.7,delaware
34,16.1,delaware
35,15.2,delaware
36,10.2,delaware
37,14.4,delaware
38,3.8,delaware
39,17.0,delaware
40,18.3,delaware
41,9.8,delaware
1,12.2,florida
2,15.0,florida
3,10.5,florida
4,7.4,florida
5,14.4,florida
6,12.8,florida
7,16.0,florida
8,21.3,florida
9,5.3,florida
10,18.3,florida
11,6.9,florida
12,9.4,florida
13,27.3,florida
14,23.0,florida
15,13.7,florida
16,7.0,florida
17,4.8,florida
18,7.8,florida
19,17.4,florida
20,18.5,florida
21,7.7,florida
22,11.5,florida
23,17.2,florida
24,8.3,florida
25,7.6,florida
26,19.1,florida
27,13.3,florida
28,8.1,florida
29,7.2,florida
30,10.2,florida
31,11.8,florida
32,10.1,florida
33,6.0,florida
34,12.1,florida
35,14.7,florida
36,17.4,florida
37,8.8,florida
38,11.6,florida
39,12.5,florida
40,14.0,florida
41,15.1,florida
42,16.9,florida
43,25.8,florida
44,6.1,florida
45,23.2,florida
46,27.2,florida
47,9.5,florida
48,20.3,florida
49,14.1,florida
50,8.0,florida
51,11.8,florida
52,7.4,florida
53,10.1,florida
54,7.9,florida
55,15.8,florida
56,16.3,florida
57,8.0,florida
58,15.6,florida
59,10.3,florida
60,6.9,florida
61,30.7,florida
62,19.6,florida
63,9.9,florida
64,4.5,florida
65,7.0,florida
66,9.2,florida
67,10.6,florida
68,9.8,florida
69,8.1,florida
70,21.9,florida
71,9.2,florida
72,6.1,florida
73,3.4,florida
74,5.4,florida
75,7.8,florida
76,3.8,florida
77,7.5,florida
78,9.2,florida
79,15.2,florida
80,12.2,florida
81,10.9,florida
82,5.0,florida
83,9.2,florida
84,15.5,florida
85,4.1,florida
86,9.9,florida
87,23.9,florida
88,21.0,florida
89,4.1,florida
90,9.6,florida
91,4.1,florida
92,17.4,florida
93,5.9,florida
94,22.1,florida
95,23.5,florida
96,9.5,florida
97,9.5,florida
98,8.2,florida
99,12.3,florida
100,8.1,florida
101,21.0,florida
102,20.8,florida
103,21.1,florida
104,5.4,florida
105,15.7,florida
106,3.9,florida
107,23.0,florida
108,31.9,florida
109,35.6,florida
110,34.1,florida
111,38.7,florida
112,14.4,florida
113,23.4,florida
114,18.8,florida
115,14.1,florida
116,20.3,florida
117,37.9,florida
118,16.3,florida
119,18.0,florida
120,14.2,florida
1,11.1,georgia
2,10.7,georgia
3,10.6,georgia
4,9.7,georgia
5,11.9,georgia
6,11.1,georgia
7,10.3,georgia
8,10.0,georgia
9,9.8,georgia
10,11.6,georgia
11,9.8,georgia
12,14.1,georgia
13,17.5,georgia
14,8.2,georgia
15,13.1,georgia
16,16.2,georgia
17,8.9,georgia
18,16.0,georgia
19,9.2,georgia
20,3.8,georgia
21,4.1,georgia
22,2.8,georgia
23,5.6,georgia
24,3.6,georgia
25,1.1,georgia
26,4.3,georgia
27,8.3,georgia
28,15.0,georgia
29,13.2,georgia
30,8.6,georgia
31,9.8,georgia
32,14.7,georgia
33,15.0,georgia
34,5.6,georgia
35,7.2,georgia
36,1.5,georgia
37,5.9,georgia
38,8.0,georgia
39,13.8,georgia
40,2.3,georgia
41,14.5,georgia
42,9.6,georgia
43,2.9,georgia
44,3.6,georgia
45,1.4,georgia
46,2.9,georgia
47,0.9,georgia
48,6.4,georgia
49,2.3,georgia
50,3.4,georgia
51,4.7,georgia
52,4.0,georgia
53,20.0,georgia
54,2.3,georgia
55,15.6,georgia
56,17.5,georgia
57,14.8,georgia
58,17.4,georgia
59,18.8,georgia
60,26.2,georgia
61,13.2,georgia
62,15.1,georgia
63,15.8,georgia
64,15.0,georgia
65,16.5,georgia
66,13.1,georgia
67,9.2,georgia
68,12.4,georgia
69,16.6,georgia
70,9.5,georgia
71,4.4,georgia
72,3.7,georgia
73,10.0,georgia
74,23.7,georgia
75,22.5,georgia
76,10.0,georgia
77,22.8,georgia
78,13.3,georgia
79,2.9,georgia
80,3.8,georgia
81,8.7,georgia
82,5.3,georgia
83,15.2,georgia
84,11.0,georgia
85,21.1,georgia
86,16.1,georgia
87,17.8,georgia
88,15.8,georgia
89,12.8,georgia
90,13.6,georgia
91,14.5,georgia
92,17.7,georgia
93,7.8,georgia
94,11.7,georgia
95,5.5,georgia
96,8.6,georgia
97,3.5,georgia
98,5.9,georgia
99,8.6,georgia
100,11.3,georgia
101,8.7,georgia
102,4.7,georgia
103,3.6,georgia
104,5.4,georgia
105,5.6,georgia
106,7.7,georgia
107,5.3,georgia
108,6.9,georgia
109,9.6,georgia
110,14.5,georgia
111,8.3,georgia
112,12.2,georgia
113,17.7,georgia
114,8.8,georgia
115,13.5,georgia
116,12.7,georgia
117,6.4,georgia
118,17.0,georgia
119,5.3,georgia
120,14.3,georgia
121,10.9,georgia
122,2.2,georgia
123,7.0,georgia
124,23.1,georgia
125,26.7,georgia
126,16.6,georgia
127,15.5,georgia
128,25.9,georgia
129,14.5,georgia
130,17.8,georgia
131,15.9,georgia
132,20.5,georgia
133,9.2,georgia
134,5.3,georgia
135,29.2,georgia
136,19.3,georgia
137,18.6,georgia
138,20.6,georgia
139,24.8,georgia
140,15.2,georgia
141,5.3,georgia
142,26.2,georgia
143,27.8,georgia
144,13.7,georgia
145,12.0,georgia
146,6.2,georgia
147,11.5,georgia
148,20.4,georgia
149,20.0,georgia
150,22.3,georgia
151,27.4,georgia
152,12.9,georgia
153,24.6,georgia
154,24.7,georgia
155,14.0,georgia
156,20.8,georgia
157,20.8,georgia
158,23.7,georgia
159,11.6,georgia
160,13.0,georgia
161,5.5,georgia
162,18.0,georgia
163,18.2,georgia
164,7.0,georgia
165,17.7,georgia
166,1.9,georgia
167,13.3,georgia
168,14.7,georgia
169,16.8,georgia
170,17.5,georgia
171,26.1,georgia
172,21.7,georgia
173,21.3,georgia
174,17.6,georgia
175,11.8,georgia
176,13.8,georgia
177,26.0,georgia
178,15.6,georgia
179,15.8,georgia
180,13.0,georgia
1,17.4,hawaii
2,26.1,hawaii
3,22.2,hawaii
4,28.9,hawaii
5,15.9,hawaii
9,11.3,hawaii
10,7.3,hawaii
11,6.5,hawaii
13,11.6,hawaii
14,7.7,hawaii
15,10.7,hawaii
16,10.8,hawaii
17,0.6,hawaii
18,1.7,hawaii
19,2.2,hawaii
20,6.1,hawaii
22,4.1,hawaii
24,10.2,hawaii
30,13.5,hawaii
33,4.2,hawaii
34,5.7,hawaii
35,12.7,hawaii
36,4.9,hawaii
37,3.7,hawaii
39,8.9,hawaii
40,11.1,hawaii
41,8.7,hawaii
43,22.0,hawaii
44,34.7,hawaii
45,3.4,hawaii
47,8.7,hawaii
49,6.1,hawaii
50,4.2,hawaii
51,8.4,hawaii
1,23.9,illinois
2,17.7,illinois
3,15.9,illinois
4,12.4,illinois
5,20.1,illinois
6,23.1,illinois
7,13.6,illinois
8,24.9,illinois
9,23.0,illinois
10,24.7,illinois
11,4.1,illinois
12,3.5,illinois
13,12.9,illinois
14,14.2,illinois
15,8.0,illinois
16,15.6,illinois
17,4.7,illinois
18,3.4,illinois
19,7.6,illinois
20,5.7,illinois
21,16.2,illinois
22,15.6,illinois
23,15.3,illinois
24,17.9,illinois
25,22.5,illinois
26,17.6,illinois
27,17.0,illinois
28,20.2,illinois
29,21.2,illinois
30,21.2,illinois
31,21.7,illinois
32,28.1,illinois
33,22.8,illinois
34,21.7,illinois
35,6.5,illinois
36,8.3,illinois
37,3.6,illinois
38,11.6,illinois
39,12.4,illinois
40,11.9,illinois
41,3.1,illinois
42,3.5,illinois
43,17.2,illinois
44,8.8,illinois
45,5.6,illinois
46,12.2,illinois
47,3.5,illinois
48,5.1,illinois
49,6.4,illinois
50,5.3,illinois
51,2.4,illinois
52,5.1,illinois
53,4.1,illinois
54,4.2,illinois
55,8.5,illinois
56,6.0,illinois
57,8.0,illinois
58,2.6,illinois
59,6.3,illinois
60,20.1,illinois
61,12.3,illinois
62,8.5,illinois
63,10.0,illinois
64,4.9,illinois
65,4.5,illinois
66,3.6,illinois
67,32.9,illinois
68,11.6,illinois
69,8.6,illinois
70,11.6,illinois
71,10.5,illinois
72,16.7,illinois
73,6.1,illinois
74,11.0,illinois
75,8.7,illinois
76,14.0,illinois
77,14.2,illinois
78,12.5,illinois
79,17.1,illinois
80,12.6,illinois
81,4.1,illinois
82,3.2,illinois
83,20.8,illinois
84,9.6,illinois
85,11.6,illinois
86,19.9,illinois
87,12.3,illinois
88,9.7,illinois
89,13.1,illinois
90,10.3,illinois
91,14.4,illinois
92,21.8,illinois
93,15.2,illinois
94,12.1,illinois
95,12.8,illinois
96,26.6,illinois
97,5.3,illinois
98,8.4,illinois
99,7.0,illinois
100,13.7,illinois
101,7.6,illinois
102,9.4,illinois
103,11.9,illinois
104,14.2,illinois
105,6.7,illinois
106,12.0,illinois
107,15.1,illinois
108,7.2,illinois
109,13.7,illinois
110,15.9,illinois
111,15.6,illinois
112,8.6,illinois
113,14.5,illinois
114,19.3,illinois
115,16.6,illinois
116,13.2,illinois
117,16.3,illinois
118,19.7,illinois
1,17.3,indiana
2,27.0,indiana
3,20.9,indiana
4,6.0,indiana
5,8.3,indiana
6,17.6,indiana
7,11.0,indiana
8,6.2,indiana
9,11.9,indiana
10,9.0,indiana
11,3.5,indiana
12,5.7,indiana
13,8.8,indiana
14,15.6,indiana
15,5.1,indiana
16,8.5,indiana
17,7.0,indiana
18,7.0,indiana
19,3.8,indiana
20,9.6,indiana
21,9.6,indiana
22,5.6,indiana
23,10.3,indiana
24,1.9,indiana
25,5.4,indiana
26,4.9,indiana
27,10.1,indiana
28,3.3,indiana
29,3.4,indiana
30,12.3,indiana
31,15.2,indiana
32,5.6,indiana
33,9.8,indiana
34,19.8,indiana
35,7.5,indiana
36,18.6,indiana
37,1.1,indiana
38,7.1,indiana
39,1.5,indiana
40,2.8,indiana
41,8.1,indiana
42,10.5,indiana
43,16.6,indiana
44,6.8,indiana
45,13.1,indiana
46,7.9,indiana
47,6.4,indiana
48,8.8,indiana
49,4.5,indiana
50,9.5,indiana
51,5.8,indiana
52,6.1,indiana
53,5.0,indiana
54,10.5,indiana
55,11.3,indiana
56,12.7,indiana
57,6.6,indiana
58,6.1,indiana
59,8.1,indiana
60,6.5,indiana
61,8.3,indiana
62,10.2,indiana
63,8.2,indiana
64,5.3,indiana
65,6.5,indiana
66,12.0,indiana
67,9.5,indiana
68,6.7,indiana
69,9.3,indiana
70,5.7,indiana
71,8.0,indiana
72,8.0,indiana
73,11.4,indiana
74,7.0,indiana
75,5.9,indiana
76,6.7,indiana
77,16.0,indiana
78,7.0,indiana
79,6.7,indiana
80,25.5,indiana
81,10.3,indiana
82,6.5,indiana
83,4.6,indiana
84,4.8,indiana
85,6.8,indiana
86,4.5,indiana
87,4.1,indiana
88,1.6,indiana
89,10.0,indiana
90,5.0,indiana
91,12.2,indiana
92,9.1,indiana
93,6.8,indiana
94,13.1,indiana
95,21.5,indiana
96,14.6,indiana
97,16.4,indiana
98,22.8,indiana
99,16.9,indiana
100,19.6,indiana
1,5.9,iowa
2,10.0,iowa
3,6.9,iowa
4,3.9,iowa
5,5.3,iowa
6,7.3,iowa
7,9.0,iowa
8,7.4,iowa
9,12.5,iowa
10,10.1,iowa
11,9.8,iowa
12,7.9,iowa
13,15.3,iowa
14,18.3,iowa
15,15.8,iowa
16,14.4,iowa
17,10.2,iowa
18,11.0,iowa
19,4.2,iowa
20,11.7,iowa
21,13.7,iowa
22,5.0,iowa
23,10.4,iowa
24,11.2,iowa
25,5.8,iowa
26,9.6,iowa
27,14.5,iowa
28,11.6,iowa
29,12.8,iowa
30,6.3,iowa
31,16.0,iowa
32,23.8,iowa
33,19.4,iowa
34,17.8,iowa
35,30.1,iowa
36,10.5,iowa
37,2.7,iowa
38,5.2,iowa
39,3.8,iowa
40,6.9,iowa
41,11.9,iowa
42,8.0,iowa
43,7.1,iowa
44,3.0,iowa
45,6.2,iowa
46,4.5,iowa
47,10.7,iowa
48,5.5,iowa
49,7.2,iowa
50,6.7,iowa
51,6.4,iowa
52,7.5,iowa
53,11.0,iowa
54,7.5,iowa
55,6.2,iowa
56,7.8,iowa
57,4.9,iowa
58,8.8,iowa
59,7.2,iowa
60,8.5,iowa
61,16.0,iowa
62,23.1,iowa
63,4.6,iowa
64,10.7,iowa
65,12.2,iowa
66,6.8,iowa
67,7.1,iowa
68,8.4,iowa
69,10.2,iowa
70,9.7,iowa
71,12.3,iowa
72,9.2,iowa
73,5.5,iowa
74,10.0,iowa
75,7.1,iowa
76,7.6,iowa
77,4.7,iowa
78,8.1,iowa
79,11.5,iowa
80,14.2,iowa
81,19.5,iowa
82,13.6,iowa
83,15.7,iowa
84,9.5,iowa
85,7.2,iowa
86,6.9,iowa
87,19.0,iowa
88,8.1,iowa
89,12.4,iowa
90,19.7,iowa
91,10.6,iowa
92,10.0,iowa
93,5.7,iowa
94,4.2,iowa
95,4.5,iowa
96,6.8,iowa
97,5.7,iowa
98,16.7,iowa
99,7.5,iowa
100,14.7,iowa
1,11.9,kansas
2,8.7,kansas
3,13.4,kansas
4,10.4,kansas
5,9.0,kansas
6,3.8,kansas
7,8.8,kansas
8,0.8,kansas
9,11.3,kansas
10,4.8,kansas
11,15.5,kansas
12,9.6,kansas
13,11.4,kansas
14,1.2,kansas
15,6.6,kansas
16,1.0,kansas
17,3.6,kansas
18,2.1,kansas
19,2.7,kansas
20,0.2,kansas
21,1.1,kansas
22,4.5,kansas
23,5.3,kansas
24,4.3,kansas
25,2.0,kansas
26,3.0,kansas
27,0.7,kansas
28,1.3,kansas
29,1.1,kansas
30,2.0,kansas
31,10.5,kansas
32,18.7,kansas
33,6.3,kansas
34,22.8,kansas
35,21.8,kansas
36,4.0,kansas
37,12.6,kansas
38,2.9,kansas
39,1.0,kansas
40,7.8,kansas
41,9.7,kansas
42,3.1,kansas
43,2.6,kansas
44,5.1,kansas
45,2.2,kansas
46,10.0,kansas
47,4.2,kansas
48,1.2,kansas
49,4.2,kansas
50,2.8,kansas
51,4.8,kansas
52,1.7,kansas
53,6.1,kansas
54,4.7,kansas
55,9.4,kansas
56,6.9,kansas
57,17.7,kansas
58,16.4,kansas
59,8.2,kansas
60,8.1,kansas
61,5.8,kansas
62,6.2,kansas
63,9.6,kansas
64,4.3,kansas
65,7.7,kansas
66,12.0,kansas
67,4.1,kansas
68,4.3,kansas
69,10.9,kansas
70,5.0,kansas
71,11.5,kansas
72,4.7,kansas
73,4.6,kansas
74,6.3,kansas
75,11.5,kansas
76,7.8,kansas
77,6.2,kansas
78,1.5,kansas
79,9.5,kansas
80,11.3,kansas
81,12.4,kansas
82,5.7,kansas
83,16.8,kansas
84,19.7,kansas
85,3.9,kansas
86,17.8,kansas
87,4.9,kansas
88,11.8,kansas
89,10.2,kansas
90,3.1,kansas
91,1.9,kansas
92,6.4,kansas
93,5.6,kansas
94,0.9,kansas
95,16.5,kansas
96,20.6,kansas
97,9.2,kansas
98,15.5,kansas
99,2.8,kansas
100,1.8,kansas
101,4.3,kansas
102,16.4,kansas
103,25.4,kansas
104,4.0,kansas
105,6.0,kansas
106,5.5,kansas
107,5.5,kansas
108,4.0,kansas
109,6.2,kansas
110,6.7,kansas
111,6.2,kansas
112,6.4,kansas
113,4.7,kansas
114,6.4,kansas
115,3.9,kansas
116,8.9,kansas
117,5.5,kansas
118,5.5,kansas
119,7.9,kansas
120,5.5,kansas
121,4.6,kansas
122,8.2,kansas
123,12.3,kansas
124,5.8,kansas
125,7.9,kansas
1,10.4,kentucky
2,11.3,kentucky
3,12.9,kentucky
4,12.9,kentucky
5,9.5,kentucky
6,9.4,kentucky
7,6.9,kentucky
8,17.1,kentucky
9,13.0,kentucky
10,11.4,kentucky
11,14.5,kentucky
12,12.6,kentucky
13,16.3,kentucky
14,8.1,kentucky
15,14.2,kentucky
16,13.2,kentucky
17,8.2,kentucky
18,11.8,kentucky
19,14.4,kentucky
20,16.5,kentucky
21,15.3,kentucky
22,8.6,kentucky
23,15.9,kentucky
24,16.9,kentucky
25,8.1,kentucky
26,6.1,kentucky
27,11.4,kentucky
28,10.6,kentucky
29,2.4,kentucky
30,12.2,kentucky
31,5.2,kentucky
32,1.8,kentucky
33,3.9,kentucky
34,2.2,kentucky
35,9.1,kentucky
36,2.6,kentucky
37,14.6,kentucky
38,16.6,kentucky
39,11.5,kentucky
40,16.0,kentucky
41,28.3,kentucky
42,19.0,kentucky
43,23.1,kentucky
44,13.4,kentucky
45,1.9,kentucky
46,7.5,kentucky
47,13.1,kentucky
48,2.0,kentucky
49,6.3,kentucky
50,8.9,kentucky
51,14.4,kentucky
52,20.2,kentucky
53,7.9,kentucky
54,14.7,kentucky
55,8.9,kentucky
56,9.4,kentucky
57,11.5,kentucky
58,8.5,kentucky
59,4.7,kentucky
60,5.8,kentucky
61,8.2,kentucky
62,9.0,kentucky
63,2.8,kentucky
64,4.3,kentucky
65,17.6,kentucky
66,4.0,kentucky
67,12.6,kentucky
68,2.2,kentucky
69,7.8,kentucky
70,16.3,kentucky
71,15.0,kentucky
72,13.4,kentucky
73,13.6,kentucky
74,19.8,kentucky
75,7.4,kentucky
76,10.6,kentucky
77,19.6,kentucky
78,14.1,kentucky
79,12.1,kentucky
80,18.8,kentucky
81,15.9,kentucky
82,19.3,kentucky
83,17.2,kentucky
84,25.6,kentucky
85,15.6,kentucky
86,27.3,kentucky
87,26.2,kentucky
88,2.4,kentucky
89,19.2,kentucky
90,28.4,kentucky
91,31.4,kentucky
92,27.8,kentucky
93,21.0,kentucky
94,23.4,kentucky
95,24.4,kentucky
96,21.5,kentucky
97,25.3,kentucky
98,13.8,kentucky
99,23.8,kentucky
100,17.7,kentucky
1,7.5,maine
2,3.1,maine
3,4.8,maine
4,4.2,maine
5,4.2,maine
6,4.8,maine
7,9.1,maine
8,11.6,maine
9,1.8,maine
10,2.8,maine
11,17.1,maine
12,25.4,maine
13,10.1,maine
14,15.2,maine
15,8.0,maine
16,6.9,maine
17,6.3,maine
18,24.3,maine
19,9.3,maine
20,10.6,maine
21,12.7,maine
22,9.6,maine
23,12.2,maine
24,5.6,maine
25,4.8,maine
26,4.1,maine
27,1.4,maine
28,3.5,maine
29,0.6,maine
30,1.8,maine
31,6.0,maine
32,6.5,maine
33,13.2,maine
34,11.8,maine
35,16.2,maine
36,12.7,maine
37,11.5,maine
