district,percent households receiving food stamps,state
43,7.7,wisconsin
44,13.6,wisconsin
45,19.0,wisconsin
46,6.0,wisconsin
47,8.0,wisconsin
48,10.9,wisconsin
49,9.2,wisconsin
50,11.4,wisconsin
51,10.8,wisconsin
52,9.8,wisconsin
53,7.0,wisconsin
54,9.4,wisconsin
55,8.7,wisconsin
56,4.9,wisconsin
57,11.8,wisconsin
58,6.0,wisconsin
59,5.9,wisconsin
60,3.5,wisconsin
61,6.9,wisconsin
62,7.6,wisconsin
63,9.1,wisconsin
64,10.2,wisconsin
65,21.8,wisconsin
66,29.7,wisconsin
67,10.0,wisconsin
68,9.6,wisconsin
69,10.3,wisconsin
70,10.8,wisconsin
71,7.8,wisconsin
72,12.4,wisconsin
73,11.7,wisconsin
74,13.8,wisconsin
75,11.7,wisconsin
76,6.9,wisconsin
77,7.3,wisconsin
78,5.4,wisconsin
79,4.1,wisconsin
80,3.9,wisconsin
81,10.5,wisconsin
82,5.1,wisconsin
83,3.1,wisconsin
84,7.7,wisconsin
85,12.2,wisconsin
86,5.6,wisconsin
87,12.5,wisconsin
88,6.0,wisconsin
89,8.2,wisconsin
90,17.3,wisconsin
91,10.2,wisconsin
92,9.0,wisconsin
93,5.6,wisconsin
94,6.0,wisconsin
95,10.2,wisconsin
96,8.3,wisconsin
97,8.4,wisconsin
98,4.8,wisconsin
99,2.8,wisconsin
1,0.7,wyoming
2,7.4,wyoming
3,3.6,wyoming
4,3.4,wyoming
5,9.8,wyoming
6,5.8,wyoming
7,1.0,wyoming
8,5.6,wyoming
9,4.9,wyoming
10,3.5,wyoming
11,7.4,wyoming
12,11.5,wyoming
13,5.5,wyoming
14,0.3,wyoming
15,8.1,wyoming
16,0.9,wyoming
17,9.6,wyoming
18,5.9,wyoming
19,3.3,wyoming
20,0.6,wyoming
21,2.8,wyoming
22,0.0,wyoming
23,0.7,wyoming
24,3.9,wyoming
25,5.4,wyoming
26,4.7,wyoming
27,2.3,wyoming
28,7.2,wyoming
29,8.3,wyoming
30,3.9,wyoming
31,2.5,wyoming
32,4.4,wyoming
33,22.4,wyoming
34,3.9,wyoming
35,3.4,wyoming
36,9.1,wyoming
37,4.4,wyoming
38,3.0,wyoming
39,5.3,wyoming
40,0.6,wyoming
41,5.0,wyoming
42,2.8,wyoming
43,9.1,wyoming
44,12.3,wyoming
45,3.8,wyoming
46,2.8,wyoming
47,3.1,wyoming
48,8.8,wyoming
49,9.0,wyoming
50,2.2,wyoming
51,1.4,wyoming
52,4.9,wyoming
53,8.6,wyoming
54,5.5,wyoming
55,7.4,wyoming
56,7.5,wyoming
57,10.2,wyoming
58,7.1,wyoming
59,9.3,wyoming
60,3.9,wyoming
