district,earnings $1 - $24'999,earnings $25'000 - 49'999,earnings $50'000 - 74'999,earnings $75'000 or more,state,median earnings
40,0.1516,0.4472,0.244,0.1572,delaware,31865
41,0.1445,0.4136,0.2548,0.187,delaware,34396
1,0.1735,0.4526,0.2186,0.1553,florida,30387
2,0.1829,0.4075,0.1947,0.2149,florida,30769
3,0.178,0.3709,0.2291,0.222,florida,34695
4,0.181,0.3869,0.2065,0.2256,florida,32019
5,0.2067,0.4301,0.1998,0.1634,florida,30836
6,0.1863,0.4363,0.1885,0.1889,florida,31556
7,0.2097,0.4542,0.1945,0.1416,florida,31537
8,0.2604,0.4933,0.1667,0.0796,florida,23014
9,0.1081,0.3444,0.2647,0.2829,florida,38522
10,0.1994,0.4515,0.2065,0.1427,florida,30019
11,0.137,0.3515,0.214,0.2975,florida,39893
12,0.1244,0.4026,0.2342,0.2388,florida,37857
13,0.2644,0.4533,0.1696,0.1127,florida,27081
14,0.213,0.4643,0.2019,0.1208,florida,29847
15,0.1685,0.4458,0.2254,0.1604,florida,33661
16,0.1163,0.378,0.2347,0.271,florida,41029
17,0.0999,0.2797,0.2055,0.4148,florida,42380
18,0.1468,0.3892,0.2337,0.2302,florida,36403
19,0.2208,0.4553,0.193,0.1309,florida,28919
20,0.2498,0.4339,0.1728,0.1436,florida,24763
21,0.1685,0.3581,0.2193,0.254,florida,31537
22,0.2131,0.4644,0.1766,0.1459,florida,29114
23,0.2447,0.4518,0.1696,0.1339,florida,28255
24,0.1932,0.3856,0.2158,0.2054,florida,31165
25,0.1796,0.3822,0.2246,0.2136,florida,32027
26,0.2331,0.4534,0.1839,0.1296,florida,29068
27,0.1788,0.4508,0.2202,0.1502,florida,33028
28,0.1233,0.358,0.2154,0.3033,florida,39311
29,0.142,0.3402,0.2025,0.3153,florida,39652
30,0.1461,0.4038,0.2296,0.2204,florida,35816
31,0.1855,0.3908,0.2182,0.2055,florida,33493
32,0.2266,0.4075,0.1804,0.1855,florida,30714
33,0.2388,0.4356,0.1778,0.1478,florida,24692
34,0.2316,0.439,0.1619,0.1675,florida,27430
35,0.2038,0.4402,0.1989,0.157,florida,29582
36,0.2214,0.495,0.1786,0.1049,florida,28701
37,0.1299,0.3229,0.2384,0.3088,florida,40438
38,0.1672,0.3699,0.2387,0.2242,florida,35598
39,0.2212,0.4355,0.1828,0.1605,florida,30550
40,0.1993,0.4416,0.202,0.157,florida,31782
41,0.2396,0.4529,0.1784,0.1291,florida,28359
42,0.2273,0.4183,0.19,0.1644,florida,30493
43,0.2946,0.4791,0.1399,0.0865,florida,25515
44,0.1502,0.3061,0.2004,0.3433,florida,41162
45,0.2523,0.4473,0.1818,0.1186,florida,27508
46,0.3335,0.4455,0.1487,0.0723,florida,24398
47,0.1293,0.3289,0.2278,0.3141,florida,43081
48,0.2784,0.4652,0.1578,0.0986,florida,26437
49,0.2078,0.4225,0.1937,0.176,florida,29363
50,0.1242,0.3437,0.2278,0.3043,florida,40591
51,0.1588,0.3746,0.2066,0.26,florida,34715
52,0.151,0.317,0.2053,0.3267,florida,36088
53,0.1879,0.438,0.1902,0.1839,florida,30306
54,0.2104,0.4126,0.1872,0.1898,florida,29147
55,0.241,0.441,0.1831,0.135,florida,27327
56,0.2548,0.4564,0.1629,0.1259,florida,29862
57,0.1287,0.353,0.2475,0.2707,florida,39862
58,0.1792,0.444,0.201,0.1757,florida,31695
59,0.1426,0.4083,0.2255,0.2236,florida,36645
60,0.1067,0.2856,0.2112,0.3965,florida,46541
61,0.2614,0.4782,0.1582,0.1022,florida,26658
62,0.2543,0.4567,0.1749,0.1141,florida,28817
63,0.1509,0.3757,0.2001,0.2733,florida,35041
64,0.0887,0.2994,0.2316,0.3803,florida,45609
65,0.125,0.351,0.2204,0.3036,florida,37618
66,0.1546,0.3804,0.1941,0.271,florida,35723
67,0.2025,0.4354,0.203,0.1591,florida,31565
68,0.143,0.4031,0.2072,0.2468,florida,37425
69,0.1457,0.3923,0.2025,0.2596,florida,35168
70,0.2395,0.4726,0.1677,0.1203,florida,28233
71,0.1911,0.4325,0.1865,0.1899,florida,30869
72,0.1768,0.3865,0.2151,0.2215,florida,33903
73,0.1289,0.3289,0.2324,0.3098,florida,38092
74,0.173,0.3832,0.2273,0.2164,florida,31529
75,0.1893,0.4015,0.2183,0.191,florida,29195
76,0.1705,0.3608,0.218,0.2507,florida,35098
77,0.1754,0.4149,0.2326,0.1771,florida,32466
78,0.1971,0.4097,0.1913,0.202,florida,31192
79,0.2416,0.4671,0.1813,0.11,florida,27271
80,0.2193,0.3848,0.1931,0.2028,florida,31131
81,0.1622,0.3136,0.1891,0.3351,florida,35101
82,0.1605,0.3145,0.1956,0.3293,florida,35826
83,0.1848,0.398,0.2026,0.2146,florida,33499
84,0.2314,0.4416,0.1808,0.1461,florida,29828
85,0.1069,0.3378,0.2245,0.3308,florida,42368
86,0.1446,0.3497,0.225,0.2807,florida,36161
87,0.3055,0.4528,0.1507,0.091,florida,25781
88,0.2655,0.4212,0.1757,0.1377,florida,27179
89,0.129,0.285,0.2211,0.3648,florida,41332
90,0.1631,0.4017,0.2309,0.2043,florida,32858
91,0.1093,0.3042,0.2329,0.3536,florida,40819
92,0.2513,0.4496,0.1697,0.1295,florida,26929
93,0.1202,0.3059,0.2113,0.3627,florida,42260
94,0.2265,0.4038,0.1931,0.1765,florida,30084
95,0.267,0.4764,0.1738,0.0827,florida,26872
96,0.1365,0.3416,0.2213,0.3005,florida,39505
97,0.1566,0.3495,0.2403,0.2536,florida,36604
98,0.1488,0.3601,0.197,0.2941,florida,37642
99,0.1592,0.3594,0.2327,0.2487,florida,36290
100,0.1665,0.3505,0.1801,0.3029,florida,37290
101,0.2485,0.4626,0.1779,0.1111,florida,27134
102,0.1975,0.5049,0.2034,0.0942,florida,32888
103,0.2083,0.4133,0.1906,0.1878,florida,33045
104,0.1156,0.2993,0.2027,0.3824,florida,43852
105,0.2377,0.4126,0.1656,0.184,florida,31035
106,0.1551,0.3356,0.1838,0.3255,florida,35476
107,0.276,0.4597,0.1669,0.0974,florida,28193
108,0.2855,0.4593,0.1364,0.1188,florida,27174
109,0.2945,0.441,0.1453,0.1192,florida,27244
110,0.3067,0.4416,0.1518,0.0999,florida,27081
111,0.3555,0.4241,0.1495,0.0709,florida,25647
112,0.1835,0.271,0.1862,0.3592,florida,41635
113,0.2778,0.3289,0.1544,0.2389,florida,31020
114,0.1923,0.3513,0.1738,0.2826,florida,36107
115,0.1805,0.3322,0.191,0.2963,florida,38508
116,0.252,0.38,0.169,0.1989,florida,31348
117,0.3015,0.4584,0.1474,0.0927,florida,25958
118,0.214,0.3776,0.2096,0.1988,florida,33361
119,0.2172,0.3738,0.2011,0.2079,florida,35229
120,0.2107,0.3837,0.1961,0.2095,florida,32299
1,0.1802,0.4446,0.2251,0.1502,georgia,29519
2,0.1706,0.4471,0.2414,0.1409,georgia,31695
3,0.1496,0.418,0.2391,0.1933,georgia,33307
4,0.2895,0.4848,0.1358,0.09,georgia,28544
5,0.2341,0.4415,0.2132,0.1112,georgia,30287
6,0.171,0.5042,0.2179,0.1069,georgia,32360
7,0.2533,0.3739,0.2133,0.1595,georgia,27261
8,0.2373,0.4053,0.204,0.1534,georgia,26906
9,0.1967,0.3977,0.2021,0.2035,georgia,31986
10,0.2388,0.4352,0.1921,0.1339,georgia,29395
11,0.1819,0.4697,0.2108,0.1376,georgia,32134
12,0.1952,0.476,0.1796,0.1492,georgia,30096
13,0.249,0.4277,0.1987,0.1245,georgia,27711
14,0.1641,0.3955,0.2547,0.1857,georgia,36057
15,0.1665,0.4487,0.2113,0.1736,georgia,34002
16,0.1939,0.4699,0.2088,0.1274,georgia,32222
17,0.1345,0.3545,0.2635,0.2475,georgia,38969
18,0.2052,0.4213,0.1791,0.1945,georgia,30392
19,0.1577,0.334,0.2767,0.2316,georgia,38312
20,0.1006,0.3078,0.2317,0.3599,georgia,43933
21,0.1317,0.2552,0.2625,0.3506,georgia,45304
22,0.0786,0.233,0.2415,0.447,georgia,50045
23,0.1689,0.3535,0.2299,0.2476,georgia,36843
24,0.125,0.2066,0.2202,0.4481,georgia,50787
25,0.0499,0.1353,0.1554,0.6594,georgia,71489
26,0.1066,0.2575,0.2203,0.4155,georgia,44298
27,0.204,0.3975,0.2209,0.1777,georgia,32078
28,0.2058,0.4409,0.2173,0.136,georgia,30280
29,0.2991,0.4281,0.1407,0.1321,georgia,27731
30,0.2083,0.4461,0.1646,0.1811,georgia,31341
31,0.1418,0.3879,0.2331,0.2372,georgia,36569
32,0.2094,0.4681,0.2003,0.1223,georgia,30649
33,0.2056,0.4383,0.2245,0.1316,georgia,30281
34,0.092,0.3046,0.2313,0.3721,georgia,39488
35,0.1568,0.3278,0.2273,0.2881,georgia,39665
36,0.0955,0.197,0.2173,0.4901,georgia,52136
37,0.1252,0.2993,0.2283,0.3472,georgia,40140
38,0.1294,0.3891,0.2393,0.2423,georgia,38700
39,0.176,0.3866,0.2172,0.2202,georgia,34671
40,0.0738,0.2175,0.2598,0.4489,georgia,57497
41,0.1941,0.412,0.1787,0.2151,georgia,31777
42,0.205,0.3768,0.2415,0.1766,georgia,32431
43,0.0848,0.2365,0.2332,0.4455,georgia,54111
44,0.135,0.3001,0.2331,0.3318,georgia,38932
45,0.0906,0.1601,0.1768,0.5726,georgia,61250
46,0.0852,0.2334,0.2338,0.4475,georgia,50344
47,0.0608,0.1829,0.1562,0.6002,georgia,64659
48,0.1258,0.3012,0.1655,0.4075,georgia,43760
49,0.0667,0.1548,0.1747,0.6038,georgia,66795
50,0.1014,0.2024,0.1641,0.5321,georgia,55507
51,0.1151,0.258,0.1918,0.4351,georgia,48058
52,0.0912,0.2189,0.2358,0.4542,georgia,57962
53,0.1473,0.2832,0.1785,0.3909,georgia,43085
54,0.0644,0.1667,0.2241,0.5448,georgia,67698
55,0.1633,0.2959,0.2313,0.3095,georgia,39250
56,0.158,0.3055,0.2049,0.3316,georgia,27807
57,0.1136,0.2432,0.2204,0.4228,georgia,45848
58,0.1474,0.2451,0.2651,0.3425,georgia,44065
59,0.1512,0.3074,0.1878,0.3537,georgia,40890
60,0.278,0.4568,0.155,0.1101,georgia,26412
61,0.1676,0.4464,0.224,0.162,georgia,34780
62,0.168,0.3399,0.2347,0.2575,georgia,37407
63,0.18,0.3582,0.2492,0.2126,georgia,36572
64,0.1701,0.3694,0.2193,0.2412,georgia,35945
65,0.2009,0.4402,0.212,0.1469,georgia,34847
66,0.1773,0.3333,0.2435,0.2459,georgia,37545
67,0.1267,0.389,0.2509,0.2334,georgia,38139
68,0.1463,0.4201,0.2401,0.1935,georgia,36776
69,0.207,0.348,0.2719,0.1731,georgia,30547
70,0.1506,0.3594,0.2227,0.2673,georgia,38206
71,0.1164,0.2526,0.2497,0.3814,georgia,48002
72,0.09,0.2185,0.2306,0.461,georgia,52028
73,0.1602,0.4197,0.2104,0.2096,georgia,34294
74,0.276,0.4959,0.1591,0.069,georgia,26492
75,0.2262,0.4495,0.2346,0.0897,georgia,30330
76,0.2143,0.427,0.2177,0.141,georgia,32588
77,0.2983,0.4252,0.211,0.0655,georgia,26775
78,0.2261,0.3843,0.235,0.1546,georgia,33663
79,0.1012,0.2239,0.1703,0.5046,georgia,53446
80,0.0856,0.1746,0.1975,0.5422,georgia,67388
81,0.2257,0.2537,0.1794,0.3412,georgia,35693
82,0.1185,0.2491,0.2552,0.3772,georgia,45162
83,0.1327,0.3169,0.1924,0.3581,georgia,40815
84,0.1165,0.3579,0.2343,0.2913,georgia,40344
85,0.1915,0.3939,0.2064,0.2082,georgia,31115
86,0.213,0.3672,0.1771,0.2427,georgia,30783
87,0.1919,0.4355,0.1991,0.1735,georgia,31884
88,0.1994,0.4047,0.1998,0.196,georgia,31606
89,0.1115,0.3076,0.2259,0.3551,georgia,43645
90,0.1591,0.4568,0.2115,0.1726,georgia,34273
91,0.1729,0.4143,0.2317,0.181,georgia,33962
92,0.2286,0.4289,0.2397,0.1028,georgia,31023
93,0.1226,0.3632,0.2956,0.2186,georgia,41846
94,0.1528,0.4045,0.2452,0.1975,georgia,33721
95,0.1249,0.3274,0.2074,0.3403,georgia,42787
96,0.1999,0.4498,0.1728,0.1775,georgia,32620
97,0.0903,0.263,0.2046,0.4421,georgia,46511
98,0.1338,0.3058,0.2387,0.3217,georgia,41892
99,0.2746,0.5109,0.1284,0.0861,georgia,28147
100,0.2195,0.48,0.2079,0.0926,georgia,31083
101,0.1564,0.3575,0.2314,0.2547,georgia,34901
102,0.1166,0.3373,0.2574,0.2888,georgia,40558
103,0.1218,0.3016,0.2758,0.3007,georgia,42782
104,0.1211,0.3141,0.2761,0.2886,georgia,43311
105,0.1156,0.3094,0.2927,0.2824,georgia,43310
106,0.139,0.3762,0.2274,0.2574,georgia,36703
107,0.1755,0.3478,0.2368,0.2399,georgia,36620
108,0.1868,0.3485,0.2127,0.252,georgia,34173
109,0.1154,0.3359,0.2593,0.2894,georgia,42498
110,0.1713,0.3747,0.2857,0.1683,georgia,34673
111,0.1361,0.369,0.2566,0.2383,georgia,38303
112,0.1894,0.3429,0.2287,0.239,georgia,35175
113,0.1985,0.471,0.1938,0.1367,georgia,30925
114,0.1279,0.3587,0.2658,0.2476,georgia,40113
115,0.1954,0.4108,0.2362,0.1576,georgia,32152
116,0.1784,0.4303,0.2405,0.1508,georgia,32428
117,0.1781,0.322,0.2293,0.2707,georgia,30470
118,0.2625,0.4255,0.1698,0.1422,georgia,22619
119,0.1783,0.3482,0.2075,0.266,georgia,25558
120,0.2386,0.3714,0.2239,0.1661,georgia,29097
121,0.1783,0.3637,0.268,0.1901,georgia,34583
122,0.0986,0.2393,0.2704,0.3917,georgia,49561
123,0.1286,0.355,0.2434,0.2731,georgia,35990
124,0.2985,0.3765,0.1841,0.1409,georgia,23976
125,0.2689,0.4893,0.1346,0.1072,georgia,23095
126,0.2661,0.3909,0.2142,0.1288,georgia,29305
127,0.2544,0.4559,0.1935,0.0962,georgia,27736
128,0.2508,0.4525,0.1887,0.108,georgia,29106
129,0.1861,0.4391,0.2299,0.145,georgia,31357
130,0.1957,0.4207,0.2088,0.1747,georgia,33101
131,0.1829,0.411,0.2479,0.1582,georgia,31351
132,0.2506,0.4427,0.1976,0.1092,georgia,29443
133,0.1539,0.3165,0.2363,0.2933,georgia,39347
134,0.1281,0.3396,0.2694,0.2629,georgia,38859
135,0.2816,0.4147,0.1762,0.1276,georgia,26462
136,0.2624,0.4162,0.1929,0.1285,georgia,27209
137,0.2483,0.3903,0.206,0.1554,georgia,28410
138,0.2641,0.4491,0.1727,0.1141,georgia,27914
139,0.2635,0.4025,0.201,0.133,georgia,27057
140,0.1679,0.4075,0.2212,0.2034,georgia,30925
141,0.1542,0.3552,0.2022,0.2884,georgia,36937
142,0.2631,0.4555,0.1689,0.1124,georgia,27115
143,0.2522,0.4175,0.1799,0.1503,georgia,23566
144,0.1988,0.3763,0.2538,0.171,georgia,33971
145,0.215,0.4506,0.1925,0.1418,georgia,27746
146,0.102,0.3336,0.2536,0.3108,georgia,41062
147,0.18,0.4329,0.2332,0.1539,georgia,31784
148,0.2451,0.3724,0.2088,0.1738,georgia,31674
149,0.2849,0.4224,0.1918,0.1009,georgia,30009
150,0.2806,0.3947,0.1897,0.135,georgia,27575
151,0.3275,0.4083,0.1436,0.1207,georgia,24667
152,0.1582,0.4099,0.2596,0.1724,georgia,35950
153,0.266,0.4152,0.1784,0.1404,georgia,25940
154,0.2684,0.4457,0.1931,0.0928,georgia,28176
155,0.2701,0.4192,0.1925,0.1182,georgia,26515
156,0.2789,0.4283,0.1638,0.129,georgia,28392
157,0.2729,0.3859,0.1986,0.1426,georgia,26049
158,0.2643,0.4167,0.2184,0.1005,georgia,25497
159,0.165,0.4546,0.2257,0.1546,georgia,32051
160,0.2318,0.3865,0.2207,0.161,georgia,23284
161,0.127,0.333,0.2265,0.3135,georgia,42027
162,0.2627,0.4781,0.16,0.0992,georgia,26792
163,0.2386,0.3655,0.1904,0.2055,georgia,25912
164,0.1664,0.4047,0.2282,0.2007,georgia,33494
165,0.2319,0.4149,0.2023,0.1509,georgia,27652
166,0.099,0.2486,0.2649,0.3874,georgia,46597
167,0.1832,0.4026,0.256,0.1583,georgia,32452
168,0.1904,0.4827,0.1902,0.1367,georgia,32317
169,0.2456,0.4746,0.1837,0.096,georgia,27520
170,0.2623,0.4621,0.1791,0.0965,georgia,28312
171,0.2726,0.4318,0.1977,0.0979,georgia,27217
172,0.3067,0.4156,0.1517,0.126,georgia,26958
173,0.2091,0.4354,0.2061,0.1494,georgia,31369
174,0.2892,0.4158,0.1961,0.0989,georgia,29044
175,0.1613,0.4163,0.2167,0.2057,georgia,33339
176,0.2234,0.4469,0.2208,0.1089,georgia,30534
177,0.325,0.4669,0.1454,0.0627,georgia,23780
178,0.2597,0.4035,0.2203,0.1165,georgia,30601
179,0.1984,0.3795,0.2012,0.2209,georgia,29605
180,0.2164,0.3565,0.2194,0.2077,georgia,32493
1,0.1854,0.4387,0.1793,0.1966,hawaii,33421
2,0.1742,0.3873,0.2249,0.2136,hawaii,30360
3,0.1649,0.3996,0.2325,0.2029,hawaii,33784
4,0.1775,0.4662,0.2072,0.149,hawaii,31365
5,0.1565,0.4423,0.1857,0.2155,hawaii,31177
9,0.1649,0.486,0.1935,0.1557,hawaii,35143
10,0.1013,0.4467,0.2392,0.2129,hawaii,38687
11,0.1654,0.3238,0.221,0.2898,hawaii,38046
13,0.144,0.3612,0.2407,0.2541,hawaii,38896
14,0.1393,0.3939,0.2397,0.2271,hawaii,39384
15,0.1346,0.4298,0.2439,0.1917,hawaii,37926
16,0.1462,0.413,0.224,0.2168,hawaii,35663
17,0.0465,0.1604,0.2721,0.521,hawaii,62200
18,0.0572,0.2152,0.2589,0.4686,hawaii,59411
19,0.1022,0.3058,0.2416,0.3504,hawaii,45725
20,0.1375,0.3276,0.2427,0.2921,hawaii,38742
22,0.1068,0.3065,0.2778,0.3089,hawaii,44699
24,0.129,0.3805,0.2595,0.231,hawaii,39895
30,0.1865,0.4579,0.1677,0.1879,hawaii,31521
33,0.0811,0.2748,0.2995,0.3446,hawaii,50871
34,0.0988,0.339,0.277,0.2852,hawaii,43657
35,0.171,0.4331,0.2121,0.1838,hawaii,33531
36,0.0592,0.2639,0.2612,0.4157,hawaii,51296
37,0.0706,0.3038,0.2844,0.3411,hawaii,49891
39,0.1129,0.3928,0.2,0.2944,hawaii,41076
40,0.1143,0.3881,0.2572,0.2405,hawaii,40961
41,0.0891,0.3602,0.2559,0.2948,hawaii,45520
43,0.1688,0.3751,0.2412,0.2149,hawaii,34395
44,0.1693,0.4372,0.2207,0.1728,hawaii,30860
45,0.2056,0.3938,0.2405,0.1601,hawaii,33890
47,0.1247,0.3521,0.2421,0.2811,hawaii,32581
49,0.1038,0.3011,0.2325,0.3626,hawaii,44286
50,0.1644,0.3688,0.1712,0.2957,hawaii,36982
51,0.099,0.2943,0.2174,0.3893,hawaii,44851
1,0.2214,0.4823,0.1878,0.1085,illinois,30080
2,0.1918,0.3709,0.2019,0.2354,illinois,32708
3,0.1954,0.4626,0.1816,0.1604,illinois,32000
4,0.1073,0.3004,0.2491,0.3433,illinois,48682
5,0.0861,0.1834,0.2035,0.5269,illinois,57560
6,0.1201,0.2534,0.2085,0.4179,illinois,43556
7,0.1209,0.3533,0.2417,0.2841,illinois,40505
8,0.1794,0.3357,0.2055,0.2794,illinois,33281
9,0.1007,0.2128,0.1981,0.4884,illinois,47531
10,0.1307,0.28,0.1977,0.3916,illinois,45119
11,0.0382,0.1428,0.2328,0.5862,illinois,71602
12,0.0452,0.1817,0.2846,0.4885,illinois,61990
13,0.135,0.295,0.2287,0.3412,illinois,42628
14,0.1247,0.385,0.213,0.2773,illinois,35313
15,0.1044,0.2881,0.2136,0.3939,illinois,43560
16,0.1436,0.3413,0.1932,0.322,illinois,37012
17,0.0684,0.1869,0.1735,0.5712,illinois,54952
18,0.0572,0.1866,0.1634,0.5929,illinois,52384
19,0.1047,0.3286,0.2664,0.3003,illinois,42409
20,0.087,0.2955,0.2427,0.3748,illinois,47126
21,0.2106,0.4477,0.2056,0.1361,illinois,30166
22,0.1537,0.4334,0.2382,0.1746,illinois,34209
23,0.1522,0.4289,0.2296,0.1893,illinois,33584
24,0.2083,0.4706,0.1936,0.1275,illinois,30546
25,0.1745,0.3633,0.2069,0.2553,illinois,32425
26,0.089,0.2301,0.2039,0.477,illinois,51638
27,0.1259,0.3688,0.2634,0.2419,illinois,35647
28,0.1478,0.3862,0.2299,0.236,illinois,33284
29,0.1657,0.3643,0.2514,0.2186,illinois,33405
30,0.1784,0.3836,0.2302,0.2078,illinois,31649
31,0.1521,0.3708,0.241,0.2361,illinois,33879
32,0.1584,0.4449,0.227,0.1697,illinois,30974
33,0.1693,0.4139,0.2315,0.1853,illinois,31906
34,0.1422,0.3694,0.2487,0.2397,illinois,33591
35,0.0837,0.2454,0.2468,0.424,illinois,48883
36,0.1185,0.2832,0.2709,0.3274,illinois,43597
37,0.0781,0.2136,0.2476,0.4606,illinois,51990
38,0.1038,0.3197,0.271,0.3056,illinois,42739
39,0.1595,0.3625,0.2321,0.2459,illinois,37167
40,0.1385,0.343,0.2286,0.2899,illinois,39030
41,0.063,0.1774,0.1918,0.5678,illinois,58457
42,0.0724,0.2123,0.2063,0.5089,illinois,52945
43,0.2097,0.4446,0.2139,0.1317,illinois,30776
44,0.1376,0.3307,0.2426,0.2892,illinois,40519
45,0.0809,0.2733,0.2781,0.3677,illinois,46918
46,0.1203,0.3687,0.2438,0.2672,illinois,37287
47,0.0558,0.1813,0.1739,0.589,illinois,60767
48,0.0668,0.244,0.2145,0.4747,illinois,47420
49,0.0889,0.2808,0.2132,0.417,illinois,44169
50,0.0594,0.2383,0.2577,0.4446,illinois,51091
51,0.0691,0.1486,0.1687,0.6135,illinois,63469
52,0.0948,0.2534,0.2243,0.4276,illinois,45574
53,0.0715,0.2212,0.2356,0.4716,illinois,53787
54,0.078,0.2319,0.201,0.489,illinois,52629
55,0.1135,0.3011,0.2457,0.3397,illinois,43600
56,0.0991,0.2836,0.2325,0.3848,illinois,46399
57,0.1303,0.3045,0.2246,0.3406,illinois,40997
58,0.1738,0.1501,0.1278,0.5483,illinois,43228
59,0.1079,0.279,0.1896,0.4235,illinois,46022
60,0.2421,0.4674,0.1677,0.1228,illinois,27804
61,0.1056,0.298,0.2305,0.3659,illinois,41841
62,0.1181,0.3228,0.2384,0.3207,illinois,40494
63,0.1414,0.3443,0.2465,0.2678,illinois,37181
64,0.0862,0.2775,0.2505,0.3859,illinois,44622
65,0.0899,0.2305,0.2385,0.4411,illinois,48591
66,0.0774,0.2623,0.2418,0.4185,illinois,49377
67,0.2576,0.459,0.1957,0.0877,illinois,25102
68,0.1308,0.365,0.2631,0.2412,illinois,36100
69,0.1267,0.3096,0.2577,0.306,illinois,39265
70,0.139,0.3301,0.2388,0.2922,illinois,30899
71,0.16,0.3677,0.2479,0.2244,illinois,35615
72,0.1539,0.4156,0.2529,0.1776,illinois,31452
73,0.1078,0.3043,0.2158,0.3722,illinois,42720
74,0.155,0.3915,0.2503,0.2032,illinois,33471
75,0.1165,0.2952,0.2685,0.3198,illinois,42025
76,0.1836,0.3514,0.2566,0.2084,illinois,32204
77,0.18,0.4694,0.2109,0.1397,illinois,32519
78,0.1068,0.3216,0.2333,0.3383,illinois,41904
79,0.1461,0.3603,0.2474,0.2461,illinois,33680
80,0.1341,0.3103,0.246,0.3097,illinois,40829
81,0.0793,0.2317,0.2077,0.4812,illinois,51536
82,0.0757,0.2231,0.2131,0.4882,illinois,52878
83,0.2079,0.4563,0.2014,0.1345,illinois,29087
84,0.1396,0.2726,0.2136,0.3742,illinois,43115
85,0.1456,0.3582,0.254,0.2422,illinois,35612
86,0.1985,0.4089,0.2241,0.1685,illinois,31116
87,0.1385,0.368,0.2656,0.228,illinois,36002
88,0.1297,0.3345,0.273,0.2627,illinois,38198
89,0.1756,0.3919,0.2473,0.1852,illinois,32171
90,0.1524,0.3578,0.2495,0.2403,illinois,34988
91,0.1641,0.3955,0.2457,0.1948,illinois,34354
92,0.2046,0.4137,0.2426,0.139,illinois,28207
93,0.1974,0.4365,0.2189,0.1472,illinois,26768
94,0.1716,0.4514,0.2175,0.1595,illinois,33384
95,0.1532,0.3955,0.2707,0.1805,illinois,34016
96,0.2019,0.3989,0.2362,0.163,illinois,28980
97,0.0761,0.24,0.249,0.4349,illinois,50118
98,0.1113,0.2905,0.2695,0.3288,illinois,41342
99,0.1056,0.351,0.2488,0.2945,illinois,41556
100,0.1683,0.3759,0.262,0.1939,illinois,33435
101,0.1073,0.3402,0.284,0.2685,illinois,41784
102,0.153,0.3764,0.26,0.2105,illinois,36638
103,0.2015,0.4205,0.2062,0.1719,illinois,22259
104,0.1578,0.4105,0.2341,0.1976,illinois,34732
105,0.1187,0.2895,0.2312,0.3606,illinois,34911
106,0.1657,0.3923,0.2506,0.1913,illinois,32946
107,0.1963,0.4301,0.2199,0.1537,illinois,31196
108,0.1077,0.3136,0.2708,0.3079,illinois,42430
109,0.178,0.4141,0.2334,0.1745,illinois,33069
110,0.1733,0.4479,0.2358,0.143,illinois,28914
111,0.163,0.367,0.2771,0.1929,illinois,33385
112,0.1103,0.3011,0.2777,0.311,illinois,40401
113,0.1793,0.4055,0.2412,0.1739,illinois,32856
114,0.1698,0.3715,0.2414,0.2173,illinois,32454
115,0.1847,0.3881,0.2508,0.1764,illinois,29657
116,0.1539,0.3401,0.2514,0.2545,illinois,36513
117,0.1912,0.3852,0.2464,0.1772,illinois,31949
118,0.2084,0.4054,0.2131,0.1731,illinois,28508
1,0.2034,0.4203,0.2348,0.1416,indiana,30042
2,0.2047,0.5186,0.1679,0.1087,indiana,27244
3,0.2385,0.4183,0.1894,0.1538,indiana,28719
4,0.1011,0.3156,0.2098,0.3735,indiana,39012
5,0.1478,0.4169,0.2367,0.1986,indiana,33613
6,0.201,0.4512,0.2163,0.1316,indiana,29158
7,0.1731,0.4295,0.2225,0.1749,indiana,32139
8,0.1238,0.3613,0.2514,0.2635,indiana,30034
9,0.1347,0.3726,0.2111,0.2816,indiana,33296
10,0.1663,0.3443,0.2209,0.2685,indiana,34470
11,0.1013,0.275,0.2543,0.3694,indiana,43003
12,0.102,0.3209,0.2391,0.338,indiana,40957
13,0.1412,0.421,0.2443,0.1935,indiana,34027
14,0.1611,0.3904,0.2385,0.21,indiana,31779
15,0.1112,0.2829,0.2545,0.3514,indiana,43483
16,0.1293,0.4276,0.2541,0.189,indiana,33845
17,0.1641,0.4536,0.2352,0.1471,indiana,33165
18,0.1569,0.4244,0.2399,0.1788,indiana,33154
19,0.1054,0.2941,0.246,0.3545,indiana,44501
20,0.1684,0.4184,0.204,0.2092,indiana,32817
21,0.1537,0.477,0.2217,0.1477,indiana,31629
22,0.1603,0.4324,0.243,0.1643,indiana,34233
23,0.1996,0.4607,0.2186,0.1211,indiana,30016
24,0.0563,0.1648,0.1964,0.5825,indiana,64091
25,0.1265,0.4253,0.245,0.2032,indiana,36396
26,0.1688,0.3658,0.2344,0.231,indiana,20270
27,0.2082,0.4295,0.2289,0.1334,indiana,24340
28,0.1007,0.3517,0.2464,0.3012,indiana,43115
29,0.1042,0.2988,0.2501,0.3468,indiana,42437
30,0.1851,0.3967,0.2434,0.1747,indiana,30427
31,0.1774,0.4715,0.2177,0.1334,indiana,27590
32,0.1205,0.4005,0.2368,0.2421,indiana,37418
33,0.1604,0.4833,0.2418,0.1145,indiana,31565
34,0.2592,0.4336,0.1867,0.1205,indiana,15893
35,0.1282,0.4385,0.2659,0.1674,indiana,35651
36,0.2235,0.4488,0.2061,0.1216,indiana,26902
