district,earnings $1 - $24'999,earnings $25'000 - 49'999,earnings $50'000 - 74'999,earnings $75'000 or more,state,median earnings
37,0.0652,0.2268,0.2598,0.4482,indiana,54351
38,0.1382,0.4395,0.2451,0.1772,indiana,34242
39,0.0588,0.2232,0.2152,0.5027,indiana,54441
40,0.0837,0.3091,0.2817,0.3255,indiana,45207
41,0.1399,0.3878,0.2475,0.2248,indiana,35701
42,0.1658,0.4395,0.241,0.1537,indiana,35049
43,0.1969,0.4954,0.1769,0.1308,indiana,23300
44,0.1441,0.3835,0.2541,0.2182,indiana,34140
45,0.2171,0.4309,0.2105,0.1415,indiana,30681
46,0.147,0.453,0.2253,0.1746,indiana,34613
47,0.1201,0.3607,0.2247,0.2945,indiana,40301
48,0.1493,0.4554,0.2304,0.1648,indiana,33420
49,0.1389,0.3867,0.2797,0.1947,indiana,33869
50,0.1697,0.4518,0.2403,0.1382,indiana,31573
51,0.1535,0.4153,0.2626,0.1686,indiana,33137
52,0.1057,0.4131,0.247,0.2342,indiana,37600
53,0.0986,0.3655,0.2713,0.2646,indiana,40372
54,0.1628,0.4696,0.2244,0.1433,indiana,33365
55,0.1412,0.4117,0.2804,0.1666,indiana,35975
56,0.2022,0.4672,0.194,0.1366,indiana,30161
57,0.1193,0.4168,0.2601,0.2038,indiana,36658
58,0.1104,0.405,0.2707,0.2139,indiana,38693
59,0.1336,0.3433,0.2245,0.2986,indiana,36038
60,0.1582,0.3652,0.2244,0.2522,indiana,32278
61,0.2433,0.3906,0.2091,0.157,indiana,12322
62,0.1492,0.3783,0.2731,0.1994,indiana,34086
63,0.1916,0.4078,0.2155,0.1851,indiana,33395
64,0.1567,0.388,0.2224,0.2329,indiana,36514
65,0.1348,0.3742,0.247,0.244,indiana,34949
66,0.1836,0.3852,0.2643,0.1668,indiana,33733
67,0.1544,0.4383,0.2535,0.1538,indiana,34205
68,0.1277,0.3953,0.2623,0.2147,indiana,37881
69,0.1597,0.4491,0.254,0.1372,indiana,34713
70,0.11,0.3839,0.2743,0.2318,indiana,38994
71,0.1583,0.496,0.23,0.1158,indiana,32001
72,0.137,0.3867,0.2335,0.2428,indiana,37453
73,0.1677,0.4393,0.2323,0.1606,indiana,31706
74,0.1386,0.4756,0.233,0.1528,indiana,34146
75,0.1119,0.3911,0.248,0.249,indiana,38804
76,0.1628,0.3764,0.2488,0.212,indiana,33712
77,0.2655,0.4249,0.2082,0.1014,indiana,26358
78,0.1516,0.3728,0.2364,0.2391,indiana,37097
79,0.1576,0.4907,0.2247,0.127,indiana,32273
80,0.2472,0.5208,0.1447,0.0873,indiana,26161
81,0.1782,0.4685,0.2121,0.1412,indiana,31276
82,0.1461,0.447,0.2634,0.1435,indiana,34759
83,0.0862,0.3555,0.2556,0.3027,indiana,42449
84,0.1252,0.3932,0.2643,0.2172,indiana,38092
85,0.1491,0.3877,0.2837,0.1796,indiana,35316
86,0.1014,0.3384,0.2358,0.3243,indiana,43267
87,0.1074,0.3945,0.2431,0.255,indiana,40708
88,0.0611,0.2593,0.2518,0.4278,indiana,51938
89,0.1549,0.445,0.2395,0.1605,indiana,33780
90,0.1073,0.3197,0.2852,0.2878,indiana,43784
91,0.1336,0.498,0.2236,0.1448,indiana,35159
92,0.1475,0.4933,0.2255,0.1337,indiana,32040
93,0.1277,0.3668,0.2462,0.2594,indiana,41365
94,0.1658,0.5014,0.1999,0.1329,indiana,31964
95,0.1893,0.452,0.2153,0.1434,indiana,31569
96,0.1639,0.367,0.2436,0.2255,indiana,31838
97,0.2229,0.4289,0.1955,0.1527,indiana,26862
98,0.2373,0.473,0.2049,0.0849,indiana,26286
99,0.2531,0.4936,0.1515,0.1019,indiana,25127
100,0.1867,0.41,0.2213,0.182,indiana,32064
1,0.1421,0.412,0.2883,0.1576,iowa,34381
2,0.1557,0.4568,0.2401,0.1474,iowa,32219
3,0.1503,0.4255,0.2343,0.1899,iowa,33677
4,0.1282,0.4131,0.2756,0.183,iowa,32018
5,0.1271,0.4047,0.2887,0.1795,iowa,39977
6,0.0967,0.408,0.2683,0.2269,iowa,37549
7,0.1433,0.4893,0.242,0.1255,iowa,32522
8,0.1477,0.4642,0.2572,0.1309,iowa,35543
9,0.1806,0.3919,0.2883,0.1393,iowa,30405
10,0.1546,0.4206,0.2754,0.1494,iowa,34524
11,0.1959,0.4803,0.1864,0.1374,iowa,31318
12,0.1728,0.4252,0.2437,0.1583,iowa,34723
13,0.1325,0.481,0.2673,0.1193,iowa,31738
14,0.1735,0.4613,0.2248,0.1404,iowa,32494
15,0.2258,0.4855,0.1862,0.1025,iowa,31147
16,0.1506,0.4627,0.2506,0.1361,iowa,33372
17,0.155,0.4159,0.2773,0.1518,iowa,35743
18,0.1689,0.4388,0.2566,0.1358,iowa,34986
19,0.0655,0.2341,0.2669,0.4334,iowa,54114
20,0.1539,0.4545,0.2309,0.1607,iowa,33101
21,0.1722,0.4424,0.2257,0.1597,iowa,32273
22,0.1005,0.3234,0.2812,0.2948,iowa,44945
23,0.1404,0.3905,0.2963,0.1728,iowa,36702
24,0.1691,0.4697,0.2249,0.1363,iowa,32583
25,0.0816,0.3236,0.3013,0.2934,iowa,43598
26,0.1003,0.2969,0.3363,0.2666,iowa,40309
27,0.1459,0.4739,0.2293,0.1509,iowa,32021
28,0.1242,0.4034,0.3041,0.1683,iowa,38332
29,0.144,0.3899,0.3044,0.1618,iowa,35925
30,0.0901,0.3008,0.3245,0.2846,iowa,45042
31,0.1257,0.3901,0.3362,0.148,iowa,37293
32,0.2071,0.4626,0.2387,0.0915,iowa,30637
33,0.1305,0.5054,0.2266,0.1374,iowa,33056
34,0.122,0.4696,0.2421,0.1663,iowa,36190
35,0.2094,0.5312,0.1768,0.0826,iowa,25378
36,0.0879,0.4242,0.2826,0.2053,iowa,41342
37,0.0849,0.2812,0.2764,0.3576,iowa,48353
38,0.082,0.3043,0.2851,0.3286,iowa,44347
39,0.0725,0.245,0.2639,0.4187,iowa,52768
40,0.105,0.3597,0.2333,0.302,iowa,41846
41,0.1134,0.3331,0.2175,0.336,iowa,36479
42,0.1182,0.3291,0.2406,0.312,iowa,40883
43,0.0874,0.2531,0.3512,0.3083,iowa,50222
44,0.0592,0.2134,0.2998,0.4277,iowa,54733
45,0.1466,0.3515,0.2604,0.2416,iowa,22765
46,0.1292,0.338,0.2445,0.2884,iowa,9793
47,0.1408,0.4536,0.254,0.1516,iowa,34216
48,0.0992,0.3747,0.3134,0.2127,iowa,40571
49,0.1093,0.3899,0.2689,0.2319,iowa,40914
50,0.1591,0.402,0.2655,0.1735,iowa,35826
51,0.1444,0.4479,0.2516,0.1561,iowa,34892
52,0.1353,0.4579,0.2437,0.1631,iowa,35158
53,0.1351,0.4208,0.2832,0.1609,iowa,32720
54,0.1386,0.3876,0.2806,0.1932,iowa,36160
55,0.1698,0.446,0.2306,0.1535,iowa,30392
56,0.1539,0.4647,0.2529,0.1285,iowa,33699
57,0.1114,0.3513,0.2794,0.258,iowa,41453
58,0.1217,0.4346,0.2672,0.1765,iowa,35896
59,0.1349,0.3601,0.2665,0.2385,iowa,21355
60,0.1076,0.3512,0.2691,0.2722,iowa,37098
61,0.1579,0.4956,0.2185,0.128,iowa,31682
62,0.2282,0.515,0.1981,0.0587,iowa,26862
63,0.1165,0.3225,0.3103,0.2507,iowa,36889
64,0.1484,0.4384,0.2499,0.1633,iowa,33498
65,0.1395,0.4175,0.233,0.21,iowa,35162
66,0.0905,0.374,0.2667,0.2688,iowa,40290
67,0.104,0.3021,0.2311,0.3628,iowa,42460
68,0.1154,0.3358,0.2474,0.3014,iowa,39341
69,0.1615,0.3938,0.222,0.2227,iowa,33288
70,0.1033,0.4192,0.3039,0.1736,iowa,37975
71,0.1361,0.5001,0.2111,0.1527,iowa,33752
72,0.1314,0.4184,0.2932,0.157,iowa,35370
73,0.1419,0.3581,0.2907,0.2093,iowa,38892
74,0.1484,0.2822,0.2018,0.3676,iowa,36993
75,0.1171,0.4123,0.2823,0.1883,iowa,39149
76,0.1372,0.4075,0.2378,0.2175,iowa,33793
77,0.1228,0.2996,0.296,0.2816,iowa,45784
78,0.1491,0.4253,0.2736,0.152,iowa,33939
79,0.1203,0.441,0.2308,0.2079,iowa,31807
80,0.1503,0.4419,0.2523,0.1554,iowa,35296
81,0.1899,0.476,0.2205,0.1135,iowa,30064
82,0.2068,0.4033,0.2363,0.1537,iowa,30404
83,0.2018,0.4255,0.227,0.1458,iowa,30336
84,0.1728,0.4301,0.2322,0.1649,iowa,32193
85,0.2318,0.2702,0.2245,0.2734,iowa,17070
86,0.1377,0.4173,0.2636,0.1814,iowa,21760
87,0.1898,0.437,0.2146,0.1587,iowa,30899
88,0.1402,0.423,0.2665,0.1703,iowa,36680
89,0.1621,0.4048,0.2797,0.1534,iowa,35975
90,0.214,0.4492,0.2249,0.1119,iowa,27378
91,0.1307,0.4295,0.2592,0.1806,iowa,35902
92,0.1053,0.3411,0.3145,0.2391,iowa,41089
93,0.1083,0.392,0.2413,0.2584,iowa,35961
94,0.0612,0.259,0.2523,0.4275,iowa,51737
95,0.0858,0.3751,0.2537,0.2855,iowa,40918
96,0.1449,0.4087,0.2651,0.1813,iowa,35458
97,0.1206,0.3843,0.2371,0.2581,iowa,38880
98,0.1513,0.4215,0.2414,0.1858,iowa,31325
99,0.1117,0.4317,0.2868,0.1697,iowa,35304
100,0.1598,0.4526,0.2546,0.133,iowa,30202
1,0.2272,0.469,0.2,0.1038,kansas,29663
2,0.1782,0.5034,0.1944,0.124,kansas,32437
3,0.2792,0.4265,0.1812,0.1131,kansas,21953
4,0.2407,0.4052,0.2177,0.1365,kansas,30049
5,0.1528,0.3971,0.2726,0.1775,kansas,35905
6,0.0983,0.3565,0.2467,0.2985,kansas,39683
7,0.2095,0.4647,0.1818,0.144,kansas,30491
8,0.0586,0.1516,0.1758,0.614,kansas,63882
9,0.221,0.4376,0.2207,0.1207,kansas,28045
10,0.1697,0.3715,0.2762,0.1826,kansas,26837
11,0.1951,0.4264,0.2,0.1784,kansas,25772
12,0.1931,0.4131,0.2243,0.1695,kansas,31376
13,0.2016,0.4672,0.1965,0.1346,kansas,30744
14,0.0477,0.2488,0.263,0.4406,kansas,55011
15,0.1364,0.3724,0.2684,0.2228,kansas,37322
16,0.0532,0.2616,0.3397,0.3455,kansas,50651
17,0.0834,0.2603,0.2499,0.4064,kansas,46933
18,0.1229,0.3361,0.2619,0.2792,kansas,42202
19,0.0658,0.2115,0.2109,0.5119,kansas,52417
20,0.0644,0.1549,0.1792,0.6015,kansas,61652
21,0.0574,0.2452,0.2804,0.417,kansas,51884
22,0.0993,0.4101,0.3256,0.1649,kansas,40924
23,0.1347,0.417,0.2496,0.1987,kansas,36455
24,0.0872,0.4206,0.2759,0.2163,kansas,39688
25,0.0807,0.2407,0.2546,0.424,kansas,51271
26,0.0811,0.2629,0.2382,0.4178,kansas,49642
27,0.047,0.1453,0.1869,0.6208,kansas,64244
28,0.0483,0.1584,0.2069,0.5864,kansas,65520
29,0.0874,0.2722,0.3001,0.3403,kansas,44779
30,0.0965,0.3593,0.2529,0.2912,kansas,43781
31,0.2365,0.4552,0.2102,0.0981,kansas,30136
32,0.3389,0.4934,0.1187,0.049,kansas,24425
33,0.116,0.4402,0.2855,0.1583,kansas,39500
34,0.318,0.4703,0.1624,0.0494,kansas,22960
35,0.2189,0.4644,0.2707,0.046,kansas,30217
36,0.1243,0.3858,0.2641,0.2258,kansas,40718
37,0.2376,0.531,0.1438,0.0876,kansas,27450
38,0.0794,0.3249,0.2076,0.3881,kansas,42385
39,0.1113,0.2238,0.189,0.4758,kansas,52023
40,0.2113,0.3022,0.1987,0.2879,kansas,32186
41,0.2108,0.3874,0.2106,0.1912,kansas,30641
42,0.1089,0.3086,0.2723,0.3102,kansas,43691
43,0.0962,0.3848,0.2667,0.2523,kansas,39936
44,0.1918,0.3568,0.197,0.2544,kansas,30388
45,0.0854,0.3084,0.2723,0.3339,kansas,42763
46,0.2488,0.4034,0.169,0.1787,kansas,15913
47,0.1194,0.3886,0.292,0.2,kansas,41042
48,0.0447,0.2304,0.2147,0.5101,kansas,54022
49,0.1047,0.2986,0.2518,0.3448,kansas,42243
50,0.0805,0.3409,0.328,0.2506,kansas,43642
51,0.1201,0.3707,0.2929,0.2163,kansas,37615
52,0.0692,0.2657,0.3002,0.3648,kansas,52069
53,0.1515,0.4555,0.2695,0.1234,kansas,35906
54,0.1497,0.4147,0.2504,0.1852,kansas,38956
55,0.1889,0.4687,0.2238,0.1186,kansas,29600
56,0.1463,0.4733,0.1954,0.185,kansas,35029
57,0.2327,0.4325,0.2602,0.0746,kansas,28317
58,0.2212,0.5319,0.1954,0.0514,kansas,30127
59,0.1649,0.4739,0.2222,0.139,kansas,32677
60,0.2289,0.4845,0.16,0.1265,kansas,24748
61,0.1852,0.3691,0.248,0.1976,kansas,35714
62,0.2056,0.4212,0.2157,0.1575,kansas,31016
63,0.2054,0.3949,0.242,0.1577,kansas,25623
64,0.3211,0.4558,0.1348,0.0883,kansas,26772
65,0.2234,0.489,0.1991,0.0885,kansas,29457
66,0.3356,0.4098,0.1605,0.0941,kansas,11414
67,0.1103,0.3686,0.2679,0.2532,kansas,39795
68,0.1723,0.5058,0.1767,0.1452,kansas,31924
69,0.1776,0.4911,0.2289,0.1024,kansas,30113
70,0.1801,0.4339,0.254,0.132,kansas,32161
71,0.1302,0.4404,0.2475,0.1819,kansas,31765
72,0.1297,0.475,0.2377,0.1575,kansas,34262
73,0.1455,0.3903,0.2193,0.245,kansas,34647
74,0.1727,0.4201,0.255,0.1522,kansas,29969
75,0.1599,0.4969,0.1981,0.1451,kansas,32976
76,0.1736,0.422,0.2389,0.1655,kansas,32342
77,0.1123,0.3269,0.304,0.2569,kansas,38495
78,0.073,0.2447,0.2874,0.3948,kansas,50511
79,0.1744,0.4096,0.2471,0.1689,kansas,32197
80,0.1792,0.4242,0.2268,0.1699,kansas,30723
81,0.182,0.3681,0.2521,0.1978,kansas,32822
82,0.1225,0.3519,0.2901,0.2355,kansas,38845
83,0.2508,0.4814,0.1616,0.1062,kansas,30386
84,0.2254,0.4476,0.1492,0.1778,kansas,27158
85,0.1333,0.2906,0.2426,0.3334,kansas,41735
86,0.2766,0.494,0.1594,0.07,kansas,27142
87,0.1557,0.2895,0.2291,0.3257,kansas,38615
88,0.1936,0.4234,0.2369,0.1461,kansas,30532
89,0.1499,0.4352,0.1623,0.2526,kansas,26904
90,0.0732,0.3274,0.3149,0.2846,kansas,43360
91,0.1209,0.345,0.2849,0.2492,kansas,42771
92,0.1997,0.4247,0.2466,0.1289,kansas,30074
93,0.1161,0.3848,0.2702,0.2288,kansas,40085
94,0.1116,0.3021,0.3226,0.2637,kansas,43024
95,0.2124,0.5101,0.2039,0.0736,kansas,26593
96,0.2888,0.4449,0.2065,0.0598,kansas,28110
97,0.1736,0.4301,0.2641,0.1322,kansas,36796
98,0.1838,0.4339,0.2469,0.1354,kansas,29765
99,0.0725,0.2357,0.2941,0.3976,kansas,50991
100,0.1052,0.2834,0.2904,0.321,kansas,44244
101,0.1298,0.3035,0.2462,0.3206,kansas,40726
102,0.2632,0.5025,0.172,0.0624,kansas,24119
103,0.3154,0.4362,0.1975,0.0508,kansas,25421
104,0.1319,0.4239,0.2555,0.1888,kansas,34094
105,0.1924,0.4745,0.2253,0.1078,kansas,30871
106,0.1703,0.4913,0.2177,0.1207,kansas,31901
107,0.191,0.474,0.2074,0.1276,kansas,31225
108,0.1482,0.452,0.2507,0.1491,kansas,33123
109,0.2438,0.4173,0.2063,0.1326,kansas,28871
110,0.2042,0.4391,0.2245,0.1322,kansas,30815
111,0.2016,0.4334,0.2212,0.1439,kansas,30189
112,0.1915,0.4295,0.2335,0.1455,kansas,31957
113,0.1897,0.4323,0.2285,0.1494,kansas,30566
114,0.1768,0.4346,0.2439,0.1448,kansas,30093
115,0.1518,0.4586,0.2414,0.1482,kansas,33583
116,0.2156,0.4136,0.2095,0.1613,kansas,31538
117,0.2022,0.4302,0.2274,0.1402,kansas,30648
118,0.1923,0.4204,0.2104,0.177,kansas,33524
119,0.1715,0.4982,0.2047,0.1256,kansas,31192
120,0.1699,0.4422,0.2297,0.1582,kansas,31941
121,0.0967,0.2584,0.2079,0.437,kansas,49185
122,0.1699,0.4304,0.236,0.1638,kansas,35134
123,0.1684,0.4967,0.2122,0.1226,kansas,31672
124,0.1885,0.4374,0.1899,0.1842,kansas,33921
125,0.2109,0.5343,0.1632,0.0916,kansas,30879
1,0.2418,0.3488,0.2105,0.1988,kentucky,30532
2,0.2028,0.4152,0.2247,0.1573,kentucky,30260
3,0.2255,0.4001,0.1948,0.1796,kentucky,29122
4,0.2324,0.4072,0.1953,0.1651,kentucky,31689
5,0.2041,0.4565,0.2165,0.1229,kentucky,25042
6,0.1605,0.4195,0.1857,0.2343,kentucky,33753
7,0.1519,0.4029,0.227,0.2181,kentucky,34568
8,0.2349,0.5333,0.1477,0.0841,kentucky,28415
9,0.2117,0.4105,0.2156,0.1623,kentucky,33914
10,0.1742,0.4108,0.2454,0.1696,kentucky,32211
11,0.1984,0.3985,0.2271,0.176,kentucky,32219
12,0.1591,0.4166,0.2209,0.2034,kentucky,34416
13,0.2259,0.4132,0.2128,0.1481,kentucky,28195
14,0.2,0.4146,0.2429,0.1425,kentucky,30860
15,0.2357,0.4152,0.1956,0.1535,kentucky,28467
16,0.1793,0.4752,0.2352,0.1103,kentucky,31235
17,0.1385,0.4066,0.2174,0.2375,kentucky,34316
18,0.1955,0.388,0.2585,0.158,kentucky,32507
19,0.2151,0.4143,0.2345,0.1361,kentucky,30951
20,0.2614,0.402,0.1939,0.1427,kentucky,17971
21,0.2318,0.434,0.2294,0.1048,kentucky,28831
22,0.2092,0.4759,0.2008,0.1142,kentucky,31377
23,0.263,0.4262,0.2039,0.1069,kentucky,26501
24,0.2272,0.4662,0.1896,0.1169,kentucky,31148
25,0.1517,0.4037,0.2505,0.1941,kentucky,36414
26,0.1284,0.411,0.271,0.1896,kentucky,39330
27,0.1624,0.4222,0.2566,0.1589,kentucky,34145
28,0.1628,0.4367,0.2537,0.1468,kentucky,33092
29,0.0824,0.3488,0.2724,0.2964,kentucky,42514
30,0.1994,0.4662,0.1923,0.1421,kentucky,31017
31,0.128,0.3569,0.2885,0.2266,kentucky,40769
32,0.0881,0.3015,0.2782,0.3322,kentucky,45780
33,0.0886,0.2989,0.25,0.3625,kentucky,44409
34,0.0875,0.2698,0.2452,0.3975,kentucky,45450
35,0.137,0.4724,0.2375,0.1531,kentucky,33967
36,0.0754,0.2227,0.2533,0.4486,kentucky,53679
37,0.1625,0.5077,0.2099,0.1199,kentucky,30787
38,0.1776,0.5097,0.2044,0.1084,kentucky,31002
39,0.1328,0.4398,0.2288,0.1987,kentucky,32344
40,0.22,0.4757,0.1913,0.113,kentucky,23564
41,0.1865,0.394,0.2388,0.1807,kentucky,29755
42,0.2472,0.416,0.2098,0.127,kentucky,28211
43,0.2209,0.3747,0.1643,0.2401,kentucky,27489
44,0.1736,0.4614,0.2023,0.1627,kentucky,31189
45,0.0984,0.2969,0.2563,0.3484,kentucky,43454
46,0.1723,0.4754,0.2254,0.1269,kentucky,33649
47,0.2154,0.4153,0.2066,0.1627,kentucky,30425
48,0.0578,0.2297,0.2605,0.4521,kentucky,52202
49,0.1473,0.4418,0.2455,0.1654,kentucky,33585
50,0.1717,0.3893,0.2507,0.1882,kentucky,35457
51,0.2306,0.4678,0.208,0.0937,kentucky,26209
52,0.3146,0.4026,0.1697,0.1131,kentucky,26100
53,0.1152,0.3907,0.281,0.2132,kentucky,37718
54,0.2199,0.4124,0.2258,0.1419,kentucky,26797
55,0.1703,0.3838,0.2396,0.2063,kentucky,31727
56,0.1856,0.3873,0.2058,0.2213,kentucky,32026
57,0.1628,0.4614,0.2257,0.1501,kentucky,31515
58,0.1597,0.369,0.2412,0.2301,kentucky,33911
59,0.0825,0.2803,0.223,0.4141,kentucky,44980
60,0.114,0.2685,0.2539,0.3636,kentucky,45297
61,0.1206,0.3838,0.2683,0.2273,kentucky,40663
62,0.1308,0.3795,0.2556,0.2341,kentucky,39261
63,0.0964,0.3392,0.2551,0.3093,kentucky,41163
64,0.0794,0.3751,0.2685,0.2769,kentucky,41456
65,0.1803,0.4235,0.2303,0.1659,kentucky,32179
66,0.1202,0.3078,0.2459,0.3261,kentucky,42379
67,0.1471,0.3963,0.2617,0.1948,kentucky,33136
68,0.0862,0.3252,0.2727,0.316,kentucky,43265
69,0.1586,0.4517,0.231,0.1588,kentucky,33153
70,0.2084,0.3896,0.2286,0.1735,kentucky,30685
71,0.1926,0.3771,0.2383,0.192,kentucky,32170
72,0.2066,0.4301,0.1804,0.1829,kentucky,31634
73,0.1843,0.3946,0.227,0.1942,kentucky,31793
74,0.2085,0.4321,0.2502,0.1092,kentucky,30614
75,0.1892,0.3922,0.2085,0.2101,kentucky,14588
76,0.2005,0.3897,0.2139,0.1958,kentucky,32359
77,0.2183,0.4176,0.2196,0.1446,kentucky,30360
78,0.1738,0.412,0.2624,0.1517,kentucky,32193
79,0.1715,0.4543,0.1937,0.1806,kentucky,31243
80,0.2836,0.4031,0.2084,0.105,kentucky,26747
81,0.2274,0.3928,0.2274,0.1524,kentucky,21235
82,0.2635,0.4095,0.2205,0.1065,kentucky,25361
83,0.2686,0.4445,0.1684,0.1186,kentucky,27010
84,0.2447,0.4252,0.1861,0.1441,kentucky,29027
85,0.2283,0.4348,0.1997,0.1372,kentucky,31138
86,0.2334,0.4472,0.2103,0.1091,kentucky,29739
87,0.3121,0.4738,0.1469,0.0672,kentucky,21916
88,0.1023,0.2661,0.2367,0.3949,kentucky,47322
89,0.233,0.3908,0.2331,0.1432,kentucky,28795
90,0.303,0.4677,0.1608,0.0685,kentucky,26036
91,0.2745,0.427,0.2109,0.0876,kentucky,26179
92,0.2662,0.4051,0.2302,0.0985,kentucky,25971
93,0.251,0.4176,0.2301,0.1013,kentucky,29087
94,0.2416,0.3951,0.2172,0.1462,kentucky,29992
95,0.2275,0.4224,0.21,0.1401,kentucky,26875
96,0.2725,0.4012,0.1901,0.1363,kentucky,26197
97,0.2489,0.3819,0.2097,0.1595,kentucky,27512
98,0.1851,0.3704,0.234,0.2105,kentucky,32009
99,0.2498,0.4213,0.2103,0.1185,kentucky,23407
100,0.1912,0.4033,0.2065,0.1991,kentucky,29904
1,0.0401,0.333,0.2603,0.3666,maine,43641
2,0.1243,0.287,0.2491,0.3396,maine,41276
3,0.1097,0.212,0.2403,0.438,maine,42544
4,0.0375,0.3463,0.2646,0.3517,maine,45757
5,0.1566,0.2953,0.2525,0.2956,maine,42884
6,0.1191,0.3745,0.2388,0.2676,maine,40426
7,0.1114,0.3464,0.2478,0.2944,maine,35098
8,0.0873,0.2891,0.246,0.3776,maine,39035
9,0.1228,0.2973,0.2522,0.3276,maine,32272
10,0.1612,0.4117,0.2497,0.1774,maine,34393
11,0.1047,0.505,0.1763,0.214,maine,36212
12,0.1532,0.5445,0.2381,0.0642,maine,28586
13,0.1032,0.3366,0.3512,0.209,maine,36601
14,0.0689,0.4499,0.2664,0.2148,maine,36511
15,0.0824,0.361,0.3543,0.2023,maine,43051
16,0.095,0.3865,0.3523,0.1663,maine,41269
17,0.1127,0.3721,0.3028,0.2124,maine,39018
18,0.1963,0.4478,0.2452,0.1106,maine,30073
19,0.073,0.3582,0.3172,0.2516,maine,41561
20,0.1381,0.4698,0.2242,0.168,maine,37512
21,0.0924,0.4243,0.322,0.1612,maine,32985
22,0.0618,0.4365,0.3652,0.1365,maine,41322
23,0.1544,0.353,0.2635,0.2291,maine,33217
24,0.0352,0.4325,0.2334,0.2989,maine,41577
25,0.109,0.2723,0.3535,0.2652,maine,40315
26,0.0889,0.2858,0.3403,0.2849,maine,40144
27,0.0975,0.2838,0.2604,0.3583,maine,41660
28,0.0767,0.2752,0.1355,0.5126,maine,41683
29,0.0474,0.318,0.2107,0.4239,maine,46850
30,0.0674,0.1285,0.2285,0.5756,maine,58401
31,0.0736,0.2901,0.2868,0.3494,maine,41932
32,0.0946,0.3631,0.2417,0.3006,maine,40751
33,0.1651,0.4944,0.192,0.1485,maine,31029
34,0.0729,0.471,0.2863,0.1698,maine,38455
35,0.1002,0.3631,0.2722,0.2645,maine,41899
36,0.1431,0.3849,0.2337,0.2383,maine,37282
37,0.0806,0.3702,0.2732,0.2761,maine,39932
38,0.0862,0.3705,0.346,0.1974,maine,39401
39,0.1142,0.4562,0.2344,0.1952,maine,36571
40,0.1405,0.4415,0.2377,0.1804,maine,31282
41,0.1182,0.4103,0.2637,0.2078,maine,35144
42,0.1264,0.3095,0.296,0.2681,maine,40763
43,0.0183,0.2341,0.2934,0.4541,maine,56062
44,0.0724,0.1536,0.1606,0.6133,maine,57663
45,0.0249,0.2347,0.2861,0.4543,maine,51480
46,0.1045,0.2866,0.2944,0.3146,maine,43506
47,0.2481,0.1824,0.2271,0.3425,maine,34634
48,0.1068,0.3069,0.2276,0.3587,maine,38806
49,0.113,0.2837,0.2777,0.3256,maine,38380
50,0.108,0.3577,0.2542,0.2801,maine,25040
51,0.0743,0.3718,0.2453,0.3086,maine,39249
52,0.0942,0.3684,0.2669,0.2704,maine,34868
53,0.0999,0.4204,0.2937,0.186,maine,38070
54,0.1315,0.3961,0.2297,0.2426,maine,40603
55,0.196,0.3943,0.227,0.1827,maine,38061
56,0.1246,0.4461,0.2741,0.1551,maine,36472
57,0.0539,0.4196,0.3151,0.2114,maine,42778
58,0.0979,0.4712,0.29,0.1409,maine,40014
59,0.0986,0.5039,0.2556,0.1419,maine,28275
60,0.2694,0.5586,0.1345,0.0374,maine,22176
61,0.1423,0.5317,0.2599,0.0661,maine,22470
62,0.2006,0.5193,0.2025,0.0777,maine,27570
63,0.0792,0.4364,0.2414,0.243,maine,38011
64,0.0839,0.4202,0.2753,0.2206,maine,40851
65,0.103,0.3596,0.2896,0.2477,maine,39137
66,0.1276,0.4227,0.2332,0.2165,maine,37550
67,0.0541,0.3274,0.3238,0.2947,maine,45667
68,0.1209,0.4489,0.262,0.1681,maine,34037
69,0.1393,0.4198,0.2517,0.1892,maine,33057
70,0.2113,0.4245,0.1975,0.1666,maine,26092
71,0.1293,0.4285,0.2614,0.1808,maine,27210
72,0.1488,0.5154,0.2484,0.0875,maine,30903
73,0.1476,0.4729,0.2919,0.0875,maine,30823
74,0.0967,0.5049,0.272,0.1264,maine,33426
75,0.1117,0.3963,0.3074,0.1846,maine,37313
76,0.1033,0.4008,0.257,0.2389,maine,38800
77,0.1173,0.3721,0.2678,0.2428,maine,34919
78,0.1748,0.357,0.2941,0.1741,maine,33364
79,0.1584,0.4802,0.2383,0.1231,maine,34394
80,0.1814,0.3969,0.2914,0.1304,maine,32510
81,0.1905,0.3501,0.2473,0.2121,maine,35843
82,0.1427,0.3791,0.2487,0.2295,maine,35968
83,0.1372,0.4403,0.1955,0.2271,maine,37569
84,0.1041,0.3529,0.2713,0.2716,maine,38147
85,0.1521,0.4803,0.2386,0.129,maine,33977
86,0.2507,0.4675,0.2048,0.077,maine,29327
87,0.0856,0.5179,0.2605,0.136,maine,34123
88,0.1222,0.472,0.2603,0.1455,maine,33631
89,0.1415,0.3986,0.2753,0.1845,maine,33846
90,0.1664,0.4276,0.216,0.19,maine,30299
91,0.1291,0.4792,0.1847,0.2071,maine,30336
92,0.1586,0.4607,0.2398,0.141,maine,30726
93,0.1644,0.5144,0.1753,0.1459,maine,30320
94,0.1235,0.378,0.258,0.2405,maine,29854
95,0.1208,0.4769,0.2549,0.1473,maine,30914
96,0.1035,0.4824,0.2548,0.1593,maine,36027
97,0.1176,0.3626,0.3007,0.2191,maine,36184
98,0.145,0.4355,0.2308,0.1888,maine,32677
