district,percent female,state
8,0.4556,kentucky
9,0.4982,kentucky
10,0.4992,kentucky
11,0.5283,kentucky
12,0.5109,kentucky
13,0.5389,kentucky
14,0.5081,kentucky
15,0.5139,kentucky
16,0.5125,kentucky
17,0.5219,kentucky
18,0.5043,kentucky
19,0.5117,kentucky
20,0.5285,kentucky
21,0.5116,kentucky
22,0.5111,kentucky
23,0.5233,kentucky
24,0.5097,kentucky
25,0.5071,kentucky
26,0.4907,kentucky
27,0.5038,kentucky
28,0.5171,kentucky
29,0.5241,kentucky
30,0.5461,kentucky
31,0.5311,kentucky
32,0.5315,kentucky
33,0.5335,kentucky
34,0.5202,kentucky
35,0.5171,kentucky
36,0.5074,kentucky
37,0.5113,kentucky
38,0.5334,kentucky
39,0.534,kentucky
40,0.5209,kentucky
41,0.5214,kentucky
42,0.5439,kentucky
43,0.5545,kentucky
44,0.5521,kentucky
45,0.5142,kentucky
46,0.5295,kentucky
47,0.5077,kentucky
48,0.5236,kentucky
49,0.5095,kentucky
50,0.5159,kentucky
51,0.5207,kentucky
52,0.4868,kentucky
53,0.5111,kentucky
54,0.5096,kentucky
55,0.5157,kentucky
56,0.5123,kentucky
57,0.5274,kentucky
58,0.5339,kentucky
59,0.449,kentucky
60,0.5038,kentucky
61,0.5075,kentucky
62,0.5137,kentucky
63,0.5143,kentucky
64,0.4976,kentucky
65,0.5253,kentucky
66,0.5144,kentucky
67,0.5108,kentucky
68,0.5229,kentucky
69,0.5236,kentucky
70,0.515,kentucky
71,0.5114,kentucky
72,0.491,kentucky
73,0.5225,kentucky
74,0.5123,kentucky
75,0.515,kentucky
76,0.5311,kentucky
77,0.5442,kentucky
78,0.5119,kentucky
79,0.5396,kentucky
80,0.5236,kentucky
81,0.5294,kentucky
82,0.5168,kentucky
83,0.5204,kentucky
84,0.5208,kentucky
85,0.5143,kentucky
86,0.5224,kentucky
87,0.5191,kentucky
88,0.5177,kentucky
89,0.5183,kentucky
90,0.4856,kentucky
91,0.511,kentucky
92,0.5159,kentucky
93,0.4889,kentucky
94,0.5116,kentucky
95,0.5221,kentucky
96,0.5125,kentucky
97,0.4918,kentucky
98,0.5225,kentucky
99,0.5017,kentucky
100,0.5071,kentucky
1,0.5211,maine
2,0.5283,maine
3,0.511,maine
4,0.5017,maine
5,0.5568,maine
6,0.519,maine
7,0.5276,maine
8,0.5448,maine
9,0.5448,maine
10,0.5005,maine
11,0.5429,maine
12,0.4937,maine
13,0.5041,maine
14,0.5364,maine
15,0.5023,maine
16,0.4928,maine
17,0.4683,maine
18,0.5738,maine
19,0.5114,maine
20,0.5108,maine
21,0.4935,maine
22,0.4988,maine
23,0.5192,maine
24,0.5062,maine
25,0.4913,maine
26,0.5147,maine
27,0.5368,maine
28,0.5344,maine
29,0.5396,maine
30,0.5233,maine
31,0.5431,maine
32,0.5248,maine
33,0.5975,maine
34,0.4909,maine
35,0.5559,maine
36,0.5055,maine
37,0.5132,maine
38,0.5124,maine
39,0.5237,maine
40,0.4762,maine
41,0.5054,maine
42,0.5844,maine
43,0.5007,maine
44,0.5099,maine
45,0.5208,maine
46,0.5087,maine
47,0.5359,maine
48,0.5143,maine
49,0.5267,maine
50,0.533,maine
51,0.5339,maine
52,0.5234,maine
53,0.5148,maine
54,0.5382,maine
55,0.4876,maine
56,0.5151,maine
57,0.4873,maine
58,0.5228,maine
59,0.5218,maine
60,0.525,maine
61,0.5332,maine
62,0.4978,maine
63,0.5313,maine
64,0.525,maine
65,0.4798,maine
66,0.4937,maine
67,0.5181,maine
68,0.4929,maine
69,0.5105,maine
70,0.5342,maine
71,0.5352,maine
72,0.5256,maine
73,0.4908,maine
74,0.5093,maine
75,0.5078,maine
76,0.5073,maine
77,0.4967,maine
78,0.5184,maine
79,0.4982,maine
80,0.4942,maine
81,0.5083,maine
82,0.5037,maine
83,0.5669,maine
84,0.5499,maine
85,0.5309,maine
86,0.5112,maine
87,0.4884,maine
88,0.4962,maine
89,0.5381,maine
90,0.5433,maine
91,0.5211,maine
92,0.508,maine
93,0.5466,maine
94,0.562,maine
95,0.4326,maine
96,0.5064,maine
97,0.5459,maine
98,0.5122,maine
99,0.4947,maine
100,0.5184,maine
101,0.4876,maine
102,0.51,maine
103,0.4958,maine
104,0.5237,maine
105,0.4922,maine
106,0.5047,maine
107,0.5026,maine
108,0.5196,maine
109,0.5308,maine
110,0.5352,maine
111,0.526,maine
112,0.4944,maine
113,0.558,maine
114,0.5082,maine
115,0.5111,maine
116,0.5041,maine
117,0.4781,maine
118,0.5136,maine
119,0.5004,maine
120,0.5101,maine
121,0.5059,maine
122,0.4842,maine
123,0.5165,maine
124,0.5386,maine
125,0.5026,maine
126,0.5655,maine
127,0.4943,maine
128,0.5161,maine
129,0.5231,maine
130,0.5198,maine
131,0.5095,maine
132,0.555,maine
133,0.4875,maine
134,0.525,maine
135,0.4917,maine
136,0.5027,maine
137,0.5041,maine
138,0.5119,maine
139,0.4993,maine
140,0.5024,maine
141,0.5019,maine
142,0.5005,maine
143,0.499,maine
144,0.5188,maine
145,0.5019,maine
146,0.5001,maine
147,0.5269,maine
148,0.4858,maine
149,0.4979,maine
150,0.5202,maine
151,0.507,maine
1st barnstable,0.5508,massachusetts
2nd barnstable,0.5195,massachusetts
3rd barnstable,0.5343,massachusetts
4th barnstable,0.5306,massachusetts
"barnstable, dukes & nantucket",0.5127,massachusetts
1st berkshire,0.5303,massachusetts
2nd berkshire,0.4976,massachusetts
3rd berkshire,0.5395,massachusetts
4th berkshire,0.5099,massachusetts
1st bristol,0.5092,massachusetts
2nd bristol,0.5302,massachusetts
3rd bristol,0.5299,massachusetts
4th bristol,0.5048,massachusetts
5th bristol,0.5135,massachusetts
6th bristol,0.5411,massachusetts
7th bristol,0.5471,massachusetts
8th bristol,0.5214,massachusetts
9th bristol,0.5144,massachusetts
10th bristol,0.5321,massachusetts
11th bristol,0.5231,massachusetts
12th bristol,0.5195,massachusetts
13th bristol,0.5506,massachusetts
14th bristol,0.5055,massachusetts
1st essex,0.5296,massachusetts
2nd essex,0.5298,massachusetts
3rd essex,0.5204,massachusetts
4th essex,0.5345,massachusetts
5th essex,0.5312,massachusetts
6th essex,0.5412,massachusetts
7th essex,0.5521,massachusetts
8th essex,0.5511,massachusetts
9th essex,0.5276,massachusetts
10th essex,0.5402,massachusetts
11th essex,0.5224,massachusetts
12th essex,0.5494,massachusetts
13th essex,0.4972,massachusetts
14th essex,0.5081,massachusetts
15th essex,0.5299,massachusetts
16th essex,0.5422,massachusetts
17th essex,0.5536,massachusetts
1st franklin,0.5211,massachusetts
2nd franklin,0.5047,massachusetts
1st hampden,0.5047,massachusetts
2nd hampden,0.5306,massachusetts
3rd hampden,0.5284,massachusetts
4th hampden,0.511,massachusetts
5th hampden,0.5277,massachusetts
6th hampden,0.5401,massachusetts
7th hampden,0.5178,massachusetts
8th hampden,0.5129,massachusetts
9th hampden,0.548,massachusetts
10th hampden,0.5392,massachusetts
11th hampden,0.5418,massachusetts
12th hampden,0.5286,massachusetts
18th essex,0.5215,massachusetts
1st hampshire,0.5485,massachusetts
2nd hampshire,0.5771,massachusetts
3rd hampshire,0.5205,massachusetts
1st middlesex,0.5165,massachusetts
2nd middlesex,0.5096,massachusetts
3rd middlesex,0.5141,massachusetts
4th middlesex,0.5247,massachusetts
5th middlesex,0.5261,massachusetts
6th middlesex,0.5372,massachusetts
7th middlesex,0.5265,massachusetts
8th middlesex,0.5112,massachusetts
9th middlesex,0.5166,massachusetts
10th middlesex,0.5314,massachusetts
11th middlesex,0.538,massachusetts
12th middlesex,0.5346,massachusetts
13th middlesex,0.5213,massachusetts
14th middlesex,0.5002,massachusetts
15th middlesex,0.5279,massachusetts
16th middlesex,0.5202,massachusetts
17th middlesex,0.5034,massachusetts
18th middlesex,0.5045,massachusetts
19th middlesex,0.5162,massachusetts
20th middlesex,0.5064,massachusetts
21st middlesex,0.5075,massachusetts
22nd middlesex,0.5066,massachusetts
23rd middlesex,0.5477,massachusetts
24th middlesex,0.534,massachusetts
25th middlesex,0.5206,massachusetts
26th middlesex,0.5186,massachusetts
27th middlesex,0.518,massachusetts
28th middlesex,0.5325,massachusetts
29th middlesex,0.5349,massachusetts
30th middlesex,0.5238,massachusetts
31st middlesex,0.5216,massachusetts
32nd middlesex,0.5143,massachusetts
33rd middlesex,0.547,massachusetts
34th middlesex,0.5193,massachusetts
35th middlesex,0.5191,massachusetts
36th middlesex,0.5105,massachusetts
37th middlesex,0.4712,massachusetts
18th worcester,0.5311,massachusetts
5th barnstable,0.5052,massachusetts
1st norfolk,0.5222,massachusetts
2nd norfolk,0.5383,massachusetts
3rd norfolk,0.5197,massachusetts
4th norfolk,0.5394,massachusetts
5th norfolk,0.5449,massachusetts
6th norfolk,0.5318,massachusetts
7th norfolk,0.5502,massachusetts
8th norfolk,0.5309,massachusetts
9th norfolk,0.4754,massachusetts
10th norfolk,0.5242,massachusetts
11th norfolk,0.5342,massachusetts
12th norfolk,0.5186,massachusetts
13th norfolk,0.5149,massachusetts
14th norfolk,0.5658,massachusetts
15th norfolk,0.5785,massachusetts
1st plymouth,0.5129,massachusetts
2nd plymouth,0.5186,massachusetts
3rd plymouth,0.5275,massachusetts
4th plymouth,0.5287,massachusetts
5th plymouth,0.5086,massachusetts
6th plymouth,0.5097,massachusetts
7th plymouth,0.5444,massachusetts
8th plymouth,0.4953,massachusetts
9th plymouth,0.5378,massachusetts
10th plymouth,0.5126,massachusetts
11th plymouth,0.5387,massachusetts
12th plymouth,0.5321,massachusetts
1st suffolk,0.497,massachusetts
2nd suffolk,0.544,massachusetts
3rd suffolk,0.514,massachusetts
4th suffolk,0.5116,massachusetts
5th suffolk,0.5425,massachusetts
6th suffolk,0.5542,massachusetts
7th suffolk,0.5655,massachusetts
8th suffolk,0.5114,massachusetts
9th suffolk,0.5134,massachusetts
10th suffolk,0.5559,massachusetts
11th suffolk,0.5549,massachusetts
12th suffolk,0.5304,massachusetts
13th suffolk,0.4931,massachusetts
14th suffolk,0.5522,massachusetts
15th suffolk,0.5405,massachusetts
16th suffolk,0.5138,massachusetts
17th suffolk,0.5333,massachusetts
18th suffolk,0.5298,massachusetts
19th suffolk,0.5194,massachusetts
1st worcester,0.5121,massachusetts
2nd worcester,0.5042,massachusetts
3rd worcester,0.5072,massachusetts
4th worcester,0.535,massachusetts
5th worcester,0.5014,massachusetts
6th worcester,0.5113,massachusetts
7th worcester,0.5237,massachusetts
8th worcester,0.5195,massachusetts
9th worcester,0.5264,massachusetts
10th worcester,0.5238,massachusetts
11th worcester,0.5089,massachusetts
12th worcester,0.4895,massachusetts
13th worcester,0.517,massachusetts
14th worcester,0.509,massachusetts
15th worcester,0.5006,massachusetts
16th worcester,0.5323,massachusetts
17th worcester,0.5019,massachusetts
1,0.5425,michigan
2,0.5343,michigan
3,0.5194,michigan
4,0.5034,michigan
5,0.5434,michigan
6,0.5259,michigan
7,0.554,michigan
8,0.5421,michigan
9,0.5538,michigan
10,0.5503,michigan
11,0.5196,michigan
12,0.5295,michigan
13,0.5146,michigan
14,0.5346,michigan
15,0.5137,michigan
16,0.544,michigan
17,0.5119,michigan
18,0.5293,michigan
19,0.5204,michigan
20,0.5213,michigan
21,0.5151,michigan
22,0.5267,michigan
23,0.5104,michigan
24,0.524,michigan
25,0.5212,michigan
26,0.5123,michigan
27,0.5257,michigan
28,0.5225,michigan
29,0.5248,michigan
30,0.5196,michigan
31,0.5331,michigan
32,0.5145,michigan
33,0.5025,michigan
34,0.5313,michigan
35,0.5637,michigan
36,0.5051,michigan
37,0.5438,michigan
38,0.5213,michigan
39,0.5236,michigan
40,0.5328,michigan
41,0.5156,michigan
42,0.5018,michigan
43,0.5081,michigan
44,0.5034,michigan
45,0.5192,michigan
46,0.5064,michigan
47,0.5041,michigan
48,0.5218,michigan
49,0.5369,michigan
50,0.534,michigan
51,0.5151,michigan
52,0.5105,michigan
53,0.5076,michigan
54,0.5212,michigan
55,0.5105,michigan
56,0.5078,michigan
57,0.4972,michigan
58,0.4945,michigan
59,0.5055,michigan
60,0.5142,michigan
61,0.5272,michigan
62,0.5177,michigan
63,0.5108,michigan
64,0.5293,michigan
65,0.4641,michigan
66,0.5095,michigan
67,0.5231,michigan
68,0.5267,michigan
69,0.5173,michigan
70,0.4688,michigan
71,0.5132,michigan
72,0.5252,michigan
73,0.5075,michigan
74,0.5211,michigan
75,0.5012,michigan
76,0.534,michigan
77,0.5142,michigan
78,0.5109,michigan
79,0.5261,michigan
80,0.5096,michigan
81,0.5023,michigan
82,0.4959,michigan
83,0.5162,michigan
84,0.5049,michigan
85,0.5082,michigan
86,0.4913,michigan
87,0.4987,michigan
88,0.5176,michigan
89,0.506,michigan
90,0.5235,michigan
91,0.5137,michigan
92,0.5016,michigan
93,0.51,michigan
94,0.5198,michigan
95,0.5359,michigan
96,0.5139,michigan
97,0.5029,michigan
98,0.5181,michigan
99,0.5152,michigan
100,0.5002,michigan
101,0.5027,michigan
102,0.4998,michigan
103,0.5005,michigan
104,0.5134,michigan
105,0.5052,michigan
106,0.5034,michigan
107,0.4832,michigan
108,0.5046,michigan
109,0.4839,michigan
110,0.4591,michigan
1a,0.4922,minnesota
1b,0.499,minnesota
2a,0.495,minnesota
2b,0.4887,minnesota
3a,0.4937,minnesota
3b,0.4927,minnesota
4a,0.5189,minnesota
4b,0.5037,minnesota
5a,0.51,minnesota
5b,0.4987,minnesota
6a,0.5021,minnesota
6b,0.4934,minnesota
7a,0.5062,minnesota
7b,0.5087,minnesota
8a,0.5093,minnesota
8b,0.4993,minnesota
9a,0.4924,minnesota
9b,0.5008,minnesota
10a,0.5188,minnesota
10b,0.4879,minnesota
11a,0.4787,minnesota
11b,0.4726,minnesota
12a,0.5052,minnesota
12b,0.4998,minnesota
13a,0.5122,minnesota
13b,0.5079,minnesota
14a,0.4964,minnesota
14b,0.4734,minnesota
15a,0.4952,minnesota
15b,0.4839,minnesota
16a,0.5029,minnesota
16b,0.5077,minnesota
17a,0.5019,minnesota
17b,0.5098,minnesota
18a,0.4986,minnesota
18b,0.5042,minnesota
19a,0.5014,minnesota
19b,0.5009,minnesota
20a,0.5067,minnesota
20b,0.5078,minnesota
21a,0.5152,minnesota
21b,0.5017,minnesota
22a,0.5105,minnesota
22b,0.5057,minnesota
23a,0.5038,minnesota
23b,0.5061,minnesota
24a,0.5208,minnesota
24b,0.4665,minnesota
25a,0.5119,minnesota
25b,0.5314,minnesota
26a,0.5171,minnesota
26b,0.5122,minnesota
27a,0.5111,minnesota
27b,0.5034,minnesota
28a,0.5127,minnesota
28b,0.5059,minnesota
29a,0.4942,minnesota
29b,0.5082,minnesota
30a,0.5004,minnesota
30b,0.5016,minnesota
31a,0.4938,minnesota
31b,0.4823,minnesota
32a,0.4825,minnesota
32b,0.4976,minnesota
33a,0.5014,minnesota
33b,0.5041,minnesota
34a,0.5214,minnesota
34b,0.5249,minnesota
35a,0.4969,minnesota
35b,0.5017,minnesota
36a,0.5149,minnesota
36b,0.5193,minnesota
37a,0.5251,minnesota
37b,0.5119,minnesota
38a,0.481,minnesota
38b,0.5287,minnesota
39a,0.4886,minnesota
39b,0.48,minnesota
40a,0.5277,minnesota
40b,0.5115,minnesota
41a,0.5052,minnesota
41b,0.5213,minnesota
42a,0.5243,minnesota
42b,0.5471,minnesota
43a,0.5313,minnesota
43b,0.5315,minnesota
44a,0.5172,minnesota
44b,0.5342,minnesota
45a,0.5281,minnesota
45b,0.5426,minnesota
46a,0.5217,minnesota
46b,0.5315,minnesota
47a,0.5068,minnesota
47b,0.5109,minnesota
48a,0.5158,minnesota
48b,0.5142,minnesota
49a,0.5357,minnesota
49b,0.5494,minnesota
50a,0.5185,minnesota
50b,0.5169,minnesota
51a,0.5202,minnesota
51b,0.5126,minnesota
52a,0.5327,minnesota
52b,0.5154,minnesota
53a,0.52,minnesota
53b,0.5267,minnesota
54a,0.5101,minnesota
54b,0.5018,minnesota
55a,0.5157,minnesota
55b,0.4982,minnesota
56a,0.4928,minnesota
56b,0.5344,minnesota
57a,0.5222,minnesota
57b,0.5133,minnesota
58a,0.4993,minnesota
58b,0.5041,minnesota
59a,0.5207,minnesota
59b,0.4808,minnesota
60a,0.5026,minnesota
60b,0.4995,minnesota
61a,0.4975,minnesota
61b,0.521,minnesota
62a,0.4864,minnesota
62b,0.4999,minnesota
63a,0.5107,minnesota
63b,0.5259,minnesota
64a,0.5289,minnesota
64b,0.5402,minnesota
65a,0.5181,minnesota
65b,0.5062,minnesota
66a,0.5341,minnesota
66b,0.5247,minnesota
67a,0.4962,minnesota
67b,0.5116,minnesota
1,0.5084,missouri
2,0.4504,missouri
3,0.5246,missouri
4,0.5097,missouri
5,0.5214,missouri
6,0.5178,missouri
7,0.5447,missouri
8,0.5025,missouri
9,0.5324,missouri
10,0.4742,missouri
11,0.5079,missouri
12,0.5109,missouri
13,0.5114,missouri
14,0.5168,missouri
15,0.5277,missouri
16,0.5138,missouri
17,0.5175,missouri
18,0.525,missouri
19,0.5083,missouri
20,0.5201,missouri
21,0.5457,missouri
22,0.5301,missouri
23,0.5534,missouri
24,0.4455,missouri
25,0.5181,missouri
26,0.5511,missouri
27,0.5608,missouri
28,0.5276,missouri
29,0.5307,missouri
30,0.5294,missouri
31,0.5306,missouri
32,0.5179,missouri
33,0.5234,missouri
34,0.5126,missouri
35,0.5454,missouri
36,0.5501,missouri
37,0.525,missouri
38,0.5074,missouri
39,0.5097,missouri
40,0.4669,missouri
41,0.5019,missouri
42,0.5105,missouri
43,0.5539,missouri
44,0.5172,missouri
45,0.5256,missouri
46,0.5344,missouri
47,0.4838,missouri
48,0.4898,missouri
49,0.4821,missouri
50,0.519,missouri
51,0.5093,missouri
52,0.5024,missouri
53,0.5152,missouri
54,0.4955,missouri
55,0.5138,missouri
56,0.5117,missouri
57,0.506,missouri
58,0.4868,missouri
59,0.4599,missouri
60,0.5341,missouri
61,0.5097,missouri
62,0.4904,missouri
63,0.5005,missouri
64,0.5312,missouri
65,0.5144,missouri
66,0.5795,missouri
67,0.5663,missouri
68,0.5522,missouri
69,0.5458,missouri
70,0.513,missouri
71,0.5342,missouri
72,0.546,missouri
73,0.5479,missouri
74,0.5716,missouri
75,0.5906,missouri
76,0.5213,missouri
77,0.5447,missouri
78,0.5385,missouri
79,0.524,missouri
80,0.5238,missouri
81,0.513,missouri
82,0.5297,missouri
83,0.522,missouri
84,0.523,missouri
85,0.5477,missouri
86,0.5479,missouri
87,0.5123,missouri
88,0.5405,missouri
89,0.531,missouri
90,0.5478,missouri
91,0.5369,missouri
92,0.5363,missouri
93,0.5153,missouri
94,0.5296,missouri
95,0.5058,missouri
96,0.529,missouri
97,0.5057,missouri
98,0.5322,missouri
99,0.5347,missouri
100,0.5328,missouri
101,0.5227,missouri
102,0.5151,missouri
103,0.5245,missouri
104,0.5102,missouri
105,0.5175,missouri
106,0.5255,missouri
107,0.5196,missouri
108,0.4908,missouri
109,0.5045,missouri
110,0.4976,missouri
111,0.4959,missouri
112,0.5054,missouri
113,0.513,missouri
114,0.5155,missouri
115,0.4415,missouri
116,0.5111,missouri
117,0.4578,missouri
118,0.5122,missouri
119,0.5027,missouri
120,0.5135,missouri
121,0.473,missouri
122,0.3926,missouri
123,0.506,missouri
124,0.5036,missouri
125,0.5082,missouri
126,0.5219,missouri
127,0.5035,missouri
128,0.5194,missouri
129,0.5108,missouri
130,0.5172,missouri
131,0.5148,missouri
132,0.5128,missouri
133,0.5352,missouri
134,0.5062,missouri
135,0.5293,missouri
136,0.5321,missouri
137,0.4987,missouri
138,0.5155,missouri
139,0.5206,missouri
140,0.5193,missouri
141,0.498,missouri
142,0.4966,missouri
143,0.5086,missouri
144,0.5038,missouri
145,0.5083,missouri
146,0.5124,missouri
147,0.5308,missouri
148,0.4919,missouri
149,0.5429,missouri
150,0.5315,missouri
151,0.5138,missouri
152,0.5372,missouri
153,0.5051,missouri
154,0.5212,missouri
155,0.4992,missouri
156,0.5292,missouri
157,0.5096,missouri
158,0.5051,missouri
159,0.4934,missouri
160,0.5121,missouri
161,0.5272,missouri
162,0.5182,missouri
163,0.5306,missouri
1,0.5077,montana
2,0.4907,montana
3,0.4698,montana
4,0.4979,montana
5,0.51,montana
6,0.5051,montana
7,0.5407,montana
8,0.5372,montana
9,0.5158,montana
10,0.5178,montana
11,0.4759,montana
12,0.5195,montana
13,0.4796,montana
14,0.4853,montana
15,0.5105,montana
16,0.5146,montana
17,0.5032,montana
18,0.4662,montana
19,0.4733,montana
20,0.492,montana
21,0.5187,montana
22,0.5091,montana
23,0.5409,montana
24,0.5083,montana
25,0.5095,montana
26,0.4522,montana
27,0.4948,montana
28,0.4858,montana
29,0.5001,montana
30,0.5078,montana
31,0.5106,montana
32,0.5187,montana
33,0.5229,montana
34,0.4905,montana
35,0.4802,montana
36,0.4745,montana
37,0.4931,montana
38,0.5133,montana
39,0.4959,montana
40,0.4895,montana
41,0.512,montana
42,0.5217,montana
43,0.5189,montana
44,0.533,montana
45,0.496,montana
46,0.5618,montana
47,0.4908,montana
48,0.5244,montana
49,0.5061,montana
50,0.5268,montana
51,0.506,montana
52,0.5055,montana
53,0.505,montana
54,0.5474,montana
55,0.5143,montana
56,0.4876,montana
57,0.4929,montana
58,0.5062,montana
59,0.515,montana
60,0.4991,montana
61,0.5087,montana
62,0.4795,montana
63,0.4356,montana
64,0.4403,montana
65,0.4595,montana
66,0.5123,montana
67,0.537,montana
68,0.4846,montana
69,0.499,montana
70,0.4778,montana
71,0.4897,montana
72,0.4971,montana
73,0.5001,montana
74,0.4966,montana
75,0.4842,montana
76,0.5112,montana
77,0.48,montana
78,0.3861,montana
79,0.5118,montana
80,0.493,montana
81,0.5301,montana
82,0.5008,montana
83,0.5171,montana
84,0.5191,montana
85,0.5302,montana
86,0.5301,montana
87,0.4676,montana
88,0.5117,montana
89,0.4944,montana
90,0.5304,montana
91,0.4703,montana
92,0.481,montana
93,0.4997,montana
94,0.4805,montana
95,0.5009,montana
96,0.5151,montana
97,0.4751,montana
98,0.5456,montana
99,0.4948,montana
100,0.5041,montana
1,0.5223,nevada
2,0.5138,nevada
3,0.5086,nevada
4,0.5119,nevada
5,0.5245,nevada
6,0.517,nevada
7,0.5219,nevada
8,0.4654,nevada
9,0.505,nevada
10,0.4812,nevada
11,0.4372,nevada
12,0.517,nevada
13,0.5146,nevada
14,0.5121,nevada
15,0.4883,nevada
16,0.4421,nevada
17,0.5181,nevada
18,0.5008,nevada
19,0.4992,nevada
20,0.4966,nevada
21,0.4838,nevada
22,0.5135,nevada
23,0.5173,nevada
24,0.4815,nevada
25,0.5196,nevada
26,0.4858,nevada
27,0.5,nevada
28,0.5066,nevada
29,0.5143,nevada
30,0.5187,nevada
31,0.5042,nevada
32,0.466,nevada
33,0.4665,nevada
34,0.5072,nevada
35,0.5184,nevada
36,0.4518,nevada
37,0.5362,nevada
38,0.4954,nevada
39,0.4986,nevada
40,0.4891,nevada
41,0.5022,nevada
42,0.4749,nevada
1,0.5101,new mexico
2,0.5086,new mexico
3,0.5024,new mexico
4,0.5229,new mexico
5,0.542,new mexico
6,0.5082,new mexico
7,0.5192,new mexico
8,0.4865,new mexico
9,0.5199,new mexico
10,0.495,new mexico
11,0.5055,new mexico
12,0.5337,new mexico
13,0.5102,new mexico
14,0.5245,new mexico
15,0.5251,new mexico
16,0.5275,new mexico
17,0.5467,new mexico
18,0.4957,new mexico
19,0.5025,new mexico
20,0.5362,new mexico
21,0.5355,new mexico
22,0.5211,new mexico
23,0.5396,new mexico
24,0.528,new mexico
25,0.5246,new mexico
26,0.4698,new mexico
27,0.5096,new mexico
28,0.5129,new mexico
29,0.5067,new mexico
30,0.5347,new mexico
31,0.5108,new mexico
32,0.4978,new mexico
33,0.5122,new mexico
34,0.5458,new mexico
35,0.5194,new mexico
36,0.5101,new mexico
37,0.5243,new mexico
38,0.5162,new mexico
39,0.476,new mexico
40,0.4916,new mexico
41,0.5158,new mexico
42,0.5149,new mexico
43,0.4952,new mexico
44,0.5069,new mexico
45,0.5546,new mexico
46,0.5163,new mexico
47,0.5075,new mexico
48,0.5294,new mexico
49,0.4799,new mexico
50,0.5197,new mexico
51,0.5102,new mexico
52,0.523,new mexico
53,0.4274,new mexico
54,0.4963,new mexico
55,0.5002,new mexico
56,0.5198,new mexico
57,0.5121,new mexico
58,0.5032,new mexico
59,0.5376,new mexico
60,0.5096,new mexico
61,0.5118,new mexico
62,0.4674,new mexico
63,0.4754,new mexico
64,0.4914,new mexico
65,0.525,new mexico
66,0.5032,new mexico
67,0.4939,new mexico
68,0.5164,new mexico
69,0.5135,new mexico
70,0.4995,new mexico
1,0.504,new york
2,0.5186,new york
3,0.5173,new york
4,0.5166,new york
5,0.5031,new york
6,0.5164,new york
7,0.5194,new york
8,0.5187,new york
9,0.5281,new york
10,0.5225,new york
11,0.5245,new york
12,0.5131,new york
13,0.5239,new york
14,0.5102,new york
15,0.5151,new york
16,0.5351,new york
17,0.5197,new york
18,0.551,new york
19,0.5293,new york
20,0.5296,new york
21,0.5325,new york
22,0.5241,new york
23,0.5221,new york
24,0.5194,new york
25,0.5224,new york
26,0.5334,new york
27,0.5346,new york
28,0.5338,new york
29,0.5504,new york
30,0.5149,new york
31,0.5511,new york
32,0.5545,new york
33,0.5418,new york
34,0.4949,new york
35,0.5195,new york
36,0.505,new york
37,0.5135,new york
38,0.5106,new york
39,0.5081,new york
40,0.54,new york
41,0.5394,new york
42,0.5635,new york
43,0.551,new york
44,0.5182,new york
45,0.5264,new york
46,0.5425,new york
47,0.5385,new york
48,0.5257,new york
49,0.5288,new york
50,0.5078,new york
51,0.5106,new york
52,0.5215,new york
53,0.5242,new york
54,0.5358,new york
55,0.5964,new york
56,0.5561,new york
57,0.546,new york
58,0.5866,new york
59,0.5536,new york
60,0.5873,new york
61,0.5243,new york
62,0.5195,new york
63,0.5364,new york
64,0.5275,new york
65,0.5173,new york
66,0.508,new york
67,0.5379,new york
68,0.5544,new york
69,0.5638,new york
70,0.5552,new york
71,0.532,new york
72,0.5226,new york
73,0.5695,new york
74,0.5468,new york
75,0.4811,new york
76,0.5779,new york
77,0.5762,new york
78,0.5503,new york
79,0.5756,new york
80,0.5414,new york
81,0.5497,new york
82,0.5411,new york
83,0.5659,new york
84,0.5448,new york
85,0.5212,new york
86,0.5686,new york
87,0.551,new york
88,0.5309,new york
89,0.5495,new york
90,0.5465,new york
91,0.5279,new york
92,0.5243,new york
93,0.5266,new york
94,0.5203,new york
95,0.5176,new york
96,0.5256,new york
97,0.5218,new york
98,0.5055,new york
99,0.498,new york
100,0.4965,new york
101,0.4967,new york
102,0.4975,new york
103,0.5217,new york
104,0.523,new york
105,0.4977,new york
106,0.5141,new york
107,0.5107,new york
108,0.5258,new york
109,0.5254,new york
110,0.5157,new york
111,0.5149,new york
112,0.5153,new york
113,0.5141,new york
114,0.4904,new york
115,0.4724,new york
116,0.496,new york
117,0.4742,new york
118,0.5083,new york
119,0.4988,new york
120,0.5023,new york
121,0.5194,new york
122,0.5024,new york
123,0.5208,new york
124,0.5109,new york
125,0.5199,new york
126,0.499,new york
127,0.5228,new york
128,0.5318,new york
129,0.5315,new york
130,0.5068,new york
131,0.5186,new york
132,0.4971,new york
133,0.5103,new york
134,0.5236,new york
135,0.5294,new york
136,0.5361,new york
137,0.5456,new york
138,0.4947,new york
139,0.5107,new york
140,0.5278,new york
141,0.5561,new york
142,0.5224,new york
143,0.5278,new york
144,0.5002,new york
145,0.5249,new york
146,0.5283,new york
147,0.4786,new york
148,0.5049,new york
149,0.5196,new york
150,0.5109,new york
1,0.51,north carolina
2,0.503,north carolina
3,0.4873,north carolina
4,0.5098,north carolina
5,0.513,north carolina
6,0.5159,north carolina
7,0.5407,north carolina
