district,less than highschool,highschool,college or associate,bachelor or higher,state
65,0.0765,0.2746,0.3323,0.3166,florida
66,0.1046,0.3009,0.3311,0.2634,florida
67,0.115,0.3257,0.3478,0.2115,florida
68,0.1016,0.2876,0.3053,0.3055,florida
69,0.0962,0.284,0.3283,0.2915,florida
70,0.2015,0.3482,0.2949,0.1554,florida
71,0.1168,0.313,0.2954,0.2748,florida
72,0.0838,0.2856,0.2978,0.3328,florida
73,0.0673,0.2628,0.3188,0.3511,florida
74,0.0738,0.3461,0.314,0.266,florida
75,0.1132,0.3474,0.3341,0.2053,florida
76,0.1019,0.2511,0.2916,0.3554,florida
77,0.1014,0.3546,0.3311,0.2129,florida
78,0.1531,0.2618,0.2993,0.2859,florida
79,0.1858,0.3702,0.2995,0.1446,florida
80,0.2199,0.2908,0.2656,0.2238,florida
81,0.1234,0.2475,0.297,0.3321,florida
82,0.1055,0.2525,0.3004,0.3416,florida
83,0.1125,0.2851,0.36,0.2424,florida
84,0.1541,0.3439,0.318,0.1841,florida
85,0.0815,0.243,0.3223,0.3532,florida
86,0.1059,0.2566,0.3234,0.3141,florida
87,0.2825,0.3153,0.2672,0.1349,florida
88,0.203,0.3115,0.2863,0.1993,florida
89,0.0725,0.1964,0.3056,0.4255,florida
90,0.1173,0.2784,0.326,0.2784,florida
91,0.0592,0.2212,0.2967,0.4229,florida
92,0.1922,0.3295,0.2862,0.1921,florida
93,0.0754,0.2389,0.2855,0.4002,florida
94,0.2041,0.3155,0.2757,0.2047,florida
95,0.1791,0.3482,0.3084,0.1644,florida
96,0.088,0.2751,0.3154,0.3215,florida
97,0.0942,0.2567,0.3398,0.3092,florida
98,0.0804,0.2304,0.3358,0.3534,florida
99,0.118,0.2865,0.3014,0.294,florida
100,0.0845,0.2087,0.3055,0.4013,florida
101,0.1689,0.3251,0.3329,0.1731,florida
102,0.1453,0.3172,0.347,0.1906,florida
103,0.1623,0.2704,0.3099,0.2574,florida
104,0.0669,0.1929,0.3231,0.4171,florida
105,0.1973,0.2735,0.2628,0.2663,florida
106,0.0863,0.242,0.2708,0.4009,florida
107,0.1846,0.2938,0.3325,0.1891,florida
108,0.2455,0.3053,0.2822,0.1669,florida
109,0.2616,0.347,0.2419,0.1496,florida
110,0.2191,0.331,0.2797,0.1702,florida
111,0.2906,0.3628,0.2142,0.1324,florida
112,0.1473,0.2331,0.2075,0.4121,florida
113,0.1963,0.2544,0.2194,0.3299,florida
114,0.145,0.2381,0.2851,0.3318,florida
115,0.1234,0.2169,0.2863,0.3734,florida
116,0.1462,0.2722,0.2788,0.3028,florida
117,0.2538,0.3303,0.2817,0.1342,florida
118,0.1387,0.2813,0.3255,0.2544,florida
119,0.1387,0.2614,0.3219,0.2781,florida
120,0.1783,0.2893,0.3064,0.226,florida
1,0.211,0.3529,0.3027,0.1334,georgia
2,0.1723,0.3593,0.315,0.1535,georgia
3,0.1436,0.3291,0.3501,0.1771,georgia
4,0.3262,0.2781,0.2706,0.1251,georgia
5,0.2612,0.3496,0.2713,0.1179,georgia
6,0.2985,0.3106,0.2782,0.1127,georgia
7,0.1765,0.3716,0.2664,0.1855,georgia
8,0.1289,0.3298,0.3182,0.2231,georgia
9,0.1511,0.2773,0.3379,0.2336,georgia
10,0.1952,0.3351,0.3002,0.1696,georgia
11,0.2052,0.3328,0.2866,0.1755,georgia
12,0.2164,0.349,0.3021,0.1325,georgia
13,0.2294,0.2898,0.2927,0.1881,georgia
14,0.1848,0.3717,0.2998,0.1438,georgia
15,0.1914,0.3144,0.2974,0.1968,georgia
16,0.2454,0.3729,0.2653,0.1165,georgia
17,0.1207,0.3339,0.3196,0.2259,georgia
18,0.2074,0.3226,0.3077,0.1623,georgia
19,0.1019,0.3445,0.3294,0.2243,georgia
20,0.0821,0.2274,0.3401,0.3504,georgia
21,0.0979,0.2476,0.3306,0.3239,georgia
22,0.093,0.2088,0.2851,0.4131,georgia
23,0.1804,0.2837,0.3001,0.2358,georgia
24,0.1046,0.1996,0.2888,0.407,georgia
25,0.0527,0.1179,0.2239,0.6055,georgia
26,0.0932,0.2438,0.3054,0.3575,georgia
27,0.2019,0.3012,0.3016,0.1954,georgia
28,0.2173,0.38,0.2609,0.1418,georgia
29,0.306,0.2708,0.253,0.1702,georgia
30,0.215,0.3027,0.2815,0.2008,georgia
31,0.1788,0.3425,0.3031,0.1756,georgia
32,0.211,0.3871,0.2827,0.1192,georgia
33,0.1817,0.4128,0.2677,0.1378,georgia
34,0.0668,0.196,0.366,0.3712,georgia
35,0.088,0.2006,0.3557,0.3557,georgia
36,0.0502,0.181,0.2969,0.4719,georgia
37,0.1353,0.2208,0.278,0.3659,georgia
38,0.1109,0.2757,0.3144,0.299,georgia
39,0.1704,0.2638,0.2865,0.2792,georgia
40,0.0387,0.1347,0.2195,0.6071,georgia
41,0.2203,0.2767,0.2858,0.2172,georgia
42,0.181,0.2199,0.3219,0.2772,georgia
43,0.0409,0.1266,0.2494,0.5831,georgia
44,0.0513,0.2082,0.3415,0.399,georgia
45,0.025,0.1199,0.2263,0.6288,georgia
46,0.0463,0.1743,0.2867,0.4927,georgia
47,0.0381,0.1174,0.216,0.6285,georgia
48,0.1142,0.1927,0.2382,0.4549,georgia
49,0.04,0.1163,0.2377,0.606,georgia
50,0.0631,0.132,0.2127,0.5923,georgia
51,0.0478,0.1467,0.2636,0.5419,georgia
52,0.0771,0.1012,0.1822,0.6395,georgia
53,0.1082,0.2296,0.2356,0.4266,georgia
54,0.0323,0.0738,0.1488,0.7451,georgia
55,0.126,0.2126,0.2527,0.4087,georgia
56,0.0713,0.1511,0.4755,0.3021,georgia
57,0.1161,0.1795,0.2755,0.429,georgia
58,0.115,0.2038,0.3021,0.3791,georgia
59,0.136,0.2459,0.2776,0.3405,georgia
60,0.2132,0.3342,0.289,0.1636,georgia
61,0.114,0.2898,0.328,0.2682,georgia
62,0.0847,0.2509,0.3204,0.344,georgia
63,0.093,0.2519,0.3572,0.2979,georgia
64,0.1067,0.287,0.3243,0.282,georgia
65,0.1251,0.3082,0.314,0.2528,georgia
66,0.1251,0.2929,0.3446,0.2374,georgia
67,0.137,0.3497,0.3047,0.2086,georgia
68,0.1677,0.3565,0.3127,0.163,georgia
69,0.1526,0.3601,0.3184,0.1689,georgia
70,0.1263,0.3255,0.3021,0.2461,georgia
71,0.097,0.2886,0.3012,0.3132,georgia
72,0.0609,0.2022,0.2799,0.457,georgia
73,0.1595,0.354,0.3031,0.1833,georgia
74,0.2023,0.3413,0.3162,0.1401,georgia
75,0.1575,0.3525,0.3403,0.1497,georgia
76,0.1492,0.272,0.3307,0.2482,georgia
77,0.1707,0.3429,0.347,0.1393,georgia
78,0.1233,0.3083,0.3381,0.2303,georgia
79,0.0863,0.1216,0.186,0.6061,georgia
80,0.0892,0.1241,0.1568,0.6299,georgia
81,0.2336,0.1946,0.1733,0.3985,georgia
82,0.1183,0.134,0.2624,0.4853,georgia
83,0.1024,0.2276,0.2572,0.4128,georgia
84,0.0957,0.2054,0.3064,0.3925,georgia
85,0.194,0.2479,0.2608,0.2972,georgia
86,0.1571,0.2649,0.2675,0.3105,georgia
87,0.1219,0.248,0.3325,0.2976,georgia
88,0.1147,0.2624,0.3249,0.298,georgia
89,0.1071,0.2555,0.2459,0.3915,georgia
90,0.0946,0.2936,0.349,0.2627,georgia
91,0.0876,0.2913,0.3416,0.2795,georgia
92,0.1571,0.3329,0.3237,0.1863,georgia
93,0.0882,0.2609,0.3569,0.2939,georgia
94,0.1004,0.2377,0.3839,0.278,georgia
95,0.0727,0.1706,0.263,0.4937,georgia
96,0.182,0.263,0.2783,0.2766,georgia
97,0.0775,0.1754,0.2848,0.4622,georgia
98,0.1108,0.2433,0.3181,0.3278,georgia
99,0.3267,0.2802,0.234,0.1591,georgia
100,0.1761,0.3137,0.3089,0.2013,georgia
101,0.1269,0.2612,0.3196,0.2923,georgia
102,0.0902,0.2315,0.3386,0.3396,georgia
103,0.127,0.2437,0.3188,0.3105,georgia
104,0.086,0.2457,0.347,0.3212,georgia
105,0.1011,0.2648,0.3244,0.3097,georgia
106,0.0958,0.2427,0.3679,0.2935,georgia
107,0.1326,0.2249,0.2929,0.3497,georgia
108,0.1454,0.2208,0.2783,0.3555,georgia
109,0.1116,0.2901,0.3309,0.2674,georgia
110,0.1439,0.3359,0.3493,0.1709,georgia
111,0.1069,0.3034,0.3268,0.2628,georgia
112,0.163,0.3393,0.2981,0.1996,georgia
113,0.1612,0.3063,0.3539,0.1787,georgia
114,0.1088,0.3188,0.3707,0.2018,georgia
115,0.1537,0.3937,0.3018,0.1509,georgia
116,0.194,0.3424,0.3127,0.1509,georgia
117,0.1132,0.2236,0.3293,0.3339,georgia
118,0.1431,0.2726,0.3465,0.2378,georgia
119,0.0594,0.173,0.3655,0.4021,georgia
120,0.1968,0.3693,0.2496,0.1842,georgia
121,0.134,0.3284,0.3318,0.2057,georgia
122,0.0697,0.2181,0.3215,0.3907,georgia
123,0.095,0.2478,0.3007,0.3565,georgia
124,0.1826,0.3211,0.3004,0.1959,georgia
125,0.22,0.3617,0.3138,0.1044,georgia
126,0.1596,0.3398,0.3685,0.1322,georgia
127,0.181,0.343,0.3134,0.1626,georgia
128,0.2533,0.4092,0.2348,0.1028,georgia
129,0.1914,0.4012,0.2657,0.1417,georgia
130,0.1896,0.3661,0.277,0.1673,georgia
131,0.1689,0.3835,0.3206,0.127,georgia
132,0.2241,0.3871,0.2831,0.1057,georgia
133,0.1177,0.2813,0.3287,0.2724,georgia
134,0.0603,0.2037,0.4127,0.3232,georgia
135,0.2353,0.3191,0.3151,0.1305,georgia
136,0.1178,0.3063,0.3975,0.1784,georgia
137,0.1673,0.3508,0.3222,0.1597,georgia
138,0.1778,0.3288,0.3274,0.166,georgia
139,0.2432,0.3289,0.3213,0.1066,georgia
140,0.1767,0.3422,0.3291,0.152,georgia
141,0.0805,0.272,0.29,0.3575,georgia
142,0.2004,0.3717,0.2993,0.1286,georgia
143,0.1953,0.3203,0.3063,0.1781,georgia
144,0.1618,0.3914,0.2945,0.1524,georgia
145,0.1665,0.3441,0.3414,0.148,georgia
146,0.079,0.2979,0.3823,0.2408,georgia
147,0.1099,0.3089,0.3741,0.2071,georgia
148,0.192,0.3942,0.2803,0.1335,georgia
149,0.2281,0.4503,0.2297,0.0919,georgia
150,0.1902,0.4327,0.2438,0.1333,georgia
151,0.2506,0.3487,0.2649,0.1358,georgia
152,0.1755,0.3419,0.316,0.1666,georgia
153,0.1842,0.2766,0.3781,0.1611,georgia
154,0.2072,0.3315,0.3232,0.1381,georgia
155,0.1703,0.3712,0.3265,0.132,georgia
156,0.2101,0.3949,0.26,0.1349,georgia
157,0.2466,0.3798,0.2591,0.1145,georgia
158,0.2173,0.3634,0.2805,0.1389,georgia
159,0.1651,0.3757,0.2916,0.1675,georgia
160,0.1049,0.2439,0.4729,0.1783,georgia
161,0.1073,0.2946,0.3149,0.2832,georgia
162,0.156,0.2916,0.3621,0.1904,georgia
163,0.1237,0.2418,0.3444,0.2901,georgia
164,0.0835,0.2653,0.3761,0.2751,georgia
165,0.1337,0.298,0.3559,0.2124,georgia
166,0.042,0.1825,0.3093,0.4663,georgia
167,0.1305,0.3394,0.3326,0.1975,georgia
168,0.1208,0.3301,0.3883,0.1607,georgia
169,0.2268,0.4039,0.2603,0.109,georgia
170,0.2176,0.3777,0.2812,0.1236,georgia
171,0.2369,0.3777,0.2621,0.1234,georgia
172,0.2675,0.3647,0.2486,0.1193,georgia
173,0.2013,0.3468,0.2944,0.1575,georgia
174,0.2117,0.3857,0.2888,0.1139,georgia
175,0.1652,0.3053,0.3108,0.2186,georgia
176,0.1953,0.3521,0.3176,0.1349,georgia
177,0.1637,0.2968,0.3921,0.1475,georgia
178,0.1846,0.4235,0.279,0.1129,georgia
179,0.1375,0.2849,0.3277,0.2499,georgia
180,0.103,0.3297,0.3626,0.2046,georgia
1,0.0854,0.3371,0.3227,0.2548,hawaii
2,0.0734,0.2986,0.3651,0.2629,hawaii
3,0.0905,0.344,0.3363,0.2292,hawaii
4,0.0908,0.3286,0.3496,0.231,hawaii
5,0.1002,0.3254,0.328,0.2464,hawaii
6,0.0977,0.327,0.3029,0.2724,hawaii
7,0.0677,0.3065,0.3432,0.2826,hawaii
8,0.084,0.3353,0.3548,0.226,hawaii
9,0.1347,0.3932,0.3171,0.155,hawaii
10,0.0872,0.3342,0.3283,0.2503,hawaii
11,0.0701,0.2825,0.3599,0.2876,hawaii
12,0.0563,0.2828,0.3845,0.2763,hawaii
13,0.0661,0.3579,0.3215,0.2546,hawaii
14,0.0623,0.3077,0.3466,0.2834,hawaii
15,0.087,0.3592,0.325,0.2288,hawaii
16,0.0874,0.2997,0.3481,0.2649,hawaii
17,0.0317,0.1654,0.2806,0.5222,hawaii
18,0.0379,0.1578,0.2623,0.542,hawaii
19,0.0544,0.2121,0.2767,0.4568,hawaii
20,0.0703,0.2363,0.2812,0.4123,hawaii
21,0.1021,0.2461,0.3304,0.3215,hawaii
22,0.0594,0.1722,0.3339,0.4346,hawaii
23,0.0375,0.1853,0.3633,0.414,hawaii
24,0.0644,0.2498,0.2895,0.3964,hawaii
25,0.0683,0.2163,0.3103,0.405,hawaii
26,0.0915,0.2072,0.2738,0.4275,hawaii
27,0.171,0.2577,0.2653,0.306,hawaii
28,0.1932,0.3272,0.3077,0.1719,hawaii
29,0.279,0.2741,0.2787,0.1683,hawaii
30,0.1469,0.3369,0.3648,0.1514,hawaii
31,0.073,0.2667,0.4025,0.2578,hawaii
32,0.0992,0.2708,0.3212,0.3087,hawaii
33,0.0504,0.2498,0.3302,0.3696,hawaii
34,0.0743,0.3178,0.3507,0.2572,hawaii
35,0.0941,0.3645,0.3638,0.1776,hawaii
36,0.0339,0.2117,0.3646,0.3897,hawaii
37,0.0304,0.2181,0.3907,0.3609,hawaii
38,0.1551,0.3587,0.3233,0.1628,hawaii
39,0.0866,0.2682,0.4023,0.2429,hawaii
40,0.0922,0.3324,0.3808,0.1946,hawaii
41,0.0827,0.2726,0.3905,0.2542,hawaii
42,0.0542,0.2825,0.395,0.2682,hawaii
43,0.124,0.441,0.3123,0.1228,hawaii
44,0.1482,0.4356,0.3053,0.1109,hawaii
45,0.0567,0.3244,0.426,0.1929,hawaii
46,0.0973,0.3599,0.3657,0.1771,hawaii
47,0.0676,0.255,0.3635,0.3139,hawaii
48,0.0541,0.2827,0.2982,0.365,hawaii
49,0.0553,0.3003,0.3111,0.3334,hawaii
50,0.0436,0.2533,0.3404,0.3627,hawaii
51,0.0619,0.3037,0.3049,0.3295,hawaii
1,0.3334,0.3434,0.2359,0.0874,illinois
2,0.287,0.2777,0.2209,0.2143,illinois
3,0.2763,0.2974,0.2714,0.1549,illinois
4,0.1943,0.1932,0.1993,0.4132,illinois
5,0.0922,0.1561,0.2801,0.4716,illinois
6,0.1788,0.2843,0.239,0.2978,illinois
7,0.1137,0.2692,0.3214,0.2957,illinois
8,0.1585,0.309,0.292,0.2405,illinois
9,0.1441,0.1892,0.2539,0.4128,illinois
10,0.1707,0.2349,0.2261,0.3683,illinois
11,0.0504,0.0881,0.1575,0.704,illinois
12,0.0169,0.0632,0.1476,0.7723,illinois
13,0.1173,0.1665,0.2229,0.4933,illinois
14,0.1183,0.1762,0.2624,0.4431,illinois
15,0.106,0.2226,0.2797,0.3916,illinois
16,0.1302,0.2121,0.2394,0.4184,illinois
17,0.0547,0.1418,0.2035,0.6,illinois
18,0.0441,0.1146,0.2093,0.632,illinois
19,0.1148,0.2903,0.3127,0.2823,illinois
20,0.1032,0.2597,0.303,0.3341,illinois
21,0.3412,0.3085,0.2398,0.1105,illinois
22,0.2509,0.3491,0.2732,0.1268,illinois
23,0.2549,0.324,0.2637,0.1575,illinois
24,0.2971,0.2884,0.2773,0.1371,illinois
25,0.1415,0.2194,0.3125,0.3266,illinois
26,0.0845,0.1485,0.267,0.5,illinois
27,0.1258,0.2858,0.3583,0.2301,illinois
28,0.1412,0.2968,0.3622,0.1998,illinois
29,0.1136,0.3036,0.3782,0.2045,illinois
30,0.1487,0.3296,0.3463,0.1754,illinois
31,0.1319,0.3285,0.3516,0.1881,illinois
32,0.1893,0.3472,0.3302,0.1333,illinois
33,0.13,0.3056,0.3875,0.1768,illinois
34,0.12,0.3039,0.3792,0.1969,illinois
35,0.0712,0.2384,0.3382,0.3523,illinois
36,0.0866,0.299,0.3303,0.2841,illinois
37,0.0492,0.2458,0.3164,0.3886,illinois
38,0.0739,0.2721,0.3668,0.2872,illinois
39,0.224,0.2685,0.2457,0.2617,illinois
40,0.2086,0.2244,0.2381,0.329,illinois
41,0.0445,0.1421,0.2492,0.5643,illinois
42,0.0634,0.153,0.2651,0.5185,illinois
43,0.2808,0.2955,0.2745,0.1492,illinois
44,0.1374,0.2573,0.2832,0.322,illinois
45,0.0777,0.2494,0.3172,0.3556,illinois
46,0.137,0.2556,0.3134,0.294,illinois
47,0.0477,0.1477,0.2321,0.5726,illinois
48,0.0484,0.165,0.2966,0.4901,illinois
49,0.0995,0.2093,0.2893,0.4019,illinois
50,0.0557,0.2263,0.3294,0.3886,illinois
51,0.0446,0.1388,0.2324,0.5842,illinois
52,0.0675,0.2166,0.3219,0.3939,illinois
53,0.0698,0.1895,0.2717,0.4689,illinois
54,0.0707,0.1705,0.2704,0.4884,illinois
55,0.106,0.241,0.2995,0.3534,illinois
56,0.0686,0.2143,0.3201,0.397,illinois
57,0.1125,0.2028,0.2428,0.4419,illinois
58,0.0424,0.1606,0.2076,0.5894,illinois
59,0.094,0.1857,0.23,0.4902,illinois
60,0.2688,0.3144,0.2837,0.1331,illinois
61,0.0867,0.2692,0.3275,0.3166,illinois
62,0.1377,0.2576,0.3099,0.2948,illinois
63,0.1152,0.335,0.3362,0.2136,illinois
64,0.0655,0.2857,0.3472,0.3015,illinois
65,0.0672,0.2181,0.3125,0.4022,illinois
66,0.0682,0.2205,0.3277,0.3835,illinois
67,0.2247,0.351,0.3168,0.1074,illinois
68,0.0938,0.3093,0.3493,0.2476,illinois
69,0.1048,0.3233,0.3174,0.2545,illinois
70,0.0635,0.2455,0.4137,0.2773,illinois
71,0.1058,0.3455,0.355,0.1937,illinois
72,0.1284,0.3113,0.3718,0.1885,illinois
73,0.0715,0.2706,0.3213,0.3366,illinois
74,0.0949,0.3629,0.3437,0.1985,illinois
75,0.0916,0.3419,0.3488,0.2177,illinois
76,0.1167,0.3715,0.3576,0.1542,illinois
77,0.259,0.3322,0.2785,0.1303,illinois
78,0.1135,0.2386,0.2846,0.3634,illinois
79,0.125,0.3363,0.3698,0.1689,illinois
80,0.1004,0.2559,0.3555,0.2881,illinois
81,0.0404,0.1732,0.2851,0.5013,illinois
82,0.047,0.2081,0.2928,0.4521,illinois
83,0.3245,0.2746,0.261,0.1399,illinois
84,0.1412,0.1834,0.2738,0.4016,illinois
85,0.1366,0.2841,0.3339,0.2454,illinois
86,0.1857,0.364,0.3065,0.1438,illinois
87,0.1077,0.3346,0.3554,0.2023,illinois
88,0.0636,0.2674,0.3304,0.3385,illinois
89,0.0891,0.3593,0.3615,0.1901,illinois
90,0.1098,0.3319,0.3656,0.1927,illinois
91,0.1054,0.37,0.3659,0.1587,illinois
92,0.1279,0.2997,0.3729,0.1994,illinois
93,0.1166,0.3534,0.3599,0.1701,illinois
94,0.095,0.359,0.3474,0.1986,illinois
95,0.1207,0.3856,0.3347,0.159,illinois
96,0.1478,0.3624,0.3211,0.1687,illinois
97,0.0661,0.2379,0.3174,0.3786,illinois
98,0.0919,0.2685,0.3439,0.2957,illinois
99,0.052,0.231,0.3134,0.4035,illinois
100,0.1018,0.4084,0.3287,0.1611,illinois
101,0.0607,0.3265,0.3328,0.2799,illinois
102,0.1009,0.35,0.3245,0.2246,illinois
103,0.0457,0.1638,0.4573,0.3333,illinois
104,0.1142,0.333,0.3133,0.2394,illinois
105,0.0371,0.2028,0.3752,0.385,illinois
106,0.1151,0.3968,0.3274,0.1608,illinois
107,0.1305,0.3663,0.3418,0.1614,illinois
108,0.0745,0.2769,0.3634,0.2853,illinois
109,0.1347,0.3518,0.3674,0.1461,illinois
110,0.1048,0.3132,0.3977,0.1844,illinois
111,0.0961,0.349,0.3819,0.1731,illinois
112,0.0618,0.2637,0.365,0.3094,illinois
113,0.1064,0.2903,0.3904,0.213,illinois
114,0.1089,0.2976,0.3663,0.2272,illinois
115,0.1112,0.3047,0.3664,0.2177,illinois
116,0.1222,0.3668,0.3376,0.1734,illinois
117,0.1095,0.3203,0.3907,0.1795,illinois
118,0.144,0.3062,0.3971,0.1528,illinois
1,0.1984,0.3785,0.2981,0.125,indiana
2,0.2396,0.3538,0.3158,0.0908,indiana
3,0.1685,0.3852,0.3194,0.1269,indiana
4,0.0646,0.2811,0.329,0.3254,indiana
5,0.1138,0.3011,0.2988,0.2862,indiana
6,0.1678,0.3128,0.297,0.2224,indiana
7,0.1538,0.3641,0.3049,0.1772,indiana
8,0.0803,0.2655,0.3377,0.3165,indiana
9,0.1363,0.3746,0.3055,0.1835,indiana
10,0.1151,0.3947,0.3269,0.1633,indiana
11,0.0905,0.376,0.3401,0.1935,indiana
12,0.0872,0.3165,0.309,0.2873,indiana
13,0.111,0.4011,0.3137,0.1742,indiana
14,0.1285,0.3565,0.3601,0.1549,indiana
15,0.069,0.3297,0.3233,0.278,indiana
16,0.1445,0.4209,0.3047,0.1299,indiana
17,0.1635,0.4036,0.2724,0.1605,indiana
18,0.1259,0.3911,0.298,0.1849,indiana
19,0.0912,0.3493,0.2967,0.2628,indiana
20,0.1345,0.4137,0.3031,0.1487,indiana
21,0.1805,0.3681,0.2766,0.1748,indiana
22,0.1731,0.3759,0.2702,0.1808,indiana
23,0.1812,0.4063,0.2972,0.1153,indiana
24,0.0377,0.113,0.2028,0.6465,indiana
25,0.1016,0.3817,0.3135,0.2033,indiana
26,0.0595,0.215,0.4084,0.3171,indiana
27,0.104,0.259,0.3864,0.2506,indiana
28,0.074,0.3053,0.3215,0.2991,indiana
29,0.0875,0.2343,0.2951,0.3831,indiana
30,0.1482,0.3908,0.3168,0.1443,indiana
31,0.1291,0.4139,0.3217,0.1353,indiana
32,0.1026,0.3586,0.3065,0.2323,indiana
33,0.14,0.4382,0.2964,0.1254,indiana
34,0.1089,0.279,0.4343,0.1779,indiana
35,0.1118,0.3838,0.3015,0.2029,indiana
36,0.1464,0.3785,0.3318,0.1434,indiana
37,0.0352,0.1287,0.2535,0.5826,indiana
38,0.1219,0.3907,0.3002,0.1871,indiana
39,0.0372,0.1261,0.221,0.6156,indiana
40,0.0821,0.2573,0.3081,0.3526,indiana
41,0.1177,0.3957,0.2975,0.189,indiana
42,0.1236,0.4199,0.3143,0.1421,indiana
43,0.139,0.3035,0.3798,0.1777,indiana
44,0.1113,0.4196,0.3364,0.1327,indiana
45,0.1256,0.3747,0.3597,0.14,indiana
46,0.1226,0.3523,0.3114,0.2137,indiana
47,0.1079,0.3455,0.2959,0.2507,indiana
48,0.1724,0.386,0.2772,0.1644,indiana
49,0.2296,0.326,0.2485,0.1958,indiana
50,0.1112,0.4087,0.3081,0.172,indiana
51,0.2611,0.3293,0.267,0.1426,indiana
52,0.0916,0.3644,0.3203,0.2238,indiana
53,0.094,0.3635,0.3235,0.219,indiana
54,0.1337,0.4344,0.2827,0.1493,indiana
55,0.1493,0.4116,0.2802,0.1589,indiana
56,0.1583,0.3841,0.3044,0.1532,indiana
57,0.113,0.4037,0.2999,0.1834,indiana
58,0.0897,0.3412,0.3158,0.2534,indiana
59,0.1042,0.3368,0.2561,0.3029,indiana
60,0.1074,0.3233,0.2941,0.2752,indiana
61,0.0452,0.1593,0.4731,0.3224,indiana
62,0.1259,0.3485,0.3041,0.2215,indiana
63,0.1888,0.3751,0.2744,0.1617,indiana
64,0.0866,0.3575,0.3442,0.2117,indiana
65,0.1095,0.3926,0.3193,0.1786,indiana
66,0.1488,0.3791,0.327,0.145,indiana
67,0.1503,0.4537,0.2802,0.1158,indiana
68,0.1104,0.4037,0.299,0.1869,indiana
69,0.1451,0.4483,0.2705,0.1362,indiana
70,0.1014,0.3829,0.3171,0.1987,indiana
71,0.1295,0.3464,0.3436,0.1806,indiana
72,0.1167,0.3166,0.3217,0.245,indiana
73,0.1569,0.4415,0.2744,0.1272,indiana
74,0.1445,0.4582,0.2665,0.1308,indiana
75,0.0995,0.3648,0.3225,0.2131,indiana
76,0.0846,0.349,0.3687,0.1977,indiana
77,0.1534,0.3507,0.3346,0.1613,indiana
78,0.0794,0.3099,0.3189,0.2918,indiana
79,0.1379,0.4091,0.3028,0.1503,indiana
80,0.2197,0.3319,0.3173,0.1311,indiana
81,0.1333,0.3071,0.35,0.2096,indiana
82,0.1552,0.3994,0.3082,0.1372,indiana
83,0.0702,0.2785,0.3107,0.3406,indiana
84,0.0651,0.2642,0.3598,0.3109,indiana
85,0.1186,0.2948,0.3554,0.2312,indiana
86,0.0549,0.1431,0.2779,0.5241,indiana
87,0.0539,0.1685,0.2588,0.5188,indiana
88,0.0434,0.1788,0.2855,0.4923,indiana
89,0.1392,0.371,0.3172,0.1726,indiana
90,0.0827,0.2912,0.3179,0.3082,indiana
91,0.1396,0.338,0.3386,0.1838,indiana
92,0.1483,0.3013,0.3348,0.2157,indiana
93,0.1143,0.2672,0.2868,0.3317,indiana
94,0.1435,0.2609,0.336,0.2595,indiana
95,0.1794,0.3089,0.3334,0.1783,indiana
96,0.1271,0.2452,0.3234,0.3043,indiana
97,0.2474,0.331,0.2641,0.1574,indiana
98,0.2198,0.376,0.2944,0.1099,indiana
99,0.2283,0.304,0.3142,0.1535,indiana
100,0.2498,0.3273,0.2343,0.1886,indiana
1,0.0835,0.3341,0.3459,0.2365,iowa
2,0.0728,0.3282,0.3989,0.2002,iowa
3,0.0911,0.3476,0.38,0.1813,iowa
4,0.1007,0.2872,0.365,0.2471,iowa
5,0.0858,0.3415,0.3813,0.1914,iowa
6,0.0772,0.3106,0.3641,0.2481,iowa
7,0.0885,0.3302,0.3962,0.1852,iowa
8,0.0852,0.3667,0.3728,0.1753,iowa
9,0.0953,0.3093,0.4064,0.1889,iowa
10,0.0795,0.3573,0.3852,0.1779,iowa
11,0.1658,0.3167,0.3474,0.1701,iowa
12,0.0912,0.3996,0.3334,0.1758,iowa
13,0.1734,0.3329,0.3031,0.1905,iowa
14,0.2066,0.3504,0.2964,0.1467,iowa
15,0.1514,0.4002,0.3272,0.1212,iowa
16,0.1097,0.3205,0.3884,0.1814,iowa
17,0.0906,0.3853,0.362,0.1622,iowa
18,0.1569,0.363,0.3244,0.1557,iowa
19,0.0425,0.2401,0.3066,0.4108,iowa
20,0.1129,0.3923,0.3286,0.1662,iowa
21,0.1017,0.3909,0.3392,0.1683,iowa
22,0.0499,0.3243,0.356,0.2698,iowa
23,0.094,0.3566,0.3586,0.1908,iowa
24,0.1122,0.3634,0.3436,0.1808,iowa
25,0.0585,0.3154,0.3642,0.262,iowa
26,0.052,0.3291,0.3803,0.2387,iowa
27,0.1177,0.4156,0.3242,0.1425,iowa
28,0.0749,0.4175,0.3391,0.1684,iowa
29,0.0796,0.4002,0.3493,0.1709,iowa
30,0.0674,0.3159,0.3387,0.2779,iowa
31,0.1285,0.3534,0.3316,0.1865,iowa
32,0.2044,0.3625,0.3252,0.1079,iowa
33,0.1306,0.358,0.3514,0.1601,iowa
34,0.1228,0.3138,0.3374,0.226,iowa
35,0.1988,0.3059,0.3649,0.1304,iowa
36,0.0625,0.2391,0.3329,0.3654,iowa
37,0.0243,0.1633,0.3653,0.4471,iowa
38,0.0636,0.2683,0.3573,0.3107,iowa
39,0.0344,0.1837,0.2705,0.5114,iowa
40,0.0477,0.2021,0.3247,0.4255,iowa
41,0.0652,0.1675,0.3174,0.4499,iowa
