district,less than highschool,highschool,college or associate,bachelor or higher,state
42,0.0421,0.1542,0.2989,0.5048,iowa
43,0.0648,0.1787,0.2772,0.4793,iowa
44,0.0253,0.1327,0.2761,0.5659,iowa
45,0.0248,0.1295,0.4339,0.4118,iowa
46,0.0163,0.121,0.5374,0.3253,iowa
47,0.0702,0.3538,0.386,0.1899,iowa
48,0.0708,0.3066,0.3771,0.2455,iowa
49,0.0708,0.2913,0.3784,0.2594,iowa
50,0.0645,0.3537,0.3791,0.2027,iowa
51,0.0956,0.4043,0.3568,0.1433,iowa
52,0.1092,0.3788,0.3425,0.1695,iowa
53,0.0727,0.323,0.4035,0.2008,iowa
54,0.0924,0.3632,0.3645,0.1799,iowa
55,0.0675,0.3144,0.3946,0.2235,iowa
56,0.1072,0.423,0.3215,0.1484,iowa
57,0.0645,0.3618,0.3089,0.2647,iowa
58,0.0877,0.4135,0.3371,0.1617,iowa
59,0.032,0.1799,0.4947,0.2934,iowa
60,0.0505,0.2299,0.3672,0.3525,iowa
61,0.1104,0.3792,0.3311,0.1793,iowa
62,0.1663,0.4068,0.3125,0.1144,iowa
63,0.0534,0.3347,0.3813,0.2307,iowa
64,0.0935,0.388,0.3513,0.1673,iowa
65,0.0931,0.2329,0.3951,0.2789,iowa
66,0.052,0.2277,0.3638,0.3565,iowa
67,0.0412,0.2309,0.3142,0.4136,iowa
68,0.0473,0.2689,0.3867,0.2971,iowa
69,0.0618,0.3047,0.4294,0.2041,iowa
70,0.0527,0.3196,0.3816,0.2461,iowa
71,0.1939,0.3197,0.3079,0.1784,iowa
72,0.0849,0.3895,0.3547,0.1709,iowa
73,0.0688,0.311,0.3453,0.2749,iowa
74,0.0366,0.1459,0.2407,0.5768,iowa
75,0.0883,0.3769,0.3459,0.1889,iowa
76,0.0714,0.3724,0.3643,0.1919,iowa
77,0.0779,0.2091,0.3508,0.3622,iowa
78,0.0983,0.3834,0.328,0.1903,iowa
79,0.0806,0.3124,0.3487,0.2583,iowa
80,0.1023,0.3848,0.3323,0.1806,iowa
81,0.1543,0.3421,0.34,0.1636,iowa
82,0.1022,0.3184,0.338,0.2413,iowa
83,0.0917,0.4061,0.3678,0.1344,iowa
84,0.0857,0.3845,0.3622,0.1675,iowa
85,0.0336,0.1437,0.4336,0.389,iowa
86,0.0503,0.1835,0.3757,0.3905,iowa
87,0.0968,0.3475,0.3807,0.1749,iowa
88,0.1298,0.3678,0.3362,0.1662,iowa
89,0.0846,0.325,0.3485,0.2419,iowa
90,0.1382,0.3819,0.3399,0.14,iowa
91,0.1285,0.331,0.3448,0.1957,iowa
92,0.0752,0.3332,0.3456,0.246,iowa
93,0.0597,0.2441,0.3536,0.3426,iowa
94,0.0354,0.1996,0.2808,0.4841,iowa
95,0.0597,0.3124,0.3604,0.2676,iowa
96,0.0988,0.4067,0.3434,0.1511,iowa
97,0.0662,0.3377,0.3645,0.2316,iowa
98,0.1059,0.3645,0.3551,0.1744,iowa
99,0.0605,0.2876,0.3234,0.3286,iowa
100,0.1036,0.3398,0.3472,0.2094,iowa
1,0.132,0.3536,0.3493,0.1651,kansas
2,0.0849,0.3574,0.3654,0.1923,kansas
3,0.0887,0.2096,0.4391,0.2626,kansas
4,0.1075,0.3234,0.3924,0.1768,kansas
5,0.0892,0.3776,0.3728,0.1603,kansas
6,0.0595,0.2987,0.3918,0.25,kansas
7,0.1208,0.3238,0.397,0.1584,kansas
8,0.0295,0.0812,0.2091,0.6802,kansas
9,0.0955,0.2945,0.4366,0.1734,kansas
10,0.0377,0.2416,0.3728,0.3479,kansas
11,0.1245,0.2907,0.4119,0.173,kansas
12,0.1029,0.3251,0.4051,0.1669,kansas
13,0.1067,0.3713,0.3694,0.1527,kansas
14,0.0421,0.1379,0.2668,0.5533,kansas
15,0.1079,0.2672,0.3227,0.3022,kansas
16,0.0246,0.1241,0.304,0.5473,kansas
17,0.0442,0.1638,0.2733,0.5187,kansas
18,0.0685,0.2499,0.3339,0.3477,kansas
19,0.0241,0.0942,0.2278,0.6539,kansas
20,0.0323,0.109,0.245,0.6137,kansas
21,0.0299,0.1124,0.2363,0.6214,kansas
22,0.0801,0.216,0.3416,0.3623,kansas
23,0.1028,0.1977,0.3694,0.33,kansas
24,0.0692,0.2195,0.3369,0.3745,kansas
25,0.0347,0.1407,0.2432,0.5814,kansas
26,0.0444,0.2045,0.3344,0.4166,kansas
27,0.0314,0.117,0.2474,0.6043,kansas
28,0.0251,0.0714,0.2092,0.6943,kansas
29,0.0393,0.1255,0.2974,0.5377,kansas
30,0.0594,0.1684,0.3249,0.4473,kansas
31,0.2138,0.2887,0.2887,0.2088,kansas
32,0.4278,0.2995,0.2027,0.07,kansas
33,0.1371,0.3751,0.3014,0.1864,kansas
34,0.2714,0.3471,0.2937,0.0878,kansas
35,0.213,0.3656,0.3182,0.1033,kansas
36,0.0771,0.2913,0.3566,0.275,kansas
37,0.2478,0.3421,0.3123,0.0979,kansas
38,0.0751,0.3039,0.3177,0.3033,kansas
39,0.0169,0.1521,0.2733,0.5577,kansas
40,0.0979,0.2803,0.3303,0.2915,kansas
41,0.1054,0.2916,0.3452,0.2578,kansas
42,0.0777,0.3016,0.3542,0.2664,kansas
43,0.0702,0.2557,0.372,0.3021,kansas
44,0.0278,0.127,0.3764,0.4687,kansas
45,0.049,0.1681,0.2555,0.5273,kansas
46,0.0438,0.1787,0.5116,0.266,kansas
47,0.082,0.4005,0.3261,0.1914,kansas
48,0.0334,0.0871,0.2175,0.6619,kansas
49,0.0706,0.1738,0.3404,0.4152,kansas
50,0.0498,0.3116,0.345,0.2936,kansas
51,0.0639,0.3001,0.3365,0.2995,kansas
52,0.0274,0.2124,0.3053,0.455,kansas
53,0.0831,0.2784,0.3173,0.3211,kansas
54,0.0651,0.3516,0.3526,0.2307,kansas
55,0.0901,0.2885,0.3724,0.2489,kansas
56,0.0783,0.2781,0.3369,0.3067,kansas
57,0.1906,0.4116,0.2754,0.1225,kansas
58,0.1967,0.3745,0.2976,0.1313,kansas
59,0.0886,0.3671,0.3499,0.1944,kansas
60,0.0957,0.2672,0.3878,0.2493,kansas
61,0.0621,0.3811,0.3503,0.2065,kansas
62,0.0858,0.4118,0.3105,0.1919,kansas
63,0.0774,0.3758,0.3768,0.1699,kansas
64,0.053,0.3865,0.3806,0.1799,kansas
65,0.1017,0.3652,0.3981,0.135,kansas
66,0.0384,0.1289,0.5821,0.2506,kansas
67,0.031,0.135,0.3471,0.4869,kansas
68,0.0886,0.3067,0.4078,0.1969,kansas
69,0.1247,0.3662,0.3643,0.1447,kansas
70,0.1112,0.3638,0.3321,0.1929,kansas
71,0.0945,0.302,0.3279,0.2756,kansas
72,0.0961,0.2885,0.3673,0.2481,kansas
73,0.104,0.2924,0.3553,0.2484,kansas
74,0.1018,0.2763,0.3721,0.2497,kansas
75,0.1057,0.2968,0.4078,0.1897,kansas
76,0.104,0.386,0.324,0.186,kansas
77,0.0794,0.3015,0.3672,0.2519,kansas
78,0.0328,0.1547,0.3485,0.464,kansas
79,0.0984,0.3177,0.3867,0.1972,kansas
80,0.1196,0.3039,0.4122,0.1642,kansas
81,0.1412,0.2637,0.3602,0.2349,kansas
82,0.0494,0.2274,0.3682,0.355,kansas
83,0.1339,0.2837,0.3373,0.2451,kansas
84,0.1666,0.2512,0.3452,0.2371,kansas
85,0.0314,0.1411,0.3127,0.5148,kansas
86,0.2393,0.3162,0.3217,0.1228,kansas
87,0.0705,0.1835,0.3076,0.4384,kansas
88,0.1275,0.3076,0.3532,0.2116,kansas
89,0.0994,0.2119,0.3848,0.3039,kansas
90,0.0529,0.2704,0.3577,0.319,kansas
91,0.1015,0.2622,0.3234,0.3129,kansas
92,0.1498,0.2804,0.3067,0.263,kansas
93,0.0826,0.3442,0.3535,0.2197,kansas
94,0.0533,0.1854,0.355,0.4063,kansas
95,0.1811,0.3236,0.3731,0.1222,kansas
96,0.1639,0.3976,0.3472,0.0913,kansas
97,0.1131,0.3061,0.3958,0.185,kansas
98,0.1506,0.3754,0.3612,0.1129,kansas
99,0.0437,0.1377,0.3223,0.4964,kansas
100,0.0418,0.2214,0.3513,0.3854,kansas
101,0.0861,0.2186,0.3648,0.3304,kansas
102,0.1898,0.3526,0.376,0.0816,kansas
103,0.2733,0.3182,0.3085,0.1,kansas
104,0.0754,0.2452,0.4036,0.2758,kansas
105,0.0989,0.3021,0.3505,0.2486,kansas
106,0.0718,0.3809,0.3665,0.1809,kansas
107,0.0713,0.3329,0.3926,0.2031,kansas
108,0.0793,0.3032,0.3844,0.2332,kansas
109,0.0898,0.3343,0.3669,0.2091,kansas
110,0.1051,0.3281,0.3571,0.2098,kansas
111,0.0553,0.2284,0.4309,0.2854,kansas
112,0.1385,0.3197,0.3976,0.1442,kansas
113,0.1292,0.2948,0.3861,0.1898,kansas
114,0.1171,0.3225,0.3681,0.1923,kansas
115,0.2604,0.2712,0.3045,0.1639,kansas
116,0.102,0.3693,0.3473,0.1814,kansas
117,0.1135,0.2832,0.3881,0.2153,kansas
118,0.1027,0.3187,0.3576,0.221,kansas
119,0.2671,0.279,0.2993,0.1546,kansas
120,0.0839,0.2977,0.3985,0.22,kansas
121,0.0818,0.1999,0.2854,0.4329,kansas
122,0.2728,0.2606,0.3121,0.1546,kansas
123,0.2545,0.247,0.3258,0.1727,kansas
124,0.2313,0.298,0.3158,0.1549,kansas
125,0.3276,0.2499,0.3217,0.1008,kansas
1,0.1543,0.3265,0.3317,0.1875,kentucky
2,0.1691,0.3725,0.2947,0.1637,kentucky
3,0.145,0.3165,0.3522,0.1863,kentucky
4,0.1575,0.419,0.2851,0.1385,kentucky
5,0.1024,0.281,0.391,0.2256,kentucky
6,0.1412,0.3945,0.3062,0.1581,kentucky
7,0.125,0.3592,0.3268,0.189,kentucky
8,0.1407,0.355,0.3841,0.1203,kentucky
9,0.1301,0.389,0.3138,0.1671,kentucky
10,0.1395,0.3942,0.3225,0.1437,kentucky
11,0.1319,0.3599,0.3441,0.1641,kentucky
12,0.1621,0.4173,0.3058,0.1148,kentucky
13,0.1574,0.3505,0.326,0.1662,kentucky
14,0.149,0.4217,0.2874,0.1419,kentucky
15,0.2015,0.4169,0.2714,0.1102,kentucky
16,0.2129,0.3992,0.262,0.1258,kentucky
17,0.1251,0.2929,0.3021,0.28,kentucky
18,0.1709,0.3892,0.299,0.1408,kentucky
19,0.1893,0.3889,0.2794,0.1424,kentucky
20,0.0912,0.2676,0.4005,0.2407,kentucky
21,0.2369,0.4132,0.2371,0.1128,kentucky
22,0.1865,0.3999,0.2752,0.1385,kentucky
23,0.1874,0.4061,0.2642,0.1424,kentucky
24,0.1891,0.4287,0.2727,0.1095,kentucky
25,0.1151,0.3164,0.3395,0.229,kentucky
26,0.1182,0.3817,0.3314,0.1688,kentucky
27,0.1353,0.3672,0.3532,0.1444,kentucky
28,0.1327,0.3884,0.3451,0.1338,kentucky
29,0.0515,0.2757,0.3677,0.3051,kentucky
30,0.1337,0.3219,0.3237,0.2207,kentucky
31,0.0857,0.2401,0.3548,0.3195,kentucky
32,0.0526,0.1635,0.2598,0.5241,kentucky
33,0.0511,0.1915,0.2885,0.4688,kentucky
34,0.0278,0.1378,0.2564,0.578,kentucky
35,0.1176,0.3088,0.3301,0.2435,kentucky
36,0.048,0.1774,0.2759,0.4987,kentucky
37,0.1868,0.3589,0.3187,0.1356,kentucky
38,0.1907,0.3728,0.3059,0.1306,kentucky
39,0.1624,0.3152,0.2825,0.24,kentucky
40,0.1532,0.3422,0.3818,0.1228,kentucky
41,0.1522,0.2522,0.3308,0.2648,kentucky
42,0.1675,0.2848,0.3232,0.2245,kentucky
43,0.1732,0.2976,0.2963,0.2329,kentucky
44,0.1496,0.3859,0.3528,0.1118,kentucky
45,0.0478,0.1708,0.2936,0.4877,kentucky
46,0.1119,0.3574,0.3393,0.1915,kentucky
47,0.1951,0.445,0.2542,0.1057,kentucky
48,0.0389,0.1484,0.2657,0.5469,kentucky
49,0.1342,0.4311,0.3077,0.1269,kentucky
50,0.1102,0.4138,0.3212,0.1548,kentucky
51,0.1831,0.3782,0.2891,0.1497,kentucky
52,0.2488,0.3851,0.2668,0.0993,kentucky
53,0.1117,0.3658,0.348,0.1745,kentucky
54,0.1746,0.3557,0.2979,0.1718,kentucky
55,0.1312,0.3362,0.3017,0.2309,kentucky
56,0.1396,0.272,0.2923,0.2962,kentucky
57,0.1277,0.3298,0.3072,0.2353,kentucky
58,0.1509,0.3267,0.3051,0.2173,kentucky
59,0.0866,0.2367,0.3257,0.3511,kentucky
60,0.0835,0.2477,0.3424,0.3263,kentucky
61,0.1401,0.3982,0.2741,0.1876,kentucky
62,0.1242,0.3499,0.3006,0.2252,kentucky
63,0.0573,0.247,0.3306,0.3651,kentucky
64,0.1051,0.284,0.3368,0.2742,kentucky
65,0.1722,0.3223,0.3067,0.1989,kentucky
66,0.0543,0.2635,0.3637,0.3186,kentucky
67,0.1339,0.3387,0.3137,0.2137,kentucky
68,0.0666,0.2843,0.3055,0.3436,kentucky
69,0.1195,0.3366,0.3398,0.2041,kentucky
70,0.1953,0.3907,0.2784,0.1356,kentucky
71,0.1989,0.3776,0.2647,0.1588,kentucky
72,0.1812,0.3821,0.2872,0.1496,kentucky
73,0.1565,0.357,0.293,0.1935,kentucky
74,0.2021,0.3938,0.2636,0.1405,kentucky
75,0.048,0.1753,0.4666,0.3101,kentucky
76,0.1463,0.2503,0.3033,0.3,kentucky
77,0.1973,0.275,0.3055,0.2223,kentucky
78,0.1554,0.4311,0.2753,0.1382,kentucky
79,0.065,0.2093,0.3259,0.3998,kentucky
80,0.2126,0.422,0.2584,0.107,kentucky
81,0.0976,0.2519,0.3946,0.2559,kentucky
82,0.2172,0.367,0.2571,0.1587,kentucky
83,0.2268,0.3748,0.2698,0.1286,kentucky
84,0.2475,0.3403,0.2824,0.1299,kentucky
85,0.202,0.3987,0.2785,0.1207,kentucky
86,0.2567,0.3976,0.2405,0.1053,kentucky
87,0.3157,0.3634,0.2344,0.0864,kentucky
88,0.0419,0.1489,0.2818,0.5273,kentucky
89,0.2019,0.3859,0.2619,0.1502,kentucky
90,0.3148,0.3677,0.2177,0.0998,kentucky
91,0.2655,0.4155,0.2199,0.099,kentucky
92,0.2697,0.3714,0.2565,0.1024,kentucky
93,0.2645,0.4086,0.2479,0.079,kentucky
94,0.2261,0.3452,0.2907,0.138,kentucky
95,0.225,0.3629,0.2967,0.1154,kentucky
96,0.2076,0.4102,0.2677,0.1145,kentucky
97,0.2428,0.3691,0.2794,0.1087,kentucky
98,0.1335,0.3659,0.3421,0.1584,kentucky
99,0.1983,0.3318,0.3186,0.1513,kentucky
100,0.1127,0.3521,0.3545,0.1806,kentucky
1,0.0689,0.2293,0.2932,0.4086,maine
2,0.0527,0.2912,0.3217,0.3344,maine
3,0.0277,0.2094,0.2611,0.5018,maine
4,0.0601,0.2603,0.2997,0.3799,maine
5,0.0787,0.354,0.2926,0.2746,maine
6,0.0679,0.2384,0.3333,0.3604,maine
7,0.0639,0.2579,0.3348,0.3434,maine
8,0.0331,0.2892,0.2536,0.4241,maine
9,0.025,0.1606,0.3403,0.4741,maine
10,0.0834,0.3853,0.3185,0.2128,maine
11,0.122,0.3745,0.2963,0.2072,maine
12,0.1275,0.4001,0.3221,0.1503,maine
13,0.0626,0.3062,0.3354,0.2958,maine
14,0.0795,0.3068,0.3029,0.3108,maine
15,0.0724,0.3223,0.3177,0.2876,maine
16,0.0611,0.3844,0.3398,0.2147,maine
17,0.0659,0.3697,0.3806,0.1838,maine
18,0.1437,0.4168,0.3139,0.1256,maine
19,0.0884,0.4042,0.3232,0.1842,maine
20,0.1473,0.3486,0.3573,0.1468,maine
21,0.0914,0.3976,0.3485,0.1625,maine
22,0.0806,0.399,0.2894,0.231,maine
23,0.0523,0.3356,0.3755,0.2365,maine
24,0.0759,0.3473,0.2423,0.3344,maine
25,0.0712,0.3139,0.3294,0.2855,maine
26,0.0386,0.2278,0.393,0.3407,maine
27,0.0425,0.2599,0.3053,0.3923,maine
28,0.0364,0.2295,0.2918,0.4422,maine
29,0.0241,0.197,0.2513,0.5277,maine
30,0.0179,0.0949,0.2395,0.6476,maine
31,0.0419,0.2036,0.3149,0.4396,maine
32,0.0392,0.2016,0.3147,0.4445,maine
33,0.0733,0.2719,0.3839,0.2709,maine
34,0.0859,0.3436,0.3245,0.246,maine
35,0.1022,0.2916,0.3186,0.2875,maine
36,0.0928,0.2481,0.3154,0.3437,maine
37,0.1141,0.2097,0.2974,0.3788,maine
38,0.0589,0.1608,0.253,0.5273,maine
39,0.0789,0.1884,0.2571,0.4756,maine
40,0.1166,0.2255,0.3301,0.3278,maine
41,0.0542,0.1387,0.2831,0.524,maine
42,0.0611,0.2303,0.2862,0.4224,maine
43,0.0365,0.156,0.2791,0.5284,maine
44,0.0368,0.1041,0.1958,0.6634,maine
45,0.0432,0.1422,0.2359,0.5788,maine
46,0.0476,0.2532,0.2473,0.4519,maine
47,0.0408,0.1801,0.2255,0.5536,maine
48,0.0514,0.2283,0.2313,0.4891,maine
49,0.0617,0.2428,0.2643,0.4312,maine
50,0.0331,0.1723,0.4116,0.3831,maine
51,0.0648,0.3087,0.2659,0.3605,maine
52,0.0531,0.3136,0.3432,0.2901,maine
53,0.0784,0.3406,0.2891,0.2919,maine
54,0.0408,0.2873,0.2832,0.3887,maine
55,0.0725,0.3687,0.3203,0.2386,maine
56,0.0667,0.401,0.3775,0.1549,maine
57,0.1207,0.3924,0.2886,0.1983,maine
58,0.1251,0.4008,0.2857,0.1885,maine
59,0.1117,0.3064,0.4156,0.1663,maine
60,0.1475,0.3078,0.3676,0.1771,maine
61,0.2,0.3949,0.2842,0.1209,maine
62,0.1691,0.3918,0.2904,0.1487,maine
63,0.0929,0.362,0.3108,0.2343,maine
64,0.0449,0.2825,0.3447,0.3278,maine
65,0.0528,0.3464,0.3806,0.2202,maine
66,0.0817,0.3442,0.3407,0.2334,maine
67,0.0536,0.3382,0.2977,0.3104,maine
68,0.0863,0.3687,0.298,0.247,maine
69,0.0841,0.365,0.2778,0.2731,maine
70,0.1001,0.3979,0.3003,0.2017,maine
71,0.1045,0.4693,0.2917,0.1344,maine
72,0.1029,0.4295,0.3003,0.1672,maine
73,0.1073,0.4826,0.2658,0.1442,maine
74,0.1098,0.391,0.3278,0.1715,maine
75,0.0752,0.3622,0.3703,0.1923,maine
76,0.0663,0.299,0.3298,0.305,maine
77,0.088,0.3723,0.3048,0.2349,maine
78,0.0719,0.3557,0.3373,0.2351,maine
79,0.0847,0.4059,0.3422,0.1671,maine
80,0.0951,0.3899,0.3298,0.1853,maine
81,0.0549,0.3014,0.3225,0.3212,maine
82,0.0967,0.3898,0.2972,0.2164,maine
83,0.102,0.2931,0.3696,0.2353,maine
84,0.0738,0.3088,0.2756,0.3418,maine
85,0.0943,0.3625,0.3018,0.2415,maine
86,0.1372,0.3417,0.2659,0.2552,maine
87,0.0956,0.3881,0.31,0.2062,maine
88,0.1055,0.3687,0.3268,0.199,maine
89,0.0647,0.2865,0.2701,0.3786,maine
90,0.0584,0.2946,0.2526,0.3944,maine
91,0.0913,0.4186,0.2527,0.2374,maine
92,0.0896,0.3549,0.2755,0.28,maine
93,0.0678,0.4036,0.2471,0.2815,maine
94,0.0441,0.2178,0.3248,0.4134,maine
95,0.0845,0.4389,0.2838,0.1928,maine
96,0.0729,0.3735,0.2915,0.2621,maine
97,0.0727,0.2901,0.2604,0.3767,maine
98,0.0968,0.3494,0.3066,0.2472,maine
99,0.0897,0.3921,0.3302,0.188,maine
100,0.1001,0.4119,0.319,0.169,maine
101,0.067,0.2747,0.2943,0.364,maine
102,0.1221,0.33,0.3312,0.2168,maine
103,0.0818,0.3455,0.3695,0.2032,maine
104,0.1253,0.4393,0.2876,0.1478,maine
105,0.1219,0.4291,0.316,0.1331,maine
106,0.1496,0.4182,0.3023,0.1299,maine
107,0.1586,0.3993,0.2734,0.1688,maine
108,0.0967,0.3967,0.3716,0.1351,maine
109,0.0947,0.3455,0.3431,0.2167,maine
110,0.0779,0.303,0.4445,0.1745,maine
111,0.0951,0.4404,0.3072,0.1573,maine
112,0.1008,0.4012,0.3009,0.1971,maine
113,0.0626,0.281,0.3966,0.2599,maine
114,0.0847,0.4329,0.2781,0.2044,maine
115,0.0887,0.4403,0.3156,0.1554,maine
116,0.0833,0.4928,0.2881,0.1359,maine
117,0.0745,0.4035,0.2683,0.2537,maine
118,0.1336,0.412,0.3057,0.1488,maine
119,0.1027,0.4307,0.3149,0.1517,maine
120,0.1068,0.3801,0.3516,0.1615,maine
121,0.082,0.3948,0.3497,0.1735,maine
122,0.0792,0.2892,0.3662,0.2654,maine
123,0.0291,0.111,0.6075,0.2523,maine
124,0.0708,0.2741,0.3388,0.3163,maine
125,0.0566,0.2794,0.3704,0.2935,maine
126,0.1129,0.3163,0.3586,0.2121,maine
127,0.0999,0.2917,0.3057,0.3028,maine
128,0.0637,0.2756,0.3795,0.2812,maine
129,0.0741,0.3144,0.3433,0.2682,maine
130,0.0613,0.3559,0.3576,0.2251,maine
131,0.0623,0.3695,0.3008,0.2674,maine
132,0.0611,0.3258,0.3302,0.2829,maine
133,0.0433,0.2509,0.3253,0.3805,maine
134,0.0803,0.341,0.2591,0.3196,maine
135,0.0363,0.2448,0.2526,0.4663,maine
136,0.1104,0.3961,0.2895,0.2041,maine
137,0.1129,0.4496,0.2859,0.1516,maine
138,0.1217,0.4066,0.2631,0.2086,maine
139,0.1079,0.3728,0.3089,0.2103,maine
140,0.1317,0.3574,0.3521,0.1588,maine
141,0.1491,0.4453,0.2898,0.1158,maine
142,0.1517,0.432,0.2906,0.1257,maine
143,0.0987,0.4673,0.3227,0.1114,maine
144,0.1119,0.4174,0.3208,0.15,maine
145,0.1332,0.4076,0.3237,0.1355,maine
146,0.1151,0.3599,0.345,0.18,maine
147,0.1054,0.3224,0.3875,0.1847,maine
148,0.133,0.3587,0.3448,0.1635,maine
149,0.1516,0.3355,0.3174,0.1954,maine
150,0.1375,0.4189,0.2818,0.1618,maine
151,0.1209,0.39,0.3164,0.1727,maine
1st barnstable,0.0457,0.2555,0.314,0.3849,massachusetts
2nd barnstable,0.0742,0.2979,0.3025,0.3254,massachusetts
3rd barnstable,0.0566,0.3012,0.308,0.3343,massachusetts
4th barnstable,0.0478,0.2084,0.2754,0.4684,massachusetts
"barnstable, dukes & nantucket",0.0614,0.2341,0.2783,0.4262,massachusetts
1st berkshire,0.1101,0.3137,0.3149,0.2613,massachusetts
2nd berkshire,0.0741,0.3134,0.3244,0.2881,massachusetts
3rd berkshire,0.1059,0.3209,0.324,0.2492,massachusetts
4th berkshire,0.0798,0.2822,0.2508,0.3872,massachusetts
1st bristol,0.0532,0.2363,0.3004,0.4101,massachusetts
2nd bristol,0.1163,0.2964,0.2971,0.2903,massachusetts
3rd bristol,0.153,0.3253,0.3045,0.2171,massachusetts
4th bristol,0.0707,0.2672,0.3234,0.3387,massachusetts
5th bristol,0.1378,0.3386,0.3091,0.2144,massachusetts
6th bristol,0.2166,0.3306,0.2665,0.1863,massachusetts
7th bristol,0.3153,0.334,0.2516,0.0991,massachusetts
8th bristol,0.168,0.3266,0.2742,0.2313,massachusetts
9th bristol,0.1544,0.2782,0.3329,0.2345,massachusetts
10th bristol,0.1228,0.2965,0.2659,0.3148,massachusetts
11th bristol,0.2496,0.3545,0.2547,0.1413,massachusetts
12th bristol,0.0842,0.3224,0.3115,0.2819,massachusetts
13th bristol,0.2679,0.3069,0.2515,0.1738,massachusetts
14th bristol,0.0589,0.2404,0.302,0.3987,massachusetts
1st essex,0.0592,0.2186,0.2761,0.4461,massachusetts
2nd essex,0.0411,0.2019,0.2925,0.4646,massachusetts
3rd essex,0.1475,0.3056,0.3114,0.2355,massachusetts
4th essex,0.0364,0.1997,0.2527,0.5113,massachusetts
5th essex,0.0839,0.2716,0.2538,0.3907,massachusetts
6th essex,0.0511,0.24,0.2847,0.4243,massachusetts
7th essex,0.0972,0.2678,0.2838,0.3513,massachusetts
8th essex,0.0578,0.1551,0.2404,0.5467,massachusetts
9th essex,0.0787,0.2972,0.2701,0.354,massachusetts
10th essex,0.2263,0.3296,0.2845,0.1596,massachusetts
11th essex,0.2099,0.3285,0.2814,0.1802,massachusetts
12th essex,0.1083,0.3466,0.2753,0.2698,massachusetts
13th essex,0.0711,0.2663,0.2976,0.365,massachusetts
14th essex,0.095,0.2825,0.2837,0.3388,massachusetts
15th essex,0.0894,0.2843,0.3317,0.2946,massachusetts
16th essex,0.3246,0.3433,0.241,0.0911,massachusetts
17th essex,0.2436,0.2852,0.2129,0.2582,massachusetts
1st franklin,0.0695,0.2386,0.2878,0.4041,massachusetts
2nd franklin,0.1101,0.3635,0.3213,0.2051,massachusetts
1st hampden,0.0791,0.3301,0.2975,0.2933,massachusetts
2nd hampden,0.0587,0.2272,0.276,0.4381,massachusetts
3rd hampden,0.0802,0.3033,0.3248,0.2917,massachusetts
4th hampden,0.0719,0.2856,0.372,0.2705,massachusetts
5th hampden,0.2188,0.284,0.2665,0.2307,massachusetts
6th hampden,0.1377,0.3066,0.304,0.2517,massachusetts
7th hampden,0.1481,0.3028,0.3003,0.2488,massachusetts
8th hampden,0.1491,0.3849,0.3169,0.1491,massachusetts
9th hampden,0.1686,0.3248,0.318,0.1886,massachusetts
10th hampden,0.3734,0.2764,0.2453,0.1049,massachusetts
11th hampden,0.1937,0.309,0.3688,0.1285,massachusetts
12th hampden,0.0864,0.274,0.3113,0.3283,massachusetts
18th essex,0.0405,0.1377,0.2061,0.6157,massachusetts
1st hampshire,0.0471,0.2097,0.2916,0.4515,massachusetts
2nd hampshire,0.0553,0.2661,0.3306,0.348,massachusetts
3rd hampshire,0.0303,0.088,0.6162,0.2656,massachusetts
1st middlesex,0.0552,0.2529,0.2813,0.4106,massachusetts
2nd middlesex,0.0386,0.1668,0.213,0.5816,massachusetts
3rd middlesex,0.0654,0.2234,0.23,0.4812,massachusetts
4th middlesex,0.1033,0.2552,0.2205,0.4209,massachusetts
5th middlesex,0.0377,0.149,0.17,0.6433,massachusetts
6th middlesex,0.059,0.2101,0.2072,0.5237,massachusetts
7th middlesex,0.1424,0.2618,0.2063,0.3895,massachusetts
8th middlesex,0.0381,0.1405,0.2074,0.6141,massachusetts
9th middlesex,0.0617,0.2005,0.1998,0.538,massachusetts
10th middlesex,0.0846,0.2092,0.286,0.4202,massachusetts
11th middlesex,0.0382,0.1295,0.1562,0.6761,massachusetts
12th middlesex,0.0233,0.1022,0.1941,0.6803,massachusetts
13th middlesex,0.0341,0.1512,0.1859,0.6288,massachusetts
14th middlesex,0.0483,0.1277,0.1534,0.6706,massachusetts
15th middlesex,0.0462,0.1509,0.1509,0.652,massachusetts
16th middlesex,0.1235,0.3491,0.2649,0.2625,massachusetts
17th middlesex,0.1908,0.307,0.2496,0.2525,massachusetts
18th middlesex,0.2019,0.3219,0.2842,0.192,massachusetts
19th middlesex,0.0589,0.3323,0.2909,0.3179,massachusetts
20th middlesex,0.0396,0.2073,0.2326,0.5204,massachusetts
21st middlesex,0.0673,0.1901,0.229,0.5136,massachusetts
22nd middlesex,0.0801,0.3257,0.2825,0.3117,massachusetts
23rd middlesex,0.0438,0.1551,0.1754,0.6257,massachusetts
24th middlesex,0.0499,0.1244,0.1529,0.6727,massachusetts
25th middlesex,0.0237,0.1,0.2463,0.63,massachusetts
26th middlesex,0.119,0.1602,0.1611,0.5597,massachusetts
27th middlesex,0.061,0.1423,0.1293,0.6673,massachusetts
28th middlesex,0.186,0.3762,0.2625,0.1752,massachusetts
29th middlesex,0.0511,0.1359,0.1626,0.6505,massachusetts
30th middlesex,0.064,0.2677,0.24,0.4283,massachusetts
