district,monthly housing costs - $499 or lower,monthly housing costs - $500 - 999,monthly housing costs - $1000 1999,monthly housing costs - $2000 or higher,monthly housing costs - median,state
20,7.54,37.4,47.26,7.8,1068.0,ohio
21,1.54,20.34,53.96,24.16,1408.0,ohio
22,6.08,42.1,46.25,5.56,1019.0,ohio
23,6.86,30.25,52.06,10.82,1144.0,ohio
24,3.37,27.52,46.3,22.8,1294.0,ohio
25,16.63,43.84,37.43,2.1,888.0,ohio
26,14.76,47.55,35.98,1.71,890.0,ohio
27,5.26,25.31,40.52,28.91,1358.0,ohio
28,8.59,32.14,44.72,14.55,1134.0,ohio
29,14.31,39.78,37.56,8.34,946.0,ohio
30,12.92,37.87,41.07,8.14,990.0,ohio
31,10.92,44.2,34.6,10.28,925.0,ohio
32,18.58,47.89,29.19,4.34,797.0,ohio
33,17.05,42.55,34.75,5.65,885.0,ohio
34,21.02,51.21,24.46,3.31,786.0,ohio
35,24.51,53.15,21.66,0.68,767.0,ohio
36,16.43,41.99,36.82,4.75,907.0,ohio
37,7.83,28.78,43.48,19.91,1218.0,ohio
38,15.81,33.56,38.68,11.95,1010.0,ohio
39,30.19,51.87,16.83,1.12,690.0,ohio
40,18.08,41.26,36.08,4.59,879.0,ohio
41,15.16,41.3,37.04,6.49,924.0,ohio
42,9.57,39.56,40.47,10.4,1013.0,ohio
43,20.5,46.56,30.07,2.87,812.0,ohio
44,29.32,51.39,18.36,0.93,677.0,ohio
45,19.15,50.47,29.46,0.92,796.0,ohio
46,16.85,44.85,33.06,5.24,856.0,ohio
47,13.19,31.69,39.0,16.11,1104.0,ohio
48,15.89,43.67,34.1,6.34,883.0,ohio
49,29.21,50.63,18.45,1.71,710.0,ohio
50,21.89,41.14,30.8,6.17,811.0,ohio
51,15.46,43.97,36.89,3.68,908.0,ohio
52,6.15,24.91,47.96,20.98,1379.0,ohio
53,16.14,34.73,41.95,7.18,988.0,ohio
54,7.42,29.75,43.33,19.5,1238.0,ohio
55,17.05,39.53,35.58,7.84,906.0,ohio
56,22.5,43.4,29.9,4.2,799.0,ohio
57,18.22,37.67,32.31,11.8,909.0,ohio
58,38.84,45.3,14.83,1.02,609.0,ohio
59,20.8,40.97,30.4,7.83,817.0,ohio
60,17.05,39.93,38.27,4.75,913.0,ohio
61,11.72,37.26,39.62,11.4,1018.0,ohio
62,11.12,26.57,44.3,18.02,1228.0,ohio
63,29.38,46.5,21.1,3.01,667.0,ohio
64,32.33,46.55,18.61,2.51,670.0,ohio
65,12.69,34.45,39.72,13.14,1044.0,ohio
66,20.68,35.69,37.56,6.08,895.0,ohio
67,5.22,21.01,38.13,35.64,1538.0,ohio
68,10.9,28.14,40.56,20.39,1195.0,ohio
69,12.96,32.5,40.92,13.62,1088.0,ohio
70,20.96,37.93,34.22,6.89,876.0,ohio
71,16.61,36.67,37.49,9.23,952.0,ohio
72,26.56,36.38,29.84,7.22,798.0,ohio
73,10.29,35.24,41.29,13.18,1069.0,ohio
74,20.08,37.94,35.9,6.08,893.0,ohio
75,16.3,40.25,38.39,5.06,920.0,ohio
76,12.48,29.54,37.16,20.82,1186.0,ohio
77,13.0,35.22,40.22,11.56,1033.0,ohio
78,27.65,36.73,29.58,6.05,787.0,ohio
79,24.57,49.09,23.34,3.0,754.0,ohio
80,20.38,41.86,32.68,5.08,853.0,ohio
81,25.34,42.27,28.2,4.19,761.0,ohio
82,27.73,45.38,23.75,3.13,735.0,ohio
83,24.07,41.02,29.89,5.02,805.0,ohio
84,27.49,40.95,26.77,4.78,737.0,ohio
85,21.51,44.76,29.4,4.34,796.0,ohio
86,17.76,37.98,35.16,9.1,922.0,ohio
87,28.32,42.77,25.15,3.76,721.0,ohio
88,26.48,47.35,23.29,2.88,728.0,ohio
89,21.7,42.09,30.02,6.18,820.0,ohio
90,36.17,41.33,19.77,2.74,645.0,ohio
91,26.56,44.52,26.69,2.23,741.0,ohio
92,25.87,41.14,28.77,4.22,776.0,ohio
93,31.21,43.99,22.6,2.2,672.0,ohio
94,31.98,40.6,23.45,3.97,696.0,ohio
95,37.72,37.19,21.5,3.58,639.0,ohio
96,38.39,42.37,17.34,1.91,618.0,ohio
97,28.58,42.0,25.86,3.56,739.0,ohio
98,28.13,40.91,27.4,3.57,740.0,ohio
99,27.65,42.48,25.8,4.06,735.0,ohio
3,38.32,43.06,17.48,1.14,623.0,oklahoma
4,36.2,43.04,17.94,2.82,651.0,oklahoma
11,24.8,35.71,33.42,6.08,808.0,oklahoma
23,24.77,40.66,32.18,2.39,836.0,oklahoma
24,44.08,35.2,17.45,3.27,552.0,oklahoma
26,30.02,44.29,21.94,3.76,698.0,oklahoma
28,45.91,35.83,15.75,2.51,547.0,oklahoma
29,37.32,32.79,24.0,5.9,684.0,oklahoma
30,22.67,33.93,35.67,7.73,895.0,oklahoma
34,12.89,50.96,31.06,5.1,847.0,oklahoma
43,14.12,29.87,49.19,6.83,1076.0,oklahoma
45,16.25,35.0,42.51,6.23,983.0,oklahoma
46,6.43,41.65,39.04,12.88,1028.0,oklahoma
55,36.82,40.59,19.43,3.17,649.0,oklahoma
56,40.53,40.02,17.98,1.46,605.0,oklahoma
57,29.46,44.8,21.21,4.53,679.0,oklahoma
62,18.27,46.59,32.94,2.2,817.0,oklahoma
64,20.68,55.03,21.14,3.14,747.0,oklahoma
65,33.11,31.36,32.45,3.08,760.0,oklahoma
66,24.71,38.41,32.3,4.58,844.0,oklahoma
68,19.76,35.68,37.21,7.36,938.0,oklahoma
71,12.21,49.11,27.35,11.34,860.0,oklahoma
78,18.28,38.89,39.23,3.6,908.0,oklahoma
79,9.93,48.0,35.29,6.79,902.0,oklahoma
81,8.9,32.73,47.21,11.16,1104.0,oklahoma
83,8.11,31.49,45.68,14.72,1154.0,oklahoma
85,14.08,36.76,38.32,10.85,992.0,oklahoma
87,16.34,44.86,36.42,2.39,873.0,oklahoma
88,15.8,45.12,32.84,6.23,893.0,oklahoma
89,38.88,49.39,11.52,0.21,625.0,oklahoma
90,22.35,45.06,28.19,4.4,850.0,oklahoma
93,24.95,52.01,22.68,0.36,772.0,oklahoma
94,23.97,44.12,30.53,1.37,856.0,oklahoma
95,21.49,39.77,36.17,2.57,858.0,oklahoma
97,26.28,41.49,23.52,8.71,764.0,oklahoma
100,8.0,43.67,43.14,5.19,973.0,oklahoma
101,21.78,28.28,41.13,8.82,999.0,oklahoma
1,30.35,27.76,31.77,10.12,838.0,oregon
2,24.77,33.73,36.62,4.88,885.0,oregon
3,23.84,28.69,39.53,7.94,957.0,oregon
4,18.53,28.08,42.58,10.82,1075.0,oregon
5,15.07,31.11,36.87,16.94,1074.0,oregon
6,12.32,32.18,43.54,11.95,1090.0,oregon
7,23.84,34.75,33.91,7.51,858.0,oregon
8,11.93,34.58,38.68,14.81,1075.0,oregon
9,21.42,37.97,34.55,6.06,876.0,oregon
10,23.2,31.76,36.38,8.66,925.0,oregon
11,14.64,29.91,39.07,16.38,1107.0,oregon
12,12.51,33.74,47.59,6.17,1045.0,oregon
13,8.9,28.62,47.61,14.87,1219.0,oregon
14,12.06,26.76,52.39,8.8,1172.0,oregon
15,10.25,29.78,50.12,9.85,1149.0,oregon
16,7.42,32.02,46.53,14.03,1175.0,oregon
17,15.88,31.73,42.49,9.89,1035.0,oregon
18,13.92,25.43,39.47,21.18,1272.0,oregon
19,8.96,27.31,48.23,15.49,1239.0,oregon
20,8.4,27.67,47.45,16.49,1227.0,oregon
21,12.58,35.8,46.1,5.52,1025.0,oregon
22,12.45,32.38,50.08,5.08,1059.0,oregon
23,16.45,29.26,39.15,15.14,1106.0,oregon
24,9.58,26.36,45.83,18.22,1270.0,oregon
25,7.01,24.75,49.24,19.0,1330.0,oregon
26,5.03,15.65,41.5,37.83,1690.0,oregon
27,2.26,15.89,53.4,28.45,1503.0,oregon
28,4.9,16.87,52.56,25.67,1530.0,oregon
29,7.67,22.41,54.64,15.27,1326.0,oregon
30,3.78,12.72,57.83,25.66,1634.0,oregon
31,12.32,24.83,38.84,24.0,1299.0,oregon
32,15.76,31.15,40.78,12.3,1054.0,oregon
33,1.9,13.0,40.25,44.85,1885.0,oregon
34,3.48,15.6,59.72,21.21,1475.0,oregon
35,2.19,20.41,46.08,31.32,1572.0,oregon
36,6.99,16.51,47.48,29.01,1473.0,oregon
37,3.35,15.86,41.11,39.68,1674.0,oregon
38,1.67,14.48,40.55,43.31,1789.0,oregon
39,10.7,21.61,37.24,30.46,1517.0,oregon
40,5.5,20.44,50.22,23.84,1474.0,oregon
41,6.79,19.04,49.22,24.96,1475.0,oregon
42,3.76,15.76,54.71,25.77,1471.0,oregon
43,6.58,13.66,46.07,33.69,1619.0,oregon
44,7.34,19.58,49.38,23.7,1454.0,oregon
45,4.86,21.89,44.41,28.83,1508.0,oregon
46,4.83,21.36,49.45,24.36,1427.0,oregon
47,8.2,25.72,54.07,12.02,1231.0,oregon
48,6.63,21.65,52.9,18.82,1381.0,oregon
49,7.39,21.94,58.05,12.62,1311.0,oregon
50,4.84,21.51,55.69,17.96,1322.0,oregon
51,5.74,18.12,47.17,28.97,1535.0,oregon
52,11.68,24.7,38.31,25.31,1336.0,oregon
53,9.49,22.13,46.84,21.54,1366.0,oregon
54,9.27,20.17,47.59,22.97,1387.0,oregon
55,25.28,28.11,36.97,9.64,941.0,oregon
56,24.29,38.67,31.35,5.69,810.0,oregon
57,26.92,35.94,32.77,4.36,815.0,oregon
58,24.58,36.0,32.9,6.52,840.0,oregon
59,18.5,31.37,36.76,13.37,1003.0,oregon
60,32.47,39.15,23.46,4.93,696.0,oregon
1,27.43,50.4,21.0,1.17,712.0,pennsylvania
2,19.48,47.4,29.35,3.77,787.0,pennsylvania
3,14.45,39.72,37.08,8.75,930.0,pennsylvania
4,24.66,38.46,28.48,8.4,781.0,pennsylvania
5,8.89,30.37,45.05,15.69,1181.0,pennsylvania
6,25.39,40.72,27.84,6.05,773.0,pennsylvania
7,32.1,45.57,19.5,2.83,675.0,pennsylvania
8,28.63,37.42,27.34,6.61,744.0,pennsylvania
9,26.24,42.33,26.85,4.57,725.0,pennsylvania
10,25.72,44.53,24.82,4.93,734.0,pennsylvania
11,23.9,42.58,28.27,5.25,759.0,pennsylvania
12,11.11,23.65,36.08,29.16,1420.0,pennsylvania
13,6.99,24.67,32.87,35.47,1524.0,pennsylvania
14,17.69,38.97,33.86,9.48,902.0,pennsylvania
15,21.27,36.69,32.88,9.17,873.0,pennsylvania
16,22.74,42.24,30.68,4.34,786.0,pennsylvania
17,29.43,39.92,26.79,3.86,703.0,pennsylvania
18,6.16,19.66,54.17,20.01,1322.0,pennsylvania
19,25.67,37.18,31.41,5.73,846.0,pennsylvania
20,16.87,40.05,36.57,6.51,901.0,pennsylvania
21,14.37,42.05,36.39,7.18,917.0,pennsylvania
22,9.94,37.63,51.39,1.05,1023.0,pennsylvania
23,6.11,30.33,44.86,18.7,1179.0,pennsylvania
24,19.54,38.11,35.36,6.99,916.0,pennsylvania
25,18.16,38.15,37.36,6.32,899.0,pennsylvania
26,6.43,28.15,37.06,28.35,1347.0,pennsylvania
27,21.98,44.08,30.71,3.23,831.0,pennsylvania
28,4.92,24.56,36.45,34.07,1508.0,pennsylvania
29,7.11,19.22,35.58,38.08,1613.0,pennsylvania
30,6.92,31.66,37.59,23.83,1244.0,pennsylvania
31,3.29,13.92,35.47,47.32,1928.0,pennsylvania
32,15.02,42.15,35.95,6.88,921.0,pennsylvania
33,25.87,43.25,25.13,5.75,760.0,pennsylvania
34,24.02,41.64,29.68,4.66,813.0,pennsylvania
35,30.7,47.92,19.85,1.54,680.0,pennsylvania
36,18.67,40.03,36.03,5.27,889.0,pennsylvania
37,11.61,31.22,45.21,11.95,1141.0,pennsylvania
38,17.78,41.99,35.27,4.96,866.0,pennsylvania
39,17.07,36.12,35.54,11.27,950.0,pennsylvania
40,8.14,29.59,35.22,27.04,1293.0,pennsylvania
41,11.08,32.59,40.37,15.97,1137.0,pennsylvania
42,7.3,34.3,43.42,14.98,1121.0,pennsylvania
43,9.67,26.9,45.42,18.01,1245.0,pennsylvania
44,8.4,28.34,36.26,27.0,1272.0,pennsylvania
45,13.21,39.69,39.73,7.37,954.0,pennsylvania
46,17.04,33.54,33.97,15.45,990.0,pennsylvania
47,9.98,32.38,45.74,11.9,1118.0,pennsylvania
48,17.65,38.27,34.42,9.66,915.0,pennsylvania
49,31.77,42.54,21.83,3.87,699.0,pennsylvania
50,33.0,44.65,19.49,2.87,645.0,pennsylvania
51,31.74,40.31,24.09,3.86,700.0,pennsylvania
52,33.89,41.79,22.64,1.68,645.0,pennsylvania
53,5.17,24.95,48.53,21.35,1311.0,pennsylvania
54,15.6,38.01,34.58,11.81,929.0,pennsylvania
55,27.84,44.2,23.51,4.45,731.0,pennsylvania
56,19.93,34.29,32.31,13.48,934.0,pennsylvania
57,22.42,42.55,28.52,6.52,796.0,pennsylvania
58,28.11,41.97,25.81,4.12,723.0,pennsylvania
59,24.11,38.97,29.59,7.33,788.0,pennsylvania
60,28.27,40.76,25.34,5.63,729.0,pennsylvania
61,5.22,17.97,41.46,35.35,1600.0,pennsylvania
62,24.67,47.59,23.43,4.3,714.0,pennsylvania
63,36.8,38.98,20.0,4.22,633.0,pennsylvania
64,37.89,39.89,19.92,2.29,617.0,pennsylvania
65,37.83,42.3,17.07,2.8,597.0,pennsylvania
66,37.89,40.63,19.4,2.08,620.0,pennsylvania
67,35.54,43.97,18.48,2.01,637.0,pennsylvania
68,29.22,41.48,24.77,4.53,707.0,pennsylvania
69,35.15,39.54,21.21,4.1,643.0,pennsylvania
70,6.21,23.65,50.27,19.87,1315.0,pennsylvania
71,35.57,42.68,17.99,3.76,625.0,pennsylvania
72,32.33,43.12,20.97,3.58,648.0,pennsylvania
73,37.29,42.17,18.26,2.28,617.0,pennsylvania
74,4.8,20.67,51.93,22.6,1418.0,pennsylvania
75,35.24,42.41,19.19,3.16,641.0,pennsylvania
76,26.33,39.04,28.21,6.43,770.0,pennsylvania
77,9.76,35.73,42.12,12.39,1053.0,pennsylvania
78,31.46,34.56,28.93,5.06,720.0,pennsylvania
79,29.64,46.36,21.33,2.67,705.0,pennsylvania
80,22.99,43.82,28.23,4.97,788.0,pennsylvania
81,27.07,34.31,29.12,9.49,795.0,pennsylvania
82,27.6,42.79,26.48,3.13,726.0,pennsylvania
83,17.41,44.95,32.75,4.89,836.0,pennsylvania
84,21.44,37.12,33.91,7.54,850.0,pennsylvania
85,22.89,40.73,27.92,8.46,792.0,pennsylvania
86,19.71,35.65,35.81,8.83,911.0,pennsylvania
87,8.55,28.63,45.65,17.17,1196.0,pennsylvania
88,10.4,32.55,45.1,11.94,1108.0,pennsylvania
89,16.53,36.82,39.01,7.64,951.0,pennsylvania
90,17.01,35.27,39.78,7.95,961.0,pennsylvania
91,12.32,33.07,42.13,12.49,1102.0,pennsylvania
92,13.61,29.91,42.48,14.0,1120.0,pennsylvania
93,8.02,31.66,42.74,17.58,1171.0,pennsylvania
94,9.83,29.3,47.11,13.76,1173.0,pennsylvania
95,16.25,43.91,34.68,5.16,896.0,pennsylvania
96,14.74,40.49,41.96,2.81,948.0,pennsylvania
97,6.15,28.32,50.28,15.25,1265.0,pennsylvania
98,8.9,35.2,43.48,12.42,1102.0,pennsylvania
99,11.5,36.69,41.92,9.88,1028.0,pennsylvania
100,11.6,29.68,44.15,14.57,1169.0,pennsylvania
101,14.32,41.81,35.08,8.79,914.0,pennsylvania
102,14.06,38.62,39.63,7.68,961.0,pennsylvania
103,17.46,47.01,33.34,2.18,874.0,pennsylvania
104,13.04,33.69,43.42,9.85,1056.0,pennsylvania
105,9.06,27.51,48.03,15.39,1212.0,pennsylvania
106,9.61,31.85,44.99,13.54,1112.0,pennsylvania
107,33.45,41.97,19.96,4.63,645.0,pennsylvania
108,24.54,43.34,26.58,5.55,754.0,pennsylvania
109,22.98,43.84,28.66,4.53,783.0,pennsylvania
110,28.72,39.87,27.49,3.92,741.0,pennsylvania
111,23.41,42.06,27.87,6.66,779.0,pennsylvania
112,17.88,48.78,28.34,5.0,820.0,pennsylvania
113,15.03,47.8,31.72,5.45,850.0,pennsylvania
114,18.57,43.91,30.38,7.13,829.0,pennsylvania
115,7.84,26.88,47.53,17.76,1261.0,pennsylvania
116,20.54,41.47,31.35,6.64,823.0,pennsylvania
117,18.5,34.58,36.47,10.45,951.0,pennsylvania
118,19.19,38.25,34.19,8.37,891.0,pennsylvania
119,25.92,44.48,25.26,4.33,738.0,pennsylvania
120,18.82,45.49,30.1,5.59,843.0,pennsylvania
121,28.59,45.56,22.01,3.84,718.0,pennsylvania
122,19.11,39.56,34.7,6.63,873.0,pennsylvania
123,34.2,46.22,18.42,1.15,626.0,pennsylvania
124,17.26,41.44,34.05,7.25,877.0,pennsylvania
125,23.99,41.38,28.85,5.78,758.0,pennsylvania
126,14.44,35.98,45.52,4.06,995.0,pennsylvania
127,21.24,50.67,27.02,1.06,790.0,pennsylvania
128,7.94,25.52,46.75,19.8,1297.0,pennsylvania
129,7.63,26.02,50.21,16.14,1234.0,pennsylvania
130,7.13,30.42,41.5,20.96,1264.0,pennsylvania
131,6.14,28.96,40.43,24.47,1359.0,pennsylvania
132,12.19,31.24,49.76,6.81,1089.0,pennsylvania
133,9.99,28.94,56.22,4.86,1137.0,pennsylvania
134,7.32,26.47,43.56,22.66,1361.0,pennsylvania
135,14.71,28.3,46.77,10.22,1113.0,pennsylvania
136,9.53,28.4,51.57,10.5,1168.0,pennsylvania
137,7.9,28.3,40.52,23.28,1329.0,pennsylvania
138,6.56,28.17,40.02,25.25,1347.0,pennsylvania
139,16.27,32.26,39.98,11.49,1030.0,pennsylvania
140,7.87,20.31,51.84,19.98,1328.0,pennsylvania
141,5.33,26.68,49.7,18.3,1306.0,pennsylvania
142,3.63,21.59,39.48,35.3,1593.0,pennsylvania
143,4.62,19.66,34.67,41.05,1712.0,pennsylvania
144,4.77,19.44,38.95,36.83,1628.0,pennsylvania
145,7.03,26.34,44.3,22.33,1327.0,pennsylvania
146,5.68,22.67,49.18,22.47,1428.0,pennsylvania
147,5.23,23.57,38.66,32.54,1554.0,pennsylvania
148,4.42,14.03,40.77,40.77,1765.0,pennsylvania
149,4.44,16.6,43.36,35.6,1651.0,pennsylvania
150,6.22,17.04,40.48,36.26,1657.0,pennsylvania
151,3.85,20.3,38.68,37.16,1626.0,pennsylvania
152,4.68,17.57,44.32,33.43,1545.0,pennsylvania
153,4.4,21.58,38.96,35.06,1644.0,pennsylvania
154,3.17,17.68,43.15,36.01,1631.0,pennsylvania
155,4.04,18.0,33.9,44.05,1822.0,pennsylvania
156,4.59,16.02,42.48,36.91,1573.0,pennsylvania
157,2.75,18.16,39.42,39.67,1692.0,pennsylvania
158,2.8,18.37,37.24,41.59,1744.0,pennsylvania
159,21.94,36.81,39.14,2.11,904.0,pennsylvania
160,4.22,17.5,37.19,41.08,1767.0,pennsylvania
161,4.68,23.76,41.59,29.97,1506.0,pennsylvania
162,7.6,31.53,52.3,8.57,1153.0,pennsylvania
163,2.9,26.37,53.09,17.64,1287.0,pennsylvania
164,8.51,34.99,50.8,5.7,1075.0,pennsylvania
165,3.14,19.66,35.39,41.81,1758.0,pennsylvania
166,3.33,16.61,37.9,42.17,1747.0,pennsylvania
167,3.44,13.85,36.89,45.83,1895.0,pennsylvania
168,3.74,17.56,35.22,43.48,1776.0,pennsylvania
169,9.6,32.84,41.69,15.86,1151.0,pennsylvania
170,10.4,31.74,47.54,10.32,1119.0,pennsylvania
171,15.43,33.54,35.57,15.46,1021.0,pennsylvania
172,15.22,31.91,44.38,8.49,1046.0,pennsylvania
173,16.6,33.92,44.87,4.61,993.0,pennsylvania
174,13.02,33.61,47.71,5.66,1044.0,pennsylvania
175,8.4,18.86,40.45,32.29,1598.0,pennsylvania
176,10.12,27.68,47.63,14.57,1224.0,pennsylvania
177,17.49,28.78,48.73,5.0,1052.0,pennsylvania
178,1.46,14.93,30.18,53.44,2098.0,pennsylvania
179,18.71,43.77,36.41,1.11,876.0,pennsylvania
180,27.77,43.08,27.88,1.28,805.0,pennsylvania
181,25.18,33.69,31.17,9.96,866.0,pennsylvania
182,6.58,11.42,46.6,35.41,1668.0,pennsylvania
183,9.96,30.85,42.6,16.59,1164.0,pennsylvania
184,18.82,24.94,46.5,9.74,1110.0,pennsylvania
185,14.17,28.61,51.83,5.39,1080.0,pennsylvania
186,20.16,25.05,39.19,15.6,1088.0,pennsylvania
187,7.28,26.86,41.89,23.97,1356.0,pennsylvania
188,11.98,32.94,43.94,11.13,1064.0,pennsylvania
189,9.41,26.65,45.97,17.96,1257.0,pennsylvania
190,27.45,35.11,32.46,4.98,842.0,pennsylvania
191,20.94,42.0,35.27,1.8,875.0,pennsylvania
192,17.04,37.02,41.22,4.73,953.0,pennsylvania
193,14.64,34.66,38.99,11.72,1016.0,pennsylvania
194,8.46,18.46,53.05,20.03,1418.0,pennsylvania
195,21.16,27.55,36.26,15.03,1027.0,pennsylvania
196,9.66,30.97,47.55,11.82,1147.0,pennsylvania
197,32.18,46.01,20.35,1.46,730.0,pennsylvania
198,28.48,40.56,27.68,3.27,751.0,pennsylvania
199,13.66,35.86,38.91,11.56,1009.0,pennsylvania
200,10.25,27.22,47.9,14.63,1165.0,pennsylvania
201,23.25,36.21,37.23,3.31,884.0,pennsylvania
202,12.15,32.85,52.31,2.69,1051.0,pennsylvania
203,14.78,41.33,41.44,2.46,933.0,pennsylvania
1,5.13,10.24,40.73,43.9,1725.0,rhode island
2,14.96,15.96,49.71,19.38,1319.0,rhode island
3,22.04,25.49,47.62,4.85,1024.0,rhode island
4,13.49,14.07,45.84,26.61,1488.0,rhode island
5,7.85,26.75,60.64,4.77,1182.0,rhode island
6,10.09,32.05,47.54,10.31,1119.0,rhode island
7,8.88,22.73,62.06,6.33,1204.0,rhode island
8,15.04,25.29,47.13,12.54,1149.0,rhode island
9,25.24,27.19,42.7,4.87,975.0,rhode island
10,17.59,41.59,38.43,2.4,955.0,rhode island
11,11.73,33.77,43.7,10.8,1065.0,rhode island
12,15.51,33.46,44.41,6.62,1013.0,rhode island
13,3.46,35.38,53.39,7.77,1224.0,rhode island
14,16.66,31.67,44.9,6.77,1030.0,rhode island
15,1.44,26.47,40.2,31.89,1624.0,rhode island
16,5.72,28.43,47.71,18.14,1360.0,rhode island
17,7.1,23.57,55.88,13.45,1333.0,rhode island
18,8.37,22.75,51.01,17.87,1308.0,rhode island
19,7.84,20.87,50.05,21.24,1378.0,rhode island
20,12.97,22.73,53.91,10.39,1239.0,rhode island
21,4.25,30.88,51.18,13.69,1287.0,rhode island
22,10.34,21.52,50.88,17.26,1337.0,rhode island
23,7.8,25.3,53.08,13.83,1307.0,rhode island
24,8.35,17.6,51.23,22.82,1458.0,rhode island
25,8.04,32.17,53.57,6.22,1139.0,rhode island
26,6.47,26.04,50.93,16.56,1324.0,rhode island
27,4.64,31.18,51.76,12.42,1238.0,rhode island
28,11.92,22.13,33.28,32.67,1485.0,rhode island
29,9.87,23.7,34.35,32.08,1521.0,rhode island
30,4.78,13.8,29.83,51.59,2090.0,rhode island
31,13.51,26.0,34.98,25.5,1206.0,rhode island
32,3.44,15.08,42.29,39.19,1777.0,rhode island
33,6.94,20.99,32.17,39.91,1774.0,rhode island
34,5.6,30.27,38.98,25.15,1359.0,rhode island
35,4.99,21.79,37.01,36.21,1521.0,rhode island
36,7.11,26.69,43.04,23.17,1368.0,rhode island
37,5.58,26.78,43.56,24.08,1331.0,rhode island
38,7.33,28.4,45.54,18.73,1296.0,rhode island
39,3.68,24.26,36.65,35.41,1707.0,rhode island
40,6.89,27.36,35.03,30.72,1493.0,rhode island
41,5.35,23.39,36.63,34.63,1550.0,rhode island
42,12.43,26.08,45.31,16.19,1232.0,rhode island
43,6.65,29.6,46.38,17.36,1323.0,rhode island
44,5.46,34.55,34.74,25.25,1238.0,rhode island
45,3.31,31.7,51.28,13.71,1332.0,rhode island
46,8.2,24.58,42.54,24.67,1432.0,rhode island
47,9.1,27.76,40.9,22.24,1257.0,rhode island
48,7.79,24.05,43.8,24.35,1537.0,rhode island
49,19.03,32.68,43.6,4.68,979.0,rhode island
50,10.79,43.43,37.68,8.1,953.0,rhode island
51,12.12,35.48,42.49,9.91,1038.0,rhode island
52,5.31,21.97,34.34,38.38,1724.0,rhode island
53,4.81,27.56,33.12,34.51,1628.0,rhode island
54,9.78,29.02,49.23,11.98,1184.0,rhode island
55,3.54,30.56,54.68,11.21,1174.0,rhode island
56,12.61,53.35,30.05,4.0,899.0,rhode island
57,11.05,41.65,39.15,8.14,976.0,rhode island
58,8.26,32.66,51.3,7.78,1114.0,rhode island
59,21.7,34.58,32.98,10.73,902.0,rhode island
60,7.16,38.04,45.07,9.73,1059.0,rhode island
61,4.7,36.54,48.15,10.61,1149.0,rhode island
62,8.29,33.45,49.54,8.72,1135.0,rhode island
63,18.18,32.52,34.56,14.74,990.0,rhode island
64,12.96,24.15,47.91,14.98,1201.0,rhode island
65,13.62,29.94,42.58,13.86,1151.0,rhode island
66,2.89,14.9,36.53,45.68,1902.0,rhode island
67,8.13,23.13,39.45,29.29,1403.0,rhode island
68,8.3,22.44,43.99,25.27,1346.0,rhode island
69,2.75,34.49,35.83,26.92,1291.0,rhode island
70,9.07,26.06,45.2,19.67,1363.0,rhode island
71,7.05,23.61,31.79,37.55,1578.0,rhode island
72,3.66,15.35,40.46,40.53,1769.0,rhode island
73,16.0,19.72,39.87,24.42,1340.0,rhode island
74,5.78,13.18,39.0,42.03,1682.0,rhode island
75,10.59,14.48,43.18,31.75,1534.0,rhode island
1,40.15,31.83,20.09,7.93,627.0,south carolina
2,34.58,35.74,23.91,5.78,734.0,south carolina
3,23.08,37.8,29.44,9.68,833.0,south carolina
4,33.9,35.86,26.11,4.12,749.0,south carolina
5,30.57,33.45,29.0,6.98,803.0,south carolina
6,27.2,37.55,28.6,6.65,817.0,south carolina
7,44.05,34.07,19.53,2.34,590.0,south carolina
8,33.3,38.12,23.18,5.41,754.0,south carolina
9,28.73,38.58,28.95,3.73,778.0,south carolina
10,28.73,32.68,30.9,7.69,822.0,south carolina
11,39.47,45.76,13.2,1.57,619.0,south carolina
12,38.92,45.01,13.11,2.96,609.0,south carolina
13,31.36,44.13,19.19,5.32,756.0,south carolina
14,39.98,34.17,21.65,4.21,668.0,south carolina
15,13.76,27.44,54.7,4.1,1095.0,south carolina
16,29.55,35.0,30.25,5.2,811.0,south carolina
17,31.14,29.02,31.54,8.3,804.0,south carolina
18,25.71,30.62,36.84,6.83,911.0,south carolina
19,29.35,41.41,26.56,2.67,780.0,south carolina
20,25.98,31.6,37.61,4.82,899.0,south carolina
21,13.59,19.74,43.54,23.13,1328.0,south carolina
22,17.23,30.69,41.69,10.4,1025.0,south carolina
23,18.42,43.82,32.63,5.13,865.0,south carolina
24,16.96,27.63,39.03,16.38,1086.0,south carolina
25,21.38,46.1,30.24,2.28,853.0,south carolina
26,10.28,23.11,46.26,20.35,1279.0,south carolina
27,18.71,21.82,53.77,5.7,1094.0,south carolina
28,27.63,21.85,43.94,6.58,1009.0,south carolina
29,41.46,36.44,19.87,2.23,628.0,south carolina
30,42.04,39.01,17.26,1.68,619.0,south carolina
31,30.85,46.99,21.29,0.87,716.0,south carolina
32,23.11,38.39,31.64,6.86,861.0,south carolina
33,35.3,34.8,25.7,4.2,716.0,south carolina
34,24.47,32.84,36.41,6.28,915.0,south carolina
35,19.79,26.31,41.04,12.86,1086.0,south carolina
36,28.35,38.78,30.71,2.16,798.0,south carolina
37,25.41,39.14,32.98,2.47,852.0,south carolina
38,33.6,31.31,28.37,6.71,747.0,south carolina
39,38.89,33.71,22.81,4.59,617.0,south carolina
40,39.76,34.31,21.71,4.23,641.0,south carolina
