district,"management, business, science, and arts occupations",service occupations,sales and office occupations,blue collar occupations,state
60,0.4925,0.1379,0.2526,0.117,florida
61,0.2429,0.2544,0.285,0.2177,florida
62,0.2645,0.245,0.2684,0.222,florida
63,0.4373,0.1701,0.268,0.1247,florida
64,0.4961,0.1335,0.2671,0.1032,florida
65,0.4179,0.1614,0.2947,0.126,florida
66,0.378,0.1793,0.2883,0.1544,florida
67,0.3106,0.2088,0.291,0.1895,florida
68,0.3935,0.1773,0.2648,0.1643,florida
69,0.3803,0.1798,0.2788,0.161,florida
70,0.2676,0.2734,0.2509,0.2081,florida
71,0.3179,0.2227,0.2683,0.1911,florida
72,0.3445,0.221,0.2605,0.1741,florida
73,0.4083,0.1533,0.2875,0.151,florida
74,0.3075,0.232,0.2806,0.1799,florida
75,0.2863,0.2281,0.2911,0.1944,florida
76,0.3506,0.2265,0.2634,0.1595,florida
77,0.2981,0.1978,0.3181,0.1861,florida
78,0.3476,0.2104,0.2751,0.1669,florida
79,0.2362,0.2361,0.2695,0.2583,florida
80,0.28,0.2069,0.2263,0.2869,florida
81,0.38,0.1812,0.2737,0.1651,florida
82,0.388,0.2054,0.2462,0.1604,florida
83,0.3197,0.2147,0.2804,0.1853,florida
84,0.2793,0.2307,0.2809,0.2091,florida
85,0.4053,0.1842,0.2526,0.1579,florida
86,0.3768,0.2028,0.2781,0.1424,florida
87,0.1909,0.3119,0.2067,0.2904,florida
88,0.2592,0.2999,0.2522,0.1887,florida
89,0.4535,0.1794,0.2625,0.1045,florida
90,0.3376,0.2301,0.283,0.1493,florida
91,0.461,0.1624,0.288,0.0886,florida
92,0.2326,0.2615,0.2642,0.2417,florida
93,0.4209,0.1636,0.2653,0.1501,florida
94,0.2832,0.2735,0.2394,0.2039,florida
95,0.2399,0.2652,0.2991,0.1959,florida
96,0.4038,0.1769,0.2795,0.1399,florida
97,0.378,0.1768,0.2956,0.1497,florida
98,0.4163,0.1635,0.2919,0.1283,florida
99,0.3553,0.1826,0.2774,0.1847,florida
100,0.427,0.1752,0.2823,0.1155,florida
101,0.2513,0.2328,0.2911,0.2248,florida
102,0.2866,0.2112,0.2929,0.2092,florida
103,0.3326,0.1584,0.2875,0.2215,florida
104,0.482,0.127,0.2936,0.0975,florida
105,0.2947,0.2282,0.2807,0.1964,florida
106,0.3673,0.2234,0.2671,0.1422,florida
107,0.2628,0.3018,0.2701,0.1652,florida
108,0.2506,0.3054,0.2377,0.2062,florida
109,0.2415,0.2399,0.272,0.2466,florida
110,0.234,0.194,0.2795,0.2925,florida
111,0.1872,0.2277,0.2673,0.3178,florida
112,0.438,0.1826,0.2318,0.1476,florida
113,0.3342,0.2647,0.2254,0.1756,florida
114,0.4085,0.1675,0.2695,0.1545,florida
115,0.4291,0.1594,0.2877,0.1238,florida
116,0.3571,0.1755,0.306,0.1614,florida
117,0.2075,0.2729,0.2712,0.2483,florida
118,0.3329,0.1802,0.312,0.1749,florida
119,0.3464,0.1708,0.342,0.1408,florida
120,0.2915,0.2285,0.2564,0.2236,florida
1,0.2557,0.172,0.2424,0.3299,georgia
2,0.3077,0.1261,0.255,0.3112,georgia
3,0.3074,0.154,0.2747,0.2639,georgia
4,0.1993,0.1212,0.2143,0.4652,georgia
5,0.211,0.1353,0.2352,0.4184,georgia
6,0.2137,0.1278,0.2365,0.422,georgia
7,0.2771,0.1942,0.2516,0.2771,georgia
8,0.3046,0.1882,0.2569,0.2503,georgia
9,0.3217,0.1777,0.2551,0.2455,georgia
10,0.3015,0.1778,0.2334,0.2873,georgia
11,0.2659,0.1569,0.2576,0.3196,georgia
12,0.2797,0.1811,0.1988,0.3404,georgia
13,0.2608,0.224,0.226,0.2892,georgia
14,0.2986,0.1621,0.2128,0.3265,georgia
15,0.3053,0.1687,0.2333,0.2927,georgia
16,0.2295,0.1742,0.2248,0.3716,georgia
17,0.3497,0.1421,0.2753,0.2329,georgia
18,0.2785,0.2027,0.2114,0.3074,georgia
19,0.3264,0.1633,0.2936,0.2167,georgia
20,0.416,0.1393,0.3057,0.1389,georgia
21,0.3984,0.1414,0.2734,0.1868,georgia
22,0.4598,0.1456,0.2358,0.1587,georgia
23,0.3231,0.1953,0.2398,0.2418,georgia
24,0.4675,0.1338,0.2675,0.1312,georgia
25,0.6053,0.0748,0.252,0.068,georgia
26,0.4362,0.1234,0.2761,0.1643,georgia
27,0.3035,0.1512,0.2494,0.2959,georgia
28,0.2527,0.182,0.2284,0.3368,georgia
29,0.2122,0.1599,0.1904,0.4375,georgia
30,0.2782,0.1434,0.2497,0.3287,georgia
31,0.3224,0.1653,0.2612,0.2511,georgia
32,0.2664,0.1545,0.2305,0.3486,georgia
33,0.2834,0.1492,0.2145,0.3529,georgia
34,0.4427,0.1819,0.2683,0.1071,georgia
35,0.4399,0.1607,0.2637,0.1358,georgia
36,0.5155,0.1215,0.2542,0.1088,georgia
37,0.4282,0.1509,0.2309,0.19,georgia
38,0.3693,0.1495,0.2816,0.1995,georgia
39,0.3234,0.1732,0.2279,0.2755,georgia
40,0.605,0.0917,0.2227,0.0806,georgia
41,0.2854,0.1756,0.2423,0.2968,georgia
42,0.2925,0.2339,0.2465,0.2271,georgia
43,0.5704,0.1236,0.2249,0.0812,georgia
44,0.4605,0.1549,0.248,0.1366,georgia
45,0.5846,0.1006,0.2429,0.0718,georgia
46,0.5118,0.1424,0.2379,0.1078,georgia
47,0.5857,0.0863,0.2595,0.0685,georgia
48,0.4532,0.1903,0.2196,0.1368,georgia
49,0.5814,0.1048,0.2563,0.0575,georgia
50,0.5768,0.1253,0.2172,0.0807,georgia
51,0.5294,0.1471,0.2459,0.0775,georgia
52,0.5728,0.1363,0.227,0.0638,georgia
53,0.4664,0.1459,0.2528,0.1349,georgia
54,0.6617,0.0785,0.2199,0.0399,georgia
55,0.4638,0.1385,0.2674,0.1303,georgia
56,0.4579,0.1896,0.2541,0.0984,georgia
57,0.5328,0.172,0.2118,0.0834,georgia
58,0.4886,0.172,0.2329,0.1065,georgia
59,0.4709,0.1616,0.2053,0.1622,georgia
60,0.2433,0.2567,0.2544,0.2456,georgia
61,0.3379,0.1567,0.2556,0.2497,georgia
62,0.4034,0.1551,0.254,0.1876,georgia
63,0.3462,0.1755,0.2636,0.2147,georgia
64,0.3478,0.1585,0.2676,0.2261,georgia
65,0.3636,0.1683,0.2483,0.2199,georgia
66,0.3419,0.1577,0.2936,0.2068,georgia
67,0.3266,0.1267,0.2742,0.2725,georgia
68,0.2814,0.1622,0.2254,0.331,georgia
69,0.2917,0.1668,0.2387,0.3029,georgia
70,0.3432,0.1511,0.2515,0.2542,georgia
71,0.3812,0.1584,0.2408,0.2196,georgia
72,0.4628,0.1295,0.2179,0.1897,georgia
73,0.3179,0.1318,0.288,0.2623,georgia
74,0.1873,0.2407,0.2663,0.3056,georgia
75,0.2169,0.226,0.2796,0.2775,georgia
76,0.3065,0.1906,0.2626,0.2403,georgia
77,0.2067,0.2274,0.2775,0.2885,georgia
78,0.3041,0.1662,0.2817,0.248,georgia
79,0.5706,0.1072,0.2135,0.1086,georgia
80,0.5929,0.1276,0.2027,0.0768,georgia
81,0.3742,0.1898,0.1934,0.2427,georgia
82,0.5125,0.1561,0.199,0.1324,georgia
83,0.4694,0.141,0.2364,0.1532,georgia
84,0.4923,0.1483,0.2343,0.1251,georgia
85,0.3459,0.2093,0.2188,0.226,georgia
86,0.3777,0.1683,0.2475,0.2065,georgia
87,0.3798,0.1888,0.2518,0.1797,georgia
88,0.3466,0.2023,0.2684,0.1827,georgia
89,0.4868,0.1567,0.2201,0.1364,georgia
90,0.3515,0.1749,0.2567,0.2168,georgia
91,0.3586,0.162,0.3013,0.1781,georgia
92,0.2494,0.221,0.2541,0.2755,georgia
93,0.3738,0.1419,0.2903,0.1939,georgia
94,0.3636,0.1412,0.3057,0.1895,georgia
95,0.4999,0.127,0.2481,0.125,georgia
96,0.286,0.2141,0.2315,0.2685,georgia
97,0.5096,0.123,0.256,0.1114,georgia
98,0.4164,0.1446,0.2563,0.1827,georgia
99,0.1553,0.2491,0.216,0.3796,georgia
100,0.2427,0.1894,0.2878,0.2801,georgia
101,0.3741,0.1744,0.2572,0.1944,georgia
102,0.411,0.1558,0.2609,0.1723,georgia
103,0.4157,0.1153,0.2907,0.1784,georgia
104,0.3704,0.1407,0.3215,0.1674,georgia
105,0.3828,0.152,0.2812,0.1841,georgia
106,0.4073,0.1554,0.2696,0.1676,georgia
107,0.4022,0.1407,0.2823,0.1748,georgia
108,0.4028,0.1395,0.2512,0.2066,georgia
109,0.3631,0.148,0.2669,0.222,georgia
110,0.2883,0.1731,0.2587,0.2798,georgia
111,0.3208,0.1795,0.2802,0.2196,georgia
112,0.3337,0.1705,0.2247,0.2711,georgia
113,0.2451,0.2041,0.2614,0.2894,georgia
114,0.3431,0.1754,0.2702,0.2113,georgia
115,0.2688,0.17,0.2637,0.2975,georgia
116,0.275,0.1392,0.2799,0.3059,georgia
117,0.4113,0.1828,0.2291,0.1768,georgia
118,0.3429,0.2494,0.198,0.2097,georgia
119,0.4787,0.1785,0.208,0.1348,georgia
120,0.2717,0.194,0.2153,0.319,georgia
121,0.3532,0.1646,0.2315,0.2507,georgia
122,0.4882,0.1427,0.2308,0.1384,georgia
123,0.4437,0.1595,0.2431,0.1536,georgia
124,0.2873,0.2456,0.279,0.1881,georgia
125,0.2405,0.2438,0.2781,0.2376,georgia
126,0.2567,0.1993,0.2602,0.2837,georgia
127,0.2745,0.2057,0.2523,0.2676,georgia
128,0.2598,0.1888,0.2223,0.3291,georgia
129,0.2852,0.1618,0.2359,0.3171,georgia
130,0.3002,0.1837,0.2443,0.2717,georgia
131,0.2898,0.1712,0.2317,0.3072,georgia
132,0.2087,0.1974,0.1995,0.3944,georgia
133,0.3882,0.1289,0.2427,0.2402,georgia
134,0.4201,0.164,0.268,0.1479,georgia
135,0.2382,0.2705,0.2408,0.2504,georgia
136,0.2682,0.2153,0.2963,0.2202,georgia
137,0.2801,0.1838,0.2511,0.2851,georgia
138,0.3104,0.1648,0.2051,0.3197,georgia
139,0.2239,0.1945,0.2172,0.3643,georgia
140,0.287,0.1757,0.2371,0.3003,georgia
141,0.4456,0.1433,0.2797,0.1315,georgia
142,0.2514,0.2363,0.2856,0.2267,georgia
143,0.3255,0.2263,0.2543,0.194,georgia
144,0.2801,0.153,0.2692,0.2978,georgia
145,0.2923,0.2796,0.2026,0.2256,georgia
146,0.4039,0.1776,0.2173,0.2012,georgia
147,0.3057,0.1988,0.2482,0.2472,georgia
148,0.3039,0.1932,0.2355,0.2674,georgia
149,0.2913,0.1611,0.2071,0.3405,georgia
150,0.2942,0.2039,0.2161,0.2858,georgia
151,0.2918,0.1765,0.2353,0.2965,georgia
152,0.3319,0.1453,0.2423,0.2805,georgia
153,0.2942,0.218,0.2341,0.2537,georgia
154,0.2909,0.2223,0.2163,0.2705,georgia
155,0.3118,0.1825,0.2094,0.2963,georgia
156,0.2631,0.1528,0.2242,0.3599,georgia
157,0.3061,0.1776,0.1959,0.3203,georgia
158,0.2641,0.198,0.2217,0.3162,georgia
159,0.3034,0.1654,0.2033,0.3279,georgia
160,0.3037,0.2281,0.2323,0.2358,georgia
161,0.3992,0.1352,0.2248,0.2408,georgia
162,0.2377,0.2488,0.2496,0.2639,georgia
163,0.3549,0.2526,0.233,0.1596,georgia
164,0.3528,0.1882,0.2261,0.2329,georgia
165,0.2755,0.2598,0.2498,0.2149,georgia
166,0.5082,0.1349,0.2369,0.12,georgia
167,0.3203,0.1793,0.2433,0.2572,georgia
168,0.2818,0.2287,0.2435,0.246,georgia
169,0.3028,0.1411,0.219,0.337,georgia
170,0.2739,0.1834,0.2225,0.3202,georgia
171,0.2631,0.1612,0.2395,0.3363,georgia
172,0.269,0.1825,0.1904,0.3582,georgia
173,0.3195,0.1628,0.2567,0.2609,georgia
174,0.2781,0.1879,0.2089,0.3251,georgia
175,0.3404,0.1487,0.2816,0.2293,georgia
176,0.2682,0.1551,0.2693,0.3074,georgia
177,0.2417,0.27,0.2718,0.2165,georgia
178,0.3007,0.1465,0.2174,0.3354,georgia
179,0.2989,0.2395,0.2575,0.2041,georgia
180,0.342,0.1812,0.2504,0.2264,georgia
1,0.3424,0.2408,0.2321,0.1847,hawaii
2,0.3676,0.1992,0.2522,0.1811,hawaii
3,0.3571,0.2055,0.226,0.2114,hawaii
4,0.3272,0.188,0.256,0.2288,hawaii
5,0.2566,0.247,0.2608,0.2356,hawaii
6,0.2688,0.2671,0.2866,0.1775,hawaii
7,0.311,0.2752,0.225,0.1888,hawaii
8,0.3138,0.2385,0.2536,0.1941,hawaii
9,0.2131,0.3294,0.2518,0.2057,hawaii
10,0.2361,0.3515,0.2451,0.1673,hawaii
11,0.2986,0.2965,0.2428,0.1621,hawaii
12,0.3357,0.1795,0.2392,0.2457,hawaii
13,0.3109,0.2806,0.181,0.2275,hawaii
14,0.3236,0.2742,0.2162,0.186,hawaii
15,0.2483,0.293,0.2402,0.2184,hawaii
16,0.286,0.2988,0.2328,0.1825,hawaii
17,0.504,0.1379,0.2419,0.1162,hawaii
18,0.5187,0.1397,0.2353,0.1063,hawaii
19,0.4756,0.1611,0.2553,0.108,hawaii
20,0.431,0.1802,0.2676,0.1212,hawaii
21,0.3533,0.2013,0.2944,0.151,hawaii
22,0.4135,0.2114,0.2699,0.1052,hawaii
23,0.4716,0.1828,0.242,0.1036,hawaii
24,0.4286,0.1967,0.2352,0.1395,hawaii
25,0.4329,0.1884,0.2558,0.123,hawaii
26,0.4262,0.2059,0.246,0.1219,hawaii
27,0.3279,0.2223,0.2685,0.1813,hawaii
28,0.2288,0.3343,0.2351,0.2018,hawaii
29,0.198,0.348,0.2579,0.1961,hawaii
30,0.2003,0.3788,0.2112,0.2097,hawaii
31,0.3352,0.2139,0.2844,0.1664,hawaii
32,0.3664,0.211,0.2583,0.1644,hawaii
33,0.4456,0.1391,0.2659,0.1494,hawaii
34,0.3389,0.1633,0.2956,0.2022,hawaii
35,0.2677,0.2469,0.2764,0.2089,hawaii
36,0.4435,0.1384,0.2378,0.1803,hawaii
37,0.3961,0.1617,0.2571,0.1851,hawaii
38,0.2158,0.3378,0.2079,0.2385,hawaii
39,0.3208,0.238,0.2389,0.2023,hawaii
40,0.2872,0.2125,0.2628,0.2374,hawaii
41,0.3087,0.2144,0.2936,0.1833,hawaii
42,0.3154,0.1891,0.2913,0.2042,hawaii
43,0.2504,0.2027,0.2365,0.3104,hawaii
44,0.2354,0.2493,0.2476,0.2677,hawaii
45,0.3144,0.2232,0.2421,0.2202,hawaii
46,0.2512,0.2693,0.2295,0.25,hawaii
47,0.3915,0.2284,0.1931,0.187,hawaii
48,0.4151,0.1421,0.2383,0.2045,hawaii
49,0.3826,0.1955,0.2422,0.1797,hawaii
50,0.4514,0.1427,0.2476,0.1583,hawaii
51,0.3935,0.2082,0.2308,0.1676,hawaii
1,0.1447,0.2647,0.2148,0.3757,illinois
2,0.2686,0.2893,0.2033,0.2389,illinois
3,0.2068,0.236,0.234,0.3232,illinois
4,0.4367,0.1831,0.217,0.1632,illinois
5,0.5639,0.1462,0.2194,0.0706,illinois
6,0.4059,0.1999,0.2209,0.1733,illinois
7,0.3626,0.1645,0.2765,0.1963,illinois
8,0.3397,0.2213,0.2478,0.1912,illinois
9,0.5056,0.1617,0.2347,0.0981,illinois
10,0.4528,0.1837,0.2304,0.1331,illinois
11,0.6189,0.0974,0.2285,0.0552,illinois
12,0.6454,0.0936,0.2197,0.0414,illinois
13,0.5,0.1783,0.2063,0.1154,illinois
14,0.4565,0.2117,0.2127,0.1191,illinois
15,0.4147,0.1795,0.226,0.1798,illinois
16,0.4023,0.1793,0.2403,0.1781,illinois
17,0.5735,0.1077,0.2379,0.0809,illinois
18,0.6303,0.1017,0.2028,0.0651,illinois
19,0.3129,0.2111,0.2482,0.2278,illinois
20,0.3571,0.1805,0.236,0.2264,illinois
21,0.1826,0.2351,0.2246,0.3577,illinois
22,0.1896,0.219,0.2349,0.3565,illinois
23,0.216,0.2266,0.228,0.3294,illinois
24,0.182,0.2066,0.2464,0.3651,illinois
25,0.4154,0.2107,0.2113,0.1626,illinois
26,0.5542,0.1376,0.2328,0.0755,illinois
27,0.3118,0.2019,0.28,0.2064,illinois
28,0.2925,0.2005,0.274,0.233,illinois
29,0.296,0.2147,0.2625,0.2268,illinois
30,0.2859,0.2139,0.2498,0.2504,illinois
31,0.2767,0.2213,0.2821,0.2199,illinois
32,0.2039,0.2438,0.2785,0.2739,illinois
33,0.2471,0.2481,0.2762,0.2286,illinois
34,0.2899,0.1994,0.2835,0.2273,illinois
35,0.4033,0.1736,0.2496,0.1735,illinois
36,0.3593,0.1589,0.2706,0.2111,illinois
37,0.4456,0.1148,0.2681,0.1714,illinois
38,0.3637,0.1649,0.2697,0.2017,illinois
39,0.3157,0.2205,0.2194,0.2445,illinois
40,0.3524,0.2438,0.2037,0.2001,illinois
41,0.5549,0.122,0.2363,0.0867,illinois
42,0.5065,0.1183,0.2451,0.1301,illinois
43,0.1931,0.22,0.2187,0.3682,illinois
44,0.3508,0.167,0.2551,0.2271,illinois
45,0.405,0.1199,0.2904,0.1847,illinois
46,0.319,0.1724,0.263,0.2456,illinois
47,0.5582,0.1028,0.2554,0.0837,illinois
48,0.4897,0.1306,0.2541,0.1256,illinois
49,0.436,0.1463,0.2356,0.182,illinois
50,0.429,0.1313,0.2771,0.1626,illinois
51,0.554,0.0931,0.2634,0.0895,illinois
52,0.42,0.1292,0.2824,0.1684,illinois
53,0.4778,0.1328,0.2427,0.1466,illinois
54,0.4859,0.1236,0.25,0.1406,illinois
55,0.3787,0.1512,0.2623,0.2077,illinois
56,0.4203,0.1277,0.2815,0.1705,illinois
57,0.4172,0.1554,0.2461,0.1812,illinois
58,0.5941,0.1134,0.2327,0.0597,illinois
59,0.4669,0.1511,0.2257,0.1563,illinois
60,0.1997,0.2502,0.2138,0.3363,illinois
61,0.3878,0.1609,0.2689,0.1824,illinois
62,0.3534,0.1769,0.2629,0.2068,illinois
63,0.3014,0.1777,0.2474,0.2735,illinois
64,0.3737,0.1423,0.2909,0.1931,illinois
65,0.4298,0.1331,0.2678,0.1693,illinois
66,0.4224,0.1281,0.2861,0.1633,illinois
67,0.1959,0.236,0.2266,0.3415,illinois
68,0.3281,0.1585,0.2603,0.2531,illinois
69,0.355,0.1406,0.2333,0.2712,illinois
70,0.3589,0.1797,0.2446,0.2169,illinois
71,0.2791,0.18,0.2318,0.3091,illinois
72,0.2833,0.1982,0.2463,0.2723,illinois
73,0.4386,0.1388,0.226,0.1965,illinois
74,0.315,0.1787,0.2248,0.2815,illinois
75,0.318,0.1553,0.2489,0.2778,illinois
76,0.2657,0.2017,0.2226,0.31,illinois
77,0.1842,0.1961,0.2438,0.3759,illinois
78,0.4222,0.1551,0.2534,0.1693,illinois
79,0.2979,0.1851,0.2314,0.2857,illinois
80,0.3638,0.1602,0.2497,0.2263,illinois
81,0.5065,0.11,0.2762,0.1073,illinois
82,0.4772,0.1142,0.2567,0.1519,illinois
83,0.1961,0.2073,0.2397,0.3569,illinois
84,0.4366,0.1328,0.2399,0.1907,illinois
85,0.3117,0.1742,0.2515,0.2625,illinois
86,0.2134,0.2262,0.238,0.3224,illinois
87,0.3321,0.1829,0.2494,0.2357,illinois
88,0.4189,0.1585,0.2345,0.1881,illinois
89,0.2979,0.1682,0.2283,0.3055,illinois
90,0.3158,0.1706,0.2172,0.2964,illinois
91,0.2938,0.1841,0.2544,0.2677,illinois
92,0.3118,0.2309,0.2633,0.1941,illinois
93,0.291,0.1952,0.2244,0.2894,illinois
94,0.3033,0.1807,0.2442,0.2718,illinois
95,0.3197,0.1781,0.231,0.2713,illinois
96,0.2776,0.2466,0.2491,0.2267,illinois
97,0.4158,0.1371,0.2659,0.1812,illinois
98,0.3471,0.1831,0.234,0.2358,illinois
99,0.4734,0.1529,0.2475,0.1262,illinois
100,0.3028,0.1857,0.2281,0.2833,illinois
101,0.3719,0.1539,0.243,0.2312,illinois
102,0.3339,0.1597,0.2235,0.2829,illinois
103,0.4647,0.2119,0.1891,0.1344,illinois
104,0.3515,0.1806,0.2156,0.2524,illinois
105,0.4309,0.1879,0.2562,0.125,illinois
106,0.2917,0.1742,0.2208,0.3133,illinois
107,0.2726,0.2029,0.2243,0.3002,illinois
108,0.3858,0.1547,0.2339,0.2256,illinois
109,0.2638,0.1697,0.207,0.3595,illinois
110,0.2907,0.1872,0.2302,0.2918,illinois
111,0.2822,0.1948,0.2487,0.2742,illinois
112,0.4051,0.1629,0.2445,0.1875,illinois
113,0.3314,0.1987,0.241,0.2289,illinois
114,0.3373,0.2077,0.2532,0.2018,illinois
115,0.324,0.1922,0.22,0.2639,illinois
116,0.3051,0.1894,0.2316,0.2739,illinois
117,0.2944,0.2135,0.2397,0.2524,illinois
118,0.2886,0.2196,0.2376,0.2543,illinois
1,0.2082,0.2221,0.2326,0.3371,indiana
2,0.1976,0.3075,0.2106,0.2843,indiana
3,0.2491,0.2472,0.2411,0.2626,indiana
4,0.4085,0.1518,0.2163,0.2234,indiana
5,0.3414,0.1729,0.2628,0.2229,indiana
6,0.3087,0.2195,0.233,0.2387,indiana
7,0.2765,0.1819,0.2477,0.294,indiana
8,0.4249,0.1539,0.23,0.1912,indiana
9,0.293,0.1932,0.2214,0.2923,indiana
10,0.2741,0.1942,0.2225,0.3092,indiana
11,0.3286,0.1498,0.2285,0.2931,indiana
12,0.369,0.1554,0.2592,0.2164,indiana
13,0.2991,0.1404,0.202,0.3585,indiana
14,0.2449,0.2203,0.2334,0.3014,indiana
15,0.3602,0.1375,0.2561,0.2462,indiana
16,0.2573,0.1482,0.2016,0.3929,indiana
17,0.2628,0.133,0.1981,0.4061,indiana
18,0.3046,0.1624,0.211,0.3221,indiana
19,0.3663,0.1389,0.2443,0.2505,indiana
20,0.2621,0.1824,0.2226,0.3329,indiana
21,0.2732,0.1484,0.2049,0.3734,indiana
22,0.2586,0.1363,0.2191,0.3861,indiana
23,0.2338,0.1842,0.2005,0.3814,indiana
24,0.5971,0.0985,0.2163,0.0881,indiana
25,0.2892,0.1482,0.2138,0.3488,indiana
26,0.4364,0.188,0.2054,0.1702,indiana
27,0.3499,0.1993,0.2042,0.2466,indiana
28,0.3885,0.1456,0.258,0.2079,indiana
29,0.4139,0.1396,0.2856,0.1609,indiana
30,0.2425,0.2092,0.2171,0.3312,indiana
31,0.2473,0.1984,0.2543,0.3,indiana
32,0.3443,0.1519,0.2222,0.2816,indiana
33,0.2564,0.1627,0.195,0.3859,indiana
34,0.2907,0.2733,0.2416,0.1944,indiana
35,0.2981,0.1949,0.2404,0.2667,indiana
36,0.2737,0.2306,0.2509,0.2448,indiana
37,0.5679,0.1124,0.2518,0.0679,indiana
38,0.29,0.1523,0.1931,0.3646,indiana
39,0.5753,0.0923,0.2362,0.0962,indiana
40,0.4314,0.1437,0.2367,0.1881,indiana
41,0.2853,0.1581,0.2281,0.3286,indiana
42,0.2584,0.1794,0.2135,0.3487,indiana
43,0.3069,0.2187,0.2243,0.2502,indiana
44,0.2684,0.1705,0.2282,0.333,indiana
45,0.2573,0.2128,0.1912,0.3386,indiana
46,0.3163,0.1891,0.2254,0.2692,indiana
47,0.3686,0.1543,0.2363,0.2408,indiana
48,0.2356,0.152,0.2419,0.3705,indiana
49,0.2682,0.1392,0.2089,0.3838,indiana
50,0.2686,0.1708,0.23,0.3305,indiana
51,0.2361,0.1331,0.2031,0.4277,indiana
52,0.3387,0.1309,0.2118,0.3186,indiana
53,0.3611,0.1685,0.2378,0.2326,indiana
54,0.2819,0.1681,0.231,0.319,indiana
55,0.3012,0.1502,0.2081,0.3405,indiana
56,0.2868,0.2007,0.2286,0.2839,indiana
57,0.3002,0.1612,0.2167,0.3219,indiana
58,0.3593,0.1633,0.2663,0.2111,indiana
59,0.4212,0.15,0.1824,0.2464,indiana
60,0.3623,0.1562,0.2259,0.2556,indiana
61,0.4332,0.2349,0.2178,0.1141,indiana
62,0.3441,0.1707,0.2195,0.2657,indiana
63,0.2747,0.1467,0.2144,0.3641,indiana
64,0.3206,0.1462,0.2047,0.3285,indiana
65,0.3131,0.1674,0.2261,0.2934,indiana
66,0.2833,0.1613,0.2002,0.3552,indiana
67,0.2261,0.1973,0.2052,0.3714,indiana
68,0.298,0.178,0.2174,0.3065,indiana
69,0.2576,0.1581,0.217,0.3674,indiana
70,0.3276,0.1534,0.2392,0.2799,indiana
71,0.2696,0.1947,0.2652,0.2706,indiana
72,0.3455,0.1521,0.2622,0.2402,indiana
73,0.2753,0.1485,0.2218,0.3544,indiana
74,0.2563,0.1793,0.1793,0.385,indiana
75,0.3298,0.1596,0.2266,0.284,indiana
76,0.3079,0.1711,0.2309,0.2901,indiana
77,0.2435,0.2389,0.2511,0.2665,indiana
78,0.3694,0.1603,0.2411,0.2292,indiana
79,0.2476,0.1707,0.2142,0.3675,indiana
80,0.2208,0.2504,0.2052,0.3237,indiana
81,0.2851,0.176,0.2652,0.2737,indiana
82,0.2524,0.1374,0.1857,0.4245,indiana
83,0.4142,0.1236,0.2164,0.2458,indiana
84,0.3859,0.1521,0.2659,0.196,indiana
85,0.3349,0.1613,0.2229,0.2809,indiana
86,0.5267,0.1239,0.2296,0.1198,indiana
87,0.4977,0.1345,0.2544,0.1134,indiana
88,0.4967,0.1106,0.264,0.1287,indiana
89,0.3086,0.1554,0.2735,0.2625,indiana
90,0.3832,0.1577,0.2627,0.1964,indiana
91,0.2972,0.1665,0.2526,0.2836,indiana
92,0.277,0.1877,0.2554,0.28,indiana
93,0.389,0.1404,0.2561,0.2145,indiana
94,0.31,0.1993,0.2689,0.2218,indiana
95,0.2769,0.2094,0.2703,0.2433,indiana
96,0.3893,0.2121,0.2509,0.1478,indiana
97,0.2545,0.2015,0.2586,0.2854,indiana
98,0.1886,0.2358,0.2775,0.2981,indiana
99,0.2185,0.2155,0.2474,0.3186,indiana
100,0.282,0.2132,0.2512,0.2537,indiana
1,0.359,0.1536,0.1944,0.293,iowa
2,0.317,0.1555,0.2438,0.2837,iowa
3,0.2805,0.146,0.2377,0.3358,iowa
4,0.3427,0.1761,0.1928,0.2884,iowa
5,0.3071,0.1588,0.2495,0.2847,iowa
6,0.3391,0.1677,0.2602,0.233,iowa
7,0.3206,0.1518,0.2018,0.3259,iowa
8,0.3139,0.1457,0.2001,0.3403,iowa
9,0.3098,0.2141,0.2278,0.2483,iowa
10,0.3193,0.1658,0.2041,0.3108,iowa
11,0.2668,0.1783,0.2016,0.3533,iowa
12,0.305,0.1557,0.2307,0.3086,iowa
13,0.2837,0.1698,0.21,0.3365,iowa
14,0.2116,0.1965,0.2241,0.3679,iowa
15,0.221,0.1854,0.2708,0.3229,iowa
16,0.2757,0.2066,0.2878,0.2298,iowa
17,0.3202,0.1766,0.2269,0.2763,iowa
18,0.2905,0.13,0.2223,0.3572,iowa
19,0.4863,0.1059,0.2551,0.1527,iowa
20,0.2867,0.1601,0.219,0.3342,iowa
21,0.2947,0.1698,0.211,0.3246,iowa
22,0.3881,0.1463,0.2335,0.2321,iowa
23,0.332,0.1896,0.2021,0.2763,iowa
24,0.3388,0.1617,0.193,0.3065,iowa
25,0.4107,0.1227,0.2372,0.2295,iowa
26,0.3577,0.1667,0.261,0.2146,iowa
27,0.3036,0.1765,0.1956,0.3243,iowa
28,0.3145,0.1529,0.216,0.3166,iowa
29,0.2816,0.1648,0.2494,0.3042,iowa
30,0.4066,0.1378,0.2447,0.2109,iowa
31,0.285,0.1786,0.2708,0.2655,iowa
32,0.1845,0.2586,0.2465,0.3104,iowa
33,0.251,0.2188,0.2653,0.2649,iowa
34,0.2963,0.1945,0.2735,0.2356,iowa
35,0.2329,0.2358,0.2296,0.3016,iowa
