district,"management, business, science, and arts occupations",service occupations,sales and office occupations,blue collar occupations,state
36,0.4233,0.1605,0.2599,0.1563,iowa
37,0.4605,0.1226,0.2661,0.1508,iowa
38,0.3998,0.154,0.2557,0.1905,iowa
39,0.5488,0.1025,0.2446,0.104,iowa
40,0.4641,0.1177,0.2824,0.1357,iowa
41,0.467,0.1737,0.2354,0.1239,iowa
42,0.5112,0.1165,0.271,0.1013,iowa
43,0.4847,0.1415,0.2427,0.131,iowa
44,0.5664,0.107,0.2349,0.0917,iowa
45,0.4905,0.1766,0.2075,0.1255,iowa
46,0.4669,0.2062,0.2109,0.1159,iowa
47,0.3053,0.1854,0.2322,0.2771,iowa
48,0.3576,0.1588,0.2002,0.2833,iowa
49,0.3884,0.1479,0.1877,0.276,iowa
50,0.3189,0.1564,0.229,0.2957,iowa
51,0.2867,0.1584,0.1982,0.3567,iowa
52,0.3164,0.1364,0.2233,0.3238,iowa
53,0.3072,0.1684,0.2444,0.28,iowa
54,0.3014,0.1683,0.2084,0.3218,iowa
55,0.3628,0.1727,0.2033,0.2613,iowa
56,0.287,0.1579,0.1945,0.3606,iowa
57,0.3523,0.141,0.235,0.2717,iowa
58,0.2891,0.1553,0.2155,0.3401,iowa
59,0.3651,0.2217,0.2742,0.139,iowa
60,0.416,0.1459,0.2296,0.2085,iowa
61,0.256,0.1693,0.2319,0.3428,iowa
62,0.1856,0.2189,0.2311,0.3644,iowa
63,0.3447,0.1536,0.2373,0.2645,iowa
64,0.2942,0.1871,0.1929,0.3258,iowa
65,0.3566,0.1374,0.2731,0.2328,iowa
66,0.4113,0.1586,0.253,0.177,iowa
67,0.471,0.1443,0.2304,0.1543,iowa
68,0.4378,0.1526,0.2104,0.1992,iowa
69,0.311,0.1579,0.2923,0.2388,iowa
70,0.3366,0.1473,0.2528,0.2633,iowa
71,0.2424,0.1859,0.1962,0.3755,iowa
72,0.3073,0.1593,0.2022,0.3311,iowa
73,0.364,0.146,0.2337,0.2563,iowa
74,0.5787,0.1164,0.1998,0.1052,iowa
75,0.3133,0.1449,0.2215,0.3204,iowa
76,0.3214,0.1762,0.2294,0.273,iowa
77,0.408,0.1725,0.2345,0.185,iowa
78,0.3163,0.1646,0.2132,0.3059,iowa
79,0.3473,0.1661,0.2267,0.2599,iowa
80,0.324,0.1473,0.2192,0.3094,iowa
81,0.2411,0.1858,0.1979,0.3751,iowa
82,0.3509,0.1399,0.2166,0.2926,iowa
83,0.212,0.2131,0.2224,0.3525,iowa
84,0.2916,0.1849,0.2136,0.31,iowa
85,0.4709,0.2034,0.2062,0.1195,iowa
86,0.406,0.2264,0.1959,0.1717,iowa
87,0.254,0.2019,0.2484,0.2958,iowa
88,0.2849,0.1347,0.2005,0.3799,iowa
89,0.309,0.2049,0.223,0.2631,iowa
90,0.2063,0.2224,0.2431,0.3283,iowa
91,0.3,0.1708,0.1923,0.3369,iowa
92,0.3477,0.1466,0.2515,0.2542,iowa
93,0.3937,0.1787,0.2354,0.1922,iowa
94,0.5246,0.1287,0.2136,0.1331,iowa
95,0.3729,0.1345,0.2319,0.2608,iowa
96,0.3055,0.16,0.1961,0.3385,iowa
97,0.3276,0.1552,0.2333,0.2839,iowa
98,0.2858,0.1824,0.2268,0.3049,iowa
99,0.3837,0.1796,0.2462,0.1905,iowa
100,0.2894,0.2122,0.249,0.2494,iowa
1,0.311,0.1793,0.194,0.3157,kansas
2,0.3036,0.16,0.1897,0.3467,kansas
3,0.3207,0.2355,0.2143,0.2295,kansas
4,0.3078,0.1818,0.2132,0.2972,kansas
5,0.2957,0.1766,0.2145,0.3132,kansas
6,0.3481,0.1249,0.2701,0.257,kansas
7,0.2979,0.1859,0.1919,0.3243,kansas
8,0.6312,0.0804,0.2416,0.0468,kansas
9,0.2932,0.1768,0.2051,0.3249,kansas
10,0.3905,0.1984,0.2214,0.1897,kansas
11,0.3059,0.1705,0.2208,0.3027,kansas
12,0.2965,0.1608,0.1668,0.3758,kansas
13,0.3056,0.1926,0.1854,0.3164,kansas
14,0.5312,0.1229,0.2426,0.1033,kansas
15,0.3746,0.1914,0.2182,0.2158,kansas
16,0.54,0.0894,0.2592,0.1114,kansas
17,0.5108,0.111,0.2575,0.1208,kansas
18,0.4091,0.1396,0.2698,0.1815,kansas
19,0.594,0.0776,0.2378,0.0906,kansas
20,0.6093,0.0789,0.2502,0.0616,kansas
21,0.6003,0.1001,0.2213,0.0783,kansas
22,0.385,0.2045,0.27,0.1405,kansas
23,0.365,0.2144,0.2612,0.1593,kansas
24,0.3841,0.1589,0.2906,0.1664,kansas
25,0.5793,0.1026,0.2215,0.0967,kansas
26,0.4665,0.132,0.2248,0.1768,kansas
27,0.6297,0.0909,0.1966,0.0828,kansas
28,0.6116,0.0806,0.2484,0.0594,kansas
29,0.5337,0.1193,0.2559,0.0911,kansas
30,0.4395,0.175,0.2643,0.1212,kansas
31,0.2833,0.2171,0.2296,0.2699,kansas
32,0.1131,0.2564,0.1748,0.4557,kansas
33,0.2464,0.179,0.2635,0.3111,kansas
34,0.15,0.2521,0.2281,0.3698,kansas
35,0.1966,0.259,0.2404,0.304,kansas
36,0.3381,0.17,0.2714,0.2205,kansas
37,0.1887,0.2107,0.2553,0.3452,kansas
38,0.3893,0.1451,0.2001,0.2655,kansas
39,0.5366,0.142,0.2197,0.1018,kansas
40,0.3967,0.1881,0.2613,0.1539,kansas
41,0.3221,0.2921,0.1752,0.2106,kansas
42,0.3921,0.1342,0.2273,0.2464,kansas
43,0.3724,0.138,0.263,0.2266,kansas
44,0.4888,0.153,0.265,0.0931,kansas
45,0.5476,0.1273,0.2139,0.1113,kansas
46,0.379,0.2243,0.2552,0.1416,kansas
47,0.3288,0.1552,0.2278,0.2882,kansas
48,0.6203,0.0801,0.2423,0.0573,kansas
49,0.4247,0.1584,0.2619,0.155,kansas
50,0.4107,0.1231,0.2404,0.2258,kansas
51,0.3948,0.1409,0.2317,0.2326,kansas
52,0.5314,0.1016,0.2367,0.1303,kansas
53,0.4138,0.1905,0.2307,0.165,kansas
54,0.3409,0.1715,0.2381,0.2495,kansas
55,0.3469,0.2165,0.2422,0.1944,kansas
56,0.3935,0.171,0.2522,0.1833,kansas
57,0.2405,0.2094,0.2394,0.3107,kansas
58,0.2207,0.2794,0.2478,0.252,kansas
59,0.2958,0.1673,0.2294,0.3074,kansas
60,0.3073,0.1815,0.2051,0.306,kansas
61,0.3422,0.1649,0.1995,0.2934,kansas
62,0.3169,0.1731,0.2103,0.2998,kansas
63,0.3036,0.1784,0.224,0.294,kansas
64,0.3143,0.1704,0.2529,0.2625,kansas
65,0.2125,0.2494,0.2365,0.3016,kansas
66,0.3991,0.2431,0.2113,0.1464,kansas
67,0.5129,0.1452,0.2099,0.1319,kansas
68,0.3115,0.2052,0.2059,0.2773,kansas
69,0.2514,0.2021,0.2065,0.34,kansas
70,0.3131,0.1578,0.2198,0.3093,kansas
71,0.3716,0.1649,0.2166,0.2469,kansas
72,0.3183,0.2067,0.1911,0.2839,kansas
73,0.3425,0.176,0.1913,0.2901,kansas
74,0.3818,0.1644,0.2029,0.251,kansas
75,0.3152,0.2116,0.2056,0.2676,kansas
76,0.2839,0.194,0.2024,0.3197,kansas
77,0.3457,0.1571,0.2528,0.2443,kansas
78,0.5176,0.1287,0.2439,0.1098,kansas
79,0.2939,0.1963,0.2143,0.2955,kansas
80,0.2649,0.1978,0.2006,0.3366,kansas
81,0.3344,0.1981,0.1992,0.2684,kansas
82,0.4606,0.1394,0.2259,0.174,kansas
83,0.3027,0.2393,0.2382,0.2198,kansas
84,0.3433,0.2232,0.2239,0.2096,kansas
85,0.5773,0.1067,0.204,0.1121,kansas
86,0.1914,0.2065,0.2359,0.3663,kansas
87,0.4395,0.1705,0.2291,0.161,kansas
88,0.2488,0.1784,0.2612,0.3116,kansas
89,0.4004,0.1793,0.236,0.1843,kansas
90,0.3902,0.1604,0.2425,0.2069,kansas
91,0.3631,0.1286,0.2612,0.2471,kansas
92,0.3267,0.1717,0.2447,0.2569,kansas
93,0.3235,0.1501,0.234,0.2924,kansas
94,0.4891,0.1176,0.2212,0.172,kansas
95,0.2205,0.2147,0.2574,0.3073,kansas
96,0.2081,0.1808,0.2478,0.3632,kansas
97,0.2719,0.1669,0.2547,0.3065,kansas
98,0.2265,0.1774,0.2513,0.3448,kansas
99,0.5458,0.1122,0.2316,0.1104,kansas
100,0.4777,0.1086,0.2426,0.1711,kansas
101,0.4197,0.139,0.2221,0.2191,kansas
102,0.1983,0.2234,0.2211,0.3572,kansas
103,0.174,0.2638,0.1916,0.3706,kansas
104,0.397,0.1775,0.2396,0.1859,kansas
105,0.3212,0.164,0.2748,0.2401,kansas
106,0.3145,0.158,0.1963,0.3312,kansas
107,0.3412,0.1568,0.2274,0.2746,kansas
108,0.347,0.1793,0.2019,0.2719,kansas
109,0.3691,0.167,0.1773,0.2866,kansas
110,0.3456,0.1679,0.2094,0.2772,kansas
111,0.3157,0.2185,0.2576,0.2083,kansas
112,0.2713,0.1957,0.2651,0.2679,kansas
113,0.3235,0.1728,0.2066,0.2971,kansas
114,0.3034,0.1944,0.2181,0.2841,kansas
115,0.2926,0.156,0.1763,0.3752,kansas
116,0.3112,0.1686,0.2122,0.308,kansas
117,0.3697,0.1718,0.1858,0.2728,kansas
118,0.3735,0.1319,0.1987,0.2959,kansas
119,0.2055,0.1856,0.1567,0.4522,kansas
120,0.3676,0.1669,0.2296,0.2359,kansas
121,0.4717,0.0979,0.2555,0.1748,kansas
122,0.2596,0.1633,0.1976,0.3795,kansas
123,0.236,0.1842,0.2103,0.3695,kansas
124,0.2971,0.1503,0.1984,0.3542,kansas
125,0.2192,0.1321,0.1868,0.4619,kansas
1,0.3204,0.1724,0.2351,0.272,kentucky
2,0.2756,0.1998,0.2264,0.2982,kentucky
3,0.3167,0.2236,0.2179,0.2417,kentucky
4,0.2889,0.151,0.2129,0.3472,kentucky
5,0.326,0.1775,0.2492,0.2472,kentucky
6,0.2912,0.1668,0.2283,0.3137,kentucky
7,0.3014,0.1852,0.2084,0.305,kentucky
8,0.2505,0.2033,0.2239,0.3224,kentucky
9,0.283,0.1831,0.2201,0.3137,kentucky
10,0.2849,0.1541,0.2295,0.3314,kentucky
11,0.3031,0.1651,0.2347,0.2972,kentucky
12,0.2841,0.1669,0.1921,0.3569,kentucky
13,0.2527,0.1968,0.2628,0.2876,kentucky
14,0.2919,0.1455,0.2168,0.3459,kentucky
15,0.2474,0.1892,0.2096,0.3538,kentucky
16,0.2638,0.1505,0.1959,0.3898,kentucky
17,0.3678,0.1409,0.2346,0.2567,kentucky
18,0.311,0.1439,0.2079,0.3372,kentucky
19,0.2304,0.2005,0.2392,0.3299,kentucky
20,0.3006,0.2041,0.2623,0.233,kentucky
21,0.2518,0.1413,0.2108,0.3962,kentucky
22,0.2582,0.1551,0.2368,0.3498,kentucky
23,0.2823,0.1519,0.2053,0.3606,kentucky
24,0.2282,0.1787,0.195,0.3981,kentucky
25,0.3314,0.1476,0.2541,0.267,kentucky
26,0.302,0.1426,0.2705,0.2849,kentucky
27,0.2748,0.1904,0.2277,0.3071,kentucky
28,0.2512,0.1668,0.2624,0.3196,kentucky
29,0.3935,0.1285,0.277,0.201,kentucky
30,0.3121,0.1799,0.2529,0.2552,kentucky
31,0.4065,0.1409,0.2505,0.2021,kentucky
32,0.4842,0.138,0.2538,0.1241,kentucky
33,0.4848,0.1265,0.251,0.1378,kentucky
34,0.59,0.114,0.2011,0.0949,kentucky
35,0.3127,0.1817,0.246,0.2595,kentucky
36,0.5182,0.0924,0.2609,0.1284,kentucky
37,0.2165,0.1852,0.2615,0.3369,kentucky
38,0.2335,0.1901,0.2274,0.349,kentucky
39,0.3235,0.188,0.2287,0.2598,kentucky
40,0.2073,0.2361,0.2547,0.3019,kentucky
41,0.3645,0.2236,0.2231,0.1887,kentucky
42,0.3417,0.2461,0.2121,0.2001,kentucky
43,0.3254,0.2032,0.2371,0.2343,kentucky
44,0.252,0.1643,0.2858,0.2979,kentucky
45,0.5261,0.1284,0.2312,0.1143,kentucky
46,0.2857,0.1581,0.2606,0.2957,kentucky
47,0.2305,0.1803,0.2144,0.3747,kentucky
48,0.5479,0.0978,0.25,0.1043,kentucky
49,0.2622,0.1178,0.2754,0.3446,kentucky
50,0.2678,0.1641,0.2046,0.3635,kentucky
51,0.2721,0.1611,0.2444,0.3224,kentucky
52,0.2626,0.1902,0.2264,0.3209,kentucky
53,0.3216,0.1468,0.2495,0.2822,kentucky
54,0.3243,0.1688,0.2141,0.2928,kentucky
55,0.3353,0.1521,0.219,0.2936,kentucky
56,0.387,0.1554,0.2012,0.2564,kentucky
57,0.3501,0.1408,0.2727,0.2364,kentucky
58,0.3319,0.1783,0.2271,0.2628,kentucky
59,0.4586,0.1304,0.2361,0.1749,kentucky
60,0.4166,0.1293,0.2476,0.2066,kentucky
61,0.2866,0.1437,0.2343,0.3354,kentucky
62,0.3291,0.1639,0.204,0.303,kentucky
63,0.4289,0.1277,0.274,0.1694,kentucky
64,0.3866,0.1105,0.2621,0.2408,kentucky
65,0.2903,0.1977,0.2483,0.2637,kentucky
66,0.4137,0.1066,0.2992,0.1805,kentucky
67,0.3262,0.1799,0.28,0.2139,kentucky
68,0.4118,0.1436,0.2541,0.1904,kentucky
69,0.3083,0.1702,0.2692,0.2523,kentucky
70,0.2939,0.1452,0.2205,0.3404,kentucky
71,0.3092,0.1698,0.2218,0.2992,kentucky
72,0.2973,0.1711,0.21,0.3215,kentucky
73,0.3436,0.1546,0.2349,0.267,kentucky
74,0.2621,0.1511,0.2207,0.3661,kentucky
75,0.4121,0.2345,0.2311,0.1223,kentucky
76,0.3418,0.2087,0.2579,0.1916,kentucky
77,0.2866,0.2673,0.2131,0.233,kentucky
78,0.2477,0.1668,0.2119,0.3736,kentucky
79,0.4231,0.1814,0.2499,0.1456,kentucky
80,0.253,0.2036,0.2235,0.3198,kentucky
81,0.3637,0.2232,0.2423,0.1708,kentucky
82,0.2807,0.1808,0.2792,0.2594,kentucky
83,0.2839,0.1706,0.2143,0.3312,kentucky
84,0.3052,0.2008,0.2549,0.2392,kentucky
85,0.306,0.1679,0.2593,0.2668,kentucky
86,0.2695,0.1615,0.2473,0.3217,kentucky
87,0.2478,0.1773,0.2501,0.3247,kentucky
88,0.5532,0.13,0.2112,0.1055,kentucky
89,0.2709,0.1598,0.2314,0.3378,kentucky
90,0.255,0.1759,0.2475,0.3216,kentucky
91,0.2708,0.1993,0.2138,0.3161,kentucky
92,0.2892,0.187,0.2251,0.2987,kentucky
93,0.267,0.1707,0.2273,0.335,kentucky
94,0.3463,0.1645,0.2401,0.2491,kentucky
95,0.2843,0.1922,0.277,0.2465,kentucky
96,0.2489,0.1769,0.2529,0.3213,kentucky
97,0.3043,0.2092,0.2172,0.2694,kentucky
98,0.3497,0.1649,0.24,0.2454,kentucky
99,0.302,0.2152,0.1757,0.3071,kentucky
100,0.3645,0.16,0.2378,0.2376,kentucky
1,0.4212,0.2033,0.2189,0.1566,maine
2,0.3579,0.1419,0.2357,0.2645,maine
3,0.4662,0.1561,0.2268,0.1509,maine
4,0.4085,0.1455,0.2085,0.2375,maine
5,0.3487,0.1665,0.2469,0.238,maine
6,0.3732,0.1256,0.2466,0.2547,maine
7,0.4449,0.227,0.1963,0.1319,maine
8,0.4277,0.1492,0.2499,0.1732,maine
9,0.4821,0.1645,0.2363,0.1171,maine
10,0.3469,0.1653,0.2255,0.2622,maine
11,0.3125,0.1643,0.2959,0.2273,maine
12,0.2202,0.2846,0.2571,0.2381,maine
13,0.3874,0.2337,0.2335,0.1453,maine
14,0.3391,0.2569,0.2278,0.1762,maine
15,0.3626,0.1874,0.2466,0.2034,maine
16,0.312,0.1595,0.269,0.2595,maine
17,0.287,0.1764,0.2324,0.3043,maine
18,0.211,0.2658,0.2191,0.3042,maine
19,0.2331,0.2518,0.2368,0.2784,maine
20,0.3127,0.1357,0.2628,0.2888,maine
21,0.2932,0.1841,0.2364,0.2863,maine
22,0.305,0.1666,0.25,0.2784,maine
23,0.3503,0.142,0.2968,0.2109,maine
24,0.4433,0.1291,0.2292,0.1984,maine
25,0.3676,0.2037,0.2691,0.1596,maine
26,0.4529,0.1643,0.2441,0.1387,maine
27,0.4395,0.1665,0.2815,0.1124,maine
28,0.4551,0.1845,0.2237,0.1367,maine
29,0.5045,0.1305,0.2591,0.1059,maine
30,0.5834,0.1,0.1967,0.1198,maine
31,0.5081,0.1671,0.2008,0.1241,maine
32,0.4247,0.1287,0.3035,0.1431,maine
33,0.3411,0.213,0.3215,0.1244,maine
34,0.3368,0.195,0.2707,0.1974,maine
35,0.3542,0.2096,0.2774,0.1589,maine
36,0.3674,0.2286,0.2404,0.1636,maine
37,0.4323,0.187,0.2524,0.1282,maine
38,0.4928,0.2476,0.1863,0.0734,maine
39,0.4409,0.1951,0.2491,0.1149,maine
40,0.3504,0.2771,0.2449,0.1275,maine
41,0.4848,0.1522,0.2124,0.1506,maine
42,0.4578,0.1737,0.2326,0.1359,maine
43,0.5368,0.1126,0.23,0.1206,maine
44,0.6164,0.0886,0.2362,0.0588,maine
45,0.5932,0.0915,0.2089,0.1064,maine
46,0.4712,0.1351,0.194,0.1996,maine
47,0.4967,0.1416,0.2556,0.1061,maine
48,0.5225,0.135,0.1811,0.1614,maine
49,0.4201,0.1776,0.2305,0.1717,maine
50,0.5073,0.187,0.1589,0.1468,maine
51,0.3807,0.1952,0.1889,0.2352,maine
52,0.3561,0.1837,0.2867,0.1734,maine
53,0.3628,0.185,0.1785,0.2737,maine
54,0.4432,0.192,0.1954,0.1694,maine
55,0.3391,0.1786,0.2059,0.2764,maine
56,0.2655,0.1908,0.2945,0.2492,maine
57,0.3178,0.1559,0.2533,0.273,maine
58,0.2847,0.2025,0.2998,0.2131,maine
59,0.3582,0.2289,0.2064,0.2066,maine
60,0.3411,0.2404,0.2454,0.1731,maine
61,0.2258,0.2195,0.3246,0.2301,maine
62,0.2617,0.2278,0.2063,0.3042,maine
63,0.3887,0.1879,0.2571,0.1663,maine
64,0.4317,0.1399,0.2209,0.2075,maine
65,0.3909,0.1434,0.2047,0.261,maine
66,0.2932,0.1825,0.2662,0.2581,maine
67,0.3584,0.1576,0.2831,0.2008,maine
68,0.3146,0.1804,0.2234,0.2816,maine
69,0.3084,0.1536,0.2902,0.2477,maine
70,0.2793,0.2022,0.2173,0.3012,maine
71,0.2409,0.2014,0.2415,0.3162,maine
72,0.228,0.1902,0.2224,0.3593,maine
73,0.2739,0.187,0.1879,0.3512,maine
74,0.2764,0.1997,0.1874,0.3366,maine
75,0.3655,0.1354,0.2069,0.2922,maine
76,0.4292,0.1374,0.2345,0.1989,maine
77,0.3723,0.2161,0.2034,0.2081,maine
78,0.3459,0.1495,0.2839,0.2206,maine
79,0.2927,0.1852,0.2496,0.2725,maine
80,0.3001,0.19,0.2462,0.2638,maine
81,0.4322,0.1594,0.2352,0.1732,maine
82,0.3808,0.1552,0.2249,0.2391,maine
83,0.4087,0.1333,0.2654,0.1926,maine
84,0.4415,0.1165,0.2869,0.1551,maine
85,0.3287,0.2519,0.26,0.1594,maine
86,0.3571,0.2524,0.2645,0.1259,maine
87,0.2767,0.2282,0.2234,0.2717,maine
88,0.3174,0.2328,0.2033,0.2465,maine
89,0.3557,0.1741,0.1985,0.2717,maine
90,0.3972,0.169,0.2046,0.2292,maine
91,0.302,0.2064,0.2224,0.2693,maine
92,0.3222,0.1553,0.2412,0.2812,maine
93,0.3384,0.1722,0.2819,0.2075,maine
94,0.4039,0.1648,0.2352,0.1961,maine
95,0.2781,0.1951,0.249,0.2779,maine
96,0.3196,0.1753,0.2257,0.2794,maine
97,0.3621,0.2261,0.2266,0.1852,maine
98,0.3551,0.1846,0.2164,0.2439,maine
99,0.285,0.1973,0.2393,0.2784,maine
100,0.3198,0.1711,0.2109,0.2982,maine
101,0.472,0.1888,0.2507,0.0886,maine
102,0.3396,0.2116,0.2427,0.206,maine
103,0.3151,0.171,0.2911,0.2228,maine
104,0.2971,0.1952,0.2568,0.251,maine
105,0.2374,0.1858,0.2032,0.3736,maine
106,0.2478,0.1925,0.2819,0.2778,maine
107,0.2873,0.2007,0.2706,0.2414,maine
108,0.2701,0.1664,0.2502,0.3133,maine
109,0.351,0.1868,0.312,0.1502,maine
110,0.4363,0.1423,0.2453,0.1762,maine
111,0.285,0.2035,0.1958,0.3157,maine
112,0.2773,0.1633,0.2092,0.3502,maine
113,0.2776,0.2644,0.278,0.18,maine
114,0.3176,0.1644,0.2387,0.2793,maine
115,0.2791,0.2054,0.235,0.2805,maine
116,0.2617,0.2088,0.2057,0.3238,maine
117,0.3446,0.2192,0.1945,0.2418,maine
118,0.2724,0.18,0.1869,0.3607,maine
119,0.2399,0.2142,0.1907,0.3552,maine
120,0.3322,0.1692,0.1823,0.3163,maine
121,0.2707,0.16,0.2622,0.3071,maine
122,0.3964,0.17,0.249,0.1845,maine
123,0.4638,0.2359,0.2319,0.0684,maine
124,0.4396,0.2421,0.2385,0.0799,maine
125,0.4221,0.2352,0.2512,0.0915,maine
126,0.3068,0.266,0.2359,0.1913,maine
127,0.3505,0.2299,0.2547,0.1649,maine
128,0.3294,0.235,0.2428,0.1928,maine
129,0.3586,0.1686,0.2922,0.1805,maine
130,0.3967,0.1976,0.2073,0.1984,maine
131,0.325,0.1875,0.2261,0.2614,maine
132,0.3911,0.1928,0.2318,0.1843,maine
133,0.3668,0.1947,0.2,0.2385,maine
134,0.3017,0.1641,0.158,0.3762,maine
135,0.4,0.2251,0.2019,0.173,maine
136,0.2738,0.2025,0.2036,0.3201,maine
137,0.2519,0.1817,0.2543,0.312,maine
138,0.2508,0.1926,0.1705,0.3861,maine
139,0.3072,0.2192,0.1673,0.3063,maine
140,0.3121,0.2151,0.2282,0.2446,maine
141,0.2381,0.1872,0.2085,0.3663,maine
142,0.2833,0.1402,0.2398,0.3368,maine
143,0.263,0.2258,0.2204,0.2908,maine
144,0.2901,0.1826,0.2682,0.2591,maine
145,0.2577,0.1895,0.2154,0.3375,maine
146,0.3046,0.1712,0.2348,0.2893,maine
147,0.318,0.2502,0.2468,0.1851,maine
148,0.3171,0.1157,0.2496,0.3176,maine
149,0.3764,0.1816,0.2139,0.2281,maine
150,0.2494,0.1758,0.2533,0.3215,maine
151,0.3509,0.184,0.1595,0.3055,maine
1st barnstable,0.3783,0.1961,0.2444,0.1812,massachusetts
2nd barnstable,0.3235,0.2306,0.2536,0.1923,massachusetts
3rd barnstable,0.3677,0.2062,0.2433,0.1829,massachusetts
4th barnstable,0.3742,0.2169,0.2454,0.1635,massachusetts
"barnstable, dukes & nantucket",0.4051,0.1735,0.22,0.2014,massachusetts
1st berkshire,0.383,0.2066,0.2333,0.177,massachusetts
2nd berkshire,0.3799,0.1953,0.216,0.2088,massachusetts
3rd berkshire,0.3333,0.2543,0.2489,0.1635,massachusetts
4th berkshire,0.4122,0.1861,0.2065,0.1952,massachusetts
1st bristol,0.4752,0.1446,0.2422,0.138,massachusetts
2nd bristol,0.3891,0.158,0.2483,0.2046,massachusetts
3rd bristol,0.3293,0.1849,0.2621,0.2236,massachusetts
4th bristol,0.4109,0.1614,0.2617,0.166,massachusetts
5th bristol,0.3427,0.1743,0.2588,0.2243,massachusetts
6th bristol,0.3206,0.2084,0.2219,0.2491,massachusetts
7th bristol,0.2102,0.2724,0.2368,0.2806,massachusetts
8th bristol,0.3348,0.195,0.2377,0.2325,massachusetts
9th bristol,0.3763,0.1957,0.2402,0.1878,massachusetts
10th bristol,0.4095,0.2013,0.2072,0.1821,massachusetts
11th bristol,0.2466,0.2235,0.1882,0.3417,massachusetts
12th bristol,0.379,0.1591,0.2566,0.2052,massachusetts
13th bristol,0.2763,0.2276,0.2242,0.272,massachusetts
14th bristol,0.4308,0.162,0.2218,0.1854,massachusetts
1st essex,0.4883,0.1578,0.226,0.128,massachusetts
2nd essex,0.4909,0.1274,0.239,0.1427,massachusetts
3rd essex,0.3526,0.2217,0.2457,0.18,massachusetts
4th essex,0.5411,0.116,0.2313,0.1116,massachusetts
5th essex,0.4193,0.1796,0.1963,0.2047,massachusetts
6th essex,0.4689,0.1672,0.2163,0.1476,massachusetts
7th essex,0.406,0.2212,0.2289,0.1439,massachusetts
8th essex,0.5387,0.1312,0.2288,0.1013,massachusetts
9th essex,0.4415,0.1533,0.2438,0.1614,massachusetts
10th essex,0.2254,0.2891,0.2267,0.2589,massachusetts
11th essex,0.2506,0.3022,0.2267,0.2205,massachusetts
12th essex,0.3313,0.2206,0.2779,0.1702,massachusetts
13th essex,0.4366,0.148,0.2553,0.1601,massachusetts
14th essex,0.4089,0.1736,0.2276,0.1899,massachusetts
15th essex,0.3742,0.1716,0.27,0.1843,massachusetts
16th essex,0.1389,0.3058,0.2157,0.3396,massachusetts
17th essex,0.315,0.2226,0.2201,0.2423,massachusetts
1st franklin,0.4533,0.1611,0.1835,0.202,massachusetts
2nd franklin,0.3448,0.1848,0.2186,0.2518,massachusetts
1st hampden,0.3555,0.1719,0.2497,0.223,massachusetts
2nd hampden,0.4852,0.1323,0.2352,0.1473,massachusetts
3rd hampden,0.3738,0.1598,0.2499,0.2165,massachusetts
4th hampden,0.3549,0.1873,0.2538,0.204,massachusetts
5th hampden,0.3392,0.2659,0.2286,0.1664,massachusetts
6th hampden,0.3438,0.1956,0.2523,0.2084,massachusetts
7th hampden,0.3542,0.1876,0.2494,0.2088,massachusetts
8th hampden,0.2784,0.1953,0.2849,0.2414,massachusetts
9th hampden,0.2762,0.2582,0.2575,0.2082,massachusetts
10th hampden,0.2065,0.3322,0.21,0.2513,massachusetts
11th hampden,0.2588,0.2819,0.2559,0.2034,massachusetts
12th hampden,0.407,0.1809,0.2366,0.1755,massachusetts
18th essex,0.6134,0.0882,0.2071,0.0913,massachusetts
1st hampshire,0.5296,0.1589,0.1783,0.1332,massachusetts
2nd hampshire,0.4783,0.152,0.2317,0.138,massachusetts
3rd hampshire,0.4134,0.2564,0.2402,0.09,massachusetts
1st middlesex,0.4993,0.1362,0.2053,0.1592,massachusetts
2nd middlesex,0.6122,0.1059,0.1745,0.1074,massachusetts
3rd middlesex,0.5341,0.1299,0.2075,0.1286,massachusetts
4th middlesex,0.4728,0.1894,0.1754,0.1625,massachusetts
5th middlesex,0.6301,0.1015,0.1882,0.0801,massachusetts
6th middlesex,0.4913,0.1744,0.2201,0.1143,massachusetts
7th middlesex,0.3704,0.2631,0.2175,0.149,massachusetts
8th middlesex,0.605,0.1009,0.2159,0.0782,massachusetts
9th middlesex,0.5724,0.121,0.1969,0.1098,massachusetts
10th middlesex,0.4888,0.1914,0.2244,0.0955,massachusetts
11th middlesex,0.6954,0.0986,0.1474,0.0586,massachusetts
12th middlesex,0.7294,0.0772,0.1674,0.026,massachusetts
13th middlesex,0.6149,0.1037,0.1885,0.0928,massachusetts
14th middlesex,0.6928,0.0709,0.1542,0.082,massachusetts
15th middlesex,0.6818,0.1051,0.1418,0.0714,massachusetts
16th middlesex,0.3811,0.2219,0.2154,0.1816,massachusetts
17th middlesex,0.3589,0.2122,0.216,0.213,massachusetts
18th middlesex,0.29,0.2346,0.2136,0.2618,massachusetts
19th middlesex,0.4348,0.126,0.2498,0.1894,massachusetts
20th middlesex,0.5492,0.1147,0.2475,0.0886,massachusetts
21st middlesex,0.5581,0.1296,0.1918,0.1205,massachusetts
22nd middlesex,0.4253,0.1478,0.2436,0.1832,massachusetts
23rd middlesex,0.6427,0.1102,0.1758,0.0712,massachusetts
24th middlesex,0.6873,0.079,0.1612,0.0725,massachusetts
25th middlesex,0.7244,0.0893,0.1584,0.0279,massachusetts
26th middlesex,0.5977,0.153,0.1623,0.087,massachusetts
