district,average family size,state
1,3.34,alaska
2,3.43,alaska
3,3.48,alaska
4,3.19,alaska
5,3.46,alaska
6,3.33,alaska
7,3.67,alaska
8,3.69,alaska
9,3.72,alaska
10,3.74,alaska
11,3.72,alaska
12,3.54,alaska
13,3.43,alaska
14,3.47,alaska
15,3.67,alaska
16,3.36,alaska
17,3.28,alaska
18,3.2,alaska
19,3.68,alaska
20,3.07,alaska
21,3.26,alaska
22,3.16,alaska
23,3.49,alaska
24,3.28,alaska
25,3.46,alaska
26,3.25,alaska
27,3.2,alaska
28,3.21,alaska
29,3.29,alaska
30,3.32,alaska
31,3.07,alaska
32,3.4,alaska
33,3.0,alaska
34,3.12,alaska
35,3.15,alaska
36,3.2,alaska
37,3.75,alaska
38,4.42,alaska
39,4.08,alaska
40,4.01,alaska
1,3.14,arkansas
2,2.99,arkansas
3,3.5,arkansas
4,3.26,arkansas
5,2.93,arkansas
6,2.97,arkansas
7,2.99,arkansas
8,2.96,arkansas
9,3.04,arkansas
10,2.94,arkansas
11,2.97,arkansas
12,3.16,arkansas
13,2.92,arkansas
14,3.06,arkansas
15,3.05,arkansas
16,3.14,arkansas
17,3.28,arkansas
18,2.85,arkansas
19,3.12,arkansas
20,3.06,arkansas
21,3.06,arkansas
22,2.69,arkansas
23,3.09,arkansas
24,2.9,arkansas
25,3.0,arkansas
26,2.91,arkansas
27,3.3,arkansas
28,3.43,arkansas
29,3.43,arkansas
30,3.24,arkansas
31,3.22,arkansas
32,3.15,arkansas
33,3.17,arkansas
34,3.35,arkansas
35,2.92,arkansas
36,3.55,arkansas
37,3.55,arkansas
38,3.15,arkansas
39,3.0,arkansas
40,3.06,arkansas
41,3.21,arkansas
42,3.33,arkansas
43,3.14,arkansas
44,3.19,arkansas
45,3.07,arkansas
46,3.03,arkansas
47,3.0,arkansas
48,3.22,arkansas
49,3.12,arkansas
50,3.34,arkansas
51,3.16,arkansas
52,3.06,arkansas
53,3.05,arkansas
54,3.08,arkansas
55,3.2,arkansas
56,2.95,arkansas
57,3.0,arkansas
58,2.96,arkansas
59,3.19,arkansas
60,2.95,arkansas
61,2.77,arkansas
62,3.02,arkansas
63,3.05,arkansas
64,3.0,arkansas
65,3.08,arkansas
66,3.02,arkansas
67,3.29,arkansas
68,3.17,arkansas
69,3.12,arkansas
70,3.13,arkansas
71,3.23,arkansas
72,3.08,arkansas
73,3.35,arkansas
74,3.03,arkansas
75,3.12,arkansas
76,2.99,arkansas
77,3.03,arkansas
78,3.48,arkansas
79,3.05,arkansas
80,3.01,arkansas
81,3.06,arkansas
82,3.03,arkansas
83,3.0,arkansas
84,3.01,arkansas
85,3.05,arkansas
86,2.79,arkansas
87,3.26,arkansas
88,3.33,arkansas
89,3.84,arkansas
90,3.41,arkansas
91,3.19,arkansas
92,2.99,arkansas
93,3.2,arkansas
94,3.26,arkansas
95,3.13,arkansas
96,3.29,arkansas
97,3.06,arkansas
98,3.15,arkansas
99,2.92,arkansas
100,2.68,arkansas
1,2.97,california
2,3.08,california
3,3.24,california
4,3.23,california
5,3.21,california
6,3.21,california
7,3.48,california
8,3.2,california
9,3.59,california
10,3.12,california
11,3.46,california
12,3.5,california
13,3.71,california
14,3.3,california
15,3.19,california
16,3.18,california
17,3.1,california
18,3.39,california
19,3.34,california
20,3.57,california
21,3.75,california
22,3.29,california
23,3.4,california
24,3.22,california
25,3.46,california
26,3.72,california
27,3.94,california
28,3.2,california
29,3.22,california
30,3.95,california
31,4.02,california
32,4.01,california
33,3.65,california
34,3.47,california
35,3.33,california
36,3.74,california
37,3.3,california
38,3.43,california
39,4.08,california
40,3.68,california
41,3.33,california
42,3.25,california
43,3.27,california
44,3.67,california
45,3.41,california
46,3.5,california
47,4.25,california
48,4.1,california
49,3.65,california
50,2.96,california
51,3.86,california
52,4.1,california
53,3.72,california
54,3.3,california
55,3.53,california
56,3.93,california
57,3.99,california
58,3.96,california
59,4.33,california
60,4.09,california
61,4.08,california
62,3.5,california
63,4.2,california
64,4.36,california
65,3.69,california
66,3.25,california
67,3.78,california
68,3.41,california
69,4.44,california
70,3.47,california
71,3.4,california
72,3.61,california
73,3.24,california
74,3.06,california
75,3.55,california
76,3.33,california
77,3.34,california
78,2.88,california
79,3.67,california
80,3.99,california
1,3.45,colorado
2,2.67,colorado
3,3.1,colorado
4,3.38,colorado
5,3.49,colorado
6,2.86,colorado
7,3.84,colorado
8,3.01,colorado
9,2.76,colorado
10,2.89,colorado
11,3.11,colorado
12,3.1,colorado
13,2.76,colorado
14,3.27,colorado
15,3.22,colorado
16,2.99,colorado
17,3.2,colorado
18,2.82,colorado
19,3.17,colorado
20,2.91,colorado
21,3.34,colorado
22,3.05,colorado
23,2.91,colorado
24,2.87,colorado
25,2.91,colorado
26,3.2,colorado
27,3.0,colorado
28,3.02,colorado
29,3.11,colorado
30,3.76,colorado
31,3.48,colorado
32,3.81,colorado
33,3.12,colorado
34,3.48,colorado
35,3.26,colorado
36,3.41,colorado
37,3.22,colorado
38,2.99,colorado
39,2.99,colorado
40,3.23,colorado
41,3.13,colorado
42,3.61,colorado
43,3.08,colorado
44,3.18,colorado
45,3.2,colorado
46,3.09,colorado
47,3.06,colorado
48,3.14,colorado
49,2.99,colorado
50,3.42,colorado
51,2.95,colorado
52,3.04,colorado
53,2.96,colorado
54,2.94,colorado
55,2.93,colorado
56,3.36,colorado
57,3.19,colorado
58,3.03,colorado
59,2.85,colorado
60,2.69,colorado
61,2.98,colorado
62,3.17,colorado
63,3.25,colorado
64,3.02,colorado
65,3.16,colorado
1,3.21,connecticut
2,3.16,connecticut
3,3.36,connecticut
4,3.21,connecticut
5,3.41,connecticut
6,3.52,connecticut
7,3.38,connecticut
8,2.99,connecticut
9,3.16,connecticut
10,3.07,connecticut
11,3.18,connecticut
12,3.04,connecticut
13,3.05,connecticut
14,3.14,connecticut
15,3.03,connecticut
16,3.09,connecticut
17,3.12,connecticut
18,3.11,connecticut
19,3.03,connecticut
20,3.08,connecticut
21,3.13,connecticut
22,3.05,connecticut
23,2.78,connecticut
24,3.03,connecticut
25,3.23,connecticut
26,3.08,connecticut
27,3.05,connecticut
28,3.04,connecticut
29,2.96,connecticut
30,3.04,connecticut
31,3.09,connecticut
32,3.01,connecticut
33,3.0,connecticut
34,3.05,connecticut
35,2.9,connecticut
36,2.93,connecticut
37,2.87,connecticut
38,2.97,connecticut
39,3.04,connecticut
40,3.05,connecticut
41,2.8,connecticut
42,3.0,connecticut
43,2.94,connecticut
44,3.04,connecticut
45,3.15,connecticut
46,3.13,connecticut
47,3.12,connecticut
48,3.12,connecticut
49,2.85,connecticut
50,3.0,connecticut
51,2.98,connecticut
52,3.12,connecticut
53,3.1,connecticut
54,2.78,connecticut
55,3.05,connecticut
56,2.81,connecticut
57,3.06,connecticut
58,2.99,connecticut
59,2.99,connecticut
60,3.0,connecticut
61,3.1,connecticut
62,3.08,connecticut
63,2.87,connecticut
64,2.77,connecticut
65,2.94,connecticut
66,2.88,connecticut
67,3.15,connecticut
68,3.21,connecticut
69,2.92,connecticut
70,3.15,connecticut
71,3.21,connecticut
72,3.44,connecticut
73,3.51,connecticut
74,3.41,connecticut
75,3.59,connecticut
76,3.09,connecticut
77,3.03,connecticut
78,3.09,connecticut
79,3.04,connecticut
80,3.22,connecticut
81,3.0,connecticut
82,2.93,connecticut
83,3.15,connecticut
84,3.08,connecticut
85,3.05,connecticut
86,3.14,connecticut
87,3.37,connecticut
88,2.96,connecticut
89,3.23,connecticut
90,3.1,connecticut
91,3.04,connecticut
92,3.3,connecticut
93,3.3,connecticut
94,3.27,connecticut
95,3.85,connecticut
96,3.11,connecticut
97,3.34,connecticut
98,2.99,connecticut
99,3.36,connecticut
100,2.9,connecticut
101,3.18,connecticut
102,3.01,connecticut
103,3.11,connecticut
104,3.53,connecticut
105,3.37,connecticut
106,3.21,connecticut
107,3.26,connecticut
108,3.19,connecticut
109,3.36,connecticut
110,3.33,connecticut
111,3.16,connecticut
112,3.26,connecticut
113,3.13,connecticut
114,3.32,connecticut
115,3.35,connecticut
116,3.34,connecticut
117,3.11,connecticut
118,3.08,connecticut
119,3.26,connecticut
120,3.18,connecticut
121,3.13,connecticut
122,2.96,connecticut
123,3.4,connecticut
124,3.49,connecticut
125,3.34,connecticut
126,3.49,connecticut
127,3.43,connecticut
128,3.64,connecticut
129,3.36,connecticut
130,3.63,connecticut
131,3.26,connecticut
132,3.34,connecticut
133,3.32,connecticut
134,3.37,connecticut
135,3.24,connecticut
136,3.27,connecticut
137,3.17,connecticut
138,3.24,connecticut
139,3.14,connecticut
140,3.45,connecticut
141,3.46,connecticut
142,3.22,connecticut
143,3.24,connecticut
144,3.36,connecticut
145,3.44,connecticut
146,3.06,connecticut
147,3.33,connecticut
148,3.32,connecticut
149,3.2,connecticut
150,3.33,connecticut
151,3.35,connecticut
1,3.15,delaware
2,3.52,delaware
3,3.52,delaware
4,2.95,delaware
5,3.46,delaware
6,3.13,delaware
7,3.16,delaware
8,3.57,delaware
9,3.45,delaware
10,3.15,delaware
11,3.23,delaware
12,2.98,delaware
13,3.24,delaware
14,2.64,delaware
15,3.28,delaware
16,3.47,delaware
17,3.34,delaware
18,3.2,delaware
19,3.22,delaware
20,2.76,delaware
21,3.15,delaware
22,2.96,delaware
23,3.08,delaware
24,3.26,delaware
25,2.92,delaware
26,3.41,delaware
27,3.2,delaware
28,3.16,delaware
29,3.18,delaware
30,3.25,delaware
31,3.21,delaware
32,3.29,delaware
33,3.12,delaware
34,3.21,delaware
35,3.35,delaware
36,3.22,delaware
37,2.98,delaware
38,2.63,delaware
39,3.12,delaware
40,3.16,delaware
41,3.15,delaware
1,3.24,florida
2,3.26,florida
3,3.07,florida
4,3.03,florida
5,3.1,florida
6,3.18,florida
7,3.07,florida
8,3.15,florida
9,3.0,florida
10,3.24,florida
11,3.05,florida
12,3.28,florida
13,3.38,florida
14,3.42,florida
15,3.33,florida
16,3.06,florida
17,3.16,florida
18,3.3,florida
19,3.23,florida
20,3.32,florida
21,3.05,florida
22,3.06,florida
23,3.2,florida
24,3.06,florida
25,2.88,florida
26,3.16,florida
27,3.2,florida
28,3.52,florida
29,3.38,florida
30,3.33,florida
31,3.15,florida
32,3.21,florida
33,2.53,florida
34,2.78,florida
35,2.98,florida
36,3.01,florida
37,3.15,florida
38,3.16,florida
39,3.31,florida
40,3.34,florida
41,3.29,florida
42,3.66,florida
43,3.98,florida
44,3.33,florida
45,3.56,florida
46,3.47,florida
47,3.0,florida
48,3.56,florida
49,3.31,florida
50,3.27,florida
51,3.09,florida
52,3.0,florida
53,3.18,florida
54,3.13,florida
55,3.14,florida
56,3.52,florida
57,3.31,florida
58,3.36,florida
59,3.22,florida
60,3.02,florida
61,3.51,florida
62,3.32,florida
63,3.21,florida
64,3.1,florida
65,2.91,florida
66,2.96,florida
67,3.08,florida
68,2.97,florida
69,2.93,florida
70,3.62,florida
71,2.98,florida
72,2.86,florida
73,2.96,florida
74,2.73,florida
75,2.76,florida
76,2.73,florida
77,3.21,florida
78,3.13,florida
79,3.51,florida
80,3.42,florida
81,3.31,florida
82,3.05,florida
83,3.27,florida
84,3.13,florida
85,3.06,florida
86,3.41,florida
87,3.81,florida
88,3.71,florida
89,2.8,florida
90,3.31,florida
91,2.67,florida
92,3.49,florida
93,2.86,florida
94,3.77,florida
95,3.6,florida
96,3.38,florida
97,3.38,florida
98,3.32,florida
99,3.43,florida
100,2.91,florida
101,3.7,florida
102,3.88,florida
103,3.95,florida
104,3.53,florida
105,3.93,florida
106,2.68,florida
107,4.02,florida
108,4.08,florida
109,3.94,florida
110,3.68,florida
111,3.74,florida
112,3.35,florida
113,3.19,florida
114,3.59,florida
115,3.55,florida
116,3.54,florida
117,4.11,florida
118,3.82,florida
119,3.91,florida
120,3.69,florida
1,3.03,georgia
2,3.11,georgia
3,3.22,georgia
4,3.67,georgia
5,3.25,georgia
6,3.33,georgia
7,2.94,georgia
8,2.86,georgia
9,3.19,georgia
10,3.19,georgia
11,3.04,georgia
12,3.11,georgia
13,3.26,georgia
14,3.16,georgia
15,3.31,georgia
16,3.26,georgia
17,3.4,georgia
18,3.16,georgia
19,3.29,georgia
20,3.27,georgia
21,3.33,georgia
22,3.33,georgia
23,3.28,georgia
24,3.45,georgia
25,3.51,georgia
26,3.26,georgia
27,3.42,georgia
28,3.35,georgia
29,3.65,georgia
30,3.58,georgia
31,3.32,georgia
32,3.04,georgia
33,3.13,georgia
34,3.11,georgia
35,3.28,georgia
36,3.33,georgia
37,3.14,georgia
38,3.26,georgia
39,3.39,georgia
40,2.82,georgia
41,3.47,georgia
42,3.15,georgia
43,2.97,georgia
44,3.16,georgia
45,3.13,georgia
46,3.17,georgia
47,3.32,georgia
48,3.3,georgia
49,3.28,georgia
50,3.49,georgia
51,3.1,georgia
52,3.13,georgia
53,3.36,georgia
54,3.0,georgia
55,3.51,georgia
56,3.51,georgia
57,3.33,georgia
58,3.53,georgia
59,3.55,georgia
60,3.92,georgia
61,3.64,georgia
62,3.64,georgia
63,3.57,georgia
64,3.58,georgia
65,3.72,georgia
66,3.49,georgia
67,3.44,georgia
68,3.29,georgia
69,3.19,georgia
70,3.13,georgia
71,3.24,georgia
72,3.24,georgia
73,3.38,georgia
74,3.62,georgia
75,3.75,georgia
76,3.5,georgia
77,3.7,georgia
78,3.51,georgia
79,3.21,georgia
80,3.11,georgia
81,3.6,georgia
82,3.2,georgia
83,3.33,georgia
84,3.41,georgia
85,3.56,georgia
86,3.57,georgia
87,3.72,georgia
88,3.34,georgia
89,3.32,georgia
90,3.48,georgia
91,3.41,georgia
92,3.65,georgia
93,3.61,georgia
94,3.5,georgia
95,3.28,georgia
96,3.63,georgia
97,3.42,georgia
98,3.6,georgia
99,3.77,georgia
100,3.65,georgia
101,3.57,georgia
102,3.59,georgia
103,3.48,georgia
104,3.87,georgia
105,3.72,georgia
106,3.52,georgia
107,3.64,georgia
108,3.46,georgia
109,3.42,georgia
110,3.46,georgia
111,3.36,georgia
112,3.24,georgia
113,3.67,georgia
114,3.39,georgia
115,3.18,georgia
116,3.54,georgia
117,3.2,georgia
118,3.44,georgia
119,3.15,georgia
120,3.01,georgia
121,3.41,georgia
122,3.53,georgia
123,3.28,georgia
124,3.34,georgia
125,3.55,georgia
126,3.52,georgia
127,3.64,georgia
128,3.28,georgia
129,3.13,georgia
130,3.38,georgia
131,3.36,georgia
132,3.29,georgia
133,3.21,georgia
134,3.15,georgia
135,3.46,georgia
136,3.27,georgia
137,3.34,georgia
138,3.22,georgia
139,3.11,georgia
140,3.18,georgia
141,3.19,georgia
142,3.62,georgia
143,3.39,georgia
144,3.39,georgia
145,3.37,georgia
146,3.26,georgia
147,3.29,georgia
148,3.16,georgia
149,2.97,georgia
150,3.33,georgia
151,3.17,georgia
152,3.18,georgia
153,3.21,georgia
154,3.17,georgia
155,3.2,georgia
156,3.22,georgia
157,3.09,georgia
158,3.15,georgia
159,3.21,georgia
160,3.07,georgia
161,3.27,georgia
162,3.45,georgia
163,3.15,georgia
164,3.3,georgia
165,3.29,georgia
166,2.91,georgia
167,3.34,georgia
168,3.16,georgia
169,3.47,georgia
170,3.28,georgia
171,3.21,georgia
172,3.38,georgia
173,3.17,georgia
174,3.35,georgia
175,3.14,georgia
176,3.28,georgia
177,3.42,georgia
178,3.2,georgia
179,3.0,georgia
180,3.0,georgia
1,3.51,hawaii
2,3.55,hawaii
3,3.46,hawaii
4,3.43,hawaii
5,3.61,hawaii
6,3.24,hawaii
7,3.44,hawaii
8,3.64,hawaii
9,4.18,hawaii
10,3.4,hawaii
11,3.17,hawaii
12,3.13,hawaii
13,3.49,hawaii
14,3.47,hawaii
15,3.91,hawaii
16,3.7,hawaii
17,3.12,hawaii
18,3.28,hawaii
19,3.3,hawaii
20,3.45,hawaii
21,2.94,hawaii
22,2.41,hawaii
23,3.37,hawaii
24,2.98,hawaii
25,3.13,hawaii
26,2.83,hawaii
27,3.71,hawaii
28,4.82,hawaii
29,3.53,hawaii
30,4.18,hawaii
31,3.62,hawaii
32,3.59,hawaii
33,3.43,hawaii
34,3.8,hawaii
35,4.06,hawaii
36,3.48,hawaii
37,3.41,hawaii
38,5.06,hawaii
39,4.0,hawaii
40,4.23,hawaii
41,3.83,hawaii
42,4.03,hawaii
43,4.17,hawaii
44,4.48,hawaii
45,3.68,hawaii
46,3.68,hawaii
47,4.06,hawaii
48,3.56,hawaii
49,3.61,hawaii
50,3.25,hawaii
51,3.86,hawaii
1,4.07,illinois
2,3.64,illinois
3,3.9,illinois
4,3.57,illinois
5,3.08,illinois
6,3.55,illinois
7,3.38,illinois
8,3.65,illinois
9,3.36,illinois
10,3.64,illinois
11,3.07,illinois
12,2.58,illinois
13,3.09,illinois
14,3.03,illinois
15,3.43,illinois
16,3.63,illinois
17,3.27,illinois
18,3.21,illinois
19,3.33,illinois
20,3.19,illinois
21,3.95,illinois
22,4.05,illinois
23,3.83,illinois
24,3.92,illinois
25,3.34,illinois
26,2.95,illinois
27,3.4,illinois
28,3.56,illinois
29,3.36,illinois
30,3.65,illinois
31,3.43,illinois
32,3.71,illinois
33,3.42,illinois
34,3.29,illinois
35,3.35,illinois
36,3.29,illinois
37,3.38,illinois
38,3.42,illinois
39,3.61,illinois
40,3.55,illinois
41,3.31,illinois
42,3.25,illinois
43,3.87,illinois
44,3.48,illinois
45,3.29,illinois
46,3.43,illinois
47,3.29,illinois
48,3.18,illinois
49,3.4,illinois
50,3.48,illinois
51,3.24,illinois
52,3.25,illinois
53,3.11,illinois
54,3.17,illinois
55,3.22,illinois
56,3.24,illinois
57,3.25,illinois
58,3.14,illinois
59,3.29,illinois
60,3.63,illinois
61,3.35,illinois
62,3.5,illinois
63,3.19,illinois
64,3.16,illinois
65,3.17,illinois
66,3.37,illinois
67,3.25,illinois
68,2.99,illinois
69,3.13,illinois
70,3.24,illinois
71,2.91,illinois
72,3.04,illinois
73,3.03,illinois
74,2.89,illinois
75,3.23,illinois
76,2.97,illinois
77,3.82,illinois
78,3.37,illinois
79,3.21,illinois
80,3.42,illinois
81,3.16,illinois
82,3.23,illinois
83,3.82,illinois
84,3.55,illinois
85,3.53,illinois
86,3.56,illinois
87,2.86,illinois
88,3.02,illinois
89,2.87,illinois
90,3.02,illinois
91,2.88,illinois
92,3.13,illinois
93,2.93,illinois
94,2.96,illinois
95,2.82,illinois
96,3.11,illinois
97,3.6,illinois
98,3.63,illinois
99,2.92,illinois
100,2.88,illinois
101,2.98,illinois
102,2.97,illinois
103,3.02,illinois
104,3.0,illinois
105,3.08,illinois
106,2.96,illinois
107,3.01,illinois
108,3.08,illinois
109,2.92,illinois
110,2.88,illinois
111,2.94,illinois
112,3.02,illinois
113,3.09,illinois
114,3.27,illinois
115,3.02,illinois
116,3.06,illinois
117,3.01,illinois
118,3.06,illinois
1,3.39,indiana
2,3.44,indiana
3,3.2,indiana
4,3.12,indiana
5,3.14,indiana
6,3.44,indiana
7,3.18,indiana
8,2.94,indiana
9,2.87,indiana
10,3.11,indiana
11,3.22,indiana
12,3.12,indiana
13,3.0,indiana
14,3.35,indiana
15,3.19,indiana
16,3.11,indiana
17,3.25,indiana
18,2.97,indiana
19,3.13,indiana
20,2.99,indiana
21,3.36,indiana
22,3.05,indiana
23,3.15,indiana
24,3.28,indiana
25,3.04,indiana
26,3.03,indiana
27,2.99,indiana
28,3.24,indiana
29,3.24,indiana
30,2.94,indiana
31,2.92,indiana
32,2.99,indiana
33,2.98,indiana
34,2.89,indiana
35,2.88,indiana
36,2.95,indiana
37,3.27,indiana
38,3.1,indiana
39,3.1,indiana
40,3.28,indiana
41,2.92,indiana
42,2.95,indiana
43,3.07,indiana
44,2.9,indiana
45,2.97,indiana
46,2.97,indiana
47,3.12,indiana
48,3.09,indiana
49,3.38,indiana
50,2.98,indiana
51,3.3,indiana
52,3.19,indiana
53,3.09,indiana
54,3.03,indiana
55,2.98,indiana
56,3.01,indiana
57,3.1,indiana
58,3.21,indiana
59,3.1,indiana
60,3.06,indiana
61,2.86,indiana
62,3.08,indiana
63,3.19,indiana
64,3.0,indiana
65,2.95,indiana
66,3.13,indiana
67,2.96,indiana
68,3.06,indiana
69,3.07,indiana
70,3.23,indiana
71,3.22,indiana
72,3.16,indiana
73,3.08,indiana
74,3.0,indiana
75,3.03,indiana
76,2.96,indiana
77,3.07,indiana
78,2.96,indiana
79,3.25,indiana
80,3.45,indiana
81,2.99,indiana
82,3.1,indiana
83,3.01,indiana
84,3.07,indiana
85,3.28,indiana
86,2.95,indiana
87,2.97,indiana
88,3.18,indiana
89,3.34,indiana
90,3.36,indiana
91,3.43,indiana
92,3.34,indiana
93,3.14,indiana
94,3.6,indiana
95,3.39,indiana
96,3.24,indiana
97,3.36,indiana
98,3.37,indiana
99,3.6,indiana
100,3.31,indiana
1,2.83,iowa
2,2.76,iowa
3,2.75,iowa
4,3.16,iowa
5,2.99,iowa
6,3.0,iowa
7,2.74,iowa
8,2.83,iowa
9,2.88,iowa
10,2.76,iowa
11,3.04,iowa
12,2.91,iowa
13,3.22,iowa
14,3.27,iowa
15,3.07,iowa
16,2.98,iowa
17,2.81,iowa
18,3.0,iowa
19,3.09,iowa
20,2.93,iowa
21,2.81,iowa
22,2.99,iowa
23,2.93,iowa
24,2.83,iowa
25,3.0,iowa
26,2.97,iowa
27,2.98,iowa
28,2.94,iowa
29,2.87,iowa
30,3.15,iowa
31,3.16,iowa
32,3.42,iowa
33,3.29,iowa
34,3.05,iowa
35,3.63,iowa
36,2.96,iowa
37,3.07,iowa
38,3.16,iowa
39,3.04,iowa
40,3.0,iowa
41,2.93,iowa
42,2.94,iowa
43,2.98,iowa
44,3.13,iowa
45,2.71,iowa
46,2.85,iowa
47,2.84,iowa
48,2.99,iowa
49,2.96,iowa
50,2.89,iowa
51,2.99,iowa
52,2.82,iowa
53,2.85,iowa
54,2.82,iowa
55,2.82,iowa
56,2.83,iowa
57,3.1,iowa
58,2.74,iowa
59,3.01,iowa
60,3.02,iowa
61,3.02,iowa
62,3.17,iowa
63,2.95,iowa
64,3.0,iowa
65,3.02,iowa
66,2.92,iowa
67,3.1,iowa
68,3.03,iowa
69,3.09,iowa
70,2.96,iowa
71,3.26,iowa
72,3.0,iowa
73,2.91,iowa
74,3.05,iowa
75,2.92,iowa
76,2.83,iowa
77,3.12,iowa
78,2.96,iowa
79,2.96,iowa
80,2.95,iowa
81,2.93,iowa
82,3.03,iowa
83,2.98,iowa
84,2.88,iowa
85,2.88,iowa
86,2.79,iowa
87,2.88,iowa
88,3.11,iowa
89,3.0,iowa
90,3.33,iowa
91,3.05,iowa
92,3.13,iowa
93,3.11,iowa
94,3.09,iowa
95,3.0,iowa
96,2.86,iowa
97,2.95,iowa
98,2.92,iowa
99,2.88,iowa
100,2.84,iowa
1,3.17,kansas
2,3.13,kansas
3,3.14,kansas
4,2.9,kansas
5,3.02,kansas
6,3.03,kansas
7,2.89,kansas
8,3.33,kansas
9,2.98,kansas
10,2.88,kansas
11,2.97,kansas
12,2.93,kansas
13,2.78,kansas
14,3.18,kansas
15,3.45,kansas
16,2.87,kansas
17,3.12,kansas
18,2.89,kansas
19,2.98,kansas
20,2.9,kansas
21,2.93,kansas
22,2.95,kansas
23,3.09,kansas
24,2.8,kansas
25,2.93,kansas
26,3.27,kansas
27,3.18,kansas
28,3.16,kansas
29,2.9,kansas
30,3.05,kansas
31,3.32,kansas
32,3.81,kansas
33,3.26,kansas
34,3.73,kansas
35,3.41,kansas
36,3.19,kansas
37,3.44,kansas
38,3.16,kansas
39,3.38,kansas
40,3.26,kansas
41,3.26,kansas
42,3.22,kansas
43,3.32,kansas
44,3.07,kansas
45,3.07,kansas
46,2.93,kansas
47,2.96,kansas
48,3.09,kansas
49,3.22,kansas
50,3.05,kansas
51,3.19,kansas
52,2.96,kansas
53,2.86,kansas
54,3.05,kansas
55,3.03,kansas
56,2.99,kansas
57,3.34,kansas
58,3.36,kansas
59,3.03,kansas
60,2.96,kansas
61,3.12,kansas
62,2.95,kansas
63,3.09,kansas
64,3.13,kansas
65,3.61,kansas
66,2.91,kansas
67,2.93,kansas
68,3.09,kansas
69,3.14,kansas
70,2.98,kansas
71,2.87,kansas
72,3.0,kansas
73,2.89,kansas
74,2.97,kansas
75,3.1,kansas
76,2.95,kansas
77,3.15,kansas
78,3.39,kansas
79,3.03,kansas
80,3.1,kansas
81,3.31,kansas
82,3.1,kansas
83,3.35,kansas
84,3.55,kansas
85,2.97,kansas
86,3.45,kansas
87,3.03,kansas
88,3.43,kansas
89,3.31,kansas
90,3.46,kansas
91,3.4,kansas
92,3.11,kansas
93,3.21,kansas
94,3.21,kansas
95,3.28,kansas
96,3.31,kansas
97,3.25,kansas
98,3.29,kansas
99,3.26,kansas
100,3.14,kansas
101,3.37,kansas
102,3.19,kansas
103,3.6,kansas
104,2.83,kansas
105,3.07,kansas
106,2.82,kansas
107,2.91,kansas
108,2.89,kansas
109,2.73,kansas
110,2.88,kansas
111,2.99,kansas
112,2.94,kansas
113,3.02,kansas
114,3.04,kansas
115,3.25,kansas
116,3.15,kansas
117,2.89,kansas
118,2.81,kansas
119,3.56,kansas
120,2.77,kansas
121,3.2,kansas
122,3.36,kansas
123,3.39,kansas
124,3.37,kansas
125,3.66,kansas
1,2.99,kentucky
2,3.15,kentucky
3,2.98,kentucky
4,2.86,kentucky
5,2.9,kentucky
6,2.78,kentucky
7,2.95,kentucky
8,3.26,kentucky
9,3.1,kentucky
10,3.19,kentucky
11,2.91,kentucky
12,3.01,kentucky
13,3.05,kentucky
14,3.07,kentucky
15,3.09,kentucky
16,3.13,kentucky
17,3.03,kentucky
18,3.22,kentucky
19,2.94,kentucky
20,3.03,kentucky
21,2.94,kentucky
22,3.07,kentucky
23,3.08,kentucky
24,3.0,kentucky
25,3.12,kentucky
26,3.09,kentucky
27,3.15,kentucky
28,3.12,kentucky
29,3.1,kentucky
30,3.19,kentucky
31,3.05,kentucky
32,2.91,kentucky
33,3.06,kentucky
34,2.84,kentucky
35,3.03,kentucky
36,3.07,kentucky
37,3.22,kentucky
38,3.15,kentucky
39,2.99,kentucky
40,3.2,kentucky
41,3.11,kentucky
42,3.17,kentucky
43,3.25,kentucky
44,3.13,kentucky
45,2.96,kentucky
46,3.05,kentucky
47,3.14,kentucky
48,3.02,kentucky
49,3.17,kentucky
50,3.05,kentucky
51,3.07,kentucky
52,3.15,kentucky
53,3.02,kentucky
54,3.05,kentucky
55,3.03,kentucky
56,3.04,kentucky
57,2.94,kentucky
58,3.1,kentucky
59,3.34,kentucky
60,3.25,kentucky
61,3.25,kentucky
62,3.11,kentucky
63,3.09,kentucky
64,3.26,kentucky
65,3.12,kentucky
66,3.15,kentucky
67,2.98,kentucky
68,3.01,kentucky
69,3.07,kentucky
70,3.03,kentucky
71,3.02,kentucky
72,3.09,kentucky
73,2.97,kentucky
74,3.07,kentucky
75,2.8,kentucky
76,2.91,kentucky
77,3.16,kentucky
78,3.12,kentucky
79,2.85,kentucky
80,2.98,kentucky
81,3.0,kentucky
82,3.09,kentucky
83,3.05,kentucky
84,2.94,kentucky
85,3.05,kentucky
86,3.11,kentucky
87,2.97,kentucky
88,2.95,kentucky
89,3.0,kentucky
90,3.08,kentucky
91,3.07,kentucky
92,3.01,kentucky
93,3.0,kentucky
94,2.77,kentucky
95,2.98,kentucky
96,3.02,kentucky
97,2.98,kentucky
98,2.91,kentucky
99,3.04,kentucky
100,2.92,kentucky
1,2.67,maine
2,3.04,maine
3,2.69,maine
4,2.92,maine
5,2.94,maine
6,3.22,maine
7,2.79,maine
8,2.76,maine
9,2.76,maine
10,3.08,maine
11,2.9,maine
12,3.14,maine
13,2.57,maine
14,2.68,maine
15,3.01,maine
16,2.73,maine
17,3.26,maine
