district,average family size,state
51,3.11,tennessee
52,3.25,tennessee
53,3.25,tennessee
54,3.27,tennessee
55,2.9,tennessee
56,2.85,tennessee
57,3.17,tennessee
58,3.32,tennessee
59,3.54,tennessee
60,3.03,tennessee
61,3.18,tennessee
62,3.09,tennessee
63,3.29,tennessee
64,3.08,tennessee
65,3.27,tennessee
66,3.13,tennessee
67,3.25,tennessee
68,3.23,tennessee
69,3.14,tennessee
70,3.02,tennessee
71,3.08,tennessee
72,3.06,tennessee
73,3.07,tennessee
74,3.2,tennessee
75,2.92,tennessee
76,2.87,tennessee
77,2.89,tennessee
78,3.17,tennessee
79,3.01,tennessee
80,3.19,tennessee
81,3.25,tennessee
82,3.16,tennessee
83,3.04,tennessee
84,3.54,tennessee
85,3.35,tennessee
86,3.39,tennessee
87,3.52,tennessee
88,3.51,tennessee
89,3.07,tennessee
90,3.31,tennessee
91,3.56,tennessee
92,3.0,tennessee
93,3.27,tennessee
94,3.11,tennessee
95,3.24,tennessee
96,3.22,tennessee
97,3.25,tennessee
98,3.46,tennessee
99,3.32,tennessee
1,3.14,texas
2,3.3,texas
3,3.45,texas
4,3.38,texas
5,3.21,texas
6,3.38,texas
7,3.26,texas
8,3.15,texas
9,3.26,texas
10,3.34,texas
11,3.2,texas
12,3.34,texas
13,3.15,texas
14,3.14,texas
15,3.31,texas
16,3.31,texas
17,3.48,texas
18,3.22,texas
19,3.21,texas
20,3.15,texas
21,3.09,texas
22,3.31,texas
23,3.25,texas
24,3.24,texas
25,3.28,texas
26,3.43,texas
27,3.57,texas
28,3.56,texas
29,3.46,texas
30,3.23,texas
31,3.9,texas
32,3.15,texas
33,3.33,texas
34,3.42,texas
35,4.05,texas
36,4.02,texas
37,3.95,texas
38,3.98,texas
39,4.15,texas
40,4.27,texas
41,3.76,texas
42,4.14,texas
43,3.4,texas
44,3.37,texas
45,3.29,texas
46,3.61,texas
47,3.19,texas
48,3.01,texas
49,3.01,texas
50,3.28,texas
51,3.73,texas
52,3.63,texas
53,3.08,texas
54,3.44,texas
55,3.32,texas
56,3.21,texas
57,3.23,texas
58,3.23,texas
59,3.15,texas
60,3.24,texas
61,3.24,texas
62,3.1,texas
63,3.35,texas
64,3.23,texas
65,3.2,texas
66,3.05,texas
67,3.22,texas
68,2.98,texas
69,3.02,texas
70,3.39,texas
71,3.12,texas
72,3.26,texas
73,3.16,texas
74,3.78,texas
75,3.99,texas
76,3.64,texas
77,3.56,texas
78,3.67,texas
79,3.67,texas
80,4.13,texas
81,3.6,texas
82,3.42,texas
83,3.28,texas
84,3.19,texas
85,3.55,texas
86,3.19,texas
87,3.41,texas
88,3.37,texas
89,3.51,texas
90,4.14,texas
91,3.35,texas
92,3.1,texas
93,3.46,texas
94,3.23,texas
95,3.59,texas
96,3.41,texas
97,3.08,texas
98,3.3,texas
99,3.33,texas
100,3.59,texas
101,3.71,texas
102,3.29,texas
103,3.63,texas
104,3.96,texas
105,3.55,texas
106,3.38,texas
107,3.47,texas
108,2.92,texas
109,3.53,texas
110,4.03,texas
111,3.51,texas
112,3.48,texas
113,3.56,texas
114,3.07,texas
115,3.22,texas
116,3.5,texas
117,4.0,texas
118,3.82,texas
119,3.67,texas
120,3.71,texas
121,3.22,texas
122,3.32,texas
123,3.45,texas
124,3.75,texas
125,3.69,texas
126,3.4,texas
127,3.43,texas
128,3.37,texas
129,3.3,texas
130,3.49,texas
131,3.82,texas
132,3.66,texas
133,3.05,texas
134,2.89,texas
135,3.47,texas
136,3.52,texas
137,3.33,texas
138,3.51,texas
139,3.67,texas
140,4.17,texas
141,3.63,texas
142,3.69,texas
143,3.88,texas
144,3.89,texas
145,3.71,texas
146,3.4,texas
147,3.45,texas
148,3.5,texas
149,3.69,texas
150,3.35,texas
1,3.49,utah
2,4.49,utah
3,3.7,utah
4,3.34,utah
5,3.9,utah
6,4.14,utah
7,3.52,utah
8,3.37,utah
9,3.6,utah
10,3.46,utah
11,3.36,utah
12,3.6,utah
13,3.72,utah
14,3.86,utah
15,4.12,utah
16,3.44,utah
17,3.59,utah
18,3.79,utah
19,3.37,utah
20,3.57,utah
21,3.66,utah
22,3.85,utah
23,3.89,utah
24,2.76,utah
25,2.97,utah
26,3.76,utah
27,4.25,utah
28,3.11,utah
29,3.62,utah
30,4.17,utah
31,4.08,utah
32,3.64,utah
33,3.81,utah
34,3.5,utah
35,3.33,utah
36,3.32,utah
37,3.12,utah
38,4.12,utah
39,3.67,utah
40,3.11,utah
41,3.97,utah
42,4.05,utah
43,3.68,utah
44,3.34,utah
45,3.43,utah
46,3.17,utah
47,3.69,utah
48,3.87,utah
49,3.44,utah
50,3.74,utah
51,3.66,utah
52,4.15,utah
53,3.39,utah
54,3.39,utah
55,3.86,utah
56,4.13,utah
57,3.99,utah
58,3.53,utah
59,3.96,utah
60,3.81,utah
61,3.75,utah
62,3.34,utah
63,2.96,utah
64,3.56,utah
65,4.0,utah
66,4.0,utah
67,4.03,utah
68,3.59,utah
69,3.25,utah
70,3.38,utah
71,3.86,utah
72,3.5,utah
73,3.92,utah
74,3.27,utah
75,3.3,utah
addison-2,2.8,vermont
addison-5,2.8,vermont
addison-rutland,2.97,vermont
bennington-1,2.92,vermont
bennington-3,2.87,vermont
bennington-rutland,2.68,vermont
chittenden-1,2.97,vermont
chittenden-4-1,2.92,vermont
chittenden-4-2,3.06,vermont
chittenden-5-1,2.91,vermont
chittenden-5-2,3.1,vermont
chittenden-6-2,2.74,vermont
chittenden-6-6,2.77,vermont
chittenden-7-1,2.77,vermont
chittenden-7-2,3.01,vermont
chittenden-7-3,2.39,vermont
chittenden-7-4,2.9,vermont
chittenden-8-3,3.06,vermont
caledonia-1,3.06,vermont
caledonia-2,3.36,vermont
caledonia-washington,2.97,vermont
essex-caledonia,2.8,vermont
essex-caledonia-orleans,2.65,vermont
franklin-1,3.24,vermont
franklin-2,3.28,vermont
franklin-6,3.0,vermont
franklin-7,2.94,vermont
franklin-3-2,3.17,vermont
lamoille-1,2.9,vermont
lamoille-3,2.83,vermont
orange-caledonia,2.84,vermont
orleans-lamoille,2.89,vermont
orange-2,2.64,vermont
rutland-1,2.94,vermont
rutland-4,3.02,vermont
rutland-bennington,2.83,vermont
rutland-windsor-1,2.68,vermont
rutland-5-1,2.75,vermont
rutland-5-2,2.94,vermont
rutland-5-3,2.68,vermont
rutland-5-4,2.82,vermont
rutland-windsor-2,2.68,vermont
windham-1,2.86,vermont
windham-5,2.67,vermont
windham-6,2.86,vermont
windham-2-1,2.65,vermont
windham-2-2,2.79,vermont
windham-2-3,2.69,vermont
washington-5,2.76,vermont
washington-6,2.91,vermont
windham-bennington-windsor,2.69,vermont
windham-bennington,2.73,vermont
windsor-2,2.75,vermont
windsor-5,2.65,vermont
windsor-rutland,2.91,vermont
windsor-3-1,2.98,vermont
windsor-4-1,2.73,vermont
windsor-orange-1,2.9,vermont
2,2.89,west virginia
5,3.18,west virginia
6,3.44,west virginia
7,2.98,west virginia
8,2.88,west virginia
9,2.95,west virginia
11,3.01,west virginia
12,3.1,west virginia
14,3.06,west virginia
15,3.09,west virginia
18,3.05,west virginia
20,2.85,west virginia
21,2.85,west virginia
23,2.96,west virginia
25,2.79,west virginia
26,2.94,west virginia
29,2.89,west virginia
30,2.9,west virginia
31,2.94,west virginia
33,3.08,west virginia
34,3.15,west virginia
37,2.83,west virginia
38,2.98,west virginia
39,2.85,west virginia
40,2.8,west virginia
41,2.78,west virginia
44,2.79,west virginia
45,3.06,west virginia
46,2.97,west virginia
47,3.15,west virginia
49,3.01,west virginia
52,2.95,west virginia
53,2.96,west virginia
54,3.37,west virginia
55,3.02,west virginia
56,3.11,west virginia
57,3.36,west virginia
58,3.07,west virginia
59,3.11,west virginia
60,3.03,west virginia
61,3.06,west virginia
62,3.04,west virginia
63,3.08,west virginia
64,3.12,west virginia
65,3.04,west virginia
66,3.16,west virginia
67,3.03,west virginia
1,2.76,wisconsin
2,2.96,wisconsin
3,3.04,wisconsin
4,2.92,wisconsin
5,3.08,wisconsin
6,2.95,wisconsin
7,3.13,wisconsin
8,3.89,wisconsin
9,3.63,wisconsin
10,3.36,wisconsin
11,3.41,wisconsin
12,3.3,wisconsin
13,2.99,wisconsin
14,3.05,wisconsin
15,2.9,wisconsin
16,3.56,wisconsin
17,3.31,wisconsin
18,3.39,wisconsin
19,2.62,wisconsin
20,3.01,wisconsin
21,3.1,wisconsin
22,2.97,wisconsin
23,2.99,wisconsin
24,2.93,wisconsin
25,2.92,wisconsin
26,2.96,wisconsin
27,2.93,wisconsin
28,2.83,wisconsin
29,2.99,wisconsin
30,3.0,wisconsin
31,3.01,wisconsin
32,3.08,wisconsin
33,2.96,wisconsin
34,2.73,wisconsin
35,2.77,wisconsin
36,2.8,wisconsin
37,3.05,wisconsin
38,3.01,wisconsin
39,3.09,wisconsin
40,2.87,wisconsin
41,2.87,wisconsin
42,2.97,wisconsin
43,2.94,wisconsin
44,2.93,wisconsin
45,3.11,wisconsin
46,3.12,wisconsin
47,3.0,wisconsin
48,2.97,wisconsin
49,2.99,wisconsin
50,3.04,wisconsin
51,2.93,wisconsin
52,2.93,wisconsin
53,2.97,wisconsin
54,2.92,wisconsin
55,2.95,wisconsin
56,3.0,wisconsin
57,3.07,wisconsin
58,2.94,wisconsin
59,2.95,wisconsin
60,2.99,wisconsin
61,3.13,wisconsin
62,2.99,wisconsin
63,2.96,wisconsin
64,3.08,wisconsin
65,3.25,wisconsin
66,3.3,wisconsin
67,2.93,wisconsin
68,3.06,wisconsin
69,3.07,wisconsin
70,2.94,wisconsin
71,2.92,wisconsin
72,2.85,wisconsin
73,2.75,wisconsin
74,2.64,wisconsin
75,2.84,wisconsin
76,2.56,wisconsin
77,2.94,wisconsin
78,2.86,wisconsin
79,2.93,wisconsin
80,3.04,wisconsin
81,2.99,wisconsin
82,3.04,wisconsin
83,3.01,wisconsin
84,2.99,wisconsin
85,2.95,wisconsin
86,2.95,wisconsin
87,2.81,wisconsin
88,3.08,wisconsin
89,2.86,wisconsin
90,3.15,wisconsin
91,3.0,wisconsin
92,2.93,wisconsin
93,2.96,wisconsin
94,3.04,wisconsin
95,2.85,wisconsin
96,3.07,wisconsin
97,3.04,wisconsin
98,3.01,wisconsin
99,3.08,wisconsin
1,2.82,wyoming
2,2.79,wyoming
3,3.14,wyoming
4,2.78,wyoming
5,3.02,wyoming
6,3.03,wyoming
7,2.95,wyoming
8,2.84,wyoming
9,3.18,wyoming
10,3.22,wyoming
11,3.05,wyoming
12,3.11,wyoming
13,2.91,wyoming
14,3.02,wyoming
15,3.01,wyoming
16,3.21,wyoming
17,3.25,wyoming
18,3.08,wyoming
19,3.36,wyoming
20,3.61,wyoming
21,3.41,wyoming
22,2.97,wyoming
23,3.01,wyoming
24,2.81,wyoming
25,2.96,wyoming
26,3.23,wyoming
27,2.97,wyoming
28,2.91,wyoming
29,3.04,wyoming
30,2.69,wyoming
31,3.42,wyoming
32,3.16,wyoming
33,4.22,wyoming
34,2.93,wyoming
35,2.92,wyoming
36,2.96,wyoming
37,3.02,wyoming
38,3.09,wyoming
39,3.16,wyoming
40,2.85,wyoming
41,2.93,wyoming
42,2.95,wyoming
43,3.19,wyoming
44,2.85,wyoming
45,3.08,wyoming
46,2.88,wyoming
47,2.99,wyoming
48,3.3,wyoming
49,3.29,wyoming
50,2.78,wyoming
51,2.88,wyoming
52,3.4,wyoming
53,3.03,wyoming
54,2.92,wyoming
55,2.99,wyoming
56,2.89,wyoming
57,3.25,wyoming
58,2.86,wyoming
59,3.09,wyoming
60,3.25,wyoming
