LogisticRegression()_36_features,LogisticRegression()_37_features,LogisticRegression()_38_features,LogisticRegression()_39_features,LogisticRegression()_40_features,KNeighborsClassifier()_28_features,KNeighborsClassifier()_29_features,KNeighborsClassifier()_30_features,KNeighborsClassifier()_31_features,KNeighborsClassifier()_32_features,KNeighborsClassifier()_33_features,SVC(kernel='linear')_30_features,SVC(kernel='linear')_31_features,SVC(kernel='linear')_32_features,SVC(kernel='linear')_33_features,SVC(kernel='linear')_34_features,RandomForestClassifier()_27_features,RandomForestClassifier()_28_features,RandomForestClassifier()_29_features,RandomForestClassifier()_30_features,RandomForestClassifier()_31_features,XGBClassifier()_31_features,XGBClassifier()_32_features,XGBClassifier()_33_features,XGBClassifier()_34_features,XGBClassifier()_35_features,LGBMClassifier()_29_features,LGBMClassifier()_30_features,HistGradientBoostingClassifier()_26_features,HistGradientBoostingClassifier()_27_features,HistGradientBoostingClassifier()_28_features,HistGradientBoostingClassifier()_29_features,HistGradientBoostingClassifier()_30_features,<catboost.core.CatBoostClassifier object at 0x7f6f4f44ced0>_33_features,<catboost.core.CatBoostClassifier object at 0x7f6f4f44ced0>_34_features,<catboost.core.CatBoostClassifier object at 0x7f6f4f44ced0>_35_features,<catboost.core.CatBoostClassifier object at 0x7f6f4f44ced0>_36_features,<catboost.core.CatBoostClassifier object at 0x7f6f4f44ced0>_37_features
0.8621908127208481,0.8674911660777385,0.8692579505300353,0.8657243816254417,0.8639575971731449,0.8551236749116607,0.8568904593639576,0.8745583038869258,0.8692579505300353,0.8692579505300353,0.8674911660777385,0.8498233215547704,0.8586572438162544,0.8604240282685512,0.8586572438162544,0.8551236749116607,0.8657243816254417,0.8657243816254417,0.8604240282685512,0.8462897526501767,0.8621908127208481,0.8586572438162544,0.8498233215547704,0.8639575971731449,0.8551236749116607,0.8604240282685512,0.8816254416961131,0.8869257950530035,0.8798586572438163,0.8710247349823321,0.8869257950530035,0.8745583038869258,0.8780918727915195,0.8869257950530035,0.8780918727915195,0.8833922261484098,0.8780918727915195,0.872791519434629
