LogisticRegression()_32_features,LogisticRegression()_34_features,LogisticRegression()_36_features,LogisticRegression()_38_features,LogisticRegression()_40_features,KNeighborsClassifier()_32_features,KNeighborsClassifier()_34_features,KNeighborsClassifier()_36_features,KNeighborsClassifier()_38_features,KNeighborsClassifier()_40_features,SVC(kernel='linear')_26_features,SVC(kernel='linear')_28_features,SVC(kernel='linear')_30_features,SVC(kernel='linear')_32_features,SVC(kernel='linear')_34_features,RandomForestClassifier()_25_features,RandomForestClassifier()_27_features,RandomForestClassifier()_29_features,RandomForestClassifier()_31_features,RandomForestClassifier()_33_features,XGBClassifier()_29_features,XGBClassifier()_31_features,XGBClassifier()_33_features,XGBClassifier()_35_features,XGBClassifier()_37_features,LGBMClassifier()_22_features,LGBMClassifier()_24_features,LGBMClassifier()_26_features,LGBMClassifier()_28_features,LGBMClassifier()_30_features,HistGradientBoostingClassifier()_24_features,HistGradientBoostingClassifier()_26_features,HistGradientBoostingClassifier()_28_features,HistGradientBoostingClassifier()_30_features,HistGradientBoostingClassifier()_32_features,<catboost.core.CatBoostClassifier object at 0x7f6f4f44ced0>_32_features,<catboost.core.CatBoostClassifier object at 0x7f6f4f44ced0>_34_features,<catboost.core.CatBoostClassifier object at 0x7f6f4f44ced0>_36_features,<catboost.core.CatBoostClassifier object at 0x7f6f4f44ced0>_38_features,<catboost.core.CatBoostClassifier object at 0x7f6f4f44ced0>_40_features
0.8515901060070671,0.8551236749116607,0.8621908127208481,0.8692579505300353,0.8639575971731449,0.8692579505300353,0.8657243816254417,0.8621908127208481,0.8657243816254417,0.8674911660777385,0.8445229681978799,0.8462897526501767,0.8498233215547704,0.8604240282685512,0.8551236749116607,0.8568904593639576,0.8621908127208481,0.8657243816254417,0.8657243816254417,0.8586572438162544,0.8551236749116607,0.8586572438162544,0.8639575971731449,0.8604240282685512,0.8480565371024735,0.8657243816254417,0.8816254416961131,0.8780918727915195,0.8816254416961131,0.8869257950530035,0.8657243816254417,0.8798586572438163,0.8869257950530035,0.8780918727915195,0.8833922261484098,0.8763250883392226,0.8780918727915195,0.8780918727915195,0.8745583038869258,0.8745583038869258
