state,district,office,year,target
maine,14,state house,2016,1
maine,18,state house,2016,1
maine,19,state house,2016,0
maine,4,state house,2016,0
massachusetts,4th barnstable,state house,2016,1
massachusetts,1st barnstable,state house,2016,0
massachusetts,2nd barnstable,state house,2016,0
massachusetts,5th barnstable,state house,2016,0
massachusetts,3rd barnstable,state house,2016,0
massachusetts,"barnstable, dukes and nantucket",state house,2016,1
massachusetts,4th berkshire,state house,2016,1
massachusetts,1st berkshire,state house,2016,1
massachusetts,2nd berkshire,state house,2016,1
massachusetts,3rd berkshire,state house,2016,1
massachusetts,11th plymouth,state house,2016,1
massachusetts,3rd bristol,state house,2016,0
massachusetts,8th bristol,state house,2016,1
massachusetts,14th bristol,state house,2016,0
massachusetts,1st bristol,state house,2016,0
massachusetts,8th norfolk,state house,2016,1
massachusetts,4th bristol,state house,2016,0
massachusetts,2nd bristol,state house,2016,1
massachusetts,11th bristol,state house,2016,1
massachusetts,9th bristol,state house,2016,1
massachusetts,10th bristol,state house,2016,1
massachusetts,7th bristol,state house,2016,1
massachusetts,6th bristol,state house,2016,1
massachusetts,13th bristol,state house,2016,1
massachusetts,12th bristol,state house,2016,0
massachusetts,5th bristol,state house,2016,1
massachusetts,8th plymouth,state house,2016,0
massachusetts,14th essex,state house,2016,1
massachusetts,16th essex,state house,2016,1
massachusetts,17th essex,state house,2016,1
massachusetts,1st essex,state house,2016,0
massachusetts,5th essex,state house,2016,1
massachusetts,7th essex,state house,2016,1
massachusetts,18th essex,state house,2016,0
massachusetts,4th essex,state house,2016,0
massachusetts,6th essex,state house,2016,1
massachusetts,2nd essex,state house,2016,0
massachusetts,13th essex,state house,2016,1
massachusetts,3rd essex,state house,2016,1
massachusetts,15th essex,state house,2016,1
massachusetts,9th essex,state house,2016,0
massachusetts,10th essex,state house,2016,1
massachusetts,8th essex,state house,2016,1
massachusetts,11th essex,state house,2016,1
massachusetts,20th middlesex,state house,2016,0
massachusetts,12th essex,state house,2016,1
massachusetts,16th suffolk,state house,2016,1
massachusetts,2nd franklin,state house,2016,0
massachusetts,1st franklin,state house,2016,1
massachusetts,1st hampshire,state house,2016,1
massachusetts,12th hampden,state house,2016,1
massachusetts,2nd hampden,state house,2016,1
massachusetts,3rd hampden,state house,2016,0
massachusetts,1st hampden,state house,2016,0
massachusetts,8th hampden,state house,2016,1
massachusetts,6th hampden,state house,2016,1
massachusetts,9th hampden,state house,2016,1
massachusetts,7th hampden,state house,2016,1
massachusetts,5th hampden,state house,2016,1
massachusetts,10th hampden,state house,2016,1
massachusetts,11th hampden,state house,2016,1
massachusetts,4th hampden,state house,2016,1
massachusetts,3rd hampshire,state house,2016,1
massachusetts,2nd hampshire,state house,2016,1
massachusetts,5th worcester,state house,2016,0
massachusetts,9th middlesex,state house,2016,1
massachusetts,21st middlesex,state house,2016,1
massachusetts,29th middlesex,state house,2016,1
massachusetts,10th middlesex,state house,2016,1
massachusetts,14th norfolk,state house,2016,1
massachusetts,13th middlesex,state house,2016,1
massachusetts,4th middlesex,state house,2016,1
massachusetts,31st middlesex,state house,2016,1
massachusetts,1st middlesex,state house,2016,0
massachusetts,11th middlesex,state house,2016,1
massachusetts,12th middlesex,state house,2016,1
massachusetts,14th middlesex,state house,2016,1
massachusetts,5th middlesex,state house,2016,1
massachusetts,16th middlesex,state house,2016,1
massachusetts,17th middlesex,state house,2016,1
massachusetts,2nd middlesex,state house,2016,1
massachusetts,37th middlesex,state house,2016,1
massachusetts,36th middlesex,state house,2016,1
massachusetts,18th middlesex,state house,2016,1
massachusetts,19th middlesex,state house,2016,1
massachusetts,35th middlesex,state house,2016,1
massachusetts,23rd middlesex,state house,2016,1
massachusetts,34th middlesex,state house,2016,1
massachusetts,26th middlesex,state house,2016,1
massachusetts,27th middlesex,state house,2016,1
massachusetts,15th middlesex,state house,2016,1
massachusetts,8th suffolk,state house,2016,1
massachusetts,25th middlesex,state house,2016,1
massachusetts,24th middlesex,state house,2016,1
massachusetts,33rd middlesex,state house,2016,1
massachusetts,32nd middlesex,state house,2016,1
massachusetts,3rd middlesex,state house,2016,1
massachusetts,28th middlesex,state house,2016,1
massachusetts,7th middlesex,state house,2016,1
massachusetts,6th middlesex,state house,2016,1
massachusetts,8th middlesex,state house,2016,1
massachusetts,30th middlesex,state house,2016,1
massachusetts,22nd middlesex,state house,2016,0
massachusetts,10th norfolk,state house,2016,1
massachusetts,7th norfolk,state house,2016,1
massachusetts,5th norfolk,state house,2016,1
massachusetts,1st norfolk,state house,2016,1
massachusetts,6th norfolk,state house,2016,1
massachusetts,9th norfolk,state house,2016,0
massachusetts,13th norfolk,state house,2016,1
massachusetts,3rd plymouth,state house,2016,1
massachusetts,2nd norfolk,state house,2016,1
massachusetts,3rd norfolk,state house,2016,1
massachusetts,13th suffolk,state house,2016,1
massachusetts,8th worcester,state house,2016,0
massachusetts,18th suffolk,state house,2016,1
massachusetts,15th norfolk,state house,2016,1
massachusetts,15th suffolk,state house,2016,1
massachusetts,10th suffolk,state house,2016,1
massachusetts,11th norfolk,state house,2016,1
massachusetts,10th worcester,state house,2016,1
massachusetts,12th suffolk,state house,2016,1
massachusetts,12th norfolk,state house,2016,1
massachusetts,4th norfolk,state house,2016,1
massachusetts,12th plymouth,state house,2016,1
massachusetts,1st plymouth,state house,2016,0
massachusetts,2nd plymouth,state house,2016,0
massachusetts,6th plymouth,state house,2016,1
massachusetts,5th plymouth,state house,2016,0
massachusetts,4th plymouth,state house,2016,1
massachusetts,9th plymouth,state house,2016,1
massachusetts,10th plymouth,state house,2016,1
massachusetts,7th plymouth,state house,2016,0
massachusetts,1st suffolk,state house,2016,1
massachusetts,2nd suffolk,state house,2016,1
massachusetts,3rd suffolk,state house,2016,1
massachusetts,9th suffolk,state house,2016,1
massachusetts,4th suffolk,state house,2016,1
massachusetts,5th suffolk,state house,2016,1
massachusetts,7th suffolk,state house,2016,1
massachusetts,11th suffolk,state house,2016,1
massachusetts,6th suffolk,state house,2016,1
massachusetts,14th suffolk,state house,2016,1
massachusetts,17th suffolk,state house,2016,1
massachusetts,19th suffolk,state house,2016,1
massachusetts,18th worcester,state house,2016,0
massachusetts,12th worcester,state house,2016,1
massachusetts,7th worcester,state house,2016,0
massachusetts,1st worcester,state house,2016,0
massachusetts,6th worcester,state house,2016,0
massachusetts,4th worcester,state house,2016,1
massachusetts,3rd worcester,state house,2016,1
massachusetts,9th worcester,state house,2016,0
massachusetts,17th worcester,state house,2016,0
massachusetts,11th worcester,state house,2016,0
massachusetts,13th worcester,state house,2016,1
massachusetts,14th worcester,state house,2016,1
massachusetts,15th worcester,state house,2016,1
massachusetts,16th worcester,state house,2016,1
massachusetts,2nd worcester,state house,2016,1
michigan,106,state house,2016,0
michigan,109,state house,2016,1
michigan,80,state house,2016,0
michigan,72,state house,2016,0
michigan,105,state house,2016,0
michigan,97,state house,2016,0
michigan,110,state house,2016,1
michigan,87,state house,2016,0
michigan,96,state house,2016,1
michigan,98,state house,2016,0
michigan,101,state house,2016,0
michigan,79,state house,2016,0
michigan,78,state house,2016,0
michigan,58,state house,2016,0
michigan,62,state house,2016,0
michigan,63,state house,2016,0
michigan,59,state house,2016,0
michigan,107,state house,2016,0
michigan,93,state house,2016,0
michigan,103,state house,2016,0
michigan,108,state house,2016,0
michigan,71,state house,2016,0
michigan,65,state house,2016,0
michigan,51,state house,2016,0
michigan,48,state house,2016,1
michigan,50,state house,2016,1
michigan,34,state house,2016,1
michigan,49,state house,2016,1
michigan,104,state house,2016,0
michigan,70,state house,2016,0
michigan,84,state house,2016,0
michigan,67,state house,2016,1
michigan,69,state house,2016,1
michigan,68,state house,2016,1
michigan,86,state house,2016,0
michigan,99,state house,2016,0
michigan,64,state house,2016,0
michigan,61,state house,2016,0
michigan,60,state house,2016,1
michigan,66,state house,2016,0
michigan,73,state house,2016,0
michigan,76,state house,2016,1
michigan,74,state house,2016,0
michigan,77,state house,2016,0
michigan,75,state house,2016,1
michigan,100,state house,2016,0
michigan,82,state house,2016,0
michigan,57,state house,2016,0
michigan,47,state house,2016,0
michigan,42,state house,2016,0
michigan,36,state house,2016,0
michigan,25,state house,2016,1
michigan,33,state house,2016,0
michigan,30,state house,2016,0
michigan,24,state house,2016,0
michigan,32,state house,2016,0
michigan,31,state house,2016,1
michigan,22,state house,2016,1
michigan,18,state house,2016,1
michigan,28,state house,2016,1
michigan,102,state house,2016,0
michigan,17,state house,2016,0
michigan,56,state house,2016,0
michigan,91,state house,2016,0
michigan,92,state house,2016,1
michigan,40,state house,2016,0
michigan,44,state house,2016,0
michigan,26,state house,2016,1
michigan,29,state house,2016,1
michigan,35,state house,2016,1
michigan,37,state house,2016,1
michigan,45,state house,2016,0
michigan,41,state house,2016,0
michigan,46,state house,2016,0
michigan,39,state house,2016,0
michigan,27,state house,2016,1
michigan,38,state house,2016,0
michigan,43,state house,2016,0
michigan,88,state house,2016,0
michigan,89,state house,2016,0
michigan,90,state house,2016,0
michigan,85,state house,2016,0
michigan,94,state house,2016,0
michigan,95,state house,2016,1
michigan,83,state house,2016,0
michigan,81,state house,2016,0
michigan,52,state house,2016,1
michigan,54,state house,2016,1
michigan,55,state house,2016,1
michigan,53,state house,2016,1
michigan,23,state house,2016,1
michigan,2,state house,2016,1
michigan,5,state house,2016,1
michigan,16,state house,2016,1
michigan,9,state house,2016,1
michigan,15,state house,2016,1
michigan,21,state house,2016,1
michigan,10,state house,2016,1
michigan,1,state house,2016,1
michigan,4,state house,2016,1
michigan,20,state house,2016,0
michigan,3,state house,2016,1
michigan,8,state house,2016,1
michigan,11,state house,2016,1
michigan,6,state house,2016,1
michigan,19,state house,2016,0
michigan,7,state house,2016,1
michigan,14,state house,2016,1
michigan,12,state house,2016,1
michigan,13,state house,2016,1
minnesota,10b,state house,2016,0
minnesota,35b,state house,2016,0
minnesota,31b,state house,2016,0
minnesota,35a,state house,2016,0
minnesota,31a,state house,2016,0
minnesota,37a,state house,2016,1
minnesota,37b,state house,2016,0
minnesota,38a,state house,2016,0
minnesota,41b,state house,2016,1
minnesota,36a,state house,2016,0
minnesota,36b,state house,2016,1
minnesota,41a,state house,2016,1
minnesota,2b,state house,2016,0
minnesota,4b,state house,2016,1
minnesota,2a,state house,2016,0
minnesota,5a,state house,2016,0
minnesota,15b,state house,2016,0
minnesota,14b,state house,2016,0
minnesota,13b,state house,2016,0
minnesota,12a,state house,2016,0
minnesota,23b,state house,2016,0
minnesota,19b,state house,2016,1
minnesota,19a,state house,2016,1
minnesota,23a,state house,2016,0
minnesota,16b,state house,2016,0
minnesota,11a,state house,2016,1
minnesota,47a,state house,2016,0
minnesota,33b,state house,2016,0
minnesota,47b,state house,2016,0
minnesota,9a,state house,2016,0
minnesota,5b,state house,2016,0
minnesota,17a,state house,2016,0
minnesota,32a,state house,2016,0
minnesota,39a,state house,2016,0
minnesota,4a,state house,2016,1
minnesota,3a,state house,2016,1
minnesota,22b,state house,2016,0
minnesota,10a,state house,2016,0
minnesota,57a,state house,2016,1
minnesota,57b,state house,2016,0
minnesota,51a,state house,2016,1
minnesota,56a,state house,2016,0
minnesota,56b,state house,2016,0
minnesota,58b,state house,2016,0
minnesota,52b,state house,2016,0
minnesota,51b,state house,2016,1
minnesota,54b,state house,2016,0
minnesota,58a,state house,2016,0
minnesota,52a,state house,2016,1
minnesota,54a,state house,2016,0
minnesota,24b,state house,2016,0
minnesota,25a,state house,2016,0
minnesota,21b,state house,2016,0
minnesota,27a,state house,2016,0
minnesota,27b,state house,2016,1
minnesota,8b,state house,2016,0
minnesota,12b,state house,2016,0
minnesota,28b,state house,2016,0
minnesota,21a,state house,2016,0
minnesota,50b,state house,2016,1
minnesota,49b,state house,2016,1
minnesota,50a,state house,2016,1
minnesota,40b,state house,2016,1
minnesota,40a,state house,2016,1
minnesota,33a,state house,2016,0
minnesota,45b,state house,2016,1
minnesota,45a,state house,2016,1
minnesota,34a,state house,2016,0
minnesota,48a,state house,2016,1
minnesota,48b,state house,2016,0
minnesota,49a,state house,2016,0
minnesota,63b,state house,2016,1
minnesota,46a,state house,2016,1
minnesota,30b,state house,2016,0
minnesota,46b,state house,2016,1
minnesota,34b,state house,2016,0
minnesota,60a,state house,2016,1
minnesota,61a,state house,2016,1
minnesota,61b,state house,2016,1
minnesota,62a,state house,2016,1
minnesota,62b,state house,2016,1
minnesota,63a,state house,2016,1
minnesota,60b,state house,2016,1
minnesota,59b,state house,2016,1
minnesota,59a,state house,2016,1
minnesota,44b,state house,2016,1
minnesota,44a,state house,2016,0
minnesota,29a,state house,2016,0
minnesota,6a,state house,2016,1
minnesota,15a,state house,2016,0
minnesota,11b,state house,2016,0
minnesota,17b,state house,2016,0
minnesota,1a,state house,2016,0
minnesota,16a,state house,2016,0
minnesota,3b,state house,2016,1
minnesota,20a,state house,2016,0
minnesota,20b,state house,2016,1
minnesota,22a,state house,2016,0
minnesota,18a,state house,2016,0
minnesota,18b,state house,2016,0
minnesota,9b,state house,2016,0
minnesota,25b,state house,2016,1
minnesota,26b,state house,2016,0
minnesota,26a,state house,2016,1
minnesota,8a,state house,2016,0
minnesota,1b,state house,2016,0
minnesota,42a,state house,2016,0
minnesota,66a,state house,2016,1
minnesota,42b,state house,2016,1
minnesota,43a,state house,2016,1
minnesota,43b,state house,2016,1
minnesota,53a,state house,2016,1
minnesota,38b,state house,2016,0
minnesota,64a,state house,2016,1
minnesota,65a,state house,2016,1
minnesota,65b,state house,2016,1
minnesota,66b,state house,2016,1
minnesota,64b,state house,2016,1
minnesota,67b,state house,2016,1
minnesota,67a,state house,2016,1
minnesota,55b,state house,2016,0
minnesota,55a,state house,2016,0
minnesota,30a,state house,2016,0
minnesota,6b,state house,2016,1
minnesota,7a,state house,2016,1
minnesota,7b,state house,2016,1
minnesota,13a,state house,2016,0
minnesota,14a,state house,2016,0
minnesota,24a,state house,2016,0
minnesota,39b,state house,2016,0
minnesota,53b,state house,2016,0
minnesota,28a,state house,2016,1
minnesota,29b,state house,2016,0
mississippi,89,state house,2016,0
mississippi,106,state house,2016,2
missouri,24,state house,2016,1
missouri,23,state house,2016,1
missouri,19,state house,2016,1
missouri,22,state house,2016,1
missouri,25,state house,2016,1
missouri,26,state house,2016,1
missouri,27,state house,2016,1
missouri,36,state house,2016,1
missouri,28,state house,2016,1
missouri,56,state house,2016,0
missouri,37,state house,2016,1
missouri,29,state house,2016,1
missouri,30,state house,2016,0
missouri,35,state house,2016,0
missouri,4,state house,2016,0
missouri,3,state house,2016,0
missouri,9,state house,2016,0
missouri,1,state house,2016,0
missouri,43,state house,2016,0
missouri,158,state house,2016,0
missouri,127,state house,2016,0
missouri,57,state house,2016,0
missouri,126,state house,2016,0
missouri,125,state house,2016,0
missouri,145,state house,2016,0
missouri,47,state house,2016,0
missouri,44,state house,2016,0
missouri,45,state house,2016,1
missouri,50,state house,2016,0
missouri,46,state house,2016,1
missouri,10,state house,2016,1
missouri,11,state house,2016,0
missouri,153,state house,2016,0
missouri,152,state house,2016,0
missouri,8,state house,2016,0
missouri,49,state house,2016,0
missouri,123,state house,2016,0
missouri,124,state house,2016,0
missouri,146,state house,2016,0
missouri,147,state house,2016,0
missouri,39,state house,2016,0
missouri,55,state house,2016,0
missouri,33,state house,2016,0
missouri,128,state house,2016,0
missouri,48,state house,2016,0
missouri,140,state house,2016,0
missouri,138,state house,2016,0
missouri,139,state house,2016,0
missouri,18,state house,2016,1
missouri,38,state house,2016,0
missouri,15,state house,2016,1
missouri,14,state house,2016,0
missouri,17,state house,2016,1
missouri,16,state house,2016,0
missouri,12,state house,2016,0
missouri,60,state house,2016,0
missouri,59,state house,2016,0
missouri,62,state house,2016,0
missouri,120,state house,2016,0
missouri,129,state house,2016,0
missouri,2,state house,2016,0
missouri,143,state house,2016,0
missouri,155,state house,2016,0
missouri,150,state house,2016,0
missouri,61,state house,2016,0
missouri,109,state house,2016,0
missouri,110,state house,2016,0
missouri,119,state house,2016,0
missouri,135,state house,2016,0
missouri,131,state house,2016,0
missouri,136,state house,2016,0
missouri,133,state house,2016,0
missouri,137,state house,2016,0
missouri,130,state house,2016,0
missouri,134,state house,2016,0
missouri,132,state house,2016,1
missouri,7,state house,2016,0
missouri,154,state house,2016,0
missouri,142,state house,2016,0
missouri,144,state house,2016,0
missouri,21,state house,2016,1
missouri,20,state house,2016,0
missouri,53,state house,2016,0
missouri,32,state house,2016,0
missouri,34,state house,2016,0
missouri,31,state house,2016,0
missouri,162,state house,2016,0
missouri,163,state house,2016,0
missouri,161,state house,2016,0
missouri,113,state house,2016,0
missouri,112,state house,2016,0
missouri,115,state house,2016,0
missouri,118,state house,2016,1
missouri,97,state house,2016,0
missouri,111,state house,2016,0
missouri,114,state house,2016,0
missouri,52,state house,2016,0
missouri,51,state house,2016,0
missouri,54,state house,2016,0
missouri,157,state house,2016,0
missouri,40,state house,2016,0
missouri,41,state house,2016,0
missouri,64,state house,2016,0
missouri,6,state house,2016,0
missouri,5,state house,2016,0
missouri,159,state house,2016,0
missouri,58,state house,2016,0
missouri,149,state house,2016,0
missouri,148,state house,2016,0
missouri,42,state house,2016,0
missouri,160,state house,2016,0
missouri,116,state house,2016,0
missouri,121,state house,2016,0
missouri,13,state house,2016,0
missouri,122,state house,2016,0
missouri,151,state house,2016,0
missouri,102,state house,2016,0
missouri,65,state house,2016,0
missouri,105,state house,2016,0
missouri,104,state house,2016,0
missouri,70,state house,2016,0
missouri,103,state house,2016,0
missouri,106,state house,2016,0
missouri,63,state house,2016,0
missouri,108,state house,2016,0
missouri,107,state house,2016,0
missouri,117,state house,2016,0
missouri,85,state house,2016,1
missouri,86,state house,2016,1
missouri,72,state house,2016,1
missouri,90,state house,2016,1
missouri,96,state house,2016,0
missouri,89,state house,2016,0
missouri,91,state house,2016,1
missouri,98,state house,2016,0
missouri,88,state house,2016,1
missouri,71,state house,2016,1
missouri,101,state house,2016,0
missouri,100,state house,2016,0
missouri,87,state house,2016,1
missouri,83,state house,2016,1
missouri,93,state house,2016,1
missouri,92,state house,2016,1
missouri,94,state house,2016,0
missouri,99,state house,2016,0
missouri,73,state house,2016,1
missouri,95,state house,2016,0
missouri,75,state house,2016,1
missouri,74,state house,2016,1
missouri,68,state house,2016,1
missouri,67,state house,2016,1
missouri,69,state house,2016,1
missouri,66,state house,2016,1
missouri,76,state house,2016,1
missouri,84,state house,2016,1
missouri,78,state house,2016,1
missouri,79,state house,2016,1
missouri,80,state house,2016,1
missouri,77,state house,2016,1
missouri,81,state house,2016,1
missouri,82,state house,2016,1
missouri,156,state house,2016,0
missouri,141,state house,2016,0
montana,72,state house,2016,0
montana,42,state house,2016,1
montana,41,state house,2016,1
montana,33,state house,2016,0
montana,32,state house,2016,1
montana,70,state house,2016,0
montana,58,state house,2016,0
montana,37,state house,2016,0
montana,20,state house,2016,0
montana,19,state house,2016,0
montana,21,state house,2016,1
montana,22,state house,2016,0
montana,23,state house,2016,0
montana,23,state house,2016,1
montana,24,state house,2016,1
montana,25,state house,2016,0
montana,26,state house,2016,1
montana,27,state house,2016,0
montana,30,state house,2016,0
montana,32,state house,2016,1
montana,37,state house,2016,0
montana,38,state house,2016,0
montana,39,state house,2016,0
montana,34,state house,2016,0
montana,36,state house,2016,0
montana,77,state house,2016,1
montana,78,state house,2016,1
montana,29,state house,2016,0
montana,7,state house,2016,0
montana,8,state house,2016,0
montana,6,state house,2016,0
montana,4,state house,2016,0
montana,3,state house,2016,1
montana,13,state house,2016,0
montana,9,state house,2016,0
montana,11,state house,2016,0
montana,5,state house,2016,1
montana,10,state house,2016,0
montana,59,state house,2016,0
montana,68,state house,2016,0
montana,61,state house,2016,1
montana,62,state house,2016,1
montana,63,state house,2016,1
montana,64,state house,2016,0
montana,65,state house,2016,0
montana,66,state house,2016,1
montana,67,state house,2016,0
montana,69,state house,2016,0
montana,16,state house,2016,1
montana,15,state house,2016,1
montana,18,state house,2016,0
montana,28,state house,2016,1
montana,33,state house,2016,0
montana,71,state house,2016,0
montana,75,state house,2016,0
montana,93,state house,2016,1
montana,12,state house,2016,0
montana,83,state house,2016,1
montana,81,state house,2016,1
montana,70,state house,2016,0
montana,82,state house,2016,1
montana,79,state house,2016,1
montana,84,state house,2016,1
montana,80,state house,2016,0
montana,17,state house,2016,0
montana,1,state house,2016,0
montana,2,state house,2016,0
montana,14,state house,2016,0
montana,89,state house,2016,1
montana,92,state house,2016,0
montana,90,state house,2016,1
montana,99,state house,2016,1
montana,98,state house,2016,1
montana,94,state house,2016,1
montana,100,state house,2016,1
montana,96,state house,2016,0
montana,95,state house,2016,1
montana,97,state house,2016,0
montana,91,state house,2016,1
montana,40,state house,2016,0
montana,60,state house,2016,1
montana,41,state house,2016,1
montana,86,state house,2016,0
montana,85,state house,2016,0
montana,87,state house,2016,0
montana,88,state house,2016,0
montana,35,state house,2016,0
montana,31,state house,2016,1
montana,74,state house,2016,1
montana,73,state house,2016,1
montana,72,state house,2016,0
montana,76,state house,2016,1
montana,57,state house,2016,0
montana,55,state house,2016,0
montana,56,state house,2016,0
montana,45,state house,2016,0
montana,42,state house,2016,1
montana,43,state house,2016,0
montana,44,state house,2016,0
montana,46,state house,2016,0
montana,47,state house,2016,1
montana,48,state house,2016,1
montana,49,state house,2016,1
montana,50,state house,2016,1
montana,51,state house,2016,0
montana,52,state house,2016,0
montana,53,state house,2016,0
montana,54,state house,2016,0
nevada,40,state house,2016,0
nevada,38,state house,2016,0
nevada,42,state house,2016,1
nevada,19,state house,2016,0
nevada,13,state house,2016,0
nevada,15,state house,2016,1
nevada,3,state house,2016,1
nevada,21,state house,2016,1
nevada,7,state house,2016,1
nevada,6,state house,2016,1
nevada,34,state house,2016,1
nevada,8,state house,2016,1
nevada,35,state house,2016,1
nevada,41,state house,2016,1
nevada,29,state house,2016,1
nevada,9,state house,2016,1
nevada,16,state house,2016,1
nevada,12,state house,2016,1
nevada,4,state house,2016,0
nevada,14,state house,2016,1
nevada,36,state house,2016,0
nevada,1,state house,2016,1
nevada,37,state house,2016,0
nevada,28,state house,2016,1
nevada,2,state house,2016,0
nevada,10,state house,2016,1
nevada,5,state house,2016,1
nevada,11,state house,2016,1
nevada,20,state house,2016,1
nevada,18,state house,2016,1
nevada,23,state house,2016,0
nevada,22,state house,2016,0
nevada,17,state house,2016,1
nevada,39,state house,2016,0
nevada,33,state house,2016,0
nevada,32,state house,2016,0
nevada,24,state house,2016,1
nevada,25,state house,2016,0
nevada,27,state house,2016,1
nevada,30,state house,2016,1
nevada,26,state house,2016,0
nevada,31,state house,2016,1
new jersey,29,state house,2016,1
new jersey,18,state house,2016,1
new mexico,29,state house,2016,0
new mexico,68,state house,2016,0
new mexico,23,state house,2016,1
new mexico,15,state house,2016,0
new mexico,17,state house,2016,1
new mexico,16,state house,2016,1
new mexico,14,state house,2016,1
new mexico,26,state house,2016,1
new mexico,13,state house,2016,1
new mexico,12,state house,2016,1
new mexico,10,state house,2016,1
new mexico,69,state house,2016,1
new mexico,18,state house,2016,1
new mexico,11,state house,2016,1
new mexico,19,state house,2016,1
new mexico,21,state house,2016,1
new mexico,20,state house,2016,0
new mexico,28,state house,2016,0
new mexico,25,state house,2016,1
new mexico,24,state house,2016,1
new mexico,30,state house,2016,0
new mexico,27,state house,2016,0
new mexico,31,state house,2016,0
new mexico,22,state house,2016,0
new mexico,50,state house,2016,1
new mexico,49,state house,2016,0
new mexico,66,state house,2016,0
new mexico,59,state house,2016,0
new mexico,58,state house,2016,0
new mexico,54,state house,2016,0
new mexico,6,state house,2016,1
new mexico,67,state house,2016,0
new mexico,40,state house,2016,1
new mexico,64,state house,2016,0
new mexico,63,state house,2016,1
new mexico,36,state house,2016,1
new mexico,39,state house,2016,1
new mexico,53,state house,2016,0
new mexico,52,state house,2016,1
new mexico,34,state house,2016,1
new mexico,33,state house,2016,1
new mexico,35,state house,2016,1
new mexico,37,state house,2016,1
new mexico,55,state house,2016,0
new mexico,38,state house,2016,0
new mexico,32,state house,2016,1
new mexico,61,state house,2016,0
new mexico,62,state house,2016,0
new mexico,56,state house,2016,0
new mexico,43,state house,2016,1
new mexico,5,state house,2016,1
new mexico,9,state house,2016,1
new mexico,51,state house,2016,0
new mexico,41,state house,2016,1
new mexico,65,state house,2016,1
new mexico,4,state house,2016,0
new mexico,1,state house,2016,0
new mexico,2,state house,2016,0
new mexico,3,state house,2016,0
new mexico,70,state house,2016,1
new mexico,57,state house,2016,0
new mexico,60,state house,2016,0
new mexico,44,state house,2016,0
new mexico,46,state house,2016,1
new mexico,47,state house,2016,1
new mexico,48,state house,2016,1
new mexico,45,state house,2016,1
new mexico,42,state house,2016,1
new mexico,8,state house,2016,0
new mexico,7,state house,2016,0
new york,132,state house,2016,0
new york,111,state house,2016,1
new york,109,state house,2016,1
new york,102,state house,2016,0
new york,108,state house,2016,1
new york,110,state house,2016,1
new york,148,state house,2016,0
new york,77,state house,2016,1
new york,78,state house,2016,1
new york,79,state house,2016,1
new york,80,state house,2016,1
new york,81,state house,2016,1
new york,84,state house,2016,1
new york,86,state house,2016,1
new york,82,state house,2016,1
new york,83,state house,2016,1
new york,85,state house,2016,1
new york,87,state house,2016,1
new york,123,state house,2016,1
new york,122,state house,2016,0
new york,124,state house,2016,0
new york,130,state house,2016,0
new york,126,state house,2016,0
new york,150,state house,2016,0
new york,115,state house,2016,0
new york,106,state house,2016,1
new york,107,state house,2016,0
new york,125,state house,2016,1
new york,101,state house,2016,0
new york,104,state house,2016,1
new york,105,state house,2016,0
new york,103,state house,2016,1
new york,140,state house,2016,1
new york,141,state house,2016,1
new york,149,state house,2016,1
new york,142,state house,2016,1
new york,144,state house,2016,0
new york,146,state house,2016,1
new york,147,state house,2016,0
new york,143,state house,2016,1
new york,145,state house,2016,0
new york,114,state house,2016,0
new york,118,state house,2016,0
new york,139,state house,2016,0
new york,119,state house,2016,1
new york,116,state house,2016,1
new york,120,state house,2016,0
new york,49,state house,2016,1
new york,50,state house,2016,1
new york,53,state house,2016,1
new york,54,state house,2016,1
new york,56,state house,2016,1
new york,57,state house,2016,1
new york,44,state house,2016,1
new york,46,state house,2016,1
new york,47,state house,2016,1
new york,48,state house,2016,0
new york,51,state house,2016,1
new york,52,state house,2016,1
new york,64,state house,2016,0
new york,42,state house,2016,1
new york,45,state house,2016,1
new york,41,state house,2016,1
new york,43,state house,2016,1
new york,55,state house,2016,1
new york,58,state house,2016,1
new york,59,state house,2016,1
new york,60,state house,2016,1
new york,133,state house,2016,0
new york,121,state house,2016,1
new york,134,state house,2016,0
new york,136,state house,2016,1
new york,138,state house,2016,1
new york,137,state house,2016,1
new york,135,state house,2016,0
new york,22,state house,2016,1
new york,21,state house,2016,0
new york,9,state house,2016,0
new york,14,state house,2016,0
new york,17,state house,2016,0
new york,18,state house,2016,1
new york,13,state house,2016,1
new york,15,state house,2016,0
new york,16,state house,2016,1
new york,19,state house,2016,0
new york,20,state house,2016,0
new york,65,state house,2016,1
new york,66,state house,2016,1
new york,67,state house,2016,1
new york,68,state house,2016,1
new york,69,state house,2016,1
new york,70,state house,2016,1
new york,71,state house,2016,1
new york,72,state house,2016,1
new york,73,state house,2016,1
new york,74,state house,2016,1
new york,75,state house,2016,1
new york,76,state house,2016,1
new york,129,state house,2016,1
new york,127,state house,2016,1
new york,128,state house,2016,1
new york,131,state house,2016,0
new york,98,state house,2016,0
new york,99,state house,2016,1
new york,100,state house,2016,1
new york,94,state house,2016,0
new york,95,state house,2016,1
new york,23,state house,2016,1
new york,24,state house,2016,1
new york,28,state house,2016,1
new york,29,state house,2016,1
new york,31,state house,2016,1
new york,32,state house,2016,1
new york,38,state house,2016,1
new york,25,state house,2016,1
new york,27,state house,2016,1
new york,30,state house,2016,1
new york,34,state house,2016,1
new york,37,state house,2016,1
new york,39,state house,2016,1
new york,26,state house,2016,1
